unit_id,time_to_first_spike
3000169,0.076
3000170,0.0875
3000171,0.0825
3000172,0.0875
3000173,0.1105
3000174,0.1015
3000175,0.098
3000176,0.105
3000177,0.101
3000178,0.09
3000179,0.089
3000180,0.096
3000181,0.114
3000182,0.091
3000183,0.1015
3000184,0.147
3000185,0.131
3000186,0.093
3000187,0.1
3000188,0.106
3000189,0.142
3000190,0.148
3000191,0.109
3000192,0.174
3000193,0.1075
3000194,0.1
3000195,0.092
3000196,0.079
3000197,0.089
3000198,0.102
3000199,0.113
3000200,0.055
3000201,0.096
3000202,0.0985
3000203,0.097
3000204,0.0855
3000205,0.0925
3000206,0.095
3000207,0.06
3000208,0.087
3000209,0.072
3000210,0.052
3000211,0.124
3000212,0.1335
3000213,0.095
3000214,0.113
3000215,0.114
3000216,0.073
3000217,0.12
3000218,0.077
3000219,0.095
3000220,0.112
3000221,0.094
3000222,0.133
3000223,0.092
3000224,0.098
3000225,0.073
3000226,0.103
3000227,0.0705
3000228,0.1125
3000229,0.108
3000230,0.102
3000231,0.122
3000232,0.1055
3000233,0.104
3000234,0.079
3000235,0.051
3000236,0.087
3000237,0.102
3000238,0.126
3000239,0.084
3000240,0.0915
3000241,0.114
3000242,0.113
3000243,0.082
3000244,0.093
3000245,0.1135
3000246,0.099
3000247,0.137
3000248,0.0705
3000249,0.06
3000250,0.068
3000251,0.1365
3000252,0.086
3000253,0.09
3000254,0.116
3000255,0.1185
3000256,0.1275
3000257,0.0795
3000258,0.09
3000259,0.1195
3000260,
3000261,0.12
3000262,0.1135
3000263,0.134
3000264,0.101
3000265,0.078
3000266,0.0475
3000267,0.066
3000268,0.092
3000269,0.106
3000270,0.095
3000271,0.106
3000272,0.088
3000273,0.0905
3000274,0.105
3000275,0.071
3000276,0.074
3000277,0.094
3000278,0.1155
3000279,0.154
3000280,0.094
3000281,0.098
3000282,0.0975
3000283,0.1065
3000284,0.088
3000285,0.1125
3000286,0.0995
3000287,0.084
3000288,0.055
3000289,0.099
3000290,0.119
3000291,0.1015
3000292,0.079
3000293,0.082
3000294,0.099
3000295,0.1185
3000296,0.114
3000297,0.1205
3000298,0.0775
3000299,0.1045
3000300,0.121
3000301,0.12
3000302,0.108
3000303,0.076
3000304,0.118
3000305,0.093
3000306,0.114
3000307,0.075
3000308,0.078
3000309,0.062
3000310,0.1705
3000311,0.083
3000312,0.055
3000313,0.142
3000314,0.051
3000315,0.073
3000316,0.048
3000317,0.125
3000318,0.159
3000319,0.063
3000320,0.099
3000321,0.084
3000322,0.0435
3000323,0.091
3000324,0.055
3000325,0.111
3000326,0.059
3000327,0.124
3000328,0.093
3000329,0.092
3000330,0.0825
3000331,0.105
3000332,0.0845
3000333,0.0965
3000334,0.078
3000335,0.079
3000336,0.131
3000337,0.09
3000338,0.1135
3000339,0.089
3000340,0.0905
3000341,0.0745
3000342,0.114
3000343,0.045
3000344,0.07
3000345,0.123
3000346,0.063
3000347,0.1375
3000348,0.06
3000349,0.0835
3000350,0.069
3000351,0.0725
3000352,0.079
3000353,0.0585
3000354,0.06
3000355,0.056
3000356,0.072
3000357,0.045
3000358,0.037
3000359,0.069
3000360,0.0685
3000361,0.114
3000362,0.078
3000363,0.061
3000364,0.053
3000365,0.081
3000366,0.075
3000367,0.084
3000368,0.052
3000369,0.0655
3000370,0.04
3000371,0.032
3000372,0.048
3000373,0.054
3000374,0.068
3000375,0.119
3000376,0.0735
3000377,0.06
3000378,0.051
3000379,0.053
3000380,0.046
3000381,0.041
3000382,0.102
3000383,0.059
3000384,0.047
3000385,0.095
3000386,0.053
3000387,0.054
3000388,0.057
3000389,0.091
3000390,0.095
3000391,0.04
3000392,0.072
3000393,0.0715
3000394,0.0705
3000395,0.054
3000396,0.053
3000397,0.092
3000398,0.109
3000399,0.071
3000400,0.094
3000401,0.051
3000402,0.055
3000403,0.1
3000404,0.068
3000405,0.067
3000406,0.075
3000407,0.08
3000408,0.145
3000409,0.056
3000410,0.101
3000411,0.094
3000412,0.0765
3000413,0.049
3000414,0.045
3000415,0.0495
3000416,0.062
3000417,0.123
3000418,0.064
3000419,0.092
3000420,0.0925
3000421,0.08
3000422,0.098
3000423,0.092
3000424,0.082
3000425,0.0745
3000426,0.046
3000427,0.068
3000428,0.101
3000429,0.059
3000430,0.138
3000431,0.078
3000432,0.0925
3000433,0.098
3000434,0.0545
3000435,0.065
3000436,0.095
3000437,0.0845
3000438,0.119
3000439,0.043
3000440,0.066
3000441,0.0875
3000442,0.085
3000443,0.082
3000444,0.054
3000445,0.048
3000446,0.066
3000447,0.0455
3000448,0.076
3000449,0.0475
3000450,0.082
3000451,0.096
3000452,0.072
3000453,0.072
3000454,0.068
3000455,0.043
3000456,0.069
3000457,0.07
3000458,0.084
3000459,0.086
3000460,0.064
3000461,0.046
3000462,0.048
3000463,0.0625
3000464,0.106
3000465,0.044
3000466,0.084
3000467,0.0645
3000468,0.039
3000469,0.05
3000470,0.067
3000471,0.05
3000472,0.042
3000473,0.043
3000474,0.05
3000475,0.05
3000476,0.047
3000477,0.0365
3000478,0.126
3000479,0.0685
3000480,0.097
3000481,0.053
3000482,
3000483,0.1045
3000484,0.047
3000485,0.041
3000486,0.056
3000487,0.107
3000488,0.078
3000489,0.04
3000490,0.0805
3000491,0.08
3000492,0.073
3000493,0.0585
3000494,0.086
3000495,0.0535
3000496,0.04
3000497,0.057
3000498,0.103
3000499,0.036
3000500,
3000501,0.066
3000502,0.067
3000503,0.078
3000504,0.047
3000505,0.079
3000506,0.106
3000507,0.077
3000508,0.048
3000509,0.1565
3000510,0.047
3000511,0.063
3000512,0.04
3000513,0.036
3000514,0.078
3000515,0.0775
3000516,0.069
3000517,0.147
3000518,0.109
3000519,0.126
3000520,0.0485
3000521,0.077
3000522,0.048
3000523,0.065
3000524,0.081
3000525,0.091
3000526,0.046
3000527,0.094
3000528,0.163
3000529,0.076
3000530,0.087
3000531,0.092
3000532,0.074
3000533,0.114
3000534,0.1075
3000535,0.091
3000536,0.091
3000537,0.079
3000538,0.113
3000539,0.091
3000540,0.063
3000541,0.104
3000542,0.141
3000543,0.084
3000544,0.159
3000545,0.15
3000546,0.116
3000547,0.1185
3000548,0.153
3000549,
3000550,0.102
3000551,0.142
3000552,0.162
3000553,0.1295
3000554,0.094
3000555,0.108
3000556,0.1
3000557,0.101
3000558,0.105
3000559,0.103
3000560,
3000561,
3000562,0.14
3000563,0.13
3000564,0.096
3000565,0.091
3000566,0.131
3000567,0.0965
3000568,0.118
3000569,0.088
3000570,0.103
3000571,0.109
3000572,0.095
3000573,0.117
3000574,0.093
3000575,0.099
3000576,0.129
3000577,0.1105
3000578,0.088
3000579,0.059
3000580,0.106
3000581,0.127
3000582,0.113
3000583,
3000584,0.096
3000585,0.136
3000586,0.0745
3000587,0.083
3000588,0.1045
3000589,0.105
3000590,0.119
3000591,0.128
3000592,
3000593,0.1
3000594,0.131
3000595,0.1145
3000596,0.156
3000597,0.113
3000598,
3000599,0.116
3000600,0.063
3000601,0.095
3000602,0.126
3000603,0.1575
3000604,0.105
3000605,0.099
3000606,0.128
3000607,0.128
3000608,0.108
3000609,0.111
3000610,0.116
3000611,0.15
3000612,0.092
3000613,0.115
3000614,0.116
3000615,0.126
3000616,0.121
3000617,0.1105
3000618,0.084
3000619,0.083
3000620,0.1005
3000621,0.068
3000622,0.068
3000623,0.108
3000624,0.08
3000625,0.102
3000626,0.113
3000627,0.101
3000628,0.079
3000629,0.077
3000630,0.1
3000631,0.1455
3000632,0.126
3000633,0.129
3000634,0.0935
3000635,0.1135
3000636,0.09
3000637,0.136
3000638,0.1065
3000639,0.096
3000640,0.111
3000641,0.103
3000642,0.1225
3000643,0.121
3000644,0.092
3000645,0.047
3000646,0.0545
3000647,0.109
3000648,0.13
3000649,0.124
3000650,0.098
3000651,0.101
3000652,0.065
3000653,0.116
3000654,0.1385
3000655,0.121
3000656,0.1155
3000657,0.114
3000658,0.0875
3000659,0.1135
3000660,0.077
3000661,0.1
3000662,0.079
3000663,0.0955
3000664,0.148
3000665,0.109
3000666,0.07
3000667,0.129
3000668,0.065
3000669,0.076
3000670,0.052
3000671,0.06
3000672,0.0685
3000673,0.092
3000674,0.125
3000675,0.1265
3000676,0.0905
3000677,0.086
3000678,0.044
3000679,0.0475
3000680,0.15
3000681,0.1425
3000682,0.121
3000683,0.0965
3000684,0.0875
3000685,0.0655
3000686,0.093
3000687,0.157
3000688,0.109
3000689,
3000690,
3000691,0.1065
3000692,0.052
3000693,0.056
3000694,0.073
3000695,0.072
3000696,0.1
3000697,0.082
3000698,0.0855
3000699,0.088
3000700,0.0855
3000701,0.1075
3000702,0.0715
3000703,0.072
3000704,
3000705,0.122
3000706,0.128
3000707,0.112
3000708,0.1095
3000709,0.103
3000710,0.089
3000711,0.0415
3000712,0.1045
3000713,0.034
3000714,0.1225
3000715,0.093
3000716,0.076
3000717,0.075
3000718,0.087
3000719,0.064
3000720,0.079
3000721,
3000722,
3000723,0.092
3000724,0.172
3000725,
3000726,
3000727,
3000728,0.167
3000729,0.082
3000730,0.1195
3000731,0.1395
3000732,0.1175
3000733,0.1025
3000734,0.114
3000735,
3000736,0.0655
3000737,0.126
3000738,0.104
3000739,0.07
3000740,0.107
3000741,0.108
3000742,0.109
3000743,0.0955
3000744,0.116
3000745,0.141
3000746,
3000747,0.125
3000748,
3000749,0.109
3000750,0.085
3000751,0.143
3000752,0.079
3000753,0.0535
3000754,0.12
3000755,0.109
3000756,0.102
3000757,
3000758,0.0985
3000759,0.08
3000760,0.119
3000761,0.167
3000762,0.043
3000763,0.12
3000764,0.0955
3000765,0.118
3000766,0.072
3000767,0.12
3000768,0.07
3000769,0.12
3000770,0.111
3000771,0.116
3000772,0.0985
3000773,0.1705
3000774,0.066
3000775,0.082
3000776,0.078
3000777,0.07
3000778,0.056
3000779,0.09
3000780,0.079
3000781,0.112
3000782,0.11
3000783,0.122
3000784,0.079
3000785,0.048
3000786,0.061
3000787,0.055
3000788,0.074
3000789,0.103
3000790,0.061
3000791,0.0685
3000792,0.065
3000793,0.17
3000794,0.094
3000795,0.0665
3000796,0.065
3000797,0.097
3000798,0.068
3000799,0.067
3000800,0.099
3000801,0.088
3000802,0.095
3000803,0.0505
3000804,0.043
3000805,0.07
3000806,0.087
3000807,0.064
3000808,0.072
3000809,0.08
3000810,0.056
3000811,0.051
3000812,
3000813,0.066
3000814,0.067
3000815,0.094
3000816,0.0745
3000817,0.043
3000818,0.06
3000819,0.115
3000820,0.059
3000821,0.104
3000822,0.074
3000823,0.093
3000824,
3000825,0.153
3000826,0.082
3000827,
3000828,0.043
3000829,0.0905
3000830,0.066
3000831,0.125
3000832,0.096
3000833,0.04
3000834,0.093
3000835,0.092
3000836,0.097
3000837,0.073
3000838,0.042
3000839,0.05
3000840,0.076
3000841,0.058
3000842,0.046
3000843,0.074
3000844,0.1245
3000845,0.079
3000846,0.049
3000847,0.052
3000848,0.101
3000849,0.084
3000850,0.078
3000851,0.0965
3000852,0.088
3000853,0.081
3000854,0.087
3000855,0.066
3000856,0.155
3000857,0.064
3000858,0.062
3000859,0.091
3000860,0.098
3000861,
3000862,0.083
3000863,0.0575
3000864,0.1165
3000865,0.12
3000866,0.1035
3000867,0.121
3000868,0.067
3000869,0.056
3000870,0.049
3000871,0.075
3000872,0.119
3000873,0.053
3000874,0.094
3000875,0.084
3000876,0.042
3000877,0.127
3000878,0.098
3000879,0.108
3000880,0.115
3000881,0.0505
3000882,0.063
3000883,0.06
3000884,0.047
3000885,0.079
3000886,0.079
3000887,0.076
3000888,0.105
3000889,0.115
3000890,0.152
3000891,0.069
3000892,0.1085
3000893,0.0605
3000894,0.065
3000895,0.0745
3000896,0.146
3000897,0.069
3000898,0.115
3000899,0.102
3000900,0.116
3000901,0.1325
3000902,0.134
3000903,0.133
3000904,0.127
3000905,0.0995
3000906,0.114
3000907,0.15
3000908,0.099
3000909,0.041
3000910,0.138
3000911,0.044
3000912,0.103
3000913,0.092
3000914,0.138
3000915,0.0995
3000916,0.142
3000917,0.113
3000918,0.0535
3000919,0.1305
3000920,0.148
3000921,0.1175
3000922,0.043
3000923,0.069
3000924,0.056
3000925,0.1
3000926,0.15
3000927,0.082
3000928,0.063
3000929,0.0425
3000930,0.1
3000931,0.079
3000932,0.12
3000933,0.064
3000934,0.055
3000935,0.1405
3000936,0.0865
3000937,0.093
3000938,0.1245
3000939,0.035
3000940,0.1125
3000941,0.086
3000942,0.068
3000943,0.089
3000944,0.125
3000945,0.0455
3000946,0.055
3000947,0.089
3000948,0.0835
3000949,
3000950,0.142
3000951,0.0925
3000952,0.09
3000953,0.046
3000954,0.047
3000955,0.1465
3000956,0.0445
3000957,0.135
3000958,0.071
3000959,0.048
3000960,0.09
3000961,0.129
3000962,0.099
3000963,0.083
3000964,0.146
3000965,0.118
3000966,0.0835
3000967,0.0465
3000968,0.105
3000969,0.0475
3000970,0.038
3000971,0.069
3000972,0.0815
3000973,0.161
3000974,0.0505
3000975,0.042
3000976,0.039
3000977,0.072
3000978,0.112
3000979,0.0325
3000980,0.176
3000981,0.104
3000982,0.063
3000983,0.0775
3000984,0.126
3000985,0.1405
3000986,0.104
3000987,0.077
3000988,0.1
3000989,0.111
3000990,0.0955
3000991,0.044
3000992,0.111
3000993,0.096
3000994,0.077
3000995,0.095
3000996,0.099
3000997,0.1735
3000998,0.179
3000999,0.1595
3001000,0.1505
3001001,0.034
3001002,0.1345
3001003,0.042
3001004,0.063
3001005,0.098
3001006,0.101
3001007,0.123
3001008,0.106
3001009,0.094
3001010,0.0535
3001011,0.049
3001012,0.145
3001013,0.078
3001014,0.1355
3001015,0.125
3001016,0.075
3001017,0.0445
3001018,0.134
3001019,0.129
3001020,0.1255
3001021,0.052
3001022,0.086
3001023,0.123
3001024,0.14
3001025,0.135
3001026,0.146
3001027,0.085
3001028,0.086
3001029,0.0975
3001030,0.066
3001031,0.115
3001032,0.098
3001033,0.118
3001034,0.0505
3001035,0.127
3001036,0.134
3001037,0.158
3001038,0.068
3001039,0.138
3001040,0.1245
3001041,0.097
3001042,0.048
3001043,0.093
3001044,0.077
3001045,0.137
3001046,0.159
3001047,0.133
3001048,0.149
3001049,0.0785
3001050,0.166
3001051,0.093
3001052,0.0445
3001053,0.097
3001054,0.075
3001055,0.164
3001056,0.1145
3001057,0.09
3001058,0.072
3001059,0.105
3001060,0.076
3001061,0.116
3001062,0.097
3001063,0.053
3001064,0.109
3001065,0.095
3001066,0.0625
3001067,0.116
3001068,0.0915
3001069,0.035
3001070,0.111
3001071,0.104
3001072,0.1615
3001073,0.041
3001074,0.054
3001075,0.091
3001076,0.12
3001077,0.064
3001078,0.119
3001079,0.108
3001080,0.106
3001081,0.047
3001082,0.044
3001083,0.126
3001084,0.087
3001085,0.056
3001086,0.084
3001087,0.1
3001088,
3001089,0.109
3001090,0.143
3001091,0.0985
3001092,0.0885
3001093,0.113
3001094,0.097
3001095,0.09
3001096,0.093
3001097,0.087
3001098,0.123
3001099,0.0955
3001100,0.091
3001101,0.155
3001102,0.125
3001103,0.14
3001104,0.078
3001105,0.109
3001106,0.1465
3001107,0.0915
3001108,0.1275
3001109,0.159
3001110,0.132
3001111,0.056
3001112,0.144
3001113,
3001114,0.127
3001115,0.053
3001116,0.125
3001117,
3001118,0.1005
3001119,0.096
3001120,0.102
3001121,0.091
3001122,0.1215
3001123,0.11
3001124,0.115
3001125,0.117
3001126,0.126
3001127,0.118
3001128,0.079
3001129,0.112
3001130,0.093
3001131,0.109
3001132,0.1
3001133,0.1445
3001134,0.098
3001135,0.1115
3001136,
3001137,0.12
3001138,
3001139,0.1745
3001140,0.087
3001141,0.128
3001142,0.1315
3001143,0.13
3001144,0.156
3001145,0.121
3001146,0.127
3001147,0.104
3001148,0.148
3001149,0.116
3001150,0.12
3001151,0.124
3001152,0.121
3001153,0.136
3001154,0.136
3001155,0.096
3001156,0.1275
3001157,0.115
3001158,0.088
3001159,0.1045
3001160,0.075
3001161,0.143
3001162,0.067
3001163,0.106
3001164,0.1005
3001165,0.0895
3001166,0.0965
3001167,0.11
3001168,0.146
3001169,0.0745
3001170,0.109
3001171,0.1165
3001172,0.113
3001173,0.12
3001174,0.1
3001175,0.102
3001176,0.086
3001177,0.136
3001178,0.105
3001179,0.142
3001180,0.1045
3001181,0.1245
3001182,0.116
3001183,0.063
3001184,0.0805
3001185,0.0525
3001186,0.11
3001187,0.105
3001188,0.114
3001189,0.112
3001190,0.091
3001191,0.095
3001192,0.1065
3001193,0.085
3001194,0.061
3001195,0.097
3001196,0.145
3001197,0.099
3001198,0.079
3001199,0.0595
3001200,0.085
3001201,0.124
3001202,0.079
3001203,0.067
3001204,0.0715
3001205,0.1195
3001206,0.074
3001207,0.09
3001208,0.0895
3001209,0.106
3001210,0.087
3001211,0.097
3001212,0.083
3001213,0.0645
3001214,0.087
3001215,0.092
3001216,0.085
3001217,0.068
3001218,0.1045
3001219,0.081
3001220,0.091
3001221,0.11
3001222,0.095
3001223,0.098
3001224,0.059
3001225,0.058
3001226,0.104
3001227,0.075
3001228,0.04
3001229,0.0635
3001230,0.065
3001231,0.094
3001232,0.045
3001233,0.084
3001234,0.072
3001235,0.077
3001236,0.044
3001237,0.114
3001238,0.122
3001239,0.09
3001240,0.092
3001241,0.053
3001242,0.104
3001243,0.077
3001244,0.091
3001245,0.1385
3001246,0.1125
3001247,0.057
3001248,0.064
3001249,0.105
3001250,0.104
3001251,0.105
3001252,0.0975
3001253,0.134
3001254,0.088
3001255,0.089
3001256,0.09
3001257,0.0975
3001258,0.105
3001259,0.119
3001260,0.119
3001261,0.059
3001262,0.116
3001263,0.091
3001264,0.068
3001265,0.0755
3001266,0.0885
3001267,0.091
3001268,0.092
3001269,0.0925
3001270,0.0755
3001271,0.103
3001272,0.085
3001273,0.102
3001274,0.077
3001275,0.125
3001276,0.097
3001277,0.126
3001278,0.094
3001279,0.0855
3001280,0.05
3001281,0.092
3001282,0.085
3001283,0.087
3001284,0.131
3001285,0.1185
3001286,0.1
3001287,0.066
3001288,0.125
3001289,0.087
3001290,0.096
3001291,0.1175
3001292,0.101
3001293,0.108
3001294,0.096
3001295,0.1045
3001296,0.111
3001297,0.0725
3001298,0.095
3001299,0.098
3001300,0.0955
3001301,0.14
3001302,0.1305
3001303,0.0945
3001304,0.0935
3001305,0.1305
3001306,0.0995
3001307,0.1
3001308,0.083
3001309,0.094
3001310,0.116
3001311,0.095
3001312,0.092
3001313,0.067
3001314,0.102
3001315,0.1085
3001316,0.1045
3001317,0.093
3001318,0.1025
3001319,0.115
3001320,0.1045
3001321,0.105
3001322,0.079
3001323,0.122
3001324,0.1245
3001325,0.112
3001326,0.106
3001327,0.1
3001328,0.0575
3001329,0.114
3001330,0.106
3001331,0.0905
3001332,0.076
3001333,0.109
3001334,0.111
3001335,0.12
3001336,0.116
3001337,0.089
3001338,0.084
3001339,0.103
3001340,0.116
3001341,0.155
3001342,0.113
3001343,0.122
3001344,0.09
3001345,0.103
3001346,0.11
3001347,0.1205
3001348,0.111
3001349,0.108
3001350,0.085
3001351,0.1295
3001352,0.079
3001353,0.1015
3001354,0.075
3001355,0.122
3001356,0.111
3001357,0.123
3001358,0.1185
3001359,0.099
3001360,0.126
3001361,0.1015
3001362,0.127
3001363,0.103
3001364,0.101
3001365,0.0945
3001366,0.105
3001367,0.124
3001368,0.091
3001369,0.061
3001370,0.075
3001371,0.06
3001372,0.104
3001373,0.107
3001374,0.129
3001375,0.066
3001376,0.072
3001377,0.045
3001378,0.088
3001379,0.055
3001380,0.086
3001381,0.138
3001382,0.121
3001383,0.098
3001384,0.106
3001385,0.082
3001386,0.083
3001387,0.094
3001388,0.136
3001389,0.122
3001390,0.103
3001391,0.08
3001392,0.072
3001393,0.09
3001394,0.104
3001395,0.06
3001396,0.09
3001397,0.0695
3001398,0.075
3001399,0.158
3001400,0.126
3001401,0.083
3001402,
3001403,0.0945
3001404,0.047
3001405,0.1475
3001406,0.079
3001407,
3001408,0.048
3001409,0.053
3001410,0.063
3001411,0.059
3001412,0.096
3001413,0.063
3001414,0.075
3001415,0.085
3001416,0.105
3001417,
3001418,0.121
3001419,0.079
3001420,0.102
3001421,0.114
3001422,0.071
3001423,0.101
3001424,0.094
3001425,0.199
3001426,0.071
3001427,0.077
3001428,0.072
3001429,0.0765
3001430,0.0715
3001431,0.067
3001432,0.078
3001433,0.143
3001434,0.1125
3001435,0.091
3001436,0.125
3001437,0.125
3001438,0.175
3001439,0.071
3001440,0.064
3001441,0.045
3001442,
3001443,0.044
3001444,0.1225
3001445,0.0635
3001446,0.1015
3001447,0.114
3001448,0.07
3001449,0.071
3001450,0.058
3001451,0.075
3001452,0.0885
3001453,0.158
3001454,
3001455,0.073
3001456,0.071
3001457,0.0825
3001458,
3001459,0.059
3001460,0.059
3001461,0.0765
3001462,0.072
3001463,0.088
3001464,0.042
3001465,0.046
3001466,0.05
3001467,0.088
3001468,0.0715
3001469,0.0845
3001470,0.084
3001471,0.069
3001472,0.095
3001473,0.059
3001474,0.0685
3001475,0.109
3001476,0.095
3001477,0.085
3001478,0.1005
3001479,0.1175
3001480,0.056
3001481,0.1125
3001482,0.084
3001483,0.058
3001484,0.06
3001485,0.055
3001486,0.114
3001487,0.11
3001488,0.069
3001489,0.0835
3001490,0.08
3001491,0.061
3001492,0.044
3001493,0.056
3001494,0.091
3001495,0.107
3001496,0.073
3001497,0.065
3001498,0.0805
3001499,0.082
3001500,0.0825
3001501,0.063
3001502,0.091
3001503,0.075
3001504,0.0675
3001505,0.064
3001506,0.075
3001507,0.05
3001508,0.093
3001509,0.041
3001510,0.0745
3001511,0.073
3001512,0.043
3001513,0.1065
3001514,0.07
3001515,0.0735
3001516,0.0875
3001517,0.063
3001518,0.061
3001519,0.065
3001520,0.062
3001521,0.091
3001522,0.0845
3001523,0.0655
3001524,0.079
3001525,0.131
3001526,0.1435
3001527,0.099
3001528,0.081
3001529,0.064
3001530,0.081
3001531,0.0795
3001532,0.142
3001533,0.074
3001534,0.098
3001535,0.072
3001536,0.064
3001537,0.074
3001538,0.074
3001539,0.105
3001540,0.149
3001541,0.081
3001542,0.096
3001543,0.048
3001544,0.132
3001545,0.074
3001546,0.054
3001547,0.079
3001548,0.083
3001549,0.069
3001550,0.066
3001551,0.073
3001552,0.0685
3001553,0.078
3001554,0.07
3001555,0.063
3001556,0.058
3001557,0.045
3001558,0.0635
3001559,0.147
3001560,0.067
3001561,0.046
3001562,0.1385
3001563,0.068
3001564,0.126
3001565,0.07
3001566,0.045
3001567,0.166
3001568,0.0675
3001569,0.069
3001570,0.039
3001571,0.044
3001572,0.067
3001573,0.073
3001574,0.1025
3001575,0.069
3001576,0.1005
3001577,0.1545
3001578,0.113
3001579,0.077
3001580,0.063
3001581,0.042
3001582,0.085
3001583,0.055
3001584,0.041
3001585,0.041
3001586,0.0775
3001587,0.072
3001588,0.086
3001589,0.042
3001590,0.048
3001591,0.173
3001592,0.0605
3001593,0.0835
3001594,0.079
3001595,0.15
3001596,0.1025
3001597,0.083
3001598,0.049
3001599,0.079
3001600,0.039
3001601,0.043
3001602,0.065
3001603,0.088
3001604,0.121
3001605,0.0705
3001606,0.045
3001607,0.077
3001608,0.107
3001609,0.0945
3001610,0.097
3001611,0.088
3001612,0.125
3001613,0.09
3001614,0.039
3001615,0.073
3001616,0.043
3001617,0.051
3001618,0.092
3001619,0.047
3001620,0.0775
3001621,0.123
3001622,0.0605
3001623,0.0365
3001624,0.086
3001625,0.0865
3001626,0.042
3001627,0.075
3001628,0.082
3001629,0.0905
3001630,0.0905
3001631,0.1105
3001632,0.0765
3001633,0.102
3001634,0.094
3001635,0.0885
3001636,0.08
3001637,0.137
3001638,0.155
3001639,0.089
3001640,0.102
3001641,0.059
3001642,0.088
3001643,
3001644,
3001645,0.107
3001646,0.1405
3001647,0.111
3001648,0.124
3001649,0.0995
3001650,0.095
3001651,0.101
3001652,0.0875
3001653,0.076
3001654,0.0755
3001655,0.0995
3001656,0.102
3001657,0.089
3001658,0.07
3001659,0.116
3001660,0.072
3001661,0.0885
3001662,0.111
3001663,0.131
3001664,0.1055
3001665,0.086
3001666,0.0535
3001667,0.144
3001668,0.088
3001669,0.076
3001670,0.088
3001671,0.118
3001672,0.118
3001673,0.05
3001674,0.05
3001675,0.116
3001676,0.101
3001677,0.082
3001678,0.076
3001679,0.1075
3001680,0.078
3001681,0.084
3001682,0.089
3001683,
3001684,0.107
3001685,0.095
3001686,0.069
3001687,0.0775
3001688,0.0585
3001689,0.131
3001690,0.07
3001691,0.086
3001692,0.05
3001693,0.0855
3001694,0.09
3001695,0.091
3001696,0.046
3001697,0.1025
3001698,0.121
3001699,0.113
3001700,0.093
3001701,0.0495
3001702,0.08
3001703,0.139
3001704,0.094
3001705,0.089
3001706,0.1135
3001707,0.0955
3001708,0.055
3001709,
3001710,0.102
3001711,0.074
3001712,0.106
3001713,0.063
3001714,0.082
3001715,
3001716,0.086
3001717,0.0985
3001718,0.097
3001719,0.068
3001720,0.089
