unit_id,autocorr_tau,err_ac,spike_count_ac
3000000,74.66231999575496,80.93834470542441,43.0
3000001,38.604830153478126,30.017682823486233,48.0
3000002,999.9999999061355,10836.432054254683,96.0
3000003,999.9999999999999,6358.205650833553,95.0
3000004,999.9999999996005,32223.009705703204,27.0
3000005,644.3151558601355,3165.5818334693918,29.0
3000006,999.9999575374801,10849.538740210846,40.0
3000007,999.9999999999237,15166.14682112848,26.0
3000008,999.9999999996597,16952.50509195654,32.0
3000009,999.9999999996014,25509.547836361904,25.0
3000010,999.9999999999999,13592.599035693707,53.0
3000011,999.7857357164472,86138.63238020652,5.0
3000012,999.9999999999987,11068.451717888078,42.0
3000013,91.64585899863921,170.75484004967862,26.0
3000014,8.627325474379166,4.230882274681121,44.0
3000015,307.2330811942524,0.0,7.0
3000016,999.9999997471398,27501.920726530097,38.0
3000017,87.13281067629433,37.31556695379855,35.0
3000018,1.0000015652397884,4619.981125734515,35.0
3000019,12.09472063049104,10.666674831326041,39.0
3000020,294.8151102810442,747.3967123594663,41.0
3000021,143.86120718525808,293.1622959344464,45.0
3000022,999.9966439225118,16098.13581190588,29.0
3000023,999.9997744587105,9526.496817365649,28.0
3000024,361.8394348354473,3509.9660487270244,33.0
3000025,48.7248851669733,36.49126627847461,40.0
3000026,169.3450029041066,135.3906669552447,95.0
3000027,999.9999730142556,5853.962303806216,113.0
3000028,867.9730867062079,4519.715200936503,74.0
3000029,49.21717684812207,20.59870757476121,73.0
3000030,444.13268032489077,1019.1457628642889,87.0
3000031,271.26023445936283,550.4754811107076,94.0
3000032,999.9999999999999,2645.421913383214,287.0
3000033,999.9999342555252,5521.082389620336,147.0
3000034,201.0754427586718,218.64088671763201,121.0
3000035,122.86873046171587,54.39556895139253,300.0
3000036,999.9999999919291,3265.3135001120813,255.0
3000037,999.9999999999985,8542.89901960371,105.0
3000038,999.9999999979705,8283.21543123856,49.0
3000039,999.9999999999997,3304.8856764211546,451.0
3000040,999.9999999999998,2750.7557182751925,298.0
3000041,999.9999999999998,1951.8848241719932,342.0
3000042,999.9999999995921,2385.069456482122,218.0
3000043,999.9999999999999,1862.4536688669114,983.0
3000044,346.40214960756026,228.89115951170425,242.0
3000045,999.9999999999999,1805.4563413609899,1158.0
3000046,39.929588424941635,11.451235942169124,210.0
3000047,988.3429681303498,1175.1954546679929,1505.0
3000048,4.823993861871321,6.380795548758156,0.0
3000049,4.823993861871321,6.380795548758156,0.0
3000050,713.732700619139,853.2767481002528,359.0
3000051,4.8239938570013985,6.380795603807832,3.0
3000052,1.0000705906988225,239857.51949313618,3.0
3000053,999.979841543914,24340.059263904506,15.0
3000054,999.9999999999999,3374.726756090615,259.0
3000055,36.695161553076794,37.730978132607234,18.0
3000056,999.9999999998387,9825.531189793875,66.0
3000057,999.9999999999999,755.0957453506207,1183.0
3000058,999.9999999606285,7601.604270378633,67.0
3000059,4.823993839429917,6.380795635670417,1.0
3000060,4.823993861871321,6.380795548758156,0.0
3000061,743.6352430467301,4563.041791956375,117.0
3000062,79.54974734763898,51.9269903420754,22.0
3000063,16.14062042922845,55.47629080476053,11.0
3000064,146.8130155759312,614.5516951359791,13.0
3000065,999.9999999999809,725.2418458901763,782.0
3000066,271.19826644199105,254.77544313679945,316.0
3000067,999.9999999999999,1397.6489176857965,785.0
3000068,4.823993861871321,6.380795548758156,0.0
3000069,999.9999999999998,11052.800395962618,75.0
3000070,434.77747561606975,477.6423393994965,280.0
3000071,39.01261480530487,12.883921003343035,21.0
3000072,999.9999999999999,2830.4895772302266,576.0
3000073,234.57329804090926,137.46139776412187,388.0
3000074,999.9999999999997,967.4753309420992,965.0
3000075,1.0000000143745997,3550.523281650036,7.0
3000076,999.2677275752649,0.0,4.0
3000077,999.9999999999999,3652.8470640803685,301.0
3000078,1.0000000000373719,6082.178565639972,13.0
3000079,207.12381511000683,726.7094864131956,96.0
3000080,29.277669316026717,18.112602021433727,46.0
3000081,999.9999999999999,10402.089226635111,87.0
3000082,999.9999999999973,1143.9099901516222,1154.0
3000083,212.56874389554844,48.797340214879355,1163.0
3000084,51.711950801925404,56.047522025724305,5.0
3000085,9.6827549322591,14.912519896684659,30.0
3000086,1.0000016705091352,21702035.798072387,14.0
3000087,164.99107681016713,127.20515822173834,221.0
3000088,484.15296473539723,507.99779254327643,585.0
3000089,211.0118438236601,158.92260730107677,246.0
3000090,999.9999999999999,3747.517484633595,235.0
3000091,153.70385817280294,403.13691890645345,55.0
3000092,999.9999999973212,4188.195899323089,204.0
3000093,57.98524606760321,27.066508010847386,86.0
3000094,4.823993856489707,6.380795600158135,1.0
3000095,999.9999999999999,857.4452186926111,1018.0
3000096,272.9818779828684,173.30863269773528,218.0
3000097,316.5533205489745,327.76647202438005,298.0
3000098,61.28068328195301,43.81694231438447,32.0
