unit_id,autocorr_tau,err_ac,spike_count_ac
5000000,23.328410428696454,17.649441486472856,30.0
5000001,999.9999999995538,100931.17899540118,19.0
5000002,999.9999999996073,66984.46253671525,7.0
5000003,1.000000250165822,5548507.218949254,5.0
5000004,659.7602412969836,5812.083221964785,29.0
5000005,999.9999999999978,12937.011933472053,97.0
5000006,1.0000000004399578,28829355.156862266,5.0
5000007,998.8543532596493,0.0,23.0
5000008,33.63067896430684,114.34390054308938,12.0
5000009,999.9999999999998,7231.858387301259,119.0
5000010,999.9999999999999,1069.975845089696,1549.0
5000011,999.9999999999999,1425.0538542878696,1087.0
5000012,999.9999999999999,942.2493412693052,2719.0
5000013,999.9999999999999,12306.432711013204,22.0
5000014,1.0000011335144785,1266.7004958958366,20.0
5000015,999.9999999999344,1469.7887061374736,1916.0
5000016,69.40699715953768,27.773967816881033,44.0
5000017,999.9999999999999,2657.741938960224,161.0
5000018,87.8041285603618,437.25151223401593,7.0
5000019,999.9999999999999,1412.8710251564432,1901.0
5000020,1.0000000002741425,0.0,8.0
5000021,73.00734040451633,73.77343188501018,45.0
5000022,999.9999999999999,8625.29611272254,100.0
5000023,1.0000001560720617,2878.90107000162,9.0
5000024,999.9999999999999,2243.8991046858705,729.0
5000025,1.000000734377052,1613.9201284247151,3.0
5000026,99.72564918339359,180.66371024097083,9.0
5000027,999.9999999999999,1017.8610632877798,1954.0
5000028,999.9999999999749,27355.048088113337,13.0
5000029,454.8788446973109,362.157615582407,1402.0
5000030,999.9999999999999,4550.119148430357,165.0
5000031,89.68348719367398,51.082030158087825,88.0
5000032,999.9999999999974,1191.267787479608,1527.0
5000033,1.0000006219576072,816.9045316299067,24.0
5000034,1.0000000169811103,14267262.634010237,9.0
5000035,1.0000705257757545,239857.49866016308,3.0
5000036,4.823993855006729,6.380795577418232,2.0
5000037,999.9999999999999,899.9274056797698,1333.0
5000038,999.9993912525177,46250.963781102444,3.0
5000039,1.000000000035897,2038.535096779192,32.0
5000040,830.067466220132,981.9029082126722,413.0
5000041,999.9999999998503,106005.68192363634,14.0
5000042,1.00000000000869,8513.831770562661,52.0
5000043,999.9999999999999,1740.8193456393055,1191.0
5000044,999.9999999404403,48520.18081745955,6.0
5000045,8.156566354837576,39.416133121592004,14.0
5000046,999.9982829151323,31596.09371801256,20.0
5000047,1.0000000002832068,8548.51856806117,13.0
5000048,999.9998027994563,20632.358292498746,21.0
5000049,4.823993848748548,6.38079560687249,3.0
5000050,656.6959175042915,54447799380.00759,5.0
5000051,119.81256745634495,541.950967714002,15.0
5000052,245.17223161728882,358.4649666763201,18.0
5000053,999.9999999999827,10668.573297729448,58.0
5000054,95.12203546893798,52.43298056984579,176.0
5000055,44.59353786268072,5.853885557071257,135.0
5000056,999.9977514050967,15515.117165700445,24.0
5000057,999.9999999999999,1912.4811340758986,1000.0
5000058,999.9999999999999,1358.6571750804758,2892.0
5000059,999.9999998341686,962.7195735965578,652.0
5000060,4.823993861871321,6.380795548758156,0.0
5000061,3.726361456338704,6.608163160727782,20.0
5000062,4.823993861871321,6.380795548758156,0.0
5000063,1.0001114670938305,7777.292234849579,8.0
5000064,999.9999999999999,8769.674019471666,153.0
5000065,4.823993853024059,6.380795632739679,1.0
5000066,57.649301580056466,36.77778907665312,33.0
5000067,4.853431767195733,2.2832242583236426,31.0
5000068,999.9999133190435,7726.713116702914,56.0
5000069,21.213572938241615,7.355561105380494,35.0
5000070,999.9999999998719,12884.186984161312,50.0
5000071,999.9999999999999,1045.8973066593508,1687.0
5000072,999.9999999999999,1600.3022028731696,2565.0
5000073,2.0383147708205374,37.62138490929356,15.0
5000074,38.89155288537325,48.15754005010873,8.0
5000075,1.0000000000218816,9356756.40849944,11.0
5000076,999.9999999999882,70900.6603109085,8.0
5000077,41.129170647276005,76.64401441564627,6.0
5000078,999.9999999999999,1297.756600915842,2608.0
5000079,173.02228636315536,2672.383356136925,9.0
5000080,999.9532007875882,0.0,12.0
5000081,999.9999999990059,26092.403108047823,47.0
5000082,4.823993857755347,6.380795603592057,3.0
5000083,999.9999999694958,1397478.0924053146,8.0
5000084,999.9999999982596,10769.879147530242,91.0
5000085,999.9999999999999,1180.9873238774715,1147.0
5000086,125.76893015234322,203.48738711349728,30.0
5000087,999.9999999999999,2668.4233240611675,1346.0
