unit_id,cortical_depth,cortical_layer,ecephys_structure_acronym
5000321,1509.96,,V1_site5_A
5000322,1504.52,,V1_site5_A
5000323,1476.84,,V1_site5_A
5000324,1497.09,,V1_site5_A
5000325,1501.82,,V1_site5_A
5000326,1501.2,,V1_site5_A
5000327,1537.14,,V1_site5_A
5000328,1465.58,,V1_site5_A
5000329,1550.83,,V1_site5_A
5000330,1545.17,,V1_site5_A
5000331,1539.14,,V1_site5_A
5000332,1551.74,,V1_site5_A
5000333,1539.01,,V1_site5_A
5000334,1536.4,,V1_site5_A
5000335,1543.7,,V1_site5_A
5000336,1546.18,,V1_site5_A
5000337,1561.09,,V1_site5_A
5000338,1557.03,,V1_site5_A
5000339,1569.75,,V1_site5_A
5000340,1567.37,,V1_site5_A
5000341,1549.55,,V1_site5_A
5000342,1555.32,,V1_site5_A
5000343,1580.28,,V1_site5_A
5000344,1566.96,,V1_site5_A
5000345,1571.51,,V1_site5_A
5000346,1547.19,,V1_site5_A
5000347,1546.22,,V1_site5_A
5000348,1556.03,,V1_site5_A
5000349,1553.11,,V1_site5_A
5000350,1558.22,,V1_site5_A
5000351,1577.3,,V1_site5_A
5000352,1554.84,,V1_site5_A
5000353,1551.47,,V1_site5_A
5000354,1559.47,,V1_site5_A
5000355,1584.65,,V1_site5_A
5000356,1558.13,,V1_site5_A
5000357,1573.65,,V1_site5_A
5000358,1574.98,,V1_site5_A
5000359,1610.39,,V1_site5_A
5000360,1610.18,,V1_site5_A
5000361,1617.15,,V1_site5_A
5000362,1609.6,,V1_site5_A
5000363,1627.68,,V1_site5_A
5000364,1595.02,,V1_site5_A
5000365,1590.5,,V1_site5_A
5000366,1613.5,,V1_site5_A
5000367,1618.74,,V1_site5_A
5000368,1608.3,,V1_site5_A
5000369,1613.25,,V1_site5_A
5000370,1592.75,,V1_site5_A
5000371,1596.36,,V1_site5_A
5000372,1627.95,,V1_site5_A
5000373,1617.03,,V1_site5_A
5000374,1596.93,,V1_site5_A
5000375,1619.85,,V1_site5_A
5000376,1668.54,,V1_site5_A
5000377,1634.79,,V1_site5_A
5000378,1660.49,,V1_site5_A
5000379,1645.5,,V1_site5_A
5000380,1615.19,,V1_site5_A
5000381,1638.49,,V1_site5_A
5000382,1638.44,,V1_site5_A
5000383,1631.9,,V1_site5_A
5000384,1645.69,,V1_site5_A
5000385,1635.14,,V1_site5_A
5000386,1653.13,,V1_site5_A
5000387,1623.25,,V1_site5_A
5000388,1694.35,,V1_site5_A
5000389,1663.38,,V1_site5_A
5000390,1658.79,,V1_site5_A
5000391,1672.56,,V1_site5_A
5000392,1686.42,,V1_site5_A
5000393,1683.09,,V1_site5_A
5000394,1685.5,,V1_site5_A
5000395,1664.41,,V1_site5_A
5000396,1691.7,,V1_site5_A
5000397,1648.89,,V1_site5_A
5000398,1690.78,,V1_site5_A
5000399,1686.48,,V1_site5_A
5000400,1692.47,,V1_site5_A
5000401,1666.0,,V1_site5_A
5000402,1669.95,,V1_site5_A
5000403,1686.01,,V1_site5_A
5000404,1675.27,,V1_site5_A
5000405,1688.22,,V1_site5_A
5000406,1701.52,,V1_site5_A
5000407,1745.74,,V1_site5_A
5000408,548.83,,V1_site5_A
5000409,1700.25,,V1_site5_A
5000410,1704.4,,V1_site5_A
5000411,1707.43,,V1_site5_A
5000412,1717.52,,V1_site5_A
5000413,1727.6,,V1_site5_A
5000414,1717.43,,V1_site5_A
5000415,1705.42,,V1_site5_A
5000416,1736.77,,V1_site5_A
5000417,1729.23,,V1_site5_A
5000418,1734.07,,V1_site5_A
5000419,1774.73,,V1_site5_A
5000420,2276.4,,V1_site5_A
5000421,1747.99,,V1_site5_A
5000422,1756.97,,V1_site5_A
5000423,1781.51,,V1_site5_A
5000424,1785.47,,V1_site5_A
5000425,1771.34,,V1_site5_A
5000426,549.15,,V1_site5_A
5000427,1741.89,,V1_site5_A
5000428,1749.89,,V1_site5_A
5000429,548.7,,V1_site5_A
5000430,1819.02,,V1_site5_A
5000431,1797.15,,V1_site5_A
5000432,1800.58,,V1_site5_A
5000433,1793.87,,V1_site5_A
5000434,1799.29,,V1_site5_A
5000435,1854.45,,V1_site5_A
5000436,1845.75,,V1_site5_A
5000437,1836.18,,V1_site5_A
5000438,1863.84,,V1_site5_A
5000439,1832.58,,V1_site5_A
5000440,1874.14,,V1_site5_A
5000441,1904.43,,V1_site5_A
5000442,1916.84,,V1_site5_A
5000443,2280.87,,V1_site5_A
5000444,1900.83,,V1_site5_A
5000445,1898.44,,V1_site5_A
5000446,1944.77,,V1_site5_A
5000447,1938.93,,V1_site5_A
5000448,1941.77,,V1_site5_A
5000449,1937.78,,V1_site5_A
5000450,1937.38,,V1_site5_A
5000451,1944.83,,V1_site5_A
5000452,1939.24,,V1_site5_A
5000453,1948.54,,V1_site5_A
5000454,1952.99,,V1_site5_A
5000455,1945.03,,V1_site5_A
5000456,1919.12,,V1_site5_A
5000457,1921.31,,V1_site5_A
5000458,1922.32,,V1_site5_A
5000459,2273.73,,V1_site5_A
5000460,1969.38,,V1_site5_A
5000461,1956.18,,V1_site5_A
5000462,1992.89,,V1_site5_A
5000463,1986.24,,V1_site5_A
5000464,1984.51,,V1_site5_A
5000465,1959.09,,V1_site5_A
5000466,1959.01,,V1_site5_A
5000467,1961.88,,V1_site5_A
5000468,1972.75,,V1_site5_A
5000469,1982.32,,V1_site5_A
5000470,1977.26,,V1_site5_A
5000471,1969.19,,V1_site5_A
5000472,1956.76,,V1_site5_A
5000473,1967.97,,V1_site5_A
5000474,1963.49,,V1_site5_A
5000475,1966.1,,V1_site5_A
5000476,1955.33,,V1_site5_A
5000477,1960.18,,V1_site5_A
5000478,1974.23,,V1_site5_A
5000479,1977.77,,V1_site5_A
5000480,2002.1,,V1_site5_A
5000481,2248.78,,V1_site5_A
5000482,2005.9,,V1_site5_A
5000483,1972.92,,V1_site5_A
5000484,2000.94,,V1_site5_A
5000485,2027.27,,V1_site5_A
5000486,2018.64,,V1_site5_A
5000487,2014.2,,V1_site5_A
5000488,2015.85,,V1_site5_A
5000489,2004.54,,V1_site5_A
5000490,2021.18,,V1_site5_A
5000491,2263.69,,V1_site5_A
5000492,2065.06,,V1_site5_A
5000493,2049.03,,V1_site5_A
5000494,2046.81,,V1_site5_A
5000495,2056.56,,V1_site5_A
5000496,2044.37,,V1_site5_A
5000497,2051.73,,V1_site5_A
5000498,2047.01,,V1_site5_A
5000499,2045.91,,V1_site5_A
5000500,2038.77,,V1_site5_A
5000501,2036.46,,V1_site5_A
5000502,2060.79,,V1_site5_A
5000503,2068.61,,V1_site5_A
5000504,2093.36,,V1_site5_A
5000505,2072.77,,V1_site5_A
5000506,2112.0,,V1_site5_A
5000507,2096.59,,V1_site5_A
5000508,2098.28,,V1_site5_A
5000509,2039.14,,V1_site5_A
5000510,2098.08,,V1_site5_A
5000511,2094.17,,V1_site5_A
5000512,2097.92,,V1_site5_A
5000513,2081.77,,V1_site5_A
5000514,2107.18,,V1_site5_A
5000515,2083.48,,V1_site5_A
5000516,2073.54,,V1_site5_A
5000517,2082.53,,V1_site5_A
5000518,2119.82,,V1_site5_A
5000519,2138.19,,V1_site5_A
5000520,2141.07,,V1_site5_A
5000521,2138.75,,V1_site5_A
5000522,2141.05,,V1_site5_A
5000523,2150.04,,V1_site5_A
5000524,2120.45,,V1_site5_A
5000525,2132.07,,V1_site5_A
5000526,2143.14,,V1_site5_A
5000527,2134.19,,V1_site5_A
5000528,2157.56,,V1_site5_A
5000529,2151.94,,V1_site5_A
5000530,2176.35,,V1_site5_A
5000531,2172.41,,V1_site5_A
5000532,2180.63,,V1_site5_A
5000533,2169.62,,V1_site5_A
5000534,2185.1,,V1_site5_A
5000535,2159.25,,V1_site5_A
5000536,2190.79,,V1_site5_A
5000537,2197.26,,V1_site5_A
5000538,2229.23,,V1_site5_A
5000539,2207.43,,V1_site5_A
5000540,2223.98,,V1_site5_A
5000541,2232.61,,V1_site5_A
5000542,2205.21,,V1_site5_A
5000543,2196.08,,V1_site5_A
5000544,2218.68,,V1_site5_A
5000545,2258.13,,V1_site5_A
5000546,2263.11,,V1_site5_A
5000547,2265.67,,V1_site5_A
5000548,2237.64,,V1_site5_A
5000549,2261.15,,V1_site5_A
5000550,2243.78,,V1_site5_A
5000551,2238.34,,V1_site5_A
5000552,2271.89,,V1_site5_A
5000553,2262.46,,V1_site5_A
5000554,2261.27,,V1_site5_A
5000555,2274.16,,V1_site5_A
5000556,2286.15,,V1_site5_A
5000557,2293.18,,V1_site5_A
5000558,2297.18,,V1_site5_A
5000559,2284.35,,V1_site5_A
5000560,2290.01,,V1_site5_A
5000561,2321.37,,V1_site5_A
5000562,2277.84,,V1_site5_A
5000563,2281.25,,V1_site5_A
5000564,2283.87,,V1_site5_A
5000565,2276.7,,V1_site5_A
5000566,2320.11,,V1_site5_A
5000567,2342.3,,V1_site5_A
5000568,2292.46,,V1_site5_A
5000569,2339.96,,V1_site5_A
5000570,2354.08,,V1_site5_A
5000571,2353.28,,V1_site5_A
5000572,2328.0,,V1_site5_A
5000573,2335.73,,V1_site5_A
5000574,2342.91,,V1_site5_A
5000575,2285.68,,V1_site5_A
5000576,2368.99,,V1_site5_A
5000577,2371.49,,V1_site5_A
5000578,2361.84,,V1_site5_A
5000579,2386.69,,V1_site5_A
5000580,2356.38,,V1_site5_A
5000581,2384.25,,V1_site5_A
5000582,2406.99,,V1_site5_A
5000583,2368.44,,V1_site5_A
5000584,2380.53,,V1_site5_A
5000585,2388.49,,V1_site5_A
5000586,2368.39,,V1_site5_A
5000587,2374.88,,V1_site5_A
5000588,2402.8,,V1_site5_A
5000589,2407.18,,V1_site5_A
5000590,2423.28,,V1_site5_A
5000591,2420.98,,V1_site5_A
5000592,2406.64,,V1_site5_A
5000593,2425.21,,V1_site5_A
5000594,2398.74,,V1_site5_A
5000595,2387.72,,V1_site5_A
5000596,2453.21,,V1_site5_A
5000597,2412.72,,V1_site5_A
5000598,2402.44,,V1_site5_A
5000599,2409.09,,V1_site5_A
5000600,2435.97,,V1_site5_A
5000601,2409.57,,V1_site5_A
5000602,2422.83,,V1_site5_A
5000603,2408.28,,V1_site5_A
5000604,2441.07,,V1_site5_A
5000605,2450.05,,V1_site5_A
5000606,2461.2,,V1_site5_A
5000607,2453.18,,V1_site5_A
5000608,2451.7,,V1_site5_A
5000609,2462.69,,V1_site5_A
5000610,2448.18,,V1_site5_A
5000611,2458.31,,V1_site5_A
5000612,2449.05,,V1_site5_A
5000613,2462.53,,V1_site5_A
5000614,2484.72,,V1_site5_A
5000615,2509.26,,V1_site5_A
5000616,2498.2,,V1_site5_A
5000617,2499.68,,V1_site5_A
5000618,2471.29,,V1_site5_A
5000619,2485.03,,V1_site5_A
5000620,2493.54,,V1_site5_A
5000621,2484.8,,V1_site5_A
5000622,2499.27,,V1_site5_A
5000623,2489.9,,V1_site5_A
5000624,2491.97,,V1_site5_A
5000625,2466.91,,V1_site5_A
5000626,2501.06,,V1_site5_A
5000627,2487.23,,V1_site5_A
5000628,2502.17,,V1_site5_A
5000629,2467.73,,V1_site5_A
5000630,2486.9,,V1_site5_A
5000631,2490.15,,V1_site5_A
5000632,2511.37,,V1_site5_A
5000633,2465.17,,V1_site5_A
5000634,2492.54,,V1_site5_A
5000635,2499.29,,V1_site5_A
5000636,2532.12,,V1_site5_A
5000637,2511.86,,V1_site5_A
5000638,2533.5,,V1_site5_A
5000639,2530.86,,V1_site5_A
5000640,2592.24,,V1_site5_A
5000641,2565.04,,V1_site5_A
5000642,2576.63,,V1_site5_A
5000643,2586.45,,V1_site5_A
5000644,2574.52,,V1_site5_A
5000645,2565.23,,V1_site5_A
5000646,2568.86,,V1_site5_A
5000647,2574.66,,V1_site5_A
5000648,2587.41,,V1_site5_A
5000649,2567.54,,V1_site5_A
5000650,2567.62,,V1_site5_A
5000651,2579.47,,V1_site5_A
5000652,2524.24,,V1_site5_A
5000653,2539.58,,V1_site5_A
5000654,2615.98,,V1_site5_A
5000655,2614.2,,V1_site5_A
5000656,2619.04,,V1_site5_A
5000657,2614.5,,V1_site5_A
5000658,2600.56,,V1_site5_A
5000659,2598.83,,V1_site5_A
5000660,2618.74,,V1_site5_A
5000661,2603.58,,V1_site5_A
5000662,2624.97,,V1_site5_A
5000663,2602.32,,V1_site5_A
5000664,2608.48,,V1_site5_A
5000665,2609.29,,V1_site5_A
5000666,2604.55,,V1_site5_A
5000667,2608.59,,V1_site5_A
5000668,2647.48,,V1_site5_A
5000669,2646.78,,V1_site5_A
5000670,2656.75,,V1_site5_A
5000671,2641.69,,V1_site5_A
5000672,2644.61,,V1_site5_A
5000673,2645.9,,V1_site5_A
5000674,2655.15,,V1_site5_A
5000675,2652.6,,V1_site5_A
5000676,2683.62,,V1_site5_A
5000677,2688.58,,V1_site5_A
5000678,2673.25,,V1_site5_A
5000679,2671.19,,V1_site5_A
5000680,2705.65,,V1_site5_A
5000681,2687.42,,V1_site5_A
5000682,2695.66,,V1_site5_A
5000683,2705.35,,V1_site5_A
5000684,2693.65,,V1_site5_A
5000685,2679.98,,V1_site5_A
5000686,2695.51,,V1_site5_A
5000687,2686.19,,V1_site5_A
5000688,2265.5,,V1_site5_A
5000689,2714.47,,V1_site5_A
5000690,2728.09,,V1_site5_A
5000691,2722.77,,V1_site5_A
5000692,2721.6,,V1_site5_A
5000693,2736.66,,V1_site5_A
5000694,2732.05,,V1_site5_A
5000695,2746.61,,V1_site5_A
5000696,2743.79,,V1_site5_A
5000697,2734.69,,V1_site5_A
5000698,2718.09,,V1_site5_A
5000699,2752.91,,V1_site5_A
5000700,2774.94,,V1_site5_A
5000701,2784.31,,V1_site5_A
5000702,2768.93,,V1_site5_A
5000703,2762.45,,V1_site5_A
5000704,2788.41,,V1_site5_A
5000705,2770.66,,V1_site5_A
5000706,2767.11,,V1_site5_A
5000707,2788.75,,V1_site5_A
5000708,2764.82,,V1_site5_A
5000709,2766.29,,V1_site5_A
5000710,2774.97,,V1_site5_A
5000711,2782.54,,V1_site5_A
5000712,2792.44,,V1_site5_A
5000713,2273.7,,V1_site5_A
5000714,2799.66,,V1_site5_A
5000715,2794.22,,V1_site5_A
5000716,2806.28,,V1_site5_A
5000717,2806.83,,V1_site5_A
5000718,2821.21,,V1_site5_A
5000719,2268.04,,V1_site5_A
5000720,2876.08,,V1_site5_A
5000721,2270.94,,V1_site5_A
5000722,2268.85,,V1_site5_A
5000723,2960.12,,V1_site5_A
5000724,2960.33,,V1_site5_A
5000725,2266.19,,V1_site5_A
5000726,2268.7,,V1_site5_A
5000727,2960.41,,V1_site5_A
5000728,2273.66,,V1_site5_A
5000729,3000.13,,V1_site5_A
5000730,2999.64,,V1_site5_A
5000731,3000.13,,V1_site5_A
5000732,2291.18,,V1_site5_A
5000733,3039.71,,V1_site5_A
5000734,3037.89,,V1_site5_A
5000735,2267.83,,V1_site5_A
5000736,2170.84,,V1_site5_A
5000737,2268.64,,V1_site5_A
5000738,2274.09,,V1_site5_A
5000739,2268.09,,V1_site5_A
5000740,2269.39,,V1_site5_A
5000741,2270.27,,V1_site5_A
5000742,2271.65,,V1_site5_A
5000743,2271.01,,V1_site5_A
5000744,3539.41,,V1_site5_A
5000745,3556.42,,V1_site5_A
5000746,2269.62,,V1_site5_A
5000747,3662.48,,V1_site5_A
5000748,3700.33,,V1_site5_A
5000749,2272.19,,V1_site5_A
5000750,3737.71,,V1_site5_A
5000751,3762.3,,V1_site5_A
5000752,2269.46,,V1_site5_A
5000753,3713.31,,V1_site5_A
5000754,3779.72,,V1_site5_A
5000755,2271.7,,V1_site5_A
5000756,2281.35,,V1_site5_A
5000757,2515.72,,V1_site5_B
5000758,-6.14,,V1_site5_B
5000759,52.69,,V1_site5_B
5000760,95.03,,V1_site5_B
5000761,2547.72,,V1_site5_B
5000762,2580.24,,V1_site5_B
5000763,2534.17,,V1_site5_B
5000764,1459.59,,V1_site5_B
5000765,141.58,,V1_site5_B
5000766,179.74,,V1_site5_B
5000767,179.37,,V1_site5_B
5000768,162.26,,V1_site5_B
5000769,213.36,,V1_site5_B
5000770,2559.45,,V1_site5_B
5000771,255.97,,V1_site5_B
5000772,2883.24,,V1_site5_B
5000773,301.43,,V1_site5_B
5000774,1737.98,,V1_site5_B
5000775,2593.91,,V1_site5_B
5000776,338.88,,V1_site5_B
5000777,375.84,,V1_site5_B
5000778,376.43,,V1_site5_B
5000779,2569.92,,V1_site5_B
5000780,418.04,,V1_site5_B
5000781,1283.18,,V1_site5_B
5000782,1668.58,,V1_site5_B
5000783,1609.31,,V1_site5_B
5000784,486.66,,V1_site5_B
5000785,540.64,,V1_site5_B
5000786,2575.57,,V1_site5_B
5000787,576.86,,V1_site5_B
