unit_id,time_to_first_spike
5000000,0.11
5000001,0.1225
5000002,0.155
5000003,0.07
5000004,0.1655
5000005,0.125
5000006,0.138
5000007,0.15
5000008,0.123
5000009,0.1095
5000010,0.077
5000011,0.0875
5000012,0.07
5000013,0.1675
5000014,0.076
5000015,0.064
5000016,0.107
5000017,0.0955
5000018,0.0805
5000019,0.0665
5000020,0.1375
5000021,0.065
5000022,0.101
5000023,0.105
5000024,0.095
5000025,0.082
5000026,0.0585
5000027,0.065
5000028,0.075
5000029,0.0775
5000030,0.097
5000031,0.103
5000032,0.07
5000033,0.108
5000034,0.0905
5000035,0.156
5000036,0.149
5000037,0.0775
5000038,0.0345
5000039,0.121
5000040,0.11
5000041,0.137
5000042,0.095
5000043,0.092
5000044,0.062
5000045,0.159
5000046,0.116
5000047,0.063
5000048,0.146
5000049,0.0745
5000050,0.156
5000051,0.081
5000052,0.094
5000053,0.096
5000054,0.094
5000055,0.091
5000056,0.136
5000057,0.088
5000058,0.049
5000059,0.0895
5000060,
5000061,0.096
5000062,
5000063,0.067
5000064,0.111
5000065,
5000066,0.083
5000067,0.0875
5000068,0.128
5000069,0.1145
5000070,0.133
5000071,0.077
5000072,0.057
5000073,0.134
5000074,0.0685
5000075,0.14
5000076,0.08
5000077,0.081
5000078,0.05
5000079,0.0945
5000080,0.1515
5000081,0.1005
5000082,0.088
5000083,0.1625
5000084,0.135
5000085,0.08
5000086,0.084
5000087,0.0785
5000088,0.0955
5000089,0.0815
5000090,0.07
5000091,0.101
5000092,
5000093,0.083
5000094,0.126
5000095,0.1085
5000096,0.086
5000097,0.114
5000098,
5000099,0.0705
5000100,0.074
5000101,0.077
5000102,0.081
5000103,0.0445
5000104,0.069
5000105,0.092
5000106,0.1265
5000107,0.13
5000108,0.0995
5000109,0.093
5000110,0.091
5000111,0.053
5000112,0.088
5000113,0.068
5000114,0.085
5000115,
5000116,0.09
5000117,0.0975
5000118,0.106
5000119,0.0935
5000120,0.165
5000121,0.073
5000122,0.1135
5000123,0.143
5000124,0.087
5000125,0.095
5000126,0.148
5000127,0.0755
5000128,0.112
5000129,0.095
5000130,0.12
5000131,0.038
5000132,0.1095
5000133,0.105
5000134,0.1
5000135,0.068
5000136,
5000137,0.1185
5000138,0.161
5000139,0.1045
5000140,0.106
5000141,
5000142,0.0855
5000143,0.097
5000144,0.079
5000145,0.08
5000146,0.095
5000147,0.097
5000148,0.084
5000149,0.102
5000150,0.093
5000151,0.064
5000152,0.108
5000153,0.0925
5000154,0.08
5000155,0.1495
5000156,0.085
5000157,0.086
5000158,0.113
5000159,0.12
5000160,0.092
5000161,0.1005
5000162,0.076
5000163,0.057
5000164,0.107
5000165,0.119
5000166,0.089
5000167,0.12
5000168,0.0635
5000169,0.1
5000170,0.0815
5000171,0.109
5000172,0.102
5000173,0.072
5000174,0.059
5000175,0.094
5000176,0.1085
5000177,0.072
5000178,0.098
5000179,0.094
5000180,0.108
5000181,0.0785
5000182,0.126
5000183,0.102
5000184,0.0895
5000185,0.072
5000186,0.093
5000187,0.097
5000188,0.067
5000189,0.062
5000190,0.067
5000191,0.165
5000192,0.106
5000193,0.102
5000194,
5000195,0.0615
5000196,0.105
5000197,0.0765
5000198,0.0835
5000199,0.125
5000200,0.111
5000201,0.156
5000202,
5000203,0.053
5000204,0.116
5000205,0.194
5000206,0.1315
5000207,0.1555
5000208,0.101
5000209,0.102
5000210,0.098
5000211,0.1055
5000212,0.1
5000213,0.083
5000214,0.091
5000215,
5000216,0.0675
5000217,0.104
5000218,0.079
5000219,0.12
5000220,0.109
5000221,0.096
5000222,0.0835
5000223,0.095
5000224,0.113
5000225,0.112
5000226,0.073
5000227,0.092
5000228,0.085
5000229,0.095
5000230,0.0945
5000231,0.08
5000232,0.107
5000233,0.084
5000234,0.11
5000235,0.092
5000236,0.092
5000237,0.069
5000238,0.111
5000239,0.083
5000240,0.089
5000241,0.08
5000242,0.098
5000243,0.088
5000244,0.095
5000245,0.0945
5000246,0.088
5000247,0.099
5000248,0.101
5000249,0.103
5000250,0.106
5000251,0.0955
5000252,0.099
5000253,0.095
5000254,0.099
5000255,0.095
5000256,0.111
5000257,0.083
5000258,0.083
5000259,0.095
5000260,0.0995
5000261,0.1215
5000262,0.1
5000263,0.1185
5000264,0.1005
5000265,0.104
5000266,0.108
5000267,0.034
5000268,0.1055
5000269,0.0585
5000270,0.096
5000271,0.107
5000272,
5000273,0.08
5000274,0.096
5000275,0.1075
5000276,0.092
5000277,0.075
5000278,0.108
5000279,0.0905
5000280,0.095
5000281,0.07
5000282,0.075
5000283,0.143
5000284,0.111
5000285,0.126
5000286,0.1195
5000287,0.0965
5000288,0.087
5000289,0.1305
5000290,0.131
5000291,0.1335
5000292,0.0755
5000293,0.098
5000294,0.1155
5000295,0.0955
5000296,0.139
5000297,0.1345
5000298,0.13
5000299,0.1095
5000300,0.115
5000301,0.082
5000302,0.143
5000303,0.172
5000304,
5000305,0.0835
5000306,0.0865
5000307,0.09
5000308,0.135
5000309,0.087
5000310,0.095
5000311,0.123
5000312,0.086
5000313,0.099
5000314,0.115
5000315,0.081
5000316,0.126
5000317,0.11
5000318,0.068
5000319,0.085
5000320,0.1125
