unit_id,modulation_index
5000000,
5000001,
5000002,
5000003,
5000004,
5000005,1.7140983582043683
5000006,
5000007,
5000008,
5000009,1.2454930764654764
5000010,0.6931392392235375
5000011,0.7702920753701659
5000012,0.653707578609141
5000013,
5000014,1.5083228053692561
5000015,0.603369217666957
5000016,
5000017,1.2337400594207595
5000018,
5000019,0.6140045388384137
5000020,0.681637230258963
5000021,
5000022,1.5252798799983103
5000023,0.8406809041179467
5000024,0.8421656959277586
5000025,
5000026,
5000027,0.4884390425787116
5000028,
5000029,0.7071036841899117
5000030,1.2018793159300436
5000031,1.5843517943453445
5000032,0.6982390912544357
5000033,
5000034,
5000035,
5000036,
5000037,0.696284880046048
5000038,
5000039,
5000040,0.9569288940036741
5000041,
5000042,
5000043,0.6576520196567983
5000044,
5000045,
5000046,
5000047,
5000048,
5000049,
5000050,
5000051,
5000052,
5000053,1.4964298483885046
5000054,1.271558609675867
5000055,1.636935962367475
5000056,
5000057,0.8774005707288398
5000058,0.44440337769073696
5000059,0.8738533451999002
5000060,
5000061,
5000062,
5000063,
5000064,1.2963894307344395
5000065,1.24718909576224
5000066,1.660749753323572
5000067,
5000068,
5000069,
5000070,
5000071,0.6804351438633615
5000072,0.48689233965147627
5000073,
5000074,
5000075,
5000076,
5000077,
5000078,0.4152639330037691
5000079,
5000080,
5000081,
5000082,
5000083,
5000084,1.5527441135482714
5000085,0.8006226637908289
5000086,
5000087,0.619286324458621
5000088,1.318223750800872
5000089,
5000090,0.636348965980431
5000091,1.1785839410194685
5000092,
5000093,
5000094,1.5788432833856514
5000095,1.4868868828467958
5000096,1.6255891693193933
5000097,1.5470567766044503
5000098,1.2810123243406057
5000099,0.7397141708823904
5000100,0.687658074661884
5000101,0.5686426315879931
5000102,0.7391335744382134
5000103,0.4559281583477353
5000104,0.682535591907992
5000105,
5000106,
5000107,
5000108,1.0558966987892917
5000109,
5000110,
5000111,
5000112,0.9628344828849871
5000113,0.596040962450809
5000114,0.793716684205388
5000115,
5000116,0.7782893726212359
5000117,
5000118,1.2124458062367902
5000119,
5000120,
5000121,
5000122,
5000123,
5000124,0.7493485662125762
5000125,0.6483108786341458
5000126,
5000127,
5000128,
5000129,
5000130,
5000131,
5000132,
5000133,0.979358804637803
5000134,1.1786516998745655
5000135,0.6350555846494806
5000136,
5000137,1.5050423873881786
5000138,
5000139,0.9504077856997319
5000140,
5000141,
5000142,0.7954291111713427
5000143,0.90647794237878
5000144,0.5864271460352122
5000145,0.9008684028864877
5000146,0.9349557182088896
5000147,1.0733903190958267
5000148,
5000149,0.9770600537279777
5000150,1.5025109788648168
5000151,
5000152,
5000153,
5000154,
5000155,
5000156,
5000157,0.9924277835879162
5000158,1.4352825471325057
5000159,1.210610610862021
5000160,0.9143193516502754
5000161,0.873118869070691
5000162,0.7311362140004297
5000163,0.48309458983671333
5000164,1.0491517480612695
5000165,1.0426199967137588
5000166,1.0208133873646847
5000167,1.332860814218885
5000168,0.518164003274103
5000169,
5000170,1.4428900814187444
5000171,1.3026153590904932
5000172,1.112508476150167
5000173,0.5900898900203709
5000174,0.48489823551941375
5000175,1.1371839502858347
5000176,1.6651374580554992
5000177,0.6894762340976547
5000178,0.8572462343832309
5000179,0.7575572106918524
5000180,1.5222808045279772
5000181,0.5660548103535312
5000182,1.5316117440335428
5000183,1.36497723177907
5000184,0.7872919972676273
5000185,0.5850347935179625
5000186,1.0587328145009884
5000187,0.8873595889335858
5000188,0.5641219399277682
