metric,coordinate,n_session_probe,spearman_rho,spearman_p_descriptive
time_to_first_spike_fl,rf_center_x_deg,32,0.025176263773584208,0.8912096995586308
time_to_first_spike_fl,rf_center_y_deg,32,0.24549190457741,0.17564331063756572
mod_idx_dg,rf_center_x_deg,32,0.24281107728301213,0.1805576589529385
mod_idx_dg,rf_center_y_deg,32,0.15469352891179258,0.39790496792654173
timescale_ac,rf_center_x_deg,32,-0.1573982712955931,0.3896041386450052
timescale_ac,rf_center_y_deg,32,-0.24138169004110632,0.18321717547377353
