ecephys_session_id,shift_az_deg,shift_el_deg
715093703,-22.878981086975084,7.276602908305888
719161530,34.57243315453324,-6.901623062663372
721123822,19.920495782684903,7.957758742758426
743475441,16.2638071035566,-17.17691197557008
744228101,-18.232375031014207,22.5532303088148
746083955,18.411666891363424,41.06704384100405
750332458,-26.395841284609556,11.870265155554439
750749662,-15.505183502546886,-1.5353508312738915
751348571,-27.14961037879377,-2.805559193457861
754312389,-9.498230649375733,-1.279758314860963
754829445,20.917134593590575,0.023615671679080956
755434585,3.722645835138717,-4.671876846489458
756029989,-23.849203004800593,-9.445449274011969
757216464,-23.111107080272994,24.597612290351126
757970808,-13.117477881325614,0.2950978935128675
758798717,0.899823769121112,3.554724391653412
759883607,-1.094379355857636,-0.7308538020240426
760345702,-7.165571589618085,0.5477768059660068
761418226,-12.99863678673906,-33.17262441031047
762602078,-35.97018718433565,-12.987451647102269
763673393,-7.47922050838983,-2.100993303850034
766640955,20.66724983749577,-2.5080327843247066
767871931,-26.89828729554557,-26.162169179968974
768515987,7.860714285263463,-2.014536131576974
771160300,-10.393081260136471,-13.071522109763308
771990200,3.718352837254114,-7.740389961968543
773418906,16.713605124276175,-7.664388520630116
774875821,-8.81001916740537,-1.935930152524411
778240327,-8.510166613955908,-8.475250015062159
778998620,1.5438326254692665,-3.620915024525968
779839471,6.759522918000039,-8.39375065997464
781842082,14.324184007816656,-14.752386249863921
786091066,-2.0176065548770477,-0.7964513324409518
787025148,5.509915422141058,-5.831570817674677
789848216,-24.609181322102867,4.582063552922436
791319847,13.993417989417063,-7.304202047063356
793224716,18.817433319274016,2.6356246325506616
794812542,13.064733366604957,-1.3085155522869927
797828357,16.13738243080973,5.432797230296334
798911424,8.16378907306778,5.494376906466261
799864342,10.967037884368397,-2.3591592704302524
816200189,10.835770118527105,5.477267861818923
819186360,-17.97212222469205,11.925580528335159
819701982,-16.486009581162662,23.678298926479147
821695405,4.255086214961809,12.003683226331244
829720705,-7.802813305426697,-8.486908959665275
831882777,23.532818601935027,4.909099982085922
835479236,38.05397842436039,9.37218660147465
839068429,1.9284554330305255,9.171288084738773
839557629,-9.925017224275821,13.086510718550079
840012044,-13.420525160618643,-25.345175636867104
847657808,39.7355479907919,13.067200806577057
