ecephys_session_id,domain,shift_az_deg,shift_el_deg,weight
715093703,cortex,-33.412689808781096,7.570205682845717,0.9878116743693796
715093703,lgd,-28.141708800033523,5.370798985703959,1.0
719161530,cortex,26.69037452448945,-7.714466500056323,0.6907982558272131
719161530,lgd,3.148464590925763,-21.72212072656354,0.0
721123822,cortex,12.03843715264111,7.144915305365474,0.17917107468612395
743475441,cortex,-17.72971653415051,-25.185921086891472,1.0
743475441,lgd,34.49321348117613,-10.793589739034589,1.0
744228101,cortex,-26.114433661057998,21.740386871421848,0.43408567386772773
746083955,cortex,10.529608261319634,40.2542004036111,0.5412168988506686
746083955,lgd,10.922202870192272,8.736778466376148,0.0
750332458,cortex,-34.27789991465335,11.057421718161487,1.0
750749662,cortex,-24.77503290638813,-3.4533450196476454,1.0
750749662,lgd,-4.864029751716341,12.402546592136686,0.07492171148619857
751348571,cortex,-35.03166900883756,-3.6184026308508126,1.0
751348571,lgd,-13.580798682384696,6.207925813646554,0.0
754312389,cortex,-14.55448363714311,-3.8358704340554235,1.0
754312389,lgd,-20.20609492169594,-0.34933307045240547,1.0
754829445,cortex,17.322533793586697,-6.072302836882422,0.0
754829445,lgd,13.035075963546785,-0.7892277657138705,1.0
755434585,cortex,2.065674322923064,-3.0485059092682905,1.0
755434585,lgd,-13.388796296719903,-9.09667885255098,0.6744856919862595
756029989,cortex,-31.731261634844383,-10.25829271140492,0.1829534789188958
756029989,lgd,-24.57205780693975,-15.58816377872433,0.0
757216464,cortex,-30.99316571031678,23.784768852958173,0.8475692248367427
757970808,cortex,-20.999536511369406,-0.517745543880084,1.0
757970808,lgd,-30.7512942909573,-1.0200599707110278,0.0
758798717,cortex,-6.982234860922681,2.7418809542604605,1.0
759883607,cortex,-8.976437985901429,-1.543697239416994,0.0
760345702,cortex,-15.047630219661878,-0.26506663142694475,1.0
760345702,lgd,-21.57836185280858,32.556497993871986,0.0
761418226,cortex,-20.880695416782853,-33.98546784770342,1.0
761418226,lgd,-37.77183794992197,-4.603515969252268,0.0
762602078,cortex,-43.85224581437945,-13.80029508449522,0.4178931901345178
763673393,cortex,-15.361279138433623,-2.913836741242985,1.0
763673393,lgd,-30.52900189114363,-0.15449192522251565,0.0
766640955,cortex,28.94497753270253,4.307789044371649,0.773060936315973
766640955,lgd,-8.010479548525526,-13.138036423475153,0.6007259729130596
767871931,cortex,-34.78034592558936,-26.975012617361926,0.0
768515987,cortex,10.927307046197267,-0.05592477132087678,1.0
768515987,lgd,-18.20035881180811,-7.429071143760034,0.6022686989350129
771160300,cortex,-18.275139890180263,-13.884365547156259,0.5713837411785401
771990200,cortex,-18.373278381635735,6.287202627731645,1.0
771990200,lgd,10.045866796056378,-23.393669426454633,1.0
773418906,cortex,8.831546494232384,-8.477231958023067,1.0
774875821,cortex,-16.692077797449162,-2.7487735899173624,1.0
778240327,cortex,-16.3922252439997,-9.28809345245511,1.0
778998620,cortex,-6.338226004574526,-4.433758461918919,0.8561740907130461
779839471,cortex,-4.216500622307963,-6.881526061224819,1.0
779839471,lgd,11.025137941273654,-18.33538790854564,0.2546960840867897
781842082,cortex,6.6824953987692455,-15.675090898611998,1.0
781842082,lgd,-7.907209186014452,-9.006860757624825,0.01675130090025161
786091066,cortex,-9.89966518492084,-1.6092947698339033,1.0
787025148,cortex,-2.3721432079027354,-6.644414255067629,1.0
789848216,cortex,-32.49123995214666,3.7692201155294844,1.0
791319847,cortex,5.540869051393192,-3.748069745365716,0.7162128875954995
791319847,lgd,8.128354292096542,-23.56376176284113,0.20257488216491984
793224716,cortex,10.935374689230226,1.82278119515771,0.4835597123432416
794812542,cortex,5.182674736561163,-2.121358989679944,1.0
797828357,cortex,8.255323800765938,4.619953792903383,1.0
798911424,cortex,0.28173044302398687,4.68153346907331,1.0
799864342,cortex,-5.838382867271924,5.528796130723398,1.0
799864342,lgd,17.637064542388615,-17.36113512758486,0.6132016095944474
816200189,cortex,2.953711488483312,4.664424424425972,0.9937756571028982
819186360,cortex,-25.85418085473584,11.112737090942208,1.0
819186360,lgd,-18.068272890446714,26.854996733504397,0.0
819701982,cortex,-27.466532990897086,21.70115102175931,1.0
819701982,lgd,-17.213651655558007,25.55385756854783,0.43308420128883535
821695405,cortex,-3.6269724150819846,11.190839788938293,0.23777785789478864
829720705,cortex,-15.68487193547049,-9.299752397058226,0.0
831882777,cortex,15.650759971891237,4.096256544692971,0.17958933400327629
835479236,cortex,30.171919794316597,8.5593431640817,1.0
839068429,cortex,-7.38654941511128,9.52793610351556,0.8715655503888522
839068429,lgd,3.035406533833942,1.0221120293596044,0.1389370572120306
839557629,cortex,-17.807075854319613,12.273667281157127,1.0
840012044,cortex,-21.302583790662435,-26.158019074260057,0.46054802121118826
847657808,cortex,31.85348936074811,12.254357369184106,0.6421327266664398
