stimulus_presentation_id,stimulus_block,start_time,stop_time,color,size,Speed,stimulus_name,x_position,y_position,frame,temporal_frequency,Dir,phase,contrast,spatial_frequency,orientation,coherence,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
814,0.0,271.8997,272.14991,null,"[20.0, 20.0]",null,gabors,20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,158,,,0,,False,2,test,2
815,0.0,272.14991,272.40012,null,"[20.0, 20.0]",null,gabors,0.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,168,,,0,,False,3,train,2
816,0.0,272.40012,272.65033,null,"[20.0, 20.0]",null,gabors,-30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,212,,,0,,False,3,train,2
817,0.0,272.65033,272.90054,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,22,,,0,,False,6,train,2
818,0.0,272.90054,273.15076,null,"[20.0, 20.0]",null,gabors,0.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,147,,,0,,False,4,train,1
819,0.0,273.15076,273.40097,null,"[20.0, 20.0]",null,gabors,10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,126,,,0,,False,5,test,1
820,0.0,273.40097,273.65119,null,"[20.0, 20.0]",null,gabors,-40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021508,156,,,0,,False,1,train,0
821,0.0,273.65119,273.90139,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,184,,,0,,False,3,train,0
822,0.0,273.90139,274.1516,null,"[20.0, 20.0]",null,gabors,40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,88,,,0,,False,4,train,2
823,0.0,274.1516,274.4018,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,7,,,0,,False,5,test,0
824,0.0,274.4018,274.65201,null,"[20.0, 20.0]",null,gabors,-40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,233,,,0,,False,1,train,0
825,0.0,274.65201,274.90221,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,191,,,0,,False,3,train,0
826,0.0,274.90221,275.15242,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,134,,,0,,False,3,train,2
827,0.0,275.15242,275.40263,null,"[20.0, 20.0]",null,gabors,20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,52,,,0,,False,3,train,1
828,0.0,275.40263,275.65284,null,"[20.0, 20.0]",null,gabors,30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,115,,,0,,False,1,train,1
829,0.0,275.65284,275.90305,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,28,,,0,,False,4,train,1
830,0.0,275.90305,276.15326,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,240,,,0,,False,1,train,2
831,0.0,276.15326,276.40347,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,73,,,0,,False,1,train,1
832,0.0,276.40347,276.65368,null,"[20.0, 20.0]",null,gabors,-30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,235,,,0,,False,4,train,1
833,0.0,276.65368,276.90389,null,"[20.0, 20.0]",null,gabors,-10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021258,180,,,0,,False,3,train,1
834,0.0,276.90389,277.1541,null,"[20.0, 20.0]",null,gabors,0.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021258,60,,,0,,False,3,train,1
835,0.0,277.1541,277.40431,null,"[20.0, 20.0]",null,gabors,0.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021258,185,,,0,,False,3,train,0
836,0.0,277.40431,277.65453,null,"[20.0, 20.0]",null,gabors,30.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021258,225,,,0,,False,2,test,0
837,0.0,277.65453,277.90472,null,"[20.0, 20.0]",null,gabors,30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25019742,86,,,0,,False,3,train,2
838,0.0,277.90472,278.15492,null,"[20.0, 20.0]",null,gabors,10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25019742,202,,,0,,False,7,train,0
839,0.0,278.15492,278.40512,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25019742,17,,,0,,False,4,train,2
840,0.0,278.40512,278.65532,null,"[20.0, 20.0]",null,gabors,-20.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25019742,92,,,0,,False,3,train,2
841,0.0,278.65532,278.90554,null,"[20.0, 20.0]",null,gabors,20.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25022008,222,,,0,,False,1,train,1
842,0.0,278.90554,279.15576,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25022008,81,,,0,,False,4,train,0
843,0.0,279.15576,279.40598,null,"[20.0, 20.0]",null,gabors,-10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25022008,43,,,0,,False,3,train,0
844,0.0,279.40598,279.6562,null,"[20.0, 20.0]",null,gabors,-20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25022008,85,,,0,,False,4,train,2
845,0.0,279.6562,279.90641,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,25,,,0,,False,6,train,0
846,0.0,279.90641,280.15662,null,"[20.0, 20.0]",null,gabors,10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,45,,,0,,False,3,train,0
847,0.0,280.15662,280.40683,null,"[20.0, 20.0]",null,gabors,0.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,91,,,0,,False,3,train,0
848,0.0,280.40683,280.65704,null,"[20.0, 20.0]",null,gabors,30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,51,,,0,,False,2,test,2
849,0.0,280.65704,280.90724,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,63,,,0,,False,4,train,2
850,0.0,280.90724,281.15745,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,23,,,0,,False,4,train,0
851,0.0,281.15745,281.40766,null,"[20.0, 20.0]",null,gabors,-30.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,139,,,0,,False,2,test,0
852,0.0,281.40766,281.65787,null,"[20.0, 20.0]",null,gabors,-30.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,179,,,0,,False,2,test,0
853,0.0,281.65787,281.90807,null,"[20.0, 20.0]",null,gabors,30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020242,189,,,0,,False,1,train,1
854,0.0,281.90807,282.15827,null,"[20.0, 20.0]",null,gabors,40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020242,104,,,0,,False,1,train,1
855,0.0,282.15827,282.40847,null,"[20.0, 20.0]",null,gabors,10.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020242,177,,,0,,False,5,test,1
856,0.0,282.40847,282.65868,null,"[20.0, 20.0]",null,gabors,-20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020242,123,,,0,,False,5,test,2
857,0.0,282.65868,282.90889,null,"[20.0, 20.0]",null,gabors,-20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021758,201,,,0,,False,2,test,1
858,0.0,282.90889,283.15911,null,"[20.0, 20.0]",null,gabors,-40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021758,99,,,0,,False,5,test,1
859,0.0,283.15911,283.40933,null,"[20.0, 20.0]",null,gabors,-40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021758,99,,,0,,False,6,train,1
860,0.0,283.40933,283.65955,null,"[20.0, 20.0]",null,gabors,-30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021758,235,,,0,,False,5,test,1
861,0.0,283.65955,283.90975,null,"[20.0, 20.0]",null,gabors,10.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,196,,,0,,False,1,train,2
862,0.0,283.90975,284.15996,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,117,,,0,,False,5,test,2
863,0.0,284.15996,284.41016,null,"[20.0, 20.0]",null,gabors,40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,12,,,0,,False,3,train,0
864,0.0,284.41016,284.66037,null,"[20.0, 20.0]",null,gabors,40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020492,104,,,0,,False,2,test,1
865,0.0,284.66037,284.91058,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021258,117,,,0,,False,6,train,2
866,0.0,284.91058,285.16079,null,"[20.0, 20.0]",null,gabors,20.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021258,78,,,0,,False,5,test,2
867,0.0,285.16079,285.411,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021258,27,,,0,,False,5,test,1
868,0.0,285.411,285.66122,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021258,72,,,0,,False,2,test,0
869,0.0,285.66122,285.91142,null,"[20.0, 20.0]",null,gabors,-40.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,114,,,0,,False,4,train,0
870,0.0,285.91142,286.16163,null,"[20.0, 20.0]",null,gabors,20.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,186,,,0,,False,2,test,1
871,0.0,286.16163,286.41184,null,"[20.0, 20.0]",null,gabors,40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,173,,,0,,False,3,train,0
872,0.0,286.41184,286.66205,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,25,,,0,,False,7,train,0
873,0.0,286.66205,286.91226,null,"[20.0, 20.0]",null,gabors,40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,5,,,0,,False,1,train,1
874,0.0,286.91226,287.16247,null,"[20.0, 20.0]",null,gabors,40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,234,,,0,,False,1,train,1
875,0.0,287.16247,287.41268,null,"[20.0, 20.0]",null,gabors,20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,124,,,0,,False,2,test,1
876,0.0,287.41268,287.66289,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,83,,,0,,False,3,train,1
877,0.0,287.66289,287.9131,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,95,,,0,,False,3,train,1
878,0.0,287.9131,288.16331,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,240,,,0,,False,2,test,2
879,0.0,288.16331,288.41352,null,"[20.0, 20.0]",null,gabors,-20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,20,,,0,,False,4,train,0
880,0.0,288.41352,288.66373,null,"[20.0, 20.0]",null,gabors,-30.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,101,,,0,,False,3,train,2
881,0.0,288.66373,288.91393,null,"[20.0, 20.0]",null,gabors,-30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,181,,,0,,False,3,train,1
882,0.0,288.91393,289.16414,null,"[20.0, 20.0]",null,gabors,30.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,149,,,0,,False,1,train,0
883,0.0,289.16414,289.41435,null,"[20.0, 20.0]",null,gabors,-10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,90,,,0,,False,5,test,1
884,0.0,289.41435,289.66456,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,236,,,0,,False,1,train,0
885,0.0,289.66456,289.91477,null,"[20.0, 20.0]",null,gabors,20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,239,,,0,,False,1,train,2
886,0.0,289.91477,290.16498,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,15,,,0,,False,4,train,0
887,0.0,290.16498,290.41519,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,83,,,0,,False,4,train,1
888,0.0,290.41519,290.66541,null,"[20.0, 20.0]",null,gabors,40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,159,,,0,,False,3,train,1
889,0.0,290.66541,290.91561,null,"[20.0, 20.0]",null,gabors,30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,51,,,0,,False,3,train,2
890,0.0,290.91561,291.16582,null,"[20.0, 20.0]",null,gabors,20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,229,,,0,,False,2,test,2
891,0.0,291.16582,291.41602,null,"[20.0, 20.0]",null,gabors,30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,157,,,0,,False,4,train,1
892,0.0,291.41602,291.66623,null,"[20.0, 20.0]",null,gabors,-20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,142,,,0,,False,2,test,0
893,0.0,291.66623,291.91643,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,241,,,0,,False,0,train,2
894,0.0,291.91643,292.16664,null,"[20.0, 20.0]",null,gabors,10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,125,,,0,,False,3,train,1
895,0.0,292.16664,292.41685,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,242,,,0,,False,0,train,2
896,0.0,292.41685,292.66706,null,"[20.0, 20.0]",null,gabors,20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,143,,,0,,False,2,test,0
897,0.0,292.66706,292.91727,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021258,48,,,0,,False,5,test,0
898,0.0,292.91727,293.16748,null,"[20.0, 20.0]",null,gabors,-30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021258,129,,,0,,False,7,train,2
899,0.0,293.16748,293.41769,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021258,23,,,0,,False,5,test,0
900,0.0,293.41769,293.66791,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021258,19,,,0,,False,2,test,2
901,0.0,293.66791,293.91811,null,"[20.0, 20.0]",null,gabors,-10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,138,,,0,,False,5,test,0
902,0.0,293.91811,294.16832,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,184,,,0,,False,4,train,0
903,0.0,294.16832,294.41852,null,"[20.0, 20.0]",null,gabors,30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,144,,,0,,False,2,test,0
904,0.0,294.41852,294.66873,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020492,50,,,0,,False,6,train,1
905,0.0,294.66873,294.91894,null,"[20.0, 20.0]",null,gabors,30.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021008,149,,,0,,False,2,test,0
906,0.0,294.91894,295.16915,null,"[20.0, 20.0]",null,gabors,-10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021008,131,,,0,,False,2,test,0
907,0.0,295.16915,295.41936,null,"[20.0, 20.0]",null,gabors,-40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021008,156,,,0,,False,2,test,0
908,0.0,295.41936,295.66957,null,"[20.0, 20.0]",null,gabors,20.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021008,109,,,0,,False,1,train,2
909,0.0,295.66957,295.91977,null,"[20.0, 20.0]",null,gabors,20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,42,,,0,,False,2,test,1
910,0.0,295.91977,296.16998,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,79,,,0,,False,6,train,1
911,0.0,296.16998,296.42019,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,148,,,0,,False,3,train,1
912,0.0,296.42019,296.6704,null,"[20.0, 20.0]",null,gabors,-30.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,209,,,0,,False,2,test,1
913,0.0,296.6704,296.92061,null,"[20.0, 20.0]",null,gabors,-30.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,24,,,0,,False,4,train,1
914,0.0,296.92061,297.17083,null,"[20.0, 20.0]",null,gabors,30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021508,188,,,0,,False,4,train,0
915,0.0,297.17083,297.42104,null,"[20.0, 20.0]",null,gabors,40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,234,,,0,,False,2,test,1
916,0.0,297.42104,297.67126,null,"[20.0, 20.0]",null,gabors,10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,36,,,0,,False,4,train,2
917,0.0,297.67126,297.92147,null,"[20.0, 20.0]",null,gabors,30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021492,136,,,0,,False,4,train,1
918,0.0,297.92147,298.17169,null,"[20.0, 20.0]",null,gabors,-10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,172,,,0,,False,2,test,2
919,0.0,298.17169,298.4219,null,"[20.0, 20.0]",null,gabors,-30.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021492,209,,,0,,False,3,train,1
920,0.0,298.4219,298.67212,null,"[20.0, 20.0]",null,gabors,20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,158,,,0,,False,3,train,2
921,0.0,298.67212,298.92232,null,"[20.0, 20.0]",null,gabors,-10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020258,76,,,0,,False,4,train,2
922,0.0,298.92232,299.17252,null,"[20.0, 20.0]",null,gabors,20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020258,239,,,0,,False,2,test,2
923,0.0,299.17252,299.42272,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020258,50,,,0,,False,7,train,1
924,0.0,299.42272,299.67293,null,"[20.0, 20.0]",null,gabors,-40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020258,94,,,0,,False,1,train,0
925,0.0,299.67293,299.92314,null,"[20.0, 20.0]",null,gabors,10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,238,,,0,,False,1,train,0
926,0.0,299.92314,300.17335,null,"[20.0, 20.0]",null,gabors,10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,126,,,0,,False,6,train,1
927,0.0,300.17335,300.42356,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,194,,,0,,False,1,train,1
928,0.0,300.42356,300.67378,null,"[20.0, 20.0]",null,gabors,10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,54,,,0,,False,5,test,1
929,0.0,300.67378,300.92398,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,2,,,0,,False,7,train,1
930,0.0,300.92398,301.17419,null,"[20.0, 20.0]",null,gabors,40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,110,,,0,,False,7,train,2
931,0.0,301.17419,301.42439,null,"[20.0, 20.0]",null,gabors,-10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,8,,,0,,False,4,train,1
932,0.0,301.42439,301.6746,null,"[20.0, 20.0]",null,gabors,-10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,9,,,0,,False,4,train,2
933,0.0,301.6746,301.9248,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020492,148,,,0,,False,4,train,1
934,0.0,301.9248,302.17501,null,"[20.0, 20.0]",null,gabors,20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,229,,,0,,False,3,train,2
935,0.0,302.17501,302.42521,null,"[20.0, 20.0]",null,gabors,-10.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020492,223,,,0,,False,4,train,0
936,0.0,302.42521,302.67542,null,"[20.0, 20.0]",null,gabors,0.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,230,,,0,,False,1,train,2
937,0.0,302.67542,302.92563,null,"[20.0, 20.0]",null,gabors,-40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021508,156,,,0,,False,3,train,0
938,0.0,302.92563,303.17585,null,"[20.0, 20.0]",null,gabors,20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,57,,,0,,False,4,train,1
939,0.0,303.17585,303.42606,null,"[20.0, 20.0]",null,gabors,30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,58,,,0,,False,4,train,2
940,0.0,303.42606,303.67628,null,"[20.0, 20.0]",null,gabors,-30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021508,181,,,0,,False,4,train,1
941,0.0,303.67628,303.92649,null,"[20.0, 20.0]",null,gabors,-10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,69,,,0,,False,4,train,2
942,0.0,303.92649,304.1767,null,"[20.0, 20.0]",null,gabors,30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,112,,,0,,False,2,test,2
943,0.0,304.1767,304.42691,null,"[20.0, 20.0]",null,gabors,20.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,205,,,0,,False,1,train,1
