stimulus_presentation_id,stimulus_block,start_time,stop_time,color,size,Speed,stimulus_name,x_position,y_position,frame,temporal_frequency,Dir,phase,contrast,spatial_frequency,orientation,coherence,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,68.496455,68.729985,null,"[20.0, 20.0]",null,gabors,-20.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.23352957,1,,,0,,False,0,train,0
2,0.0,68.729985,68.980195,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021025,2,,,0,,False,0,train,1
3,0.0,68.980195,69.230405,null,"[20.0, 20.0]",null,gabors,-20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021025,3,,,0,,False,0,train,1
4,0.0,69.230405,69.480616,null,"[20.0, 20.0]",null,gabors,40.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021025,4,,,0,,False,0,train,0
5,0.0,69.480616,69.730826,null,"[20.0, 20.0]",null,gabors,40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,5,,,0,,False,0,train,1
6,0.0,69.730826,69.981036,null,"[20.0, 20.0]",null,gabors,30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,6,,,0,,False,0,train,1
7,0.0,69.981036,70.231245,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,7,,,0,,False,0,train,0
8,0.0,70.231245,70.481455,null,"[20.0, 20.0]",null,gabors,-10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,8,,,0,,False,0,train,1
9,0.0,70.481455,70.73166,null,"[20.0, 20.0]",null,gabors,-10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,9,,,0,,False,0,train,2
10,0.0,70.73166,70.981866,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,10,,,0,,False,0,train,0
11,0.0,70.981866,71.232071,null,"[20.0, 20.0]",null,gabors,10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,11,,,0,,False,0,train,0
12,0.0,71.232071,71.482276,null,"[20.0, 20.0]",null,gabors,40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,12,,,0,,False,0,train,0
13,0.0,71.482276,71.732493,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021742,13,,,0,,False,0,train,2
14,0.0,71.732493,71.982711,null,"[20.0, 20.0]",null,gabors,20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021742,14,,,0,,False,0,train,2
15,0.0,71.982711,72.232928,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021742,2,,,0,,False,1,train,1
16,0.0,72.232928,72.483145,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021742,15,,,0,,False,0,train,0
17,0.0,72.483145,72.733345,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020008,16,,,0,,False,0,train,2
18,0.0,72.733345,72.983546,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020008,17,,,0,,False,0,train,2
19,0.0,72.983546,73.233746,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020008,18,,,0,,False,0,train,2
20,0.0,73.233746,73.483946,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020008,19,,,0,,False,0,train,2
21,0.0,73.483946,73.734158,null,"[20.0, 20.0]",null,gabors,-20.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,20,,,0,,False,0,train,0
22,0.0,73.734158,73.984371,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,7,,,0,,False,1,train,0
23,0.0,73.984371,74.234583,null,"[20.0, 20.0]",null,gabors,20.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,21,,,0,,False,0,train,2
24,0.0,74.234583,74.484795,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,22,,,0,,False,0,train,2
25,0.0,74.484795,74.735,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,23,,,0,,False,0,train,0
26,0.0,74.735,74.985206,null,"[20.0, 20.0]",null,gabors,-30.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,24,,,0,,False,0,train,1
27,0.0,74.985206,75.235411,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,25,,,0,,False,0,train,0
28,0.0,75.235411,75.485616,null,"[20.0, 20.0]",null,gabors,-10.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,26,,,0,,False,0,train,2
29,0.0,75.485616,75.735833,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021742,17,,,0,,False,1,train,2
30,0.0,75.735833,75.986051,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021742,27,,,0,,False,0,train,1
31,0.0,75.986051,76.236268,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021742,28,,,0,,False,0,train,1
32,0.0,76.236268,76.486485,null,"[20.0, 20.0]",null,gabors,40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021742,12,,,0,,False,1,train,0
33,0.0,76.486485,76.736685,null,"[20.0, 20.0]",null,gabors,-40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020008,29,,,0,,False,0,train,0
34,0.0,76.736685,76.986886,null,"[20.0, 20.0]",null,gabors,-30.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020008,30,,,0,,False,0,train,0
35,0.0,76.986886,77.237086,null,"[20.0, 20.0]",null,gabors,-10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020008,31,,,0,,False,0,train,1
36,0.0,77.237086,77.487286,null,"[20.0, 20.0]",null,gabors,-20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020008,32,,,0,,False,0,train,0
37,0.0,77.487286,77.737501,null,"[20.0, 20.0]",null,gabors,30.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021492,33,,,0,,False,0,train,0
38,0.0,77.737501,77.987716,null,"[20.0, 20.0]",null,gabors,10.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,34,,,0,,False,0,train,2
39,0.0,77.987716,78.23793,null,"[20.0, 20.0]",null,gabors,0.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021492,35,,,0,,False,0,train,0
40,0.0,78.23793,78.488145,null,"[20.0, 20.0]",null,gabors,10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,36,,,0,,False,0,train,2
41,0.0,78.488145,78.738353,null,"[20.0, 20.0]",null,gabors,30.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,37,,,0,,False,0,train,1
42,0.0,78.738353,78.988561,null,"[20.0, 20.0]",null,gabors,30.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,38,,,0,,False,0,train,1
43,0.0,78.988561,79.238768,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,39,,,0,,False,0,train,0
44,0.0,79.238768,79.488976,null,"[20.0, 20.0]",null,gabors,10.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,40,,,0,,False,0,train,0
45,0.0,79.488976,79.739186,null,"[20.0, 20.0]",null,gabors,0.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,41,,,0,,False,0,train,1
46,0.0,79.739186,79.989396,null,"[20.0, 20.0]",null,gabors,20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020992,42,,,0,,False,0,train,1
47,0.0,79.989396,80.239605,null,"[20.0, 20.0]",null,gabors,-10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020992,43,,,0,,False,0,train,0
48,0.0,80.239605,80.489815,null,"[20.0, 20.0]",null,gabors,10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,44,,,0,,False,0,train,2
49,0.0,80.489815,80.74002,null,"[20.0, 20.0]",null,gabors,10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,45,,,0,,False,0,train,0
50,0.0,80.74002,80.990226,null,"[20.0, 20.0]",null,gabors,-30.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,46,,,0,,False,0,train,1
51,0.0,80.990226,81.240431,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,25,,,0,,False,1,train,0
52,0.0,81.240431,81.490636,null,"[20.0, 20.0]",null,gabors,20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,47,,,0,,False,0,train,0
53,0.0,81.490636,81.740848,null,"[20.0, 20.0]",null,gabors,-20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,48,,,0,,False,0,train,0
54,0.0,81.740848,81.991061,null,"[20.0, 20.0]",null,gabors,30.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,49,,,0,,False,0,train,2
55,0.0,81.991061,82.241273,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,18,,,0,,False,1,train,2
56,0.0,82.241273,82.491485,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,50,,,0,,False,0,train,1
57,0.0,82.491485,82.74169,null,"[20.0, 20.0]",null,gabors,30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,51,,,0,,False,0,train,2
58,0.0,82.74169,82.991896,null,"[20.0, 20.0]",null,gabors,20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,52,,,0,,False,0,train,1
59,0.0,82.991896,83.242101,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,53,,,0,,False,0,train,1
60,0.0,83.242101,83.492306,null,"[20.0, 20.0]",null,gabors,10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,54,,,0,,False,0,train,1
61,0.0,83.492306,83.742518,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,13,,,0,,False,1,train,2
62,0.0,83.742518,83.992731,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,18,,,0,,False,2,test,2
63,0.0,83.992731,84.242943,null,"[20.0, 20.0]",null,gabors,0.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,23,,,0,,False,1,train,0
64,0.0,84.242943,84.493155,null,"[20.0, 20.0]",null,gabors,0.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,35,,,0,,False,1,train,0
65,0.0,84.493155,84.74336,null,"[20.0, 20.0]",null,gabors,40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020508,55,,,0,,False,0,train,0
66,0.0,84.74336,84.993566,null,"[20.0, 20.0]",null,gabors,-40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,56,,,0,,False,0,train,2
67,0.0,84.993566,85.243771,null,"[20.0, 20.0]",null,gabors,20.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020508,57,,,0,,False,0,train,1
68,0.0,85.243771,85.493976,null,"[20.0, 20.0]",null,gabors,30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020508,58,,,0,,False,0,train,2
69,0.0,85.493976,85.744181,null,"[20.0, 20.0]",null,gabors,10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020492,59,,,0,,False,0,train,1
70,0.0,85.744181,85.994386,null,"[20.0, 20.0]",null,gabors,10.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,34,,,0,,False,1,train,2
71,0.0,85.994386,86.24459,null,"[20.0, 20.0]",null,gabors,0.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020492,60,,,0,,False,0,train,1
72,0.0,86.24459,86.494795,null,"[20.0, 20.0]",null,gabors,40.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020492,61,,,0,,False,0,train,2
73,0.0,86.494795,86.74501,null,"[20.0, 20.0]",null,gabors,40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021508,62,,,0,,False,0,train,0
74,0.0,86.74501,86.995226,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,63,,,0,,False,0,train,2
75,0.0,86.995226,87.245441,null,"[20.0, 20.0]",null,gabors,40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,64,,,0,,False,0,train,2
76,0.0,87.245441,87.495656,null,"[20.0, 20.0]",null,gabors,-40.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021508,65,,,0,,False,0,train,2
77,0.0,87.495656,87.745863,null,"[20.0, 20.0]",null,gabors,-30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,66,,,0,,False,0,train,0
78,0.0,87.745863,87.996071,null,"[20.0, 20.0]",null,gabors,-30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,67,,,0,,False,0,train,0
79,0.0,87.996071,88.246278,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,7,,,0,,False,2,test,0
80,0.0,88.246278,88.496485,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,15,,,0,,False,1,train,0
81,0.0,88.496485,88.746695,null,"[20.0, 20.0]",null,gabors,-40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,68,,,0,,False,0,train,1
82,0.0,88.746695,88.996906,null,"[20.0, 20.0]",null,gabors,-10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021008,69,,,0,,False,0,train,2
83,0.0,88.996906,89.247116,null,"[20.0, 20.0]",null,gabors,30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021008,70,,,0,,False,0,train,0
84,0.0,89.247116,89.497326,null,"[20.0, 20.0]",null,gabors,30.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,37,,,0,,False,1,train,1
85,0.0,89.497326,89.747533,null,"[20.0, 20.0]",null,gabors,10.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,71,,,0,,False,0,train,2
86,0.0,89.747533,89.997741,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,72,,,0,,False,0,train,0
87,0.0,89.997741,90.247948,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,73,,,0,,False,0,train,1
88,0.0,90.247948,90.498155,null,"[20.0, 20.0]",null,gabors,40.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,74,,,0,,False,0,train,2
89,0.0,90.498155,90.748363,null,"[20.0, 20.0]",null,gabors,-40.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,75,,,0,,False,0,train,0
90,0.0,90.748363,90.998571,null,"[20.0, 20.0]",null,gabors,-10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,76,,,0,,False,0,train,2
91,0.0,90.998571,91.248778,null,"[20.0, 20.0]",null,gabors,0.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,77,,,0,,False,0,train,0
92,0.0,91.248778,91.498986,null,"[20.0, 20.0]",null,gabors,40.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,64,,,0,,False,1,train,2
93,0.0,91.498986,91.749198,null,"[20.0, 20.0]",null,gabors,20.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,78,,,0,,False,0,train,2
94,0.0,91.749198,91.999411,null,"[20.0, 20.0]",null,gabors,-10.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021242,79,,,0,,False,0,train,1
95,0.0,91.999411,92.249623,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021242,80,,,0,,False,0,train,2
96,0.0,92.249623,92.499835,null,"[20.0, 20.0]",null,gabors,40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021242,81,,,0,,False,0,train,0
97,0.0,92.499835,92.750043,null,"[20.0, 20.0]",null,gabors,-30.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,82,,,0,,False,0,train,2
98,0.0,92.750043,93.000251,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,83,,,0,,False,0,train,1
99,0.0,93.000251,93.250458,null,"[20.0, 20.0]",null,gabors,-10.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,84,,,0,,False,0,train,2
100,0.0,93.250458,93.500666,null,"[20.0, 20.0]",null,gabors,40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,55,,,0,,False,1,train,0
101,0.0,93.500666,93.750881,null,"[20.0, 20.0]",null,gabors,-20.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,85,,,0,,False,0,train,2
102,0.0,93.750881,94.001096,null,"[20.0, 20.0]",null,gabors,30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,86,,,0,,False,0,train,2
103,0.0,94.001096,94.25131,null,"[20.0, 20.0]",null,gabors,0.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,16,,,0,,False,1,train,2
104,0.0,94.25131,94.501525,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25021492,63,,,0,,False,1,train,2
105,0.0,94.501525,94.751728,null,"[20.0, 20.0]",null,gabors,30.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020258,58,,,0,,False,1,train,2
106,0.0,94.751728,95.001931,null,"[20.0, 20.0]",null,gabors,-30.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020258,87,,,0,,False,0,train,0
107,0.0,95.001931,95.252133,null,"[20.0, 20.0]",null,gabors,40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020258,88,,,0,,False,0,train,2
108,0.0,95.252133,95.502336,null,"[20.0, 20.0]",null,gabors,20.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020258,89,,,0,,False,0,train,1
109,0.0,95.502336,95.752546,null,"[20.0, 20.0]",null,gabors,30.0,-30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,86,,,0,,False,1,train,2
110,0.0,95.752546,96.002756,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,18,,,0,,False,3,train,2
111,0.0,96.002756,96.252965,null,"[20.0, 20.0]",null,gabors,10.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,34,,,0,,False,2,test,2
112,0.0,96.252965,96.503175,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020992,17,,,0,,False,2,test,2
113,0.0,96.503175,96.753383,null,"[20.0, 20.0]",null,gabors,-20.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020758,32,,,0,,False,1,train,0
114,0.0,96.753383,97.003591,null,"[20.0, 20.0]",null,gabors,-10.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,9,,,0,,False,1,train,2
115,0.0,97.003591,97.253798,null,"[20.0, 20.0]",null,gabors,10.0,40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020758,13,,,0,,False,2,test,2
116,0.0,97.253798,97.504006,null,"[20.0, 20.0]",null,gabors,-10.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020758,90,,,0,,False,0,train,1
117,0.0,97.504006,97.754221,null,"[20.0, 20.0]",null,gabors,-30.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021492,53,,,0,,False,1,train,1
118,0.0,97.754221,98.004436,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021492,72,,,0,,False,1,train,0
119,0.0,98.004436,98.25465,null,"[20.0, 20.0]",null,gabors,-10.0,-10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021492,2,,,0,,False,2,test,1
120,0.0,98.25465,98.504865,null,"[20.0, 20.0]",null,gabors,0.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021492,91,,,0,,False,0,train,0
121,0.0,98.504865,98.755068,null,"[20.0, 20.0]",null,gabors,-20.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020258,92,,,0,,False,0,train,2
122,0.0,98.755068,99.005271,null,"[20.0, 20.0]",null,gabors,-40.0,-40.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020258,93,,,0,,False,0,train,1
123,0.0,99.005271,99.255473,null,"[20.0, 20.0]",null,gabors,-40.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020258,94,,,0,,False,0,train,0
124,0.0,99.255473,99.505676,null,"[20.0, 20.0]",null,gabors,-30.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020258,67,,,0,,False,1,train,0
125,0.0,99.505676,99.755883,null,"[20.0, 20.0]",null,gabors,10.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,95,,,0,,False,0,train,1
126,0.0,99.755883,100.00609,null,"[20.0, 20.0]",null,gabors,-40.0,30.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25020742,28,,,0,,False,1,train,1
127,0.0,100.00609,100.2563,null,"[20.0, 20.0]",null,gabors,40.0,10.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,90.0,null,0.25020742,96,,,0,,False,0,train,2
128,0.0,100.2563,100.50651,null,"[20.0, 20.0]",null,gabors,40.0,0.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25020742,97,,,0,,False,0,train,0
129,0.0,100.50651,100.75672,null,"[20.0, 20.0]",null,gabors,20.0,20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,45.0,null,0.25021008,50,,,0,,False,1,train,1
130,0.0,100.75672,101.00693,null,"[20.0, 20.0]",null,gabors,-30.0,-20.0,null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.08,0.0,null,0.25021008,98,,,0,,False,0,train,0
