stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,contrast,temporal_frequency,x_position,size,coherence,stimulus_name,color,Dir,orientation,frame,Speed,spatial_frequency,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.545385,75.778907,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-30.0,0.23352276,1,,,0,,False,0,train,0
2,0.0,75.778907,76.02911,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,10.0,0.25020295,2,,,0,,False,0,train,0
3,0.0,76.02911,76.279313,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-10.0,0.25020295,3,,,0,,False,0,train,1
4,0.0,76.279313,76.529516,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-20.0,0.25020295,4,,,0,,False,0,train,2
5,0.0,76.529516,76.779723,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,30.0,0.25020709,5,,,0,,False,0,train,0
6,0.0,76.779723,77.02993,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25020709,6,,,0,,False,0,train,2
7,0.0,77.02993,77.280138,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,30.0,0.25020709,7,,,0,,False,0,train,1
8,0.0,77.280138,77.530345,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25020709,8,,,0,,False,0,train,0
9,0.0,77.530345,77.78055,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25020541,9,,,0,,False,0,train,1
10,0.0,77.78055,78.030755,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-30.0,0.25020541,10,,,0,,False,0,train,1
11,0.0,78.030755,78.280961,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-30.0,0.25020541,11,,,0,,False,0,train,2
12,0.0,78.280961,78.531166,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,10.0,0.25020541,12,,,0,,False,0,train,0
13,0.0,78.531166,78.781381,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25021459,13,,,0,,False,0,train,1
14,0.0,78.781381,79.031595,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25021459,14,,,0,,False,0,train,1
15,0.0,79.031595,79.28181,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,20.0,0.25021459,15,,,0,,False,0,train,2
16,0.0,79.28181,79.532025,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25021459,16,,,0,,False,0,train,1
17,0.0,79.532025,79.782233,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25020791,17,,,0,,False,0,train,1
18,0.0,79.782233,80.03244,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-30.0,0.25020791,18,,,0,,False,0,train,1
19,0.0,80.03244,80.282648,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25020791,19,,,0,,False,0,train,0
20,0.0,80.282648,80.532856,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-20.0,0.25020791,20,,,0,,False,0,train,1
21,0.0,80.532856,80.783063,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-20.0,0.25020709,21,,,0,,False,0,train,0
22,0.0,80.783063,81.03327,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,30.0,0.25020709,5,,,0,,False,1,train,0
23,0.0,81.03327,81.283478,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25020709,22,,,0,,False,0,train,0
24,0.0,81.283478,81.533685,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-30.0,0.25020709,1,,,0,,False,1,train,0
25,0.0,81.533685,81.783893,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-30.0,0.25020791,23,,,0,,False,0,train,0
26,0.0,81.783893,82.0341,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25020791,24,,,0,,False,0,train,0
27,0.0,82.0341,82.284308,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25020791,25,,,0,,False,0,train,1
28,0.0,82.284308,82.534516,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25020791,26,,,0,,False,0,train,1
29,0.0,82.534516,82.784723,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,40.0,0.25020709,27,,,0,,False,0,train,2
30,0.0,82.784723,83.03493,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25020709,28,,,0,,False,0,train,1
31,0.0,83.03493,83.285138,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-10.0,0.25020709,29,,,0,,False,0,train,0
32,0.0,83.285138,83.535345,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,0.0,0.25020709,30,,,0,,False,0,train,2
33,0.0,83.535345,83.78556,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,40.0,0.25021541,31,,,0,,False,0,train,1
34,0.0,83.78556,84.035775,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-10.0,0.25021541,32,,,0,,False,0,train,2
35,0.0,84.035775,84.285991,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,30.0,0.25021541,33,,,0,,False,0,train,1
36,0.0,84.285991,84.536206,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25021541,28,,,0,,False,1,train,1
37,0.0,84.536206,84.786403,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-10.0,0.25019709,34,,,0,,False,0,train,2
38,0.0,84.786403,85.0366,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25019709,8,,,0,,False,1,train,0
39,0.0,85.0366,85.286798,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-10.0,0.25019709,35,,,0,,False,0,train,2
40,0.0,85.286798,85.536995,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-20.0,0.25019709,36,,,0,,False,0,train,2
41,0.0,85.536995,85.78721,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,40.0,0.25021541,37,,,0,,False,0,train,2
42,0.0,85.78721,86.037425,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-30.0,0.25021541,38,,,0,,False,0,train,0
43,0.0,86.037425,86.287641,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25021541,39,,,0,,False,0,train,0
44,0.0,86.287641,86.537856,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021541,40,,,0,,False,0,train,0
45,0.0,86.537856,86.788071,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25021459,17,,,0,,False,1,train,1
46,0.0,86.788071,87.038285,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,30.0,0.25021459,41,,,0,,False,0,train,2
47,0.0,87.038285,87.2885,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25021459,42,,,0,,False,0,train,0
48,0.0,87.2885,87.538715,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25021459,43,,,0,,False,0,train,1
49,0.0,87.538715,87.788918,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,10.0,0.25020291,44,,,0,,False,0,train,2
50,0.0,87.788918,88.03912,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,10.0,0.25020291,2,,,0,,False,1,train,0
51,0.0,88.03912,88.289323,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-10.0,0.25020291,45,,,0,,False,0,train,0
52,0.0,88.289323,88.539526,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25020291,46,,,0,,False,0,train,0
53,0.0,88.539526,88.789746,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,30.0,0.25021959,47,,,0,,False,0,train,1
54,0.0,88.789746,89.039965,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021959,48,,,0,,False,0,train,0
55,0.0,89.039965,89.290185,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021959,49,,,0,,False,0,train,0
56,0.0,89.290185,89.540405,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-10.0,0.25021959,50,,,0,,False,0,train,1
57,0.0,89.540405,89.790608,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,10.0,0.25020291,51,,,0,,False,0,train,2
58,0.0,89.790608,90.04081,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,40.0,0.25020291,31,,,0,,False,1,train,1
59,0.0,90.04081,90.291013,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,0.0,0.25020291,52,,,0,,False,0,train,1
60,0.0,90.291013,90.541216,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,20.0,0.25020291,53,,,0,,False,0,train,2
61,0.0,90.541216,90.791421,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-30.0,0.25020459,54,,,0,,False,0,train,1
62,0.0,90.791421,91.041625,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25020459,55,,,0,,False,0,train,1
63,0.0,91.041625,91.29183,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-30.0,0.25020459,56,,,0,,False,0,train,1
64,0.0,91.29183,91.542035,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25020459,24,,,0,,False,1,train,0
65,0.0,91.542035,91.792243,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,10.0,0.25020791,57,,,0,,False,0,train,0
66,0.0,91.792243,92.04245,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,40.0,0.25020791,58,,,0,,False,0,train,1
67,0.0,92.04245,92.292658,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25020791,59,,,0,,False,0,train,0
68,0.0,92.292658,92.542866,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,10.0,0.25020791,60,,,0,,False,0,train,2
69,0.0,92.542866,92.793078,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-30.0,0.25021209,61,,,0,,False,0,train,0
70,0.0,92.793078,93.04329,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25021209,24,,,0,,False,2,test,0
71,0.0,93.04329,93.293503,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021209,62,,,0,,False,0,train,0
72,0.0,93.293503,93.543715,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,30.0,0.25021209,63,,,0,,False,0,train,2
73,0.0,93.543715,93.793925,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-20.0,0.25021041,64,,,0,,False,0,train,2
74,0.0,93.793925,94.044135,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25021041,65,,,0,,False,0,train,1
75,0.0,94.044135,94.294346,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,30.0,0.25021041,66,,,0,,False,0,train,0
76,0.0,94.294346,94.544556,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25021041,67,,,0,,False,0,train,0
77,0.0,94.544556,94.794761,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-20.0,0.25020459,20,,,0,,False,1,train,1
78,0.0,94.794761,95.044965,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,0.0,0.25020459,68,,,0,,False,0,train,1
79,0.0,95.044965,95.29517,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25020459,69,,,0,,False,0,train,1
80,0.0,95.29517,95.545375,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-10.0,0.25020459,45,,,0,,False,1,train,0
81,0.0,95.545375,95.795588,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,10.0,0.25021291,57,,,0,,False,1,train,0
82,0.0,95.795588,96.0458,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021291,70,,,0,,False,0,train,0
83,0.0,96.0458,96.296013,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,10.0,0.25021291,44,,,0,,False,1,train,2
84,0.0,96.296013,96.546226,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-20.0,0.25021291,71,,,0,,False,0,train,2
85,0.0,96.546226,96.796431,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25020459,72,,,0,,False,0,train,0
86,0.0,96.796431,97.046635,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,10.0,0.25020459,73,,,0,,False,0,train,2
87,0.0,97.046635,97.29684,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,20.0,0.25020459,74,,,0,,False,0,train,2
88,0.0,97.29684,97.547045,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25020459,75,,,0,,False,0,train,0
89,0.0,97.547045,97.797255,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-10.0,0.25021041,76,,,0,,False,0,train,0
90,0.0,97.797255,98.047465,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,30.0,0.25021041,77,,,0,,False,0,train,1
91,0.0,98.047465,98.297676,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-30.0,0.25021041,78,,,0,,False,0,train,2
92,0.0,98.297676,98.547886,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25021041,79,,,0,,False,0,train,0
93,0.0,98.547886,98.798106,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25021959,80,,,0,,False,0,train,0
94,0.0,98.798106,99.048325,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25021959,81,,,0,,False,0,train,0
95,0.0,99.048325,99.298545,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25021959,82,,,0,,False,0,train,2
96,0.0,99.298545,99.548765,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-10.0,0.25021959,76,,,0,,False,1,train,0
97,0.0,99.548765,99.798965,"[3644.93333333, 3644.93333333]",0.8,4.0,20.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,0.0,0.25020041,83,,,0,,False,0,train,2
98,0.0,99.798965,100.04917,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-20.0,0.25020041,84,,,0,,False,0,train,0
99,0.0,100.04917,100.29937,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,20.0,0.25020041,85,,,0,,False,0,train,1
100,0.0,100.29937,100.54957,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-10.0,0.25020041,86,,,0,,False,0,train,1
101,0.0,100.54957,100.79977,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25020709,87,,,0,,False,0,train,2
102,0.0,100.79977,101.04998,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25020709,80,,,0,,False,1,train,0
103,0.0,101.04998,101.30019,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25020709,88,,,0,,False,0,train,2
104,0.0,101.30019,101.55039,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25020709,69,,,0,,False,1,train,1
105,0.0,101.55039,101.8006,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,40.0,0.25020791,37,,,0,,False,1,train,2
106,0.0,101.8006,102.05081,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-20.0,0.25020791,89,,,0,,False,0,train,2
107,0.0,102.05081,102.30102,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-30.0,0.25020791,90,,,0,,False,0,train,2
108,0.0,102.30102,102.55123,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-10.0,0.25020791,91,,,0,,False,0,train,1
109,0.0,102.55123,102.80144,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25021209,19,,,0,,False,1,train,0
110,0.0,102.80144,103.05165,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,0.0,0.25021209,30,,,0,,False,1,train,2
111,0.0,103.05165,103.30186,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,40.0,0.25021209,92,,,0,,False,0,train,2
112,0.0,103.30186,103.55207,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,30.0,0.25021209,93,,,0,,False,0,train,1
113,0.0,103.55207,103.80228,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-20.0,0.25020791,94,,,0,,False,0,train,0
114,0.0,103.80228,104.05249,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-10.0,0.25020791,95,,,0,,False,0,train,2
115,0.0,104.05249,104.3027,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,40.0,0.25020791,59,,,0,,False,1,train,0
116,0.0,104.3027,104.55291,"[3644.93333333, 3644.93333333]",0.8,4.0,40.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25020791,96,,,0,,False,0,train,0
117,0.0,104.55291,104.80313,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25021959,97,,,0,,False,0,train,2
118,0.0,104.80313,105.05335,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,-40.0,0.25021959,46,,,0,,False,1,train,0
119,0.0,105.05335,105.30357,"[3644.93333333, 3644.93333333]",0.8,4.0,10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-40.0,0.25021959,98,,,0,,False,0,train,2
120,0.0,105.30357,105.55378,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,40.0,0.25021959,99,,,0,,False,0,train,2
121,0.0,105.55378,105.80398,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,90.0,null,null,0.08,-10.0,0.25019291,100,,,0,,False,0,train,2
122,0.0,105.80398,106.05417,"[3644.93333333, 3644.93333333]",0.8,4.0,-20.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,0.0,0.25019291,52,,,0,,False,1,train,1
123,0.0,106.05417,106.30436,"[3644.93333333, 3644.93333333]",0.8,4.0,-40.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25019291,43,,,0,,False,1,train,1
124,0.0,106.30436,106.55456,"[3644.93333333, 3644.93333333]",0.8,4.0,0.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25019291,81,,,0,,False,1,train,0
125,0.0,106.55456,106.80477,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,0.0,0.25021209,101,,,0,,False,0,train,0
126,0.0,106.80477,107.05498,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,30.0,0.25021209,5,,,0,,False,2,test,0
127,0.0,107.05498,107.30519,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25021209,102,,,0,,False,0,train,1
128,0.0,107.30519,107.5554,"[3644.93333333, 3644.93333333]",0.8,4.0,30.0,"[20.0, 20.0]",null,gabors,null,null,0.0,null,null,0.08,20.0,0.25021209,103,,,0,,False,0,train,0
129,0.0,107.5554,107.80562,"[3644.93333333, 3644.93333333]",0.8,4.0,-10.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,-40.0,0.25021041,25,,,0,,False,1,train,1
130,0.0,107.80562,108.05583,"[3644.93333333, 3644.93333333]",0.8,4.0,-30.0,"[20.0, 20.0]",null,gabors,null,null,45.0,null,null,0.08,10.0,0.25021041,9,,,0,,False,1,train,1
