stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,phase,size,spatial_frequency,orientation,y_position,color,stimulus_name,x_position,frame,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.942787,85.176306,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,20.0,null,4.0,0.23351928,1,-0.22111805,0.57660857,7,0.12328026,True,0,train,2
2,0.0,85.176306,85.426505,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,30.0,null,4.0,0.25019923,2,-0.40646723,0.58797016,8,0.091402024,True,0,train,0
3,0.0,85.426505,85.676704,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,40.0,null,4.0,0.25019923,3,-0.46333548,0.56837704,7,0.10229572,True,0,train,1
4,0.0,85.676704,85.926904,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,0.0,null,4.0,0.25019923,4,-0.42578399,0.73200674,8,0.19598107,True,0,train,2
5,0.0,85.926904,86.177122,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-40.0,null,4.0,0.25021826,5,-0.69889771,0.88897364,7,0.14819022,True,0,train,1
6,0.0,86.177122,86.42734,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,30.0,null,4.0,0.25021826,6,-0.66243987,0.52071276,8,0.13913342,True,0,train,0
7,0.0,86.42734,86.677558,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-10.0,null,4.0,0.25021826,7,-0.5354367,0.73321601,7,0.13020623,True,0,train,2
8,0.0,86.677558,86.927777,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-10.0,null,4.0,0.25021826,8,-0.48361508,0.70890851,8,0.05914648,True,0,train,1
9,0.0,86.927777,87.177973,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-30.0,null,4.0,0.25019674,9,-0.57257961,0.64761142,7,0.1100101,True,0,train,1
10,0.0,87.177973,87.42817,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,30.0,null,4.0,0.25019674,10,-0.4681094,0.69695405,8,0.08421615,True,0,train,2
11,0.0,87.42817,87.678367,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,30.0,null,4.0,0.25019674,11,-0.52923526,0.70772274,7,0.093634489,True,0,train,0
12,0.0,87.678367,87.928564,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-40.0,null,4.0,0.25019674,12,-0.76647012,0.91126288,8,0.15761962,True,0,train,0
13,0.0,87.928564,88.178779,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-30.0,null,4.0,0.25021576,13,-0.82744743,0.98452996,7,0.092823222,True,0,train,2
14,0.0,88.178779,88.428995,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,20.0,null,4.0,0.25021576,14,-0.55737515,0.88424667,8,0.1923948,True,0,train,0
15,0.0,88.428995,88.679211,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,10.0,null,4.0,0.25021576,15,-0.38402981,0.82553717,7,0.074365503,True,0,train,0
16,0.0,88.679211,88.929427,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-30.0,null,4.0,0.25021576,16,-0.45210338,0.92957193,8,0.10686632,True,0,train,0
17,0.0,88.929427,89.179633,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,0.0,null,4.0,0.25020674,17,-0.50483456,0.93619135,7,0.087640486,True,0,train,2
18,0.0,89.179633,89.42984,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,20.0,null,4.0,0.25020674,18,-0.55903209,0.98830171,8,0.11094633,True,0,train,2
19,0.0,89.42984,89.680047,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,30.0,null,4.0,0.25020674,6,-0.49753269,0.99409023,7,0.11871497,True,1,train,0
20,0.0,89.680047,89.930254,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,40.0,null,4.0,0.25020674,19,-0.48504087,0.97072003,8,0.074066197,True,0,train,2
21,0.0,89.930254,90.180477,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,10.0,null,4.0,0.25022326,15,-0.74801023,0.97596781,7,0.090652919,True,1,train,0
22,0.0,90.180477,90.4307,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,10.0,null,4.0,0.25022326,20,-0.71915217,0.89131392,8,0.13547721,True,0,train,2
23,0.0,90.4307,90.680923,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-30.0,null,4.0,0.25022326,9,-0.8478378,0.90726879,7,0.11270904,True,1,train,1
24,0.0,90.680923,90.931147,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-40.0,null,4.0,0.25022326,21,-0.88193101,0.87146755,8,0.10839385,True,0,train,2
25,0.0,90.931147,91.181338,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-10.0,null,4.0,0.25019174,22,-0.79563546,0.80248613,7,0.13236197,True,0,train,2
26,0.0,91.181338,91.43153,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-20.0,null,4.0,0.25019174,23,-0.77103192,0.89073565,8,0.12067486,True,0,train,1
27,0.0,91.43153,91.681722,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,20.0,null,4.0,0.25019174,24,-0.57135855,0.85330409,7,0.10835188,True,0,train,1
28,0.0,91.681722,91.931914,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-20.0,null,4.0,0.25019174,25,-0.69781504,1.0125299,8,0.12096156,True,0,train,2
29,0.0,91.931914,92.182139,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,10.0,null,4.0,0.25022576,15,-0.71970165,0.9064688,7,0.045037658,True,2,test,0
30,0.0,92.182139,92.432365,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25022576,26,-0.78200399,0.908814,8,0.10786117,True,0,train,2
31,0.0,92.432365,92.682591,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-40.0,null,4.0,0.25022576,27,-0.79294646,0.99154251,7,0.081563716,True,0,train,2
32,0.0,92.682591,92.932817,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,20.0,null,4.0,0.25022576,28,-0.95895942,0.90433697,8,0.0947428,True,0,train,0
33,0.0,92.932817,93.183011,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-30.0,null,4.0,0.25019424,13,-0.84503583,0.66369023,7,0.15412896,True,1,train,2
34,0.0,93.183011,93.433205,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,40.0,null,4.0,0.25019424,29,-0.75167291,1.0984462,8,0.072867225,True,0,train,2
35,0.0,93.433205,93.683399,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-10.0,null,4.0,0.25019424,30,-0.57780438,0.94843955,7,0.069228947,True,0,train,2
36,0.0,93.683399,93.933594,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-10.0,null,4.0,0.25019424,31,-0.46490786,0.82756261,8,0.11714859,True,0,train,1
37,0.0,93.933594,94.183809,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-10.0,null,4.0,0.25021576,32,-0.516695,0.81985122,7,0.065457052,True,0,train,2
38,0.0,94.183809,94.434025,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,40.0,null,4.0,0.25021576,33,-0.56607691,0.80622951,8,0.08085233,True,0,train,0
39,0.0,94.434025,94.684241,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-40.0,null,4.0,0.25021576,34,-0.64701203,0.973138,7,0.11339917,True,0,train,2
40,0.0,94.684241,94.934457,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,40.0,null,4.0,0.25021576,33,-0.62782161,1.0028362,8,0.14550537,True,1,train,0
41,0.0,94.934457,95.184658,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,-20.0,null,4.0,0.25020174,35,-0.62932707,0.90698062,7,0.095313875,True,0,train,0
42,0.0,95.184658,95.43486,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-40.0,null,4.0,0.25020174,36,-0.69713535,0.86046161,8,0.069680135,True,0,train,1
43,0.0,95.43486,95.685062,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,0.0,null,4.0,0.25020174,37,-0.65039055,0.81814866,7,0.075187589,True,0,train,2
44,0.0,95.685062,95.935264,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,10.0,null,4.0,0.25020174,38,-0.77584997,0.89387686,8,0.13459543,True,0,train,1
45,0.0,95.935264,96.185479,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,40.0,null,4.0,0.25021576,39,-0.9778888,0.85801805,7,0.078405575,True,0,train,1
46,0.0,96.185479,96.435695,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,10.0,null,4.0,0.25021576,40,-0.92940592,0.894281,8,0.10316619,True,0,train,2
47,0.0,96.435695,96.685911,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-10.0,null,4.0,0.25021576,31,-0.78609326,0.88168825,7,0.071118939,True,1,train,1
48,0.0,96.685911,96.936127,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-10.0,null,4.0,0.25021576,41,-0.76322762,0.83985131,8,0.16648205,True,0,train,1
49,0.0,96.936127,97.186328,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,30.0,null,4.0,0.25020174,42,-0.58496315,0.68022262,7,0.10241388,True,0,train,0
50,0.0,97.186328,97.43653,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,10.0,null,4.0,0.25020174,43,-0.50862861,0.87207885,8,0.15334893,True,0,train,0
51,0.0,97.43653,97.686732,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-20.0,null,4.0,0.25020174,44,-0.56177706,0.73754117,7,0.13254811,True,0,train,2
52,0.0,97.686732,97.936934,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-40.0,null,4.0,0.25020174,45,-0.50913493,0.90513524,8,0.12380901,True,0,train,1
53,0.0,97.936934,98.187144,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-30.0,null,4.0,0.25021076,46,-0.48521348,0.8853105,7,0.070722743,True,0,train,1
54,0.0,98.187144,98.437355,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-10.0,null,4.0,0.25021076,22,-0.38616351,1.0520994,8,0.095482668,True,1,train,2
55,0.0,98.437355,98.687566,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,20.0,null,4.0,0.25021076,47,-0.62348143,0.91882678,7,0.11435177,True,0,train,1
56,0.0,98.687566,98.937777,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,40.0,null,4.0,0.25021076,48,-0.47213455,0.76292927,8,0.10464685,True,0,train,2
57,0.0,98.937777,99.187983,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,20.0,null,4.0,0.25020674,49,-0.46064558,0.96847178,7,0.13043333,True,0,train,1
58,0.0,99.187983,99.43819,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25020674,26,-0.38784643,0.82322832,8,0.068822855,True,1,train,2
59,0.0,99.43819,99.688397,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,10.0,null,4.0,0.25020674,50,-0.52484907,0.9704934,7,0.089813746,True,0,train,1
60,0.0,99.688397,99.938604,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-10.0,null,4.0,0.25020674,51,-0.61802748,0.93892485,8,0.065969518,True,0,train,2
61,0.0,99.938604,100.18882,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,20.0,null,4.0,0.25022076,24,-0.56701988,0.89746753,7,0.10176328,True,1,train,1
62,0.0,100.18882,100.43905,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,10.0,null,4.0,0.25022076,52,-0.59062528,0.91268686,8,0.15171314,True,0,train,2
63,0.0,100.43905,100.68927,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,20.0,null,4.0,0.25022076,47,-0.73415527,0.89742197,7,0.14737128,True,1,train,1
64,0.0,100.68927,100.93949,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,30.0,null,4.0,0.25022076,53,-0.85512331,0.84935018,8,0.10970711,True,0,train,1
65,0.0,100.93949,101.18969,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,40.0,null,4.0,0.25019924,54,-0.65128394,0.87594727,7,0.1506134,True,0,train,0
66,0.0,101.18969,101.43989,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,30.0,null,4.0,0.25019924,55,-0.69689412,0.95449475,8,0.1099785,True,0,train,0
67,0.0,101.43989,101.69008,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,20.0,null,4.0,0.25019924,56,-0.61551344,0.89939652,7,0.07438059,True,0,train,2
68,0.0,101.69008,101.94028,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,10.0,null,4.0,0.25019924,57,-0.59840474,0.90263711,8,0.068138366,True,0,train,2
69,0.0,101.94028,102.19049,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,10.0,null,4.0,0.25020576,58,-0.55952047,0.9940924,7,0.085481837,True,0,train,0
70,0.0,102.19049,102.4407,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,30.0,null,4.0,0.25020576,59,-0.44765022,1.1207582,8,0.096426571,True,0,train,1
71,0.0,102.4407,102.6909,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,40.0,null,4.0,0.25020576,60,-0.44493368,1.0949528,7,0.11803704,True,0,train,0
72,0.0,102.6909,102.94111,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,20.0,null,4.0,0.25020576,61,-0.44075119,0.98273065,8,0.15575197,True,0,train,2
73,0.0,102.94111,103.19132,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-30.0,null,4.0,0.25021174,62,-0.31823649,0.79134003,7,0.14626129,True,0,train,1
74,0.0,103.19132,103.44153,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,30.0,null,4.0,0.25021174,63,-0.31482052,0.79354777,8,0.10135826,True,0,train,1
75,0.0,103.44153,103.69174,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,30.0,null,4.0,0.25021174,64,-0.38262463,0.94390825,7,0.12780905,True,0,train,1
76,0.0,103.69174,103.94195,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-10.0,null,4.0,0.25021174,65,-0.42990336,1.0303713,8,0.11578854,True,0,train,0
77,0.0,103.94195,104.19217,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,0.0,null,4.0,0.25021576,66,-0.5923959,1.1746353,7,0.15115995,True,0,train,2
78,0.0,104.19217,104.44239,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-10.0,null,4.0,0.25021576,67,-0.4882452,1.0857951,7,0.15223063,True,0,train,0
79,0.0,104.44239,104.6926,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-10.0,null,4.0,0.25021576,22,-0.58242003,1.224108,7,0.07597344,True,2,test,2
80,0.0,104.6926,104.94282,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,30.0,null,4.0,0.25021576,59,-0.51741491,1.1553413,7,0.097716752,True,1,train,1
81,0.0,104.94282,105.19302,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,20.0,null,4.0,0.25019924,68,-0.54687562,1.1271131,8,0.091370625,True,0,train,2
82,0.0,105.19302,105.44322,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-40.0,null,4.0,0.25019924,69,-0.41124191,1.1566294,7,0.062858275,True,0,train,0
83,0.0,105.44322,105.69341,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,0.0,null,4.0,0.25019924,70,-0.47523226,1.1884192,8,0.086039474,True,0,train,0
84,0.0,105.69341,105.94361,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-10.0,null,4.0,0.25019924,71,-0.41001155,1.2094146,7,0.13406097,True,0,train,0
85,0.0,105.94361,106.19383,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,40.0,null,4.0,0.25021826,72,-0.25872919,1.1686366,8,0.096469201,True,0,train,0
86,0.0,106.19383,106.44405,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-30.0,null,4.0,0.25021826,73,-0.33186297,1.1331312,7,0.10688677,True,0,train,0
87,0.0,106.44405,106.69427,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-30.0,null,4.0,0.25021826,74,-0.34974733,1.0946325,8,0.080881221,True,0,train,2
88,0.0,106.69427,106.94449,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25021826,75,-0.39948761,1.0519515,7,0.089273026,True,0,train,2
89,0.0,106.94449,107.19469,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,20.0,null,4.0,0.25020424,76,-0.3116432,1.1138857,8,0.064685346,True,0,train,1
90,0.0,107.19469,107.4449,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-20.0,null,4.0,0.25020424,77,-0.49470513,1.3025024,7,0.1041806,True,0,train,1
91,0.0,107.4449,107.6951,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-20.0,null,4.0,0.25020424,78,-0.36420808,1.1036814,8,0.093705178,True,0,train,0
92,0.0,107.6951,107.9453,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,40.0,null,4.0,0.25020424,79,-0.39962132,1.3514196,7,0.068123586,True,0,train,2
93,0.0,107.9453,108.19551,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,30.0,null,4.0,0.25020826,80,-0.36035567,1.2149218,8,0.087105453,True,0,train,2
94,0.0,108.19551,108.44572,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,40.0,null,4.0,0.25020826,81,-0.28414893,1.0967859,7,0.093750014,True,0,train,1
95,0.0,108.44572,108.69593,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-40.0,null,4.0,0.25020826,82,-0.34278396,1.0827904,8,0.062515399,True,0,train,2
96,0.0,108.69593,108.94614,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,20.0,null,4.0,0.25020826,56,-0.38549724,1.1196486,7,0.061535181,True,1,train,2
97,0.0,108.94614,109.19634,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,40.0,null,4.0,0.25020674,33,-0.31597321,1.1207045,8,0.1211468,True,2,test,0
98,0.0,109.19634,109.44655,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-20.0,null,4.0,0.25020674,83,-0.3972217,1.1740856,7,0.071892923,True,0,train,1
99,0.0,109.44655,109.69676,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-30.0,null,4.0,0.25020674,84,-0.45128346,1.1967434,8,0.11001633,True,0,train,1
100,0.0,109.69676,109.94696,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,20.0,null,4.0,0.25020674,14,-0.45189224,1.0793736,7,0.04816099,True,1,train,0
101,0.0,109.94696,110.19718,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-30.0,null,4.0,0.25022076,85,-0.46872493,1.1514061,8,0.10875677,True,0,train,1
102,0.0,110.19718,110.44741,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-10.0,null,4.0,0.25022076,71,-0.44631395,1.1105572,7,0.034858204,True,1,train,0
103,0.0,110.44741,110.69763,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-10.0,null,4.0,0.25022076,32,-0.41508575,1.1855297,8,0.079847168,True,1,train,2
104,0.0,110.69763,110.94785,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,10.0,null,4.0,0.25022076,86,-0.6748224,1.1097342,7,0.086187804,True,0,train,1
105,0.0,110.94785,111.19804,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-20.0,null,4.0,0.25019424,77,-0.8273487,1.1373784,8,0.10851758,True,1,train,1
106,0.0,111.19804,111.44824,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,30.0,null,4.0,0.25019424,87,-0.726029,1.2589695,7,0.10856746,True,0,train,2
107,0.0,111.44824,111.69843,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-40.0,null,4.0,0.25019424,12,-0.63434623,1.3364624,8,0.099927806,True,1,train,0
108,0.0,111.69843,111.94862,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,10.0,null,4.0,0.25019424,52,-0.73384576,1.3236488,7,0.10526859,True,1,train,2
109,0.0,111.94862,112.19884,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,0.0,null,4.0,0.25021826,88,-0.76415901,1.2495819,8,0.071286994,True,0,train,1
110,0.0,112.19884,112.44906,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-30.0,null,4.0,0.25021826,13,-0.79336001,1.2931273,7,0.11676992,True,2,test,2
111,0.0,112.44906,112.69928,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,10.0,null,4.0,0.25021826,89,-0.77894494,1.3574644,8,0.10742259,True,0,train,2
112,0.0,112.69928,112.9495,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-40.0,null,4.0,0.25021826,90,-0.63965036,1.185872,7,0.056490716,True,0,train,2
113,0.0,112.9495,113.1997,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-40.0,null,4.0,0.25020424,91,-0.59466536,1.1969565,8,0.067760026,True,0,train,1
114,0.0,113.1997,113.44991,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25020424,26,-0.52206107,1.0335517,7,0.083672656,True,2,test,2
115,0.0,113.44991,113.70011,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-40.0,null,4.0,0.25020424,27,-0.87680444,1.026995,6,0.53795999,True,1,train,2
116,0.0,113.70011,113.95031,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-30.0,null,4.0,0.25020424,92,-0.97925254,0.11450091,7,0.15834576,True,0,train,0
117,0.0,113.95031,114.20053,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-30.0,null,4.0,0.25021326,84,-0.88560206,-0.06468379,8,0.1717167,True,1,train,1
118,0.0,114.20053,114.45074,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,40.0,null,4.0,0.25021326,93,-1.2340353,5.7067145e-05,7,0.13597955,True,0,train,1
119,0.0,114.45074,114.70095,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-10.0,null,4.0,0.25021326,41,-1.0483842,0.13886732,8,0.13969994,True,1,train,1
120,0.0,114.70095,114.95117,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,40.0,null,4.0,0.25021326,54,-0.80727142,0.13795818,7,0.069694852,True,1,train,0
