stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,phase,size,spatial_frequency,orientation,y_position,color,stimulus_name,x_position,frame,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2537,0.0,719.45633,719.70653,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,0.0,null,4.0,0.25020674,227,0.12148791,5.3573082,7,0.15220579,True,9,train,2
2538,0.0,719.70653,719.95674,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,0.0,null,4.0,0.25020674,193,0.14786022,5.1189422,8,0.25826767,True,11,test,0
2539,0.0,719.95674,720.20695,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25020674,26,0.2174486,5.0343016,7,0.10770408,True,9,train,2
2540,0.0,720.20695,720.45715,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25020674,75,0.21485895,4.7648682,8,0.14812711,True,7,train,2
2541,0.0,720.45715,720.70736,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,30.0,null,4.0,0.25020576,131,0.32456844,4.6324081,7,0.14865684,True,13,train,1
2542,0.0,720.70736,720.95757,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,10.0,null,4.0,0.25020576,144,0.15246693,4.5278003,8,0.14975865,True,11,test,1
2543,0.0,720.95757,721.20777,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,40.0,null,4.0,0.25020576,3,0.20041385,4.5032442,7,0.14220214,True,10,train,1
2544,0.0,721.20777,721.45798,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-10.0,null,4.0,0.25020576,8,0.11007998,4.5097874,8,0.1242084,True,11,test,1
2545,0.0,721.45798,721.70819,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,0.0,null,4.0,0.25021424,99,0.10379745,4.5571811,7,0.11798549,True,10,train,1
2546,0.0,721.70819,721.95841,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,20.0,null,4.0,0.25021424,163,0.15859392,4.5602194,8,0.10851131,True,10,train,2
2547,0.0,721.95841,722.20862,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,40.0,null,4.0,0.25021424,147,0.18730312,4.6690596,7,0.11294411,True,10,train,2
2548,0.0,722.20862,722.45883,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-10.0,null,4.0,0.25021424,8,0.20112157,4.5827987,8,0.19316334,True,12,train,1
2549,0.0,722.45883,722.70905,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,20.0,null,4.0,0.25021326,189,0.14316807,4.3353734,7,0.10420837,True,9,train,2
2550,0.0,722.70905,722.95926,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,-10.0,null,4.0,0.25021326,182,0.38920906,4.446847,8,0.12754267,True,9,train,0
2551,0.0,722.95926,723.20947,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,20.0,null,4.0,0.25021326,113,0.34057523,4.0366584,7,0.31415779,True,9,train,1
2552,0.0,723.20947,723.45969,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,0.0,null,4.0,0.25021326,99,0.13877554,0.48956774,8,0.23625263,True,11,test,1
2553,0.0,723.45969,723.70989,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-30.0,null,4.0,0.25020674,85,0.14005851,0.12162555,7,0.17188444,True,11,test,1
2554,0.0,723.70989,723.9601,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,-40.0,null,4.0,0.25020674,112,-0.047585678,-2.6836973,8,0.55995192,True,11,test,0
2555,0.0,723.9601,724.21031,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,40.0,null,4.0,0.25020674,19,-0.073306363,-2.7053846,7,0.12790402,True,11,test,2
2556,0.0,724.21031,724.46051,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-20.0,null,4.0,0.25020674,158,-0.35253393,-2.7016273,8,0.20766802,True,8,test,2
2557,0.0,724.46051,724.71073,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,-20.0,null,4.0,0.25021826,125,-0.31629586,-2.5015757,7,0.20783176,True,5,test,0
2558,0.0,724.71073,724.96095,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25021826,75,-0.21123956,-5.9299246,8,1.5272885,True,8,test,2
2559,0.0,724.96095,725.21117,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,20.0,null,4.0,0.25021826,189,-0.052515916,-5.6642769,7,0.15967174,True,10,train,2
2560,0.0,725.21117,725.46139,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,10.0,null,4.0,0.25021826,187,0.18852878,-5.8054511,8,0.24373238,True,9,train,1
2561,0.0,725.46139,725.71159,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,30.0,null,4.0,0.25019924,59,0.03513071,-5.8534092,7,0.2563036,True,10,train,1
2562,0.0,725.71159,725.96179,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-40.0,null,4.0,0.25019924,5,0.1489784,-5.8523698,8,0.29298825,True,10,train,1
2563,0.0,725.96179,726.21198,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,-10.0,null,4.0,0.25019924,167,-0.049108686,-5.9383864,7,0.15071222,True,11,test,1
2564,0.0,726.21198,726.46218,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,20.0,null,4.0,0.25019924,28,0.17912521,-6.1254497,8,0.23098388,True,10,train,0
2565,0.0,726.46218,726.71238,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-40.0,null,4.0,0.25020076,45,0.234084,-5.761463,7,0.1861265,True,10,train,1
2566,0.0,726.71238,726.96259,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,30.0,null,4.0,0.25020076,232,0.5461852,-5.9148312,8,0.12548424,True,9,train,1
2567,0.0,726.96259,727.21279,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-10.0,null,4.0,0.25020076,41,0.2025849,-5.6799007,7,0.15984206,True,10,train,1
2568,0.0,727.21279,727.46299,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,10.0,null,4.0,0.25020076,89,0.25341462,-5.9454354,8,0.1552588,True,11,test,2
2569,0.0,727.46299,727.7132,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,20.0,null,4.0,0.25021674,14,0.28702366,-5.8309686,7,0.19677832,True,8,test,0
2570,0.0,727.7132,727.96342,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-40.0,null,4.0,0.25021674,91,0.23560336,-5.8614999,8,0.21096136,True,10,train,1
2571,0.0,727.96342,728.21364,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,0.0,null,4.0,0.25021674,17,-0.011965393,-6.0664273,7,0.20861789,True,9,train,2
2572,0.0,728.21364,728.46385,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,10.0,null,4.0,0.25021674,58,0.30438357,-5.8351492,8,0.17987492,True,9,train,0
2573,0.0,728.46385,728.71407,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-40.0,null,4.0,0.25021576,21,0.28328393,-5.6830245,7,0.34292064,True,10,train,2
2574,0.0,728.71407,728.96429,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,40.0,null,4.0,0.25021576,29,0.092637721,-5.5935237,8,0.18433562,True,10,train,2
2575,0.0,728.96429,729.2145,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,-10.0,null,4.0,0.25021576,160,0.38600437,-5.5465141,7,0.15306553,True,10,train,0
2576,0.0,729.2145,729.46472,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,20.0,null,4.0,0.25021576,102,0.16299454,-5.3941361,8,0.24125097,True,8,test,1
2577,0.0,729.46472,729.71492,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,30.0,null,4.0,0.25020174,55,0.61448696,3.5965846,7,3.2242241,True,10,train,0
2578,0.0,729.71492,729.96512,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,40.0,null,4.0,0.25020174,147,0.99483641,3.4776797,8,0.1141422,True,11,test,2
2579,0.0,729.96512,730.21532,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,10.0,null,4.0,0.25020174,20,0.54510662,3.1503715,7,0.29382379,True,10,train,2
2580,0.0,730.21532,730.46552,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,30.0,null,4.0,0.25020174,215,0.59174107,3.0171253,8,0.16897006,True,9,train,2
2581,0.0,730.46552,730.71574,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,30.0,null,4.0,0.25021576,53,0.81979689,2.8169117,7,0.20069758,True,11,test,1
2582,0.0,730.71574,730.96596,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,0.0,null,4.0,0.25021576,66,0.68818752,2.8979422,8,0.20134363,True,10,train,2
2583,0.0,730.96596,731.21617,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-20.0,null,4.0,0.25021576,106,0.61567923,2.4428842,7,0.24094047,True,11,test,0
2584,0.0,731.21617,731.46639,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,0.0,null,4.0,0.25021576,183,0.67522378,2.5765193,8,0.18600294,True,9,train,2
2585,0.0,731.46639,731.71659,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,20.0,null,4.0,0.25020174,196,0.52784318,2.7249068,7,0.14544343,True,11,test,0
2586,0.0,731.71659,731.96679,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,-30.0,null,4.0,0.25020174,116,0.62018676,2.5482326,8,0.24463453,True,11,test,0
2587,0.0,731.96679,732.21699,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,20.0,null,4.0,0.25020174,190,0.75088053,2.4814288,7,0.13179512,True,7,train,1
2588,0.0,732.21699,732.46719,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-40.0,null,4.0,0.25020174,195,0.6398059,2.4575237,8,0.14643026,True,11,test,1
2589,0.0,732.46719,732.71741,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,-30.0,null,4.0,0.25021826,172,0.54888252,2.2274407,7,0.22471028,True,11,test,1
2590,0.0,732.71741,732.96763,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-30.0,null,4.0,0.25021826,101,0.590304,2.3178041,8,0.16865364,True,11,test,2
2591,0.0,732.96763,733.21785,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,0.0,null,4.0,0.25021826,88,0.58394133,2.1254067,7,0.2074189,True,9,train,1
2592,0.0,733.21785,733.46807,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-30.0,null,4.0,0.25021826,16,-0.10572283,-1.2869423,8,0.68255111,True,9,train,0
2593,0.0,733.46807,733.71827,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-40.0,null,4.0,0.25020174,90,-0.12557167,-1.6667494,7,0.2866143,True,10,train,2
2594,0.0,733.71827,733.96847,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-30.0,null,4.0,0.25020174,234,-0.33792201,-1.4813682,8,0.251097,True,10,train,2
2595,0.0,733.96847,734.21867,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,-40.0,null,4.0,0.25020174,123,-0.37015033,-1.3465863,7,0.22543231,True,10,train,0
2596,0.0,734.21867,734.46887,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,30.0,null,4.0,0.25020174,122,-0.50357453,-2.2880194,8,0.27676174,True,9,train,2
2597,0.0,734.46887,734.71909,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-20.0,null,4.0,0.25021576,158,-0.48450661,-2.1199865,7,0.22287114,True,9,train,2
2598,0.0,734.71909,734.96931,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,30.0,null,4.0,0.25021576,11,-0.49781008,-1.9827782,8,0.20938241,True,11,test,0
2599,0.0,734.96931,735.21952,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-20.0,null,4.0,0.25021576,95,-0.42224333,-2.1076689,7,0.22545805,True,10,train,0
2600,0.0,735.21952,735.46974,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,10.0,null,4.0,0.25021576,43,-0.28676889,-2.1711667,8,0.20176328,True,8,test,0
2601,0.0,735.46974,735.71994,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,40.0,null,4.0,0.25020174,39,-0.11351325,-1.9689953,7,0.21506269,True,11,test,1
2602,0.0,735.71994,735.97014,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,0.0,null,4.0,0.25020174,139,-0.63949126,-1.9878764,8,0.14937538,True,10,train,0
2603,0.0,735.97014,736.22034,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,30.0,null,4.0,0.25020174,6,-0.35241001,-1.6770989,7,0.22336286,True,12,train,0
2604,0.0,736.22034,736.47054,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,30.0,null,4.0,0.25020174,10,-0.24124488,-1.9959965,8,0.14146405,True,13,train,2
2605,0.0,736.47054,736.72076,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,10.0,null,4.0,0.25022076,202,-0.32815643,-1.9095995,7,0.15072173,True,9,train,1
2606,0.0,736.72076,736.97099,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-30.0,null,4.0,0.25022076,101,-0.33504149,-1.8522922,8,0.12599216,True,12,train,2
2607,0.0,736.97099,737.22121,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,20.0,null,4.0,0.25022076,210,-0.58639423,-1.8043362,7,0.085140839,True,11,test,2
2608,0.0,737.22121,737.47143,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,20.0,null,4.0,0.25022076,14,-0.60087074,-1.7036721,8,0.12505152,True,9,train,0
2609,0.0,737.47143,737.72163,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-30.0,null,4.0,0.25019924,74,-0.51153609,-1.7767182,7,0.10944266,True,13,train,2
2610,0.0,737.72163,737.97183,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,-20.0,null,4.0,0.25019924,166,-0.64009637,-1.8188716,8,0.11996689,True,11,test,1
2611,0.0,737.97183,738.22202,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,10.0,null,4.0,0.25019924,89,-0.60189956,-1.8127777,7,0.11942888,True,12,train,2
2612,0.0,738.22202,738.47222,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-30.0,null,4.0,0.25019924,92,-0.5776143,-2.0920903,7,0.11967139,True,8,test,0
2613,0.0,738.47222,738.72243,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-10.0,null,4.0,0.25020326,65,-0.69346124,-1.888843,7,0.16021385,True,13,train,0
2614,0.0,738.72243,738.97263,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-30.0,null,4.0,0.25020326,74,-0.41673495,-1.9012888,8,0.13429022,True,14,test,2
2615,0.0,738.97263,739.22283,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-30.0,null,4.0,0.25020326,9,-0.52141821,-1.7609767,7,0.31778118,True,12,train,1
2616,0.0,739.22283,739.47304,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,30.0,null,4.0,0.25020326,215,-0.052756902,-1.3719032,7,0.19475383,True,10,train,2
2617,0.0,739.47304,739.72325,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,20.0,null,4.0,0.25021674,61,-0.11043127,-1.4936946,7,0.27849524,True,9,train,2
2618,0.0,739.72325,739.97347,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-20.0,null,4.0,0.25021674,83,-0.46539273,-1.5737775,8,2.7981845,True,10,train,1
2619,0.0,739.97347,740.22369,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,10.0,null,4.0,0.25021674,202,0.58949823,3.4381084,8,0.15867173,True,10,train,1
2620,0.0,740.22369,740.4739,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-10.0,null,4.0,0.25021674,26,0.45376325,2.9816014,7,0.16431263,True,10,train,2
2621,0.0,740.4739,740.72411,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-20.0,null,4.0,0.25020826,107,0.4222142,2.5749899,7,0.13478026,True,10,train,1
2622,0.0,740.72411,740.97432,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,0.0,null,4.0,0.25020826,88,0.45163681,2.4942994,8,0.17398546,True,10,train,1
2623,0.0,740.97432,741.22453,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,40.0,null,4.0,0.25020826,224,0.4547386,2.4274765,8,0.14217522,True,9,train,0
2624,0.0,741.22453,741.47474,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-40.0,null,4.0,0.25020826,5,0.27658646,2.1352191,7,0.13645963,True,11,test,1
2625,0.0,741.47474,741.72494,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,0.0,null,4.0,0.25020674,143,0.27249873,2.0891281,7,0.09889046,True,13,train,1
2626,0.0,741.72494,741.97515,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,10.0,null,4.0,0.25020674,52,0.18981677,2.1870683,8,0.13777781,True,10,train,2
2627,0.0,741.97515,742.22536,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,20.0,null,4.0,0.25020674,196,0.37796339,2.0617453,8,0.14623307,True,12,train,0
2628,0.0,742.22536,742.47556,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-40.0,null,4.0,0.25020674,12,0.20983278,2.1311439,7,0.16446361,True,10,train,0
2629,0.0,742.47556,742.72578,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,20.0,null,4.0,0.25021576,14,0.25719187,2.0240978,7,0.2425919,True,10,train,0
2630,0.0,742.72578,742.976,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-30.0,null,4.0,0.25021576,231,0.25386762,1.8605438,7,0.098260414,True,8,test,2
2631,0.0,742.976,743.22621,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,-10.0,null,4.0,0.25021576,170,0.3875227,2.0066286,8,0.17882056,True,11,test,1
2632,0.0,743.22621,743.47643,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,-20.0,null,4.0,0.25021576,140,0.22938141,1.8279913,7,0.21422912,True,11,test,0
2633,0.0,743.47643,743.72663,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-10.0,null,4.0,0.25020424,138,0.49418352,0.55609979,7,0.69244196,True,12,train,2
2634,0.0,743.72663,743.97684,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,20.0,null,4.0,0.25020424,68,0.3010782,0.56302362,7,0.15838134,True,11,test,2
2635,0.0,743.97684,744.22704,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,20.0,null,4.0,0.25020424,76,0.43236397,0.57932781,8,2.5463007,True,11,test,1
2636,0.0,744.22704,744.47724,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,0.0,null,4.0,0.25020424,183,-0.12177188,-5.0862183,7,0.15995543,True,10,train,2
2637,0.0,744.47724,744.72745,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,30.0,null,4.0,0.25020826,169,-0.0210933,-5.3322065,8,0.15168437,True,8,test,0
2638,0.0,744.72745,744.97766,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,30.0,null,4.0,0.25020826,42,-0.053680149,-5.5351776,7,0.13372124,True,10,train,0
2639,0.0,744.97766,745.22787,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-40.0,null,4.0,0.25020826,149,0.037927788,-5.3567572,8,0.22113165,True,13,train,2
2640,0.0,745.22787,745.47808,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,30.0,null,4.0,0.25020826,229,0.054181563,-5.4320369,7,0.24014918,True,13,train,2
2641,0.0,745.47808,745.72829,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,40.0,null,4.0,0.25020924,224,-0.11359358,-5.3404132,8,0.2984774,True,10,train,0
2642,0.0,745.72829,745.9785,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-30.0,null,4.0,0.25020924,127,-0.25913262,-5.3530123,7,0.18636961,True,11,test,2
2643,0.0,745.9785,746.2287,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,40.0,null,4.0,0.25020924,19,-0.14718073,-5.2974359,8,0.13479616,True,12,train,2
2644,0.0,746.2287,746.47891,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-20.0,null,4.0,0.25020924,177,-0.28476498,-5.1521163,7,0.20408087,True,9,train,1
2645,0.0,746.47891,746.72913,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,10.0,null,4.0,0.25021326,100,-0.14835396,-5.1049241,8,0.15321384,True,8,test,2
2646,0.0,746.72913,746.97934,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,-40.0,null,4.0,0.25021326,135,-0.022044551,-5.0664666,7,0.15180198,True,9,train,0
2647,0.0,746.97934,747.22955,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,10.0,null,4.0,0.25021326,15,-0.26145275,-5.0812014,8,0.095888979,True,10,train,0
2648,0.0,747.22955,747.47977,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-20.0,null,4.0,0.25021326,197,-0.32657311,-4.9233782,7,0.18110972,True,10,train,2
2649,0.0,747.47977,747.72997,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,10.0,null,4.0,0.25020424,150,-0.37188854,-5.2313862,8,0.19027679,True,10,train,1
2650,0.0,747.72997,747.98018,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,40.0,null,4.0,0.25020424,54,-0.38766176,-5.2061242,7,0.095997352,True,11,test,0
2651,0.0,747.98018,748.23038,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-30.0,null,4.0,0.25020424,221,-0.29781789,-5.2418104,8,0.19579614,True,8,test,1
2652,0.0,748.23038,748.48058,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,-10.0,null,4.0,0.25020424,170,-0.20532004,-5.0322543,7,0.3226718,True,12,train,1
2653,0.0,748.48058,748.73079,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,30.0,null,4.0,0.25021076,64,-0.24244966,-5.0894057,8,0.31285403,True,12,train,1
2654,0.0,748.73079,748.98101,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,10.0,null,4.0,0.25021076,86,-0.39190021,-4.7743071,7,0.14145252,True,9,train,1
2655,0.0,748.98101,749.23122,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-10.0,null,4.0,0.25021076,32,-0.16506887,-4.9028074,8,0.30876552,True,10,train,2
