stimulus_presentation_id,stimulus_block,start_time,stop_time,color,Dir,Speed,phase,frame,coherence,x_position,stimulus_name,orientation,y_position,temporal_frequency,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3142,0.0,861.24633,861.49655,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,124,,,0,,False,13,train,1
3143,0.0,861.49655,861.74676,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,68,,,0,,False,12,train,2
3144,0.0,861.74676,861.99698,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,178,,,0,,False,10,train,1
3145,0.0,861.99698,862.24718,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,187,,,0,,False,12,train,2
3146,0.0,862.24718,862.49739,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,72,,,0,,False,10,train,1
3147,0.0,862.49739,862.74759,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,240,,,0,,False,12,train,0
3148,0.0,862.74759,862.99779,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,106,,,0,,False,12,train,2
3149,0.0,862.99779,863.24799,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,173,,,0,,False,11,test,2
3150,0.0,863.24799,863.4982,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,148,,,0,,False,13,train,2
3151,0.0,863.4982,863.74841,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,134,,,0,,False,13,train,0
3152,0.0,863.74841,863.99861,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,118,,,0,,False,13,train,0
3153,0.0,863.99861,864.24882,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,151,,,0,,False,12,train,1
3154,0.0,864.24882,864.49904,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,135,,,0,,False,14,test,2
3155,0.0,864.49904,864.74925,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,53,,,0,,False,11,test,0
3156,0.0,864.74925,864.99946,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,18,,,0,,False,12,train,1
3157,0.0,864.99946,865.24967,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,33,,,0,,False,11,test,0
3158,0.0,865.24967,865.49988,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,42,,,0,,False,13,train,0
3159,0.0,865.49988,865.75008,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,41,,,0,,False,14,test,2
3160,0.0,865.75008,866.00029,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,126,,,0,,False,11,test,0
3161,0.0,866.00029,866.2505,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,66,,,0,,False,14,test,2
3162,0.0,866.2505,866.50071,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,185,,,0,,False,11,test,0
3163,0.0,866.50071,866.75091,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,224,,,0,,False,11,test,2
3164,0.0,866.75091,867.00112,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,18,,,0,,False,13,train,1
3165,0.0,867.00112,867.25133,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,69,,,0,,False,12,train,0
3166,0.0,867.25133,867.50155,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,133,,,0,,False,13,train,0
3167,0.0,867.50155,867.75177,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,25,,,0,,False,13,train,2
3168,0.0,867.75177,868.00198,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,143,,,0,,False,12,train,2
3169,0.0,868.00198,868.25218,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,218,,,0,,False,13,train,2
3170,0.0,868.25218,868.50239,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,54,,,0,,False,13,train,0
3171,0.0,868.50239,868.75259,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,114,,,0,,False,12,train,2
3172,0.0,868.75259,869.00279,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,167,,,0,,False,13,train,0
3173,0.0,869.00279,869.25301,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,113,,,0,,False,12,train,2
3174,0.0,869.25301,869.50323,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,82,,,0,,False,12,train,0
3175,0.0,869.50323,869.75344,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,240,,,0,,False,13,train,0
3176,0.0,869.75344,870.00366,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,33,,,0,,False,12,train,0
3177,0.0,870.00366,870.25386,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,24,,,0,,False,14,test,2
3178,0.0,870.25386,870.50407,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,4,,,0,,False,12,train,0
3179,0.0,870.50407,870.75427,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,79,,,0,,False,13,train,0
3180,0.0,870.75427,871.00447,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,123,,,0,,False,12,train,1
3181,0.0,871.00447,871.25468,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,74,,,0,,False,14,test,1
3182,0.0,871.25468,871.5049,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,210,,,0,,False,13,train,1
3183,0.0,871.5049,871.75511,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,155,,,0,,False,11,test,1
3184,0.0,871.75511,872.00532,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,65,,,0,,False,11,test,1
3185,0.0,872.00532,872.25553,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,109,,,0,,False,11,test,0
3186,0.0,872.25553,872.50574,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,53,,,0,,False,12,train,0
3187,0.0,872.50574,872.75594,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,209,,,0,,False,13,train,1
3188,0.0,872.75594,873.00615,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,39,,,0,,False,11,test,0
3189,0.0,873.00615,873.25636,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,61,,,0,,False,12,train,0
3190,0.0,873.25636,873.50657,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,146,,,0,,False,13,train,0
3191,0.0,873.50657,873.75677,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,55,,,0,,False,13,train,2
3192,0.0,873.75677,874.00698,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,232,,,0,,False,10,train,1
3193,0.0,874.00698,874.25719,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,131,,,0,,False,11,test,2
3194,0.0,874.25719,874.50741,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,219,,,0,,False,12,train,2
3195,0.0,874.50741,874.75762,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,183,,,0,,False,14,test,1
3196,0.0,874.75762,875.00783,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,220,,,0,,False,14,test,0
3197,0.0,875.00783,875.25804,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,192,,,0,,False,14,test,1
3198,0.0,875.25804,875.50825,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,221,,,0,,False,13,train,1
3199,0.0,875.50825,875.75846,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,97,,,0,,False,12,train,0
3200,0.0,875.75846,876.00867,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,101,,,0,,False,14,test,1
3201,0.0,876.00867,876.25887,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,138,,,0,,False,13,train,0
3202,0.0,876.25887,876.50908,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,185,,,0,,False,12,train,0
3203,0.0,876.50908,876.75928,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,191,,,0,,False,11,test,2
3204,0.0,876.75928,877.00948,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,23,,,0,,False,12,train,2
3205,0.0,877.00948,877.25969,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,100,,,0,,False,14,test,2
3206,0.0,877.25969,877.5099,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,6,,,0,,False,14,test,1
3207,0.0,877.5099,877.76011,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,124,,,0,,False,14,test,1
3208,0.0,877.76011,878.01032,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,147,,,0,,False,14,test,2
3209,0.0,878.01032,878.26053,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,12,,,0,,False,13,train,2
3210,0.0,878.26053,878.51075,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,22,,,0,,False,14,test,0
3211,0.0,878.51075,878.76096,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,190,,,0,,False,11,test,1
3212,0.0,878.76096,879.01117,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,53,,,0,,False,13,train,0
3213,0.0,879.01117,879.26138,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,117,,,0,,False,12,train,1
3214,0.0,879.26138,879.5116,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,82,,,0,,False,13,train,0
3215,0.0,879.5116,879.76181,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,120,,,0,,False,13,train,1
3216,0.0,879.76181,880.01202,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,28,,,0,,False,14,test,1
3217,0.0,880.01202,880.26222,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,210,,,0,,False,14,test,1
3218,0.0,880.26222,880.51242,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,93,,,0,,False,14,test,2
3219,0.0,880.51242,880.76262,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,49,,,0,,False,13,train,2
3220,0.0,880.76262,881.01282,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019819,113,,,0,,False,13,train,2
3221,0.0,881.01282,881.26303,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,143,,,0,,False,13,train,2
3222,0.0,881.26303,881.51324,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,35,,,0,,False,13,train,0
3223,0.0,881.51324,881.76345,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,33,,,0,,False,13,train,0
3224,0.0,881.76345,882.01366,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,64,,,0,,False,12,train,0
3225,0.0,882.01366,882.26387,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,90,,,0,,False,13,train,2
3226,0.0,882.26387,882.51408,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,176,,,0,,False,13,train,0
3227,0.0,882.51408,882.76429,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,68,,,0,,False,13,train,2
3228,0.0,882.76429,883.0145,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,209,,,0,,False,14,test,1
3229,0.0,883.0145,883.26471,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,78,,,0,,False,11,test,0
3230,0.0,883.26471,883.51492,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,17,,,0,,False,12,train,2
3231,0.0,883.51492,883.76513,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,99,,,0,,False,11,test,1
3232,0.0,883.76513,884.01534,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,205,,,0,,False,11,test,2
3233,0.0,884.01534,884.26555,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,39,,,0,,False,12,train,0
3234,0.0,884.26555,884.51576,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,90,,,0,,False,14,test,2
3235,0.0,884.51576,884.76597,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,12,,,0,,False,14,test,2
3236,0.0,884.76597,885.01618,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,91,,,0,,False,10,train,2
3237,0.0,885.01618,885.26639,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,141,,,0,,False,13,train,1
3238,0.0,885.26639,885.51661,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,62,,,0,,False,11,test,1
3239,0.0,885.51661,885.76683,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,88,,,0,,False,14,test,2
3240,0.0,885.76683,886.01704,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,234,,,0,,False,13,train,0
3241,0.0,886.01704,886.26724,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,152,,,0,,False,12,train,1
3242,0.0,886.26724,886.51745,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,104,,,0,,False,13,train,0
3243,0.0,886.51745,886.76765,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,117,,,0,,False,13,train,1
3244,0.0,886.76765,887.01785,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,8,,,0,,False,14,test,0
3245,0.0,887.01785,887.26806,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,129,,,0,,False,13,train,1
3246,0.0,887.26806,887.51828,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,80,,,0,,False,12,train,0
3247,0.0,887.51828,887.7685,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,114,,,0,,False,13,train,2
3248,0.0,887.7685,888.01871,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,195,,,0,,False,10,train,1
3249,0.0,888.01871,888.26891,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,62,,,0,,False,12,train,1
3250,0.0,888.26891,888.51912,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,38,,,0,,False,10,train,2
3251,0.0,888.51912,888.76932,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,129,,,0,,False,14,test,1
3252,0.0,888.76932,889.01952,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,182,,,0,,False,13,train,0
3253,0.0,889.01952,889.26972,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,179,,,0,,False,14,test,2
3254,0.0,889.26972,889.51993,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,168,,,0,,False,10,train,0
3255,0.0,889.51993,889.77014,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,109,,,0,,False,12,train,0
3256,0.0,889.77014,890.02034,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,125,,,0,,False,13,train,2
3257,0.0,890.02034,890.27056,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,180,,,0,,False,13,train,0
3258,0.0,890.27056,890.52077,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,137,,,0,,False,11,test,2
3259,0.0,890.52077,890.77098,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,46,,,0,,False,13,train,1
3260,0.0,890.77098,891.0212,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021319,65,,,0,,False,12,train,1
3261,0.0,891.0212,891.27141,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,160,,,0,,False,14,test,1
3262,0.0,891.27141,891.52163,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,91,,,0,,False,11,test,2
3263,0.0,891.52163,891.77184,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,55,,,0,,False,14,test,2
3264,0.0,891.77184,892.02205,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,242,,,0,,False,13,train,1
3265,0.0,892.02205,892.27225,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,38,,,0,,False,11,test,2
3266,0.0,892.27225,892.52246,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,91,,,0,,False,12,train,2
3267,0.0,892.52246,892.77266,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,126,,,0,,False,12,train,0
3268,0.0,892.77266,893.02286,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,154,,,0,,False,12,train,1
3269,0.0,893.02286,893.27308,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,156,,,0,,False,12,train,0
3270,0.0,893.27308,893.5233,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,40,,,0,,False,13,train,0
