initialization,iteration,objective,median_movement_deg,maximum_movement_deg
random_0,17,4.014774127555387,0.7876565552405504,3.0456178262649884
random_0,18,4.014314463133448,0.6196462156563551,3.481986022683248
random_0,19,3.9924905423240777,0.7126169177239611,3.9574973703845617
random_0,20,4.016960988218884,0.9592198626002788,5.390040280440747
random_0,21,3.9928331566739526,1.002336626871795,4.360138619266454
random_0,22,4.018133357876425,0.6906663246176128,2.194539379467858
random_0,23,4.011093158190312,1.1861928716972627,3.5793019047206682
random_0,24,4.047877560880176,0.9480308559206081,3.133946279209139
random_0,25,4.050016099735908,1.1105108009223046,4.753857967103254
random_0,26,4.047084853498562,0.7759469338814655,4.2388965859360255
random_0,27,4.043911938160173,1.090076821606376,2.9388778845046777
random_0,28,4.049813674237847,1.2517050826895408,2.0976237452051922
random_0,29,4.024368863541105,0.9547621631575994,2.8179840783486285
random_0,30,4.028319288204636,0.7717750703923113,2.1937554886101482
random_0,31,4.038117657145448,1.1814297705599985,2.2320960995887296
random_0,32,4.029946593587729,1.0877067684048136,4.422750877269343
random_0,33,4.037318780390149,1.1139936191263307,6.097387055374421
random_0,34,4.02320187638793,1.0121041720754276,4.637238699054497
random_0,35,4.038544863036733,1.5040750996305912,3.382058957246523
random_0,36,4.058349156510731,1.8376542467354626,5.141828086616116
random_0,37,4.048818069282798,1.4295461802942273,3.6268729995884086
random_0,38,4.0575980323739,0.9190047287098775,4.921750336096005
random_0,39,4.065687962126457,0.9011370656185423,4.125069705582432
random_0,40,4.051553917371399,0.7968583250465937,2.6747472954431397
random_0,41,4.0489898543262175,0.7496891581888911,4.351327790026901
random_0,42,4.0349590897351595,0.6348010332909075,2.4934033090907106
random_0,43,4.053724152573556,1.0761055796185972,5.704340069550441
random_0,44,4.018681349744284,1.135194097702049,2.249633054765766
random_0,45,4.045147140477175,0.9449338490242032,4.82209065483429
random_0,46,3.991442443576665,0.7498564963531649,3.213509237497468
random_0,47,4.031350948504232,0.6974411500429543,2.3418424998040646
random_0,48,4.022365917780907,0.6566614595506456,3.9680419543141903
random_0,49,4.0715910813758684,0.7016449057275946,4.354081860249243
random_0,50,4.081140764338071,1.459965115849349,4.763466794910107
random_0,51,4.042011344770276,0.8039850422742152,3.6519055172987405
random_0,52,4.044675071278719,0.9225557644722968,2.573757801942015
random_0,53,4.048356434677428,0.9949890916263036,2.68431684282458
random_0,54,4.036881169895377,1.1390294182072587,2.408688172727011
random_0,55,4.04525702020603,1.1001600552308162,4.82230710987673
random_0,56,4.041083520092773,1.4751554982097201,4.127090853763169
random_0,57,4.032724017605202,1.6611867716965696,4.956112887605455
random_0,58,4.026851154551669,0.8113335245612832,3.5612609336644088
random_0,59,4.043072622552992,1.1601530230488573,2.762625297780745
random_1,0,4.27196163763086,3.5830052107356636,12.988780774303532
random_1,1,4.186092198004193,2.287633596215646,9.949847265915754
random_1,2,4.1509947609049656,2.306022371142829,7.1394280008881195
random_1,3,4.129405958009779,2.426024769188942,5.517669969770577
random_1,4,4.1008078782722475,1.9247773037588716,5.750193172511367
random_1,5,4.102068608059395,2.176156726312464,5.459248178491455
random_1,6,4.102004194778991,1.4520830944186858,8.044011113741865
random_1,7,4.069708452771401,1.556211598110122,8.937550206130544
random_1,8,4.02810349273732,1.3665075911672462,6.897941604363495
random_1,9,4.029861381153983,1.1266104225118265,6.57343943310511
random_1,10,4.018732707748923,0.8187594842763852,3.9814149555089458
random_1,11,4.0080826840176424,1.7842263153786413,5.940394216239881
random_1,12,3.992183939298881,1.5812148468254026,4.463188265514716
random_1,13,3.9758823891941617,1.3217011665594902,3.2414867421018716
random_1,14,4.025516557220986,1.1938149273736725,2.718133157630382
random_1,15,4.019884108334436,0.876025942953067,2.185101468908636
random_1,16,4.038904152670318,1.0563868825392064,7.078290706380768
random_1,17,4.044084419382519,1.3525137977380235,3.9900793086832604
random_1,18,4.023174985427768,1.0076628975300053,3.5618881232139747
random_1,19,4.02617591556053,0.7893849252379537,2.3269082863527153
random_1,20,3.995551465848968,0.7884843162016199,2.7692626469850503
random_1,21,4.0153781318097375,0.5889971865840902,1.8937645144888968
random_1,22,4.031800215708865,0.6777574526326239,2.0118429093510413
random_1,23,4.041626603601589,0.841069198117022,4.695896957186388
random_1,24,4.04114372490713,0.5671326651745353,3.629032213181463
random_1,25,4.041675119341495,0.7892646554003133,3.8996877387795057
random_1,26,4.0234032899844845,0.7087950177495507,3.6741172093684855
random_1,27,4.041670025698556,0.9691033478703401,3.3445926311864342
random_1,28,4.047752611228325,0.9073648484265139,3.002368401543994
random_1,29,4.02770761581596,0.7250631941727029,2.3809704741015056
random_1,30,4.021945756911015,1.3535753568468794,3.8204852298613186
random_1,31,4.019250522840015,1.0503252561388672,4.503484443874597
random_1,32,4.013047508083703,0.6305986175972893,3.0576131463308953
random_1,33,4.021208632754455,0.8924788525009655,4.5518594061195445
random_1,34,4.034117755249597,1.1712244233403433,2.37930225444435
random_1,35,4.0507749349337585,1.1457838255234147,3.856177902635761
random_1,36,4.029036951512584,0.8489706887306192,4.5499865097394
random_1,37,4.025360463528595,1.097291601634601,1.9289253973509188
random_1,38,4.04605886187848,0.9314271406406389,2.164657755288669
random_1,39,4.060010506356185,1.025523588033471,4.789884500593995
random_1,40,4.0781281720419065,0.8596339386178303,3.6678340804017346
random_1,41,4.0745208537666535,1.2418936674653827,3.063451661523509
random_1,42,4.054708239210258,1.1749292371073974,2.3524255456664194
random_1,43,4.052918859534368,0.9825173159861773,3.354010568339559
random_1,44,4.044524196428097,1.1426757830278014,4.776933329743753
random_1,45,4.044712432194362,1.2525310893954158,2.9668103443296854
random_1,46,4.038546392987011,0.7979017688864452,2.5026263669333346
random_1,47,4.043490047085556,1.2247347596776144,4.533219247461664
random_1,48,4.0501843483668765,1.0011249836745337,5.451905021799533
random_1,49,4.07825728502263,1.0586993187985363,4.095730701754037
random_1,50,4.06473089359947,0.6645972516946296,3.1414193554013687
random_1,51,4.068488657254621,0.9082151973257966,5.041815361229898
random_1,52,4.063304473680233,1.1953529256266702,3.825537052636936
random_1,53,4.070979391608036,0.799847881130815,4.633930532728341
random_1,54,4.068500904384227,1.0169788251743797,3.4855280247152605
random_1,55,4.0537540195717385,1.027489996452926,3.181816017133666
random_1,56,4.047775775235485,0.9608110493758348,5.240948657787247
random_1,57,4.021115784653631,0.9100045141745645,4.596664904238208
random_1,58,4.0452857998666065,0.5063016449872877,3.7827289174753393
random_1,59,4.038769452668668,1.0743517602531583,3.219461481645632
random_2,0,4.236131731780681,4.611948354544326,9.962267010028668
random_2,1,4.19322123424658,3.2860213952704247,10.447752471373757
random_2,2,4.1490802303235395,2.867414473892299,8.4178032513338
random_2,3,4.104434796198626,2.92611331266491,6.561305498316946
random_2,4,4.079712073875455,3.0271667591364384,5.4658943586090585
random_2,5,4.054370285265164,2.0063426654236083,7.513796536025263
random_2,6,4.050302951478739,1.768720850841779,5.731532602927725
random_2,7,4.0355845337067535,1.4235810130886075,4.983341507310775
random_2,8,4.0411935561166805,1.2198836319333104,6.4503841835279045
random_2,9,4.023400328524708,1.1048455036302385,3.9449375443368737
random_2,10,4.021848549160789,1.5060694423750092,3.030764628249856
random_2,11,3.988901461093243,1.3257307541318561,5.520106195346534
random_2,12,3.984351622594832,1.1609976416704362,3.7036076340837147
random_2,13,3.979014490495612,1.276554795473353,3.6168513897330987
random_2,14,3.997983146137336,0.8333289218322195,3.2525741926737144
random_2,15,3.9911291568220637,0.9639207656835824,2.562479787396297
random_2,16,4.035433829349518,0.712013476125003,3.3465911532433634
random_2,17,4.034203223724049,0.8191767544189207,3.897679256707362
random_2,18,4.061287174259591,1.2808848357016167,3.2391977612231715
random_2,19,4.074687415650833,1.3366611166043942,2.949157338194909
random_2,20,4.052969534756021,1.214518377480645,2.1450043641157905
random_2,21,4.060813582372885,0.9542555222710607,3.6794709269029453
random_2,22,4.052372788491475,0.9507973564100574,2.6654077468449895
random_2,23,4.042444772400327,0.9553389243592078,3.3404890086594263
random_2,24,4.0390326338769205,0.7401201474755252,2.4233597787164918
random_2,25,4.007540486299632,1.0598861458165905,1.8959170033269241
random_2,26,4.000869907292442,0.9072159079810289,1.7285540802489214
random_2,27,3.9988763828638234,0.7070409556190682,2.9076987800971508
random_2,28,4.013368357687694,0.6829144340008914,2.7052085957711998
random_2,29,4.013888004134926,0.653412353894389,2.701767119002861
random_2,30,4.030847212211137,0.8014908528806339,2.3383765831367334
random_2,31,4.059640734047935,0.7761459908248762,1.7042374556889204
random_2,32,4.048623976822916,0.9128039784493865,3.9308724168666327
random_2,33,4.068900346685703,0.995142110321761,5.761650791258157
random_2,34,4.05202634639196,0.7995466512319711,4.290599081639258
random_2,35,4.023601817163432,1.0386784755529126,3.9181579774220348
random_2,36,4.053675725465437,1.5128144591476458,4.59714298314296
random_2,37,4.0329790326364146,0.8667100300867026,2.812107830242244
random_2,38,4.019856653942741,0.8130144533975859,2.0080712434077332
random_2,39,4.035831026505422,1.0544449716180901,2.1989367278674945
random_2,40,4.0272426199051425,0.7713706546777079,3.524658363368866
random_2,41,4.0278419491062945,1.0288367220940802,2.0731925751241027
random_2,42,4.035122269645161,0.8637592508968275,1.6765645339954238
random_2,43,4.05201159886135,0.9698515651277893,4.425497259438278
random_2,44,4.028579353549912,1.0778349791194708,3.3214451382541093
random_2,45,4.049420302099086,0.9041196733168926,4.51362952166823
random_2,46,4.0341823904360785,1.0857166462185308,3.32665497085396
random_2,47,4.053934719760996,0.973757363534562,3.353204626365626
random_2,48,4.050190685434662,0.711333540478053,2.3828599382804465
random_2,49,4.063604840270694,1.0317623482672893,2.8417915760254053
random_2,50,4.056862442112355,0.7079403881475261,2.557427876418803
random_2,51,4.04401208450917,0.5931026369339858,1.8771140765498646
random_2,52,4.0204666932463295,0.6237719585269862,2.175983001773955
random_2,53,4.029010996609706,0.601946324662936,2.0439682928785188
random_2,54,4.036173215472852,1.1412289298468703,4.279624984988105
random_2,55,4.029955163143337,1.0934480095409462,3.7355901204377493
random_2,56,4.034281392251706,1.032413187049814,2.6153267663288564
random_2,57,4.015139035824354,0.8818174809105608,5.632678726681503
random_2,58,4.029729381778262,0.7908451753675407,2.524468800712117
random_2,59,4.025683478027105,0.5627191458747325,4.093237636521087
