stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,spatial_frequency,temporal_frequency,Speed,x_position,contrast,phase,coherence,y_position,size,Dir,color,frame,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1902,0.0,546.96895,547.21916,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,216,,,0,,False,7,train,2
1903,0.0,547.21916,547.46936,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,17,,,0,,False,9,train,1
1904,0.0,547.46936,547.71956,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,189,,,0,,False,6,train,2
1905,0.0,547.71956,547.96978,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,214,,,0,,False,7,train,2
1906,0.0,547.96978,548.21999,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,34,,,0,,False,7,train,2
1907,0.0,548.21999,548.4702,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,167,,,0,,False,11,test,2
1908,0.0,548.4702,548.72042,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,162,,,0,,False,7,train,2
1909,0.0,548.72042,548.97062,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,25,,,0,,False,8,test,0
1910,0.0,548.97062,549.22083,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,99,,,0,,False,10,train,1
1911,0.0,549.22083,549.47104,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,25,,,0,,False,9,train,0
1912,0.0,549.47104,549.72124,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,185,,,0,,False,5,test,0
1913,0.0,549.72124,549.97145,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,163,,,0,,False,8,test,1
1914,0.0,549.97145,550.22167,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,24,,,0,,False,8,test,1
1915,0.0,550.22167,550.47188,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,225,,,0,,False,7,train,2
1916,0.0,550.47188,550.72209,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,71,,,0,,False,9,train,1
1917,0.0,550.72209,550.9723,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,176,,,0,,False,10,train,2
1918,0.0,550.9723,551.22251,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,97,,,0,,False,7,train,2
1919,0.0,551.22251,551.47272,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,72,,,0,,False,9,train,1
1920,0.0,551.47272,551.72293,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,217,,,0,,False,10,train,1
1921,0.0,551.72293,551.97314,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,121,,,0,,False,7,train,2
1922,0.0,551.97314,552.22335,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,38,,,0,,False,6,train,0
1923,0.0,552.22335,552.47356,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,156,,,0,,False,10,train,1
1924,0.0,552.47356,552.72377,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,10,,,0,,False,10,train,0
1925,0.0,552.72377,552.97398,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,216,,,0,,False,8,test,2
1926,0.0,552.97398,553.2242,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,238,,,0,,False,5,test,2
1927,0.0,553.2242,553.47441,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,48,,,0,,False,7,train,1
1928,0.0,553.47441,553.72462,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,155,,,0,,False,8,test,2
1929,0.0,553.72462,553.97482,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,200,,,0,,False,5,test,1
1930,0.0,553.97482,554.22503,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,45,,,0,,False,6,train,2
1931,0.0,554.22503,554.47523,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,101,,,0,,False,9,train,0
1932,0.0,554.47523,554.72543,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,169,,,0,,False,6,train,0
1933,0.0,554.72543,554.97564,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,159,,,0,,False,7,train,2
1934,0.0,554.97564,555.22585,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,146,,,0,,False,7,train,0
1935,0.0,555.22585,555.47606,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,49,,,0,,False,6,train,2
1936,0.0,555.47606,555.72627,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,200,,,0,,False,6,train,1
1937,0.0,555.72627,555.97648,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,40,,,0,,False,8,test,0
1938,0.0,555.97648,556.22669,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,243,,,0,,False,3,train,0
1939,0.0,556.22669,556.4769,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,225,,,0,,False,8,test,2
1940,0.0,556.4769,556.72711,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,99,,,0,,False,11,test,1
1941,0.0,556.72711,556.97732,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,73,,,0,,False,8,test,0
1942,0.0,556.97732,557.22753,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,172,,,0,,False,6,train,2
1943,0.0,557.22753,557.47773,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,36,,,0,,False,5,test,2
1944,0.0,557.47773,557.72794,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,170,,,0,,False,10,train,0
1945,0.0,557.72794,557.97815,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,199,,,0,,False,6,train,2
1946,0.0,557.97815,558.22836,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,195,,,0,,False,6,train,1
1947,0.0,558.22836,558.47857,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,44,,,0,,False,8,test,2
1948,0.0,558.47857,558.72878,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,210,,,0,,False,10,train,0
1949,0.0,558.72878,558.97899,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,242,,,0,,False,5,test,1
1950,0.0,558.97899,559.2292,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,165,,,0,,False,9,train,1
1951,0.0,559.2292,559.47941,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,90,,,0,,False,7,train,2
1952,0.0,559.47941,559.72962,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,81,,,0,,False,9,train,1
1953,0.0,559.72962,559.97983,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,13,,,0,,False,9,train,2
1954,0.0,559.97983,560.23004,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,8,,,0,,False,6,train,1
1955,0.0,560.23004,560.48025,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,8,,,0,,False,7,train,1
1956,0.0,560.48025,560.73046,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,142,,,0,,False,9,train,2
1957,0.0,560.73046,560.98067,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,17,,,0,,False,10,train,1
1958,0.0,560.98067,561.23088,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,235,,,0,,False,4,train,2
1959,0.0,561.23088,561.48109,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,211,,,0,,False,8,test,2
1960,0.0,561.48109,561.7313,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,68,,,0,,False,10,train,1
1961,0.0,561.7313,561.98151,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,143,,,0,,False,9,train,0
1962,0.0,561.98151,562.23172,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,155,,,0,,False,9,train,2
1963,0.0,562.23172,562.48192,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,232,,,0,,False,9,train,1
1964,0.0,562.48192,562.73213,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,8,,,0,,False,8,test,1
1965,0.0,562.73213,562.98233,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,154,,,0,,False,7,train,2
1966,0.0,562.98233,563.23254,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,11,,,0,,False,9,train,2
1967,0.0,563.23254,563.48275,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,214,,,0,,False,8,test,2
1968,0.0,563.48275,563.73295,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,154,,,0,,False,8,test,2
1969,0.0,563.73295,563.98316,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,139,,,0,,False,10,train,1
1970,0.0,563.98316,564.23338,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,181,,,0,,False,6,train,0
1971,0.0,564.23338,564.48359,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,122,,,0,,False,7,train,1
1972,0.0,564.48359,564.7338,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,65,,,0,,False,9,train,1
1973,0.0,564.7338,564.984,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,240,,,0,,False,5,test,2
1974,0.0,564.984,565.23421,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,218,,,0,,False,4,train,0
1975,0.0,565.23421,565.48441,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,21,,,0,,False,7,train,2
1976,0.0,565.48441,565.73461,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,54,,,0,,False,8,test,1
1977,0.0,565.73461,565.98483,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,97,,,0,,False,8,test,2
1978,0.0,565.98483,566.23504,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,220,,,0,,False,4,train,1
1979,0.0,566.23504,566.48525,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,182,,,0,,False,5,test,2
1980,0.0,566.48525,566.73547,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,229,,,0,,False,6,train,1
1981,0.0,566.73547,566.98568,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,214,,,0,,False,9,train,2
1982,0.0,566.98568,567.2359,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,43,,,0,,False,9,train,1
1983,0.0,567.2359,567.48612,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,240,,,0,,False,6,train,2
1984,0.0,567.48612,567.73633,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,174,,,0,,False,7,train,0
1985,0.0,567.73633,567.98653,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,128,,,0,,False,4,train,0
1986,0.0,567.98653,568.23674,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,7,,,0,,False,9,train,1
1987,0.0,568.23674,568.48694,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,112,,,0,,False,7,train,1
1988,0.0,568.48694,568.73714,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,25,,,0,,False,10,train,0
1989,0.0,568.73714,568.98735,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,45,,,0,,False,7,train,2
1990,0.0,568.98735,569.23756,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,116,,,0,,False,8,test,2
1991,0.0,569.23756,569.48776,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,61,,,0,,False,7,train,1
1992,0.0,569.48776,569.73797,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,148,,,0,,False,6,train,1
1993,0.0,569.73797,569.98818,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,47,,,0,,False,6,train,0
1994,0.0,569.98818,570.2384,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,159,,,0,,False,8,test,2
1995,0.0,570.2384,570.48861,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,4,,,0,,False,6,train,2
1996,0.0,570.48861,570.73882,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,54,,,0,,False,9,train,1
1997,0.0,570.73882,570.98903,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,103,,,0,,False,10,train,0
1998,0.0,570.98903,571.23925,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,166,,,0,,False,8,test,1
1999,0.0,571.23925,571.48946,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,233,,,0,,False,6,train,0
2000,0.0,571.48946,571.73967,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,96,,,0,,False,8,test,2
2001,0.0,571.73967,571.98988,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,182,,,0,,False,6,train,2
2002,0.0,571.98988,572.24009,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,1,,,0,,False,10,train,1
2003,0.0,572.24009,572.49029,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,230,,,0,,False,6,train,0
2004,0.0,572.49029,572.7405,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,155,,,0,,False,10,train,2
2005,0.0,572.7405,572.9907,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,222,,,0,,False,8,test,0
2006,0.0,572.9907,573.24091,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,70,,,0,,False,6,train,1
2007,0.0,573.24091,573.49112,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,209,,,0,,False,8,test,0
2008,0.0,573.49112,573.74132,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,214,,,0,,False,10,train,2
2009,0.0,573.74132,573.99153,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,204,,,0,,False,6,train,0
2010,0.0,573.99153,574.24175,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,212,,,0,,False,12,train,0
2011,0.0,574.24175,574.49196,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,146,,,0,,False,8,test,0
2012,0.0,574.49196,574.74217,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,64,,,0,,False,7,train,2
2013,0.0,574.74217,574.99238,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,207,,,0,,False,4,train,1
2014,0.0,574.99238,575.2426,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,198,,,0,,False,7,train,0
2015,0.0,575.2426,575.49281,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,61,,,0,,False,8,test,1
2016,0.0,575.49281,575.74302,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,68,,,0,,False,11,test,1
2017,0.0,575.74302,575.99323,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,145,,,0,,False,6,train,1
2018,0.0,575.99323,576.24344,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,46,,,0,,False,9,train,1
2019,0.0,576.24344,576.49364,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,78,,,0,,False,9,train,2
2020,0.0,576.49364,576.74385,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,187,,,0,,False,8,test,0
2021,0.0,576.74385,576.99406,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,64,,,0,,False,8,test,2
2022,0.0,576.99406,577.24427,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,32,,,0,,False,5,test,1
2023,0.0,577.24427,577.49448,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,167,,,0,,False,12,train,2
2024,0.0,577.49448,577.74469,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,189,,,0,,False,7,train,2
2025,0.0,577.74469,577.9949,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,181,,,0,,False,7,train,0
2026,0.0,577.9949,578.2451,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,46,,,0,,False,10,train,1
2027,0.0,578.2451,578.4953,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,53,,,0,,False,9,train,1
2028,0.0,578.4953,578.74551,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,204,,,0,,False,7,train,0
2029,0.0,578.74551,578.99571,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,218,,,0,,False,5,test,0
2030,0.0,578.99571,579.24592,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,7,,,0,,False,10,train,1
