stimulus_presentation_id,color,contrast,frame,orientation,phase,size,spatial_frequency,start_time,stimulus_block,stimulus_name,stop_time,temporal_frequency,x_position,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,94.853334,0.0,gabors,95.086848,4.0,40.0,20.0,0.23351358,1,0.56446328,-0.051154756,7,0.33011299,True,0,train,2
2,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,95.086848,0.0,gabors,95.337041,4.0,0.0,-10.0,0.25019312,2,0.71115657,-0.04687379,7,0.34080079,True,0,train,1
3,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,95.337041,0.0,gabors,95.587234,4.0,10.0,-20.0,0.25019312,3,0.76547844,0.20717733,8,0.27982914,True,0,train,0
4,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,95.587234,0.0,gabors,95.837427,4.0,20.0,-40.0,0.25019312,4,0.6359102,0.037848314,7,0.77069787,True,0,train,1
5,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,95.837427,0.0,gabors,96.087641,4.0,0.0,0.0,0.25021426,5,0.3274578,4.4257446,8,0.54702817,True,0,train,0
6,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,96.087641,0.0,gabors,96.337856,4.0,30.0,-30.0,0.25021426,6,0.20834407,4.7194728,7,0.36706713,True,0,train,0
7,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,96.337856,0.0,gabors,96.58807,4.0,0.0,10.0,0.25021426,7,-0.10191602,4.1270534,8,0.5994307,True,0,train,0
8,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,96.58807,0.0,gabors,96.838284,4.0,-40.0,-30.0,0.25021426,8,-0.18326927,2.4390368,7,0.11522676,True,0,train,2
9,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,96.838284,0.0,gabors,97.088487,4.0,10.0,10.0,0.25020324,9,-0.42298055,2.340306,8,1.0524573,True,0,train,1
10,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,97.088487,0.0,gabors,97.338691,4.0,30.0,-40.0,0.25020324,10,-0.42753156,1.564476,7,0.91161565,True,0,train,0
11,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,97.338691,0.0,gabors,97.588894,4.0,10.0,0.0,0.25020324,11,-0.1271926,2.0979734,7,0.23481092,True,0,train,0
12,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,97.588894,0.0,gabors,97.839097,4.0,0.0,-20.0,0.25020324,12,-1.036414,0.27079091,7,0.57923892,True,0,train,0
13,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,97.839097,0.0,gabors,98.089321,4.0,-30.0,40.0,0.25022426,13,-0.071265513,2.7006743,8,1.0749418,True,0,train,2
14,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,98.089321,0.0,gabors,98.339546,4.0,20.0,40.0,0.25022426,14,-0.19552176,2.6561105,7,0.14205674,True,0,train,0
15,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,98.339546,0.0,gabors,98.58977,4.0,-10.0,-10.0,0.25022426,15,-0.16164965,2.9753257,8,0.18969123,True,0,train,0
16,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,98.58977,0.0,gabors,98.839994,4.0,-40.0,40.0,0.25022426,16,0.057478168,3.2413334,7,0.14772856,True,0,train,1
17,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,98.839994,0.0,gabors,99.090192,4.0,-40.0,30.0,0.25019824,17,-0.19125857,2.9361712,8,0.13006528,True,0,train,2
18,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,99.090192,0.0,gabors,99.340391,4.0,-20.0,-20.0,0.25019824,18,-0.10185402,2.9578256,7,0.61198713,True,0,train,2
19,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,99.340391,0.0,gabors,99.590589,4.0,-40.0,30.0,0.25019824,19,-1.0968308,0.89811285,8,0.26891197,True,0,train,0
20,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,99.590589,0.0,gabors,99.840787,4.0,30.0,10.0,0.25019824,20,-0.45260909,2.2370037,7,0.25562247,True,0,train,2
21,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,99.840787,0.0,gabors,100.091,4.0,-20.0,-10.0,0.25021176,21,-0.21736864,2.5882913,7,0.075231733,True,0,train,2
22,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,100.091,0.0,gabors,100.34121,4.0,20.0,20.0,0.25021176,22,-0.28672135,2.558613,7,0.10469603,True,0,train,0
23,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,100.34121,0.0,gabors,100.59142,4.0,-10.0,40.0,0.25021176,23,-1.0619495,1.1692355,7,0.67699054,True,0,train,0
24,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,100.59142,0.0,gabors,100.84163,4.0,-30.0,-30.0,0.25021176,24,-0.6057585,1.1583918,7,0.75607148,True,0,train,0
25,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,100.84163,0.0,gabors,101.09184,4.0,30.0,20.0,0.25020324,25,-0.27297781,2.5029727,7,0.1193031,True,0,train,0
26,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,101.09184,0.0,gabors,101.34204,4.0,-10.0,10.0,0.25020324,26,-0.20478917,2.4833791,8,0.088551419,True,0,train,2
27,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,101.34204,0.0,gabors,101.59224,4.0,-10.0,40.0,0.25020324,27,-0.70626146,1.63804,7,0.76938781,True,0,train,1
28,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,101.59224,0.0,gabors,101.84245,4.0,30.0,40.0,0.25020324,28,-0.95854527,0.78142815,8,0.5112507,True,0,train,0
29,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,101.84245,0.0,gabors,102.09266,4.0,-20.0,0.0,0.25021176,29,-0.35053992,1.8482568,7,0.13978715,True,0,train,0
30,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,102.09266,0.0,gabors,102.34287,4.0,10.0,10.0,0.25021176,30,-0.74302687,2.3125271,8,0.24985565,True,0,train,0
31,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,102.34287,0.0,gabors,102.59308,4.0,10.0,40.0,0.25021176,31,-0.71644134,2.1520679,7,0.23434145,True,0,train,1
32,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,102.59308,0.0,gabors,102.84329,4.0,10.0,-20.0,0.25021176,3,-1.667557,1.0616394,8,0.52430086,True,1,train,0
33,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,102.84329,0.0,gabors,103.09349,4.0,-30.0,-10.0,0.25020074,32,-1.2845283,1.1318378,7,0.62865354,True,0,train,1
34,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,103.09349,0.0,gabors,103.3437,4.0,30.0,-40.0,0.25020074,33,-0.92953991,2.0377008,8,0.2193313,True,0,train,2
35,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,103.3437,0.0,gabors,103.5939,4.0,40.0,0.0,0.25020074,34,-0.97648561,1.9462808,7,0.48426626,True,0,train,1
36,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,103.5939,0.0,gabors,103.8441,4.0,-20.0,-20.0,0.25020074,35,-1.3456904,0.71760074,8,0.41797752,True,0,train,1
37,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,103.8441,0.0,gabors,104.09432,4.0,20.0,-30.0,0.25022426,36,-0.71780802,1.9651495,4,0.17417691,True,0,train,0
38,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,104.09432,0.0,gabors,104.34455,4.0,-10.0,10.0,0.25022426,26,-0.89727138,2.2718554,8,0.18047584,True,1,train,2
39,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,104.34455,0.0,gabors,104.59477,4.0,-20.0,10.0,0.25022426,37,-1.1379192,1.4180417,7,0.50807099,True,0,train,1
40,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,104.59477,0.0,gabors,104.84499,4.0,10.0,-30.0,0.25022426,38,-1.2671518,0.59589037,8,0.35282842,True,0,train,2
41,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,104.84499,0.0,gabors,105.09519,4.0,-10.0,40.0,0.25019324,39,-1.0174798,1.7895889,7,0.23901479,True,0,train,2
42,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,105.09519,0.0,gabors,105.34538,4.0,20.0,40.0,0.25019324,40,-1.0395706,0.91496717,8,0.50213588,True,0,train,1
43,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,105.34538,0.0,gabors,105.59557,4.0,0.0,0.0,0.25019324,41,-0.78065103,1.3793865,7,0.38244656,True,0,train,1
44,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,105.59557,0.0,gabors,105.84577,4.0,-10.0,30.0,0.25019324,42,-0.97113929,1.4895112,8,0.37601551,True,0,train,0
45,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,105.84577,0.0,gabors,106.09599,4.0,-10.0,0.0,0.25022176,43,-1.0829754,0.50569331,7,0.4013653,True,0,train,2
46,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,106.09599,0.0,gabors,106.34621,4.0,30.0,0.0,0.25022176,44,-0.77367396,0.98702661,8,0.4427046,True,0,train,0
47,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,106.34621,0.0,gabors,106.59643,4.0,-30.0,-40.0,0.25022176,45,0.41255789,1.0576377,7,1.0745742,True,0,train,0
48,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,106.59643,0.0,gabors,106.84665,4.0,30.0,20.0,0.25022176,25,0.45769274,2.631385,8,0.20659825,True,1,train,0
49,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,106.84665,0.0,gabors,107.09685,4.0,-30.0,-10.0,0.25020074,46,0.38677613,2.9977088,7,0.22992261,True,0,train,0
50,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,107.09685,0.0,gabors,107.34706,4.0,-20.0,-20.0,0.25020074,35,0.43229683,3.0453898,8,0.33985463,True,1,train,1
51,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,107.34706,0.0,gabors,107.59726,4.0,0.0,30.0,0.25020074,47,0.21051176,2.8651385,7,0.14680895,True,0,train,1
52,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,107.59726,0.0,gabors,107.84746,4.0,-20.0,0.0,0.25020074,48,0.27635307,2.9767148,8,0.094313729,True,0,train,1
53,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,107.84746,0.0,gabors,108.09767,4.0,40.0,0.0,0.25021426,49,0.12010308,2.734893,7,0.15680283,True,0,train,0
54,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,108.09767,0.0,gabors,108.34789,4.0,-10.0,20.0,0.25021426,50,-0.57084673,1.1011977,8,0.58079968,True,0,train,0
55,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,108.34789,0.0,gabors,108.5981,4.0,30.0,-10.0,0.25021426,51,-0.40787421,1.8383696,7,0.6819783,True,0,train,0
56,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,108.5981,0.0,gabors,108.84831,4.0,-10.0,-10.0,0.25021426,52,-0.29843978,2.4654709,8,0.1284106,True,0,train,1
57,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,108.84831,0.0,gabors,109.09852,4.0,10.0,10.0,0.25020324,9,-0.31742559,2.5225265,7,0.083446181,True,1,train,1
58,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,109.09852,0.0,gabors,109.34872,4.0,-40.0,-10.0,0.25020324,53,-0.98248303,0.74851152,8,0.68160344,True,0,train,0
59,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,109.34872,0.0,gabors,109.59892,4.0,0.0,0.0,0.25020324,54,-0.63857079,1.1631868,7,0.60879565,True,0,train,2
60,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,109.59892,0.0,gabors,109.84913,4.0,40.0,30.0,0.25020324,55,-0.23380683,2.0845391,8,0.16893397,True,0,train,2
61,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,109.84913,0.0,gabors,110.09934,4.0,0.0,10.0,0.25021176,7,-0.43100886,2.2423562,7,0.22497719,True,1,train,0
62,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,110.09934,0.0,gabors,110.34955,4.0,30.0,30.0,0.25021176,56,-0.98997602,0.96015658,8,0.42487118,True,0,train,1
63,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,110.34955,0.0,gabors,110.59976,4.0,-10.0,-40.0,0.25021176,57,-0.059749394,1.6379287,7,0.58613155,True,0,train,1
64,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,110.59976,0.0,gabors,110.84997,4.0,40.0,10.0,0.25021176,58,-0.067028202,2.0111099,8,0.23964145,True,0,train,2
65,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,110.84997,0.0,gabors,111.10018,4.0,-10.0,-10.0,0.25020574,59,-0.54245565,0.96696618,7,0.56487086,True,0,train,2
66,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,111.10018,0.0,gabors,111.35039,4.0,20.0,0.0,0.25020574,60,-0.58005337,0.55080282,8,0.49373947,True,0,train,1
67,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,111.35039,0.0,gabors,111.60059,4.0,0.0,20.0,0.25020574,61,0.12920372,1.9087212,7,0.17669742,True,0,train,0
68,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,111.60059,0.0,gabors,111.8508,4.0,-30.0,10.0,0.25020574,62,0.14366074,1.88783,8,0.20264063,True,0,train,0
69,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,111.8508,0.0,gabors,112.10101,4.0,-10.0,-20.0,0.25021676,63,-0.09726139,1.1059221,7,0.33108601,True,0,train,1
70,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,112.10101,0.0,gabors,112.35123,4.0,30.0,20.0,0.25021676,64,-0.47068635,1.2162262,8,0.59114157,True,0,train,1
71,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,112.35123,0.0,gabors,112.60145,4.0,10.0,0.0,0.25021676,11,-0.22416442,2.0182393,7,0.13466216,True,1,train,0
72,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,112.60145,0.0,gabors,112.85166,4.0,40.0,10.0,0.25021676,58,-0.28752878,1.5370907,8,0.51591986,True,1,train,2
73,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,112.85166,0.0,gabors,113.10186,4.0,10.0,-20.0,0.25020074,65,-0.65105554,0.64767841,7,0.11538514,True,0,train,2
74,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,113.10186,0.0,gabors,113.35207,4.0,-40.0,40.0,0.25020074,66,-0.30742327,1.8109173,8,0.19038082,True,0,train,2
75,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,113.35207,0.0,gabors,113.60227,4.0,-20.0,-10.0,0.25020074,67,-0.43356348,1.9284971,7,0.16582674,True,0,train,0
76,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,113.60227,0.0,gabors,113.85247,4.0,20.0,-10.0,0.25020074,68,-0.75463729,1.3184393,8,0.49294208,True,0,train,0
77,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,113.85247,0.0,gabors,114.10269,4.0,-40.0,10.0,0.25022176,69,-0.69400916,0.76949051,7,0.34090696,True,0,train,0
78,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,114.10269,0.0,gabors,114.35291,4.0,40.0,20.0,0.25022176,70,-0.41878036,1.6805026,8,0.16703581,True,0,train,1
79,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,114.35291,0.0,gabors,114.60313,4.0,-20.0,30.0,0.25022176,71,-0.4660436,1.9845019,7,0.158894,True,0,train,0
80,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,114.60313,0.0,gabors,114.85335,4.0,10.0,10.0,0.25022176,72,-0.68260612,1.3385338,8,0.44414942,True,0,train,2
81,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,114.85335,0.0,gabors,115.10355,4.0,10.0,30.0,0.25019324,73,-0.63917796,0.8195312,7,0.22467677,True,0,train,2
82,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,115.10355,0.0,gabors,115.35374,4.0,20.0,40.0,0.25019324,74,-0.6695767,1.7411911,8,0.16430238,True,0,train,2
83,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,115.35374,0.0,gabors,115.60393,4.0,40.0,-30.0,0.25019324,75,-0.75327202,1.1671838,7,0.45325739,True,0,train,1
84,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,115.60393,0.0,gabors,115.85413,4.0,-20.0,40.0,0.25019324,76,-0.88971954,0.73019654,8,0.2558,True,0,train,0
85,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,115.85413,0.0,gabors,116.10435,4.0,20.0,30.0,0.25022176,77,-0.59347565,1.2507691,7,0.36593812,True,0,train,2
86,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,116.10435,0.0,gabors,116.35457,4.0,-10.0,0.0,0.25022176,78,-1.1738527,0.75055142,8,0.43843768,True,0,train,1
87,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,116.35457,0.0,gabors,116.60479,4.0,10.0,20.0,0.25022176,79,-0.93855409,1.7067558,7,0.34912871,True,0,train,1
88,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,116.60479,0.0,gabors,116.85501,4.0,20.0,40.0,0.25022176,74,-1.1079177,1.522798,8,0.48716493,True,1,train,2
89,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,116.85501,0.0,gabors,117.10521,4.0,10.0,30.0,0.25019824,80,-0.85680193,0.79019902,7,0.13562029,True,0,train,1
90,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,117.10521,0.0,gabors,117.35541,4.0,-10.0,-40.0,0.25019824,81,-0.61808738,1.114521,8,0.43543223,True,0,train,0
91,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,117.35541,0.0,gabors,117.60561,4.0,0.0,0.0,0.25019824,41,-0.52272546,1.9662265,7,0.17084091,True,1,train,1
92,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,117.60561,0.0,gabors,117.85581,4.0,40.0,20.0,0.25019824,1,-1.0184413,1.7523628,8,0.39451132,True,1,train,2
93,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,117.85581,0.0,gabors,118.10603,4.0,20.0,-10.0,0.25021926,82,-1.0181827,0.83522993,7,0.29025648,True,0,train,1
94,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,118.10603,0.0,gabors,118.35625,4.0,-10.0,10.0,0.25021926,83,-0.78105291,1.8587932,8,0.20972084,True,0,train,0
95,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,118.35625,0.0,gabors,118.60646,4.0,30.0,-20.0,0.25021926,84,-0.89780972,1.8419157,7,0.28677121,True,0,train,0
96,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,118.60646,0.0,gabors,118.85668,4.0,20.0,-20.0,0.25021926,85,-1.6059838,0.90363943,8,0.36208014,True,0,train,2
97,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,118.85668,0.0,gabors,119.10688,4.0,10.0,-30.0,0.25020074,38,-0.86548535,1.1126942,7,0.42387841,True,1,train,2
98,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,119.10688,0.0,gabors,119.35709,4.0,20.0,-10.0,0.25020074,86,-0.96148667,1.5858703,8,0.21245587,True,0,train,2
99,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,119.35709,0.0,gabors,119.60729,4.0,20.0,30.0,0.25020074,77,-1.1931623,1.0498715,7,0.30475239,True,1,train,2
100,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,119.60729,0.0,gabors,119.85749,4.0,0.0,40.0,0.25020074,87,-0.90352132,0.4518284,8,0.2004441,True,0,train,1
101,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,119.85749,0.0,gabors,120.1077,4.0,30.0,30.0,0.25021426,56,-0.98650899,1.0485116,7,0.26191755,True,1,train,1
102,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,120.1077,0.0,gabors,120.35792,4.0,40.0,-40.0,0.25021426,88,-0.74785901,0.76909397,7,0.47484671,True,0,train,2
103,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,120.35792,0.0,gabors,120.60813,4.0,40.0,40.0,0.25021426,89,-1.0781854,0.60139333,7,0.39815382,True,0,train,0
104,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,120.60813,0.0,gabors,120.85834,4.0,-40.0,-20.0,0.25021426,90,-0.8865262,0.5172386,7,0.77515068,True,0,train,1
105,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,120.85834,0.0,gabors,121.10855,4.0,-10.0,-10.0,0.25020324,52,0.4577776,2.4338353,8,0.31805534,True,1,train,1
106,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,121.10855,0.0,gabors,121.35875,4.0,20.0,10.0,0.25020324,91,0.46728758,3.2528858,7,0.17882567,True,0,train,0
107,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,121.35875,0.0,gabors,121.60895,4.0,0.0,20.0,0.25020324,92,0.55359865,2.9686352,8,0.34450093,True,0,train,2
108,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,121.60895,0.0,gabors,121.85916,4.0,-40.0,-10.0,0.25020324,93,0.55160972,3.4354429,7,0.17464529,True,0,train,1
109,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,121.85916,0.0,gabors,122.10938,4.0,-40.0,-40.0,0.25021926,94,0.02559972,3.3432714,7,0.69930798,True,0,train,2
110,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,122.10938,0.0,gabors,122.3596,4.0,30.0,-40.0,0.25021926,33,,,1,,False,1,train,2
111,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,122.3596,0.0,gabors,122.60981,4.0,30.0,0.0,0.25021926,95,-0.30765225,2.2078358,8,0.46160653,True,0,train,1
112,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,122.60981,0.0,gabors,122.86003,4.0,-40.0,20.0,0.25021926,96,-0.25766666,2.3340379,7,0.16319724,True,0,train,2
113,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,122.86003,0.0,gabors,123.11023,4.0,20.0,30.0,0.25019824,97,-0.32465805,2.3449936,8,0.098608503,True,0,train,1
114,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,123.11023,0.0,gabors,123.36043,4.0,-10.0,10.0,0.25019824,98,-0.018757362,2.5134523,3,0.11448786,True,0,train,1
115,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,123.36043,0.0,gabors,123.61063,4.0,-30.0,-20.0,0.25019824,99,-0.53276157,0.99587285,8,0.26951947,True,0,train,1
116,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,123.61063,0.0,gabors,123.86083,4.0,-40.0,0.0,0.25019824,100,-0.11862868,2.1338124,7,0.25310929,True,0,train,2
117,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,123.86083,0.0,gabors,124.11104,4.0,30.0,-30.0,0.25020926,6,-0.293657,1.0606814,8,0.5284388,True,1,train,0
118,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,124.11104,0.0,gabors,124.36125,4.0,0.0,30.0,0.25020926,47,-0.12636705,1.6560926,7,0.38726166,True,1,train,1
119,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,124.36125,0.0,gabors,124.61145,4.0,40.0,-20.0,0.25020926,101,-0.47803946,0.91790077,8,0.35621369,True,0,train,1
120,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,124.61145,0.0,gabors,124.86166,4.0,-20.0,10.0,0.25020926,37,-0.41531011,1.9954872,7,0.17323233,True,1,train,1
121,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,124.86166,0.0,gabors,125.11187,4.0,-30.0,0.0,0.25020574,102,-0.17132593,2.4325351,8,0.14413897,True,0,train,0
