stimulus_presentation_id,color,contrast,frame,orientation,phase,size,spatial_frequency,start_time,stimulus_block,stimulus_name,stop_time,temporal_frequency,x_position,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
273,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,162.89344,0.0,gabors,163.14364,4.0,20.0,-10.0,0.25019824,86,1.0072,0.31159216,8,0.20575481,True,1,train,2
274,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,163.14364,0.0,gabors,163.39384,4.0,0.0,30.0,0.25019824,169,1.2280692,0.02563499,7,0.29616198,True,1,train,2
275,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,163.39384,0.0,gabors,163.64404,4.0,-10.0,-10.0,0.25019824,59,1.1330535,0.1349604,4,0.20278436,True,1,train,2
276,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,163.64404,0.0,gabors,163.89424,4.0,0.0,-40.0,0.25019824,116,1.0605927,0.2086273,8,0.25427422,True,1,train,1
277,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,163.89424,0.0,gabors,164.14446,4.0,-30.0,20.0,0.25021926,149,-0.53803797,-0.24585356,8,0.61374642,True,1,train,1
278,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,164.14446,0.0,gabors,164.39468,4.0,-30.0,-30.0,0.25021926,24,-0.58107655,0.039336598,7,0.13582772,True,1,train,0
279,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,164.39468,0.0,gabors,164.64489,4.0,30.0,-40.0,0.25021926,178,-0.59093574,-0.2544835,7,0.092583667,True,0,train,1
280,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,164.64489,0.0,gabors,164.89511,4.0,-40.0,0.0,0.25021926,100,-0.49781567,-0.29776734,7,0.33296358,True,2,test,2
281,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,164.89511,0.0,gabors,165.14531,4.0,30.0,0.0,0.25019824,179,0.80242363,0.42131782,5,0.7768416,True,0,train,2
282,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,165.14531,0.0,gabors,165.39551,4.0,40.0,-10.0,0.25019824,126,0.70947396,0.24399023,7,0.1951943,True,1,train,1
283,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,165.39551,0.0,gabors,165.64571,4.0,-30.0,30.0,0.25019824,180,0.58312687,0.22235426,7,0.29106312,True,0,train,0
284,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,165.64571,0.0,gabors,165.89591,4.0,30.0,30.0,0.25019824,181,0.41342544,0.22503657,7,0.2409166,True,0,train,0
285,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,165.89591,0.0,gabors,166.14612,4.0,10.0,-30.0,0.25021676,136,,,1,,False,1,train,0
286,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,166.14612,0.0,gabors,166.39634,4.0,20.0,-30.0,0.25021676,182,0.55099885,-0.036541534,5,0.30107688,True,0,train,2
287,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,166.39634,0.0,gabors,166.64656,4.0,-30.0,30.0,0.25021676,180,0.41258659,0.047119982,8,0.28177431,True,1,train,0
288,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,166.64656,0.0,gabors,166.89677,4.0,-40.0,-10.0,0.25021676,93,0.27711718,-0.24770299,3,0.093089134,True,1,train,1
289,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,166.89677,0.0,gabors,167.14698,4.0,10.0,30.0,0.25020324,80,,,0,,False,2,test,1
290,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,167.14698,0.0,gabors,167.39718,4.0,40.0,20.0,0.25020324,170,,,0,,False,1,train,0
291,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,167.39718,0.0,gabors,167.64738,4.0,10.0,40.0,0.25020324,112,,,2,,False,1,train,0
292,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,167.64738,0.0,gabors,167.89759,4.0,-20.0,20.0,0.25020324,183,-0.38137117,-0.82061078,7,0.73005109,True,0,train,2
293,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,167.89759,0.0,gabors,168.14781,4.0,-20.0,10.0,0.25021926,184,-0.67622086,-0.93742859,3,0.89167966,True,0,train,2
294,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,168.14781,0.0,gabors,168.39803,4.0,30.0,-10.0,0.25021926,185,,,2,,False,0,train,1
295,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,168.39803,0.0,gabors,168.64824,4.0,-20.0,20.0,0.25021926,183,,,2,,False,1,train,2
296,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,168.64824,0.0,gabors,168.89846,4.0,-30.0,40.0,0.25021926,186,,,1,,False,0,train,1
297,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,168.89846,0.0,gabors,169.14866,4.0,10.0,-20.0,0.25020074,3,,,1,,False,3,train,0
298,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,169.14866,0.0,gabors,169.39887,4.0,30.0,0.0,0.25020074,44,,,2,,False,1,train,0
299,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,169.39887,0.0,gabors,169.64907,4.0,40.0,0.0,0.25020074,34,,,1,,False,1,train,1
300,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,169.64907,0.0,gabors,169.89927,4.0,-10.0,10.0,0.25020074,26,,,0,,False,2,test,2
301,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,169.89927,0.0,gabors,170.14948,4.0,-10.0,-20.0,0.25021676,187,-0.29931792,-0.33744993,3,0.21129211,True,0,train,0
302,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,170.14948,0.0,gabors,170.3997,4.0,10.0,0.0,0.25021676,188,-0.86061579,-0.050844287,7,0.37278985,True,0,train,1
303,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,170.3997,0.0,gabors,170.64992,4.0,20.0,-40.0,0.25021676,4,-0.46942418,-0.43019129,4,0.3493795,True,1,train,1
304,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,170.64992,0.0,gabors,170.90013,4.0,30.0,-10.0,0.25021676,189,,,1,,False,0,train,2
305,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,170.90013,0.0,gabors,171.15033,4.0,10.0,-20.0,0.25019824,3,,,1,,False,4,train,0
306,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,171.15033,0.0,gabors,171.40053,4.0,40.0,-40.0,0.25019824,127,0.011568019,-0.72669559,6,0.38164001,True,1,train,1
307,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,171.40053,0.0,gabors,171.65073,4.0,20.0,20.0,0.25019824,174,0.35580893,0.024418378,8,0.55398813,True,2,test,2
308,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,171.65073,0.0,gabors,171.90093,4.0,20.0,-40.0,0.25019824,4,0.23051004,-1.2248565,6,0.42241095,True,2,test,1
309,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,171.90093,0.0,gabors,172.15114,4.0,30.0,20.0,0.25021426,25,,,0,,False,3,train,0
310,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,172.15114,0.0,gabors,172.40136,4.0,-10.0,-10.0,0.25021426,52,,,0,,False,4,train,1
311,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,172.40136,0.0,gabors,172.65157,4.0,-20.0,40.0,0.25021426,76,,,0,,False,1,train,0
312,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,172.65157,0.0,gabors,172.90178,4.0,30.0,-40.0,0.25021426,10,,,0,,False,1,train,0
313,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,172.90178,0.0,gabors,173.15198,4.0,0.0,0.0,0.25020074,54,,,0,,False,1,train,2
314,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,173.15198,0.0,gabors,173.40219,4.0,-40.0,-20.0,0.25020074,123,1.1179356,2.486891,3,0.20232238,True,2,test,2
315,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,173.40219,0.0,gabors,173.65239,4.0,0.0,0.0,0.25020074,41,,,2,,False,2,test,1
316,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,173.65239,0.0,gabors,173.90259,4.0,-40.0,30.0,0.25020074,17,,,0,,False,2,test,2
317,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,173.90259,0.0,gabors,174.15281,4.0,20.0,30.0,0.25021926,135,,,2,,False,1,train,0
318,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,174.15281,0.0,gabors,174.40303,4.0,-40.0,40.0,0.25021926,16,,,0,,False,1,train,1
319,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,174.40303,0.0,gabors,174.65324,4.0,30.0,10.0,0.25021926,190,,,1,,False,0,train,0
320,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,174.65324,0.0,gabors,174.90346,4.0,0.0,0.0,0.25021926,5,,,2,,False,1,train,0
321,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,174.90346,0.0,gabors,175.15366,4.0,-30.0,-40.0,0.25020074,124,1.0031688,2.7067846,8,0.23353027,True,2,test,2
322,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,175.15366,0.0,gabors,175.40387,4.0,40.0,20.0,0.25020074,170,,,1,,False,2,test,0
323,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,175.40387,0.0,gabors,175.65407,4.0,20.0,40.0,0.25020074,40,,,1,,False,3,train,1
324,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,175.65407,0.0,gabors,175.90427,4.0,20.0,30.0,0.25020074,77,,,0,,False,3,train,2
325,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,175.90427,0.0,gabors,176.15448,4.0,-40.0,-40.0,0.25021676,191,,,0,,False,0,train,0
326,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,176.15448,0.0,gabors,176.4047,4.0,0.0,20.0,0.25021676,92,0.11046517,-0.12372975,3,0.19750577,True,1,train,2
327,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,176.4047,0.0,gabors,176.65492,4.0,-10.0,-10.0,0.25021676,52,0.63670782,-0.36349507,8,0.24715774,True,5,test,1
328,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,176.65492,0.0,gabors,176.90513,4.0,20.0,10.0,0.25021676,192,0.04890622,-0.57424061,3,0.27279232,True,0,train,1
329,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,176.90513,0.0,gabors,177.15533,4.0,40.0,-20.0,0.25020074,193,0.70435083,-0.31064957,4,0.27798289,True,0,train,2
330,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,177.15533,0.0,gabors,177.40554,4.0,0.0,0.0,0.25020074,54,0.31305656,-0.63659444,5,0.47804913,True,2,test,2
331,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,177.40554,0.0,gabors,177.65574,4.0,-20.0,0.0,0.25020074,29,,,1,,False,3,train,0
332,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,177.65574,0.0,gabors,177.90594,4.0,40.0,40.0,0.25020074,144,0.13185821,-0.8583626,4,0.26596586,True,1,train,2
333,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,177.90594,0.0,gabors,178.15616,4.0,30.0,30.0,0.25022176,56,-0.032027463,-0.48174055,7,0.3185,True,2,test,1
334,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,178.15616,0.0,gabors,178.40638,4.0,20.0,-30.0,0.25022176,36,,,1,,False,1,train,0
335,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,178.40638,0.0,gabors,178.6566,4.0,-20.0,-30.0,0.25022176,146,2.3193293,-0.51347902,8,0.94876489,True,1,train,0
336,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,178.6566,0.0,gabors,178.90682,4.0,-20.0,0.0,0.25022176,194,2.9617574,1.8606531,7,0.42044882,True,0,train,2
337,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,178.90682,0.0,gabors,179.15702,4.0,20.0,-40.0,0.25019574,139,3.5883326,2.0183248,3,0.32659316,True,1,train,0
338,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,179.15702,0.0,gabors,179.40722,4.0,0.0,10.0,0.25019574,195,3.366151,2.3653166,7,0.21809645,True,0,train,1
339,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,179.40722,0.0,gabors,179.65741,4.0,-10.0,40.0,0.25019574,23,3.3245923,2.8157727,7,0.16704151,True,1,train,0
340,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,179.65741,0.0,gabors,179.90761,4.0,0.0,0.0,0.25019574,5,3.4059812,3.00345,7,0.26512468,True,2,test,0
341,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,179.90761,0.0,gabors,180.15782,4.0,-10.0,10.0,0.25021676,98,3.2489807,3.2731441,7,0.13176503,True,2,test,1
342,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,180.15782,0.0,gabors,180.40804,4.0,-20.0,10.0,0.25021676,177,3.3537477,3.2399514,7,0.16552364,True,1,train,0
343,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,180.40804,0.0,gabors,180.65826,4.0,30.0,0.0,0.25021676,44,3.2295903,3.4816448,7,0.14578719,True,2,test,0
344,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,180.65826,0.0,gabors,180.90847,4.0,20.0,0.0,0.25021676,196,3.3283737,2.7903851,5,1.4847652,True,0,train,2
345,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,180.90847,0.0,gabors,181.15868,4.0,10.0,40.0,0.25020324,112,2.8848735,0.53584816,7,0.87287999,True,2,test,0
346,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,181.15868,0.0,gabors,181.40888,4.0,40.0,-40.0,0.25020324,148,3.1410166,2.8481742,8,0.23389494,True,1,train,0
347,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,181.40888,0.0,gabors,181.65908,4.0,-40.0,-10.0,0.25020324,93,3.1267299,3.1758686,7,0.19766208,True,2,test,1
348,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,181.65908,0.0,gabors,181.90929,4.0,10.0,-10.0,0.25020324,133,3.1012745,3.1395329,8,0.16889247,True,1,train,0
349,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,181.90929,0.0,gabors,182.15951,4.0,-20.0,20.0,0.25021926,167,2.978037,3.1384819,7,0.26446836,True,1,train,0
350,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,182.15951,0.0,gabors,182.40973,4.0,0.0,-10.0,0.25021926,197,2.7886768,0.58494781,8,0.75056218,True,0,train,0
351,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,182.40973,0.0,gabors,182.65994,4.0,0.0,10.0,0.25021926,195,3.0323493,2.0058573,7,0.7934892,True,1,train,1
352,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,182.65994,0.0,gabors,182.91016,4.0,30.0,10.0,0.25021926,198,3.232112,2.8812648,8,0.32200048,True,0,train,1
353,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,182.91016,0.0,gabors,183.16036,4.0,-30.0,-30.0,0.25019824,24,3.1226295,2.946024,7,0.19405393,True,2,test,0
354,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,183.16036,0.0,gabors,183.41056,4.0,0.0,20.0,0.25019824,109,2.7324273,0.56512263,8,0.87150133,True,2,test,1
355,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,183.41056,0.0,gabors,183.66076,4.0,-10.0,40.0,0.25019824,27,2.9090348,1.9811183,7,0.6186423,True,3,train,1
356,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,183.66076,0.0,gabors,183.91096,4.0,-20.0,-30.0,0.25019824,172,2.9610303,2.2584876,6,0.23692999,True,1,train,1
357,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,183.91096,0.0,gabors,184.16117,4.0,40.0,20.0,0.25021426,1,,,1,,False,3,train,2
358,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,184.16117,0.0,gabors,184.41139,4.0,0.0,-20.0,0.25021426,199,2.739264,0.98116161,8,0.65084606,True,0,train,2
359,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,184.41139,0.0,gabors,184.6616,4.0,40.0,20.0,0.25021426,170,2.4370388,2.2767504,7,0.20398825,True,3,train,0
360,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,184.6616,0.0,gabors,184.91181,4.0,-40.0,40.0,0.25021426,168,2.383987,2.2266625,7,0.23337907,True,1,train,0
361,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,184.91181,0.0,gabors,185.16201,4.0,20.0,0.0,0.25020074,196,2.073408,0.059852195,5,0.12673213,True,1,train,2
362,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,185.16201,0.0,gabors,185.41222,4.0,-40.0,0.0,0.25020074,132,2.5715139,2.1186578,8,0.57526545,True,1,train,0
363,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,185.41222,0.0,gabors,185.66242,4.0,-10.0,-30.0,0.25020074,200,2.2932366,2.6889896,7,0.10757337,True,0,train,2
364,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,185.66242,0.0,gabors,185.91262,4.0,30.0,-30.0,0.25020074,6,2.110965,2.5001436,8,0.49891575,True,3,train,0
365,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,185.91262,0.0,gabors,186.16284,4.0,40.0,-40.0,0.25022176,127,2.7162324,0.61583474,7,0.51666827,True,2,test,1
366,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,186.16284,0.0,gabors,186.41306,4.0,20.0,-20.0,0.25022176,201,2.5782952,1.4769384,8,0.82353334,True,0,train,1
367,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,186.41306,0.0,gabors,186.66328,4.0,-40.0,0.0,0.25022176,100,2.7516569,2.2821879,7,0.10388711,True,3,train,2
368,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,186.66328,0.0,gabors,186.9135,4.0,-10.0,-30.0,0.25022176,202,2.8026044,2.3697826,8,0.12367266,True,0,train,1
369,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,186.9135,0.0,gabors,187.1637,4.0,10.0,40.0,0.25019824,31,2.632657,2.1614255,7,0.57743306,True,1,train,1
370,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,187.1637,0.0,gabors,187.4139,4.0,0.0,20.0,0.25019824,109,2.4669543,0.44585193,8,0.42004478,True,3,train,1
371,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,187.4139,0.0,gabors,187.6641,4.0,10.0,-40.0,0.25019824,119,2.5312399,1.9058039,7,0.64423547,True,1,train,1
372,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,187.6641,0.0,gabors,187.9143,4.0,0.0,-20.0,0.25019824,199,2.5700777,2.5198243,8,0.23312633,True,1,train,2
373,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,187.9143,0.0,gabors,188.16451,4.0,40.0,30.0,0.25020926,134,2.5242822,2.396655,7,0.38019896,True,1,train,0
374,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,188.16451,0.0,gabors,188.41472,4.0,-40.0,-20.0,0.25020926,123,2.2019314,0.65464627,8,0.39245156,True,3,train,2
375,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,188.41472,0.0,gabors,188.66492,4.0,-40.0,40.0,0.25020926,168,2.3328029,0.50448701,7,0.82973055,True,2,test,0
376,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,188.66492,0.0,gabors,188.91513,4.0,-20.0,20.0,0.25020926,142,2.5520153,2.0749627,8,0.17484255,True,1,train,1
377,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,188.91513,0.0,gabors,189.16534,4.0,-40.0,10.0,0.25020824,69,2.4386364,2.1374122,3,0.16188566,True,1,train,0
378,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,189.16534,0.0,gabors,189.41555,4.0,-20.0,0.0,0.25020824,194,,,2,,False,1,train,2
379,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,189.41555,0.0,gabors,189.66576,4.0,0.0,-20.0,0.25020824,199,2.3433351,1.9041039,6,0.40858453,True,2,test,2
380,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,189.66576,0.0,gabors,189.91597,4.0,10.0,0.0,0.25020824,203,2.2042808,0.46411842,3,0.31305295,True,0,train,2
381,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,189.91597,0.0,gabors,190.16619,4.0,40.0,20.0,0.25022176,1,2.3858628,1.8427372,7,0.57350632,True,4,train,2
382,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,190.16619,0.0,gabors,190.41641,4.0,-40.0,-20.0,0.25022176,123,2.3788989,2.4260483,8,0.16973966,True,4,train,2
383,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,190.41641,0.0,gabors,190.66663,4.0,40.0,-30.0,0.25022176,152,2.0053868,0.95022223,7,0.49827049,True,1,train,2
384,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,190.66663,0.0,gabors,190.91685,4.0,30.0,20.0,0.25022176,64,2.3660789,0.73848169,8,0.75072178,True,2,test,1
385,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,190.91685,0.0,gabors,191.16705,4.0,0.0,30.0,0.25019324,175,2.3120772,2.1554173,7,0.17327701,True,1,train,0
386,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,191.16705,0.0,gabors,191.41724,4.0,-40.0,-40.0,0.25019324,191,2.1063009,2.0344348,8,0.61952369,True,1,train,0
387,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,191.41724,0.0,gabors,191.66743,4.0,30.0,40.0,0.25019324,140,2.4124371,0.34620569,4,0.31188769,True,3,train,2
388,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,191.66743,0.0,gabors,191.91763,4.0,-20.0,-40.0,0.25019324,204,2.012237,0.25031626,5,0.23947523,True,0,train,2
389,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,191.91763,0.0,gabors,192.16784,4.0,-10.0,10.0,0.25021676,26,1.95289,-0.36735328,7,0.36612708,True,3,train,2
390,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,192.16784,0.0,gabors,192.41806,4.0,10.0,0.0,0.25021676,188,1.9644312,-0.1073646,3,0.19204677,True,1,train,1
391,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,192.41806,0.0,gabors,192.66828,4.0,10.0,0.0,0.25021676,203,1.9943502,-0.4527456,7,0.31869616,True,1,train,2
392,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,192.66828,0.0,gabors,192.91849,4.0,-30.0,-30.0,0.25021676,205,1.8390788,-0.46829981,8,0.13784539,True,0,train,1
393,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,192.91849,0.0,gabors,193.1687,4.0,30.0,-30.0,0.25020324,206,1.7579166,-0.34087459,7,0.45862372,True,0,train,2
394,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,193.1687,0.0,gabors,193.4189,4.0,20.0,10.0,0.25020324,91,1.6496867,-0.27042073,3,0.088913446,True,2,test,0
395,null,0.8,null,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,193.4189,0.0,gabors,193.6691,4.0,-40.0,20.0,0.25020324,113,2.0202689,-0.4955867,6,0.24217251,True,1,train,0
396,null,0.8,null,45.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,193.6691,0.0,gabors,193.91931,4.0,20.0,0.0,0.25020324,60,1.9357022,-0.29446623,8,0.19888396,True,2,test,1
397,null,0.8,null,90.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,193.91931,0.0,gabors,194.16952,4.0,-10.0,30.0,0.25021676,158,2.2089958,-0.24948727,7,0.15600383,True,1,train,2
