ecephys_unit_id,group,ecephys_structure_acronym,unit_split,candidate,gain_x,gain_y,control,shuffle,success,optimizer_status,center_bound,sigma_upper_bound,censored,baseline_spikes,mean_amplitude_spikes,peak_spikes,center_x_deg,center_y_deg,sigma_x_deg,sigma_y_deg,major_sigma_deg,halfmax_area_deg2,train_poisson_deviance,test_poisson_deviance,train_anscombe_rmse,test_anscombe_rmse,nominal_test_poisson_deviance,nominal_test_anscombe_rmse,nominal_halfmax_area_deg2,nominal_mean_amplitude_spikes,test_deviance_improvement,test_anscombe_rmse_improvement,log2_area_ratio,log2_amplitude_ratio,fit_scope
951877017,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,1.996901,1.9442032,4.3915822,-13.520194,-14.018873,25.964725,23.157082,25.964725,2618.6224,1.6323982,1.5752836,1.1864706,1.1649684,1.5752836,1.1649684,2618.6224,1.9442032,0,0,0,0,gain_sweep_qc
951877017,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,1.9988255,1.941212,4.3898624,-13.57282,-14.107771,25.97611,23.101191,25.97611,2613.4477,1.6325402,1.5756251,1.1865949,1.1650567,1.5752836,1.1649684,2618.6224,1.9442032,-0.00034150169,-8.8256169e-05,-0.0028537773,-0.0022212796,gain_sweep_qc
951877027,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.25894451,3.598201,4.8704441,-15.531937,-7.2377113,19.736992,12.240678,19.736992,1052.1842,1.1251518,1.0463493,0.78623402,0.75658942,1.0463493,0.75658942,1052.1842,3.598201,0,0,0,0,gain_sweep_qc
951877027,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.2573256,3.6023004,4.8829037,-15.506143,-7.3977657,19.763467,12.265035,19.763467,1055.6921,1.122562,1.0421045,0.78529751,0.75498038,1.0463493,0.75658942,1052.1842,3.598201,0.0042448396,0.0016090432,0.0048017584,0.00164273,gain_sweep_qc
951877039,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.19625018,0.74347779,1.1888941,-5.7201407,-15.760317,9.5368228,10.027689,10.027689,416.49509,1.489829,1.6506683,0.77861438,0.8295562,1.6506683,0.8295562,416.49509,0.74347779,0,0,0,0,gain_sweep_qc
951877039,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.19649408,0.74443633,1.1894564,-5.7409271,-15.687398,9.5795611,9.9085811,9.9085811,413.39233,1.49041,1.6514947,0.77869003,0.82967651,1.6506683,0.8295562,416.49509,0.74347779,-0.0008264004,-0.00012030503,-0.01078788,0.0018588116,gain_sweep_qc
951877053,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.60454703,3.67485,9.016071,-19.051382,-0.82193205,18.477694,10.327676,18.477694,831.1046,1.5727922,1.702651,0.97390809,1.0105582,1.702651,1.0105582,831.1046,3.67485,0,0,0,0,gain_sweep_qc
951877053,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.60497053,3.6822246,9.0544083,-19.048249,-0.97120089,18.450282,10.356948,18.450282,832.2238,1.5731198,1.7002877,0.97393961,1.0097154,1.702651,1.0105582,831.1046,3.67485,0.0023633515,0.00084281664,0.0019414911,0.0028922523,gain_sweep_qc
951877065,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.56902376,1.1140125,1.7862028,-37.363872,-6.3510493,3.4164917,17.222268,17.222268,256.25718,1.5951829,1.6186039,0.93327709,0.93946699,1.6186039,0.93946699,256.25718,1.1140125,0,0,0,0,gain_sweep_qc
951877065,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.56879754,1.181577,1.8609397,-37.219746,-6.2683281,3.3385479,17.103461,17.103461,248.68349,1.5948064,1.6181756,0.9331697,0.93925841,1.6186039,0.93946699,256.25718,1.1140125,0.00042831851,0.00020858828,-0.043281728,0.08494809,gain_sweep_qc
951877077,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.2618243,0.7419249,1.1271653,-21.330087,-5.4683985,21.984678,12.436037,21.984678,1190.714,1.0940157,1.1565844,0.70567694,0.7255877,1.1565844,0.7255877,1190.714,0.7419249,0,0,0,0,gain_sweep_qc
951877077,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.26277958,0.74623671,1.1310579,-21.415098,-5.6880684,21.896866,12.338373,21.896866,1176.6443,1.0936984,1.1581701,0.70556467,0.72616786,1.1565844,0.7255877,1190.714,0.7419249,-0.0015856862,-0.00058015563,-0.017148659,0.0083601722,gain_sweep_qc
951877102,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,2.5113162,1.2448848,4.0755508,-5.9401293,5.2689552,27.527533,15.116602,27.527533,1812.2862,1.6826537,1.8746902,1.2118398,1.2776117,1.8746902,1.2776117,1812.2862,1.2448848,0,0,0,0,gain_sweep_qc
951877102,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,2.5078885,1.2475934,4.0664015,-5.9776487,5.1507789,27.855143,15.134547,27.855143,1836.0315,1.6826737,1.8741403,1.2117722,1.2774395,1.8746902,1.2776117,1812.2862,1.2448848,0.00054996334,0.00017223938,0.018779997,0.003135599,gain_sweep_qc
951877115,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,1.8130859,1.1745019,3.108927,-11.336298,3.469461,30.587582,16.509681,30.587582,2199.3237,1.7896972,1.7035095,1.2094951,1.1753143,1.7035095,1.1753143,2199.3237,1.1745019,0,0,0,0,gain_sweep_qc
951877115,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,1.8032659,1.1774593,3.1036222,-11.571546,3.2737659,31.204285,16.763737,31.204285,2278.1924,1.7896308,1.7020973,1.2093892,1.1747605,1.7035095,1.1753143,2199.3237,1.1745019,0.0014122435,0.00055380512,0.050829629,0.0036281079,gain_sweep_qc
951877130,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,2.9555137,1.1908967,4.1597378,-8.921629,2.8901771,29.986019,20.85076,29.986019,2722.9899,1.8182345,1.8730298,1.2743969,1.2906989,1.8730298,1.2906989,2722.9899,1.1908967,0,0,0,0,gain_sweep_qc
951877130,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,2.969102,1.1842371,4.1688773,-8.9829923,2.9777195,29.430309,20.559855,29.430309,2635.2401,1.8184577,1.8727099,1.2744604,1.2905942,1.8730298,1.2906989,2722.9899,1.1908967,0.00031983982,0.00010467345,-0.047257186,-0.0080903799,gain_sweep_qc
951877143,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,1.0662392,0.9273507,2.0488867,-18.316055,4.1190806,48.899552,23.754881,48.899552,5058.9812,1.6290006,1.648666,1.1000105,1.1064088,1.648666,1.1064088,5058.9812,0.9273507,0,0,0,0,gain_sweep_qc
951877143,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,1.0523396,0.93791064,2.04801,-18.478533,3.8997344,49.726226,24.188395,49.726226,5238.3907,1.6290451,1.6480197,1.1000022,1.1061551,1.648666,1.1064088,5058.9812,0.9273507,0.00064634063,0.00025367736,0.050276786,0.016335422,gain_sweep_qc
951877185,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.62437548,2.0477854,2.9338067,-20.633033,6.8585173,22.76676,14.294426,22.76676,1417.3376,1.5120467,1.4113845,0.98490278,0.95529079,1.4113845,0.95529079,1417.3376,2.0477854,0,0,0,0,gain_sweep_qc
951877185,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.62209015,2.0619132,2.9393537,-20.58074,6.6204154,22.792066,14.290954,22.792066,1418.5682,1.5103337,1.4109559,0.98415811,0.95519605,1.4113845,0.95529079,1417.3376,2.0477854,0.00042861183,9.4733506e-05,0.0012521429,0.0099190639,gain_sweep_qc
951877225,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.16316011,2.7063964,3.883557,-18.049203,1.5288792,13.475847,13.383367,13.475847,785.46489,1.0531187,1.0515916,0.70850272,0.71788724,1.0515916,0.71788724,785.46489,2.7063964,0,0,0,0,gain_sweep_qc
951877225,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.16250972,2.7027952,3.8685213,-18.061295,1.3857974,13.478751,13.443616,13.478751,789.17092,1.0535584,1.0506564,0.70883927,0.71787346,1.0515916,0.71788724,785.46489,2.7063964,0.00093520432,1.3780898e-05,0.0067910055,-0.0019209294,gain_sweep_qc
951877266,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.036228425,0.33998338,0.43509153,-18.32359,-0.60558508,6.5537947,7.1686423,7.1686423,204.61387,0.39342182,0.38430385,0.304328,0.30069539,0.38430385,0.30069539,204.61387,0.33998338,0,0,0,0,gain_sweep_qc
951877266,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.036190516,0.3473583,0.44937821,-18.182732,-0.58522009,6.5224134,7.1317902,7.1317902,202.5873,0.3931067,0.38421425,0.30419128,0.30077856,0.38430385,0.30069539,204.61387,0.33998338,8.9598715e-05,-8.3170172e-05,-0.014360248,0.03096025,gain_sweep_qc
951877295,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.055686258,0.31503621,0.55227065,-9.3884473,-1.6499428,10.457916,15.01172,15.01172,683.72414,0.62324021,0.68150406,0.42681174,0.45685386,0.68150406,0.45685386,683.72414,0.31503621,0,0,0,0,gain_sweep_qc
951877295,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.055551014,0.31440339,0.5503443,-9.4751944,-1.6061114,10.498291,15.046895,15.046895,687.97209,0.6231867,0.68213844,0.42680915,0.45707286,0.68150406,0.45685386,683.72414,0.31503621,-0.00063437846,-0.00021900317,0.0089356706,-0.0029008561,gain_sweep_qc
951877322,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.39304656,1.4872493,1.9884946,-24.564576,3.14056,14.72176,11.321767,14.72176,725.90414,1.2406087,1.2950393,0.80138027,0.82205104,1.2950393,0.82205104,725.90414,1.4872493,0,0,0,0,gain_sweep_qc
951877322,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.39296074,1.5031007,2.0160517,-24.596547,2.9884697,14.683193,11.293073,14.683193,722.16751,1.2396544,1.2935001,0.80089834,0.82161847,1.2950393,0.82205104,725.90414,1.4872493,0.0015391575,0.00043256204,-0.0074455319,0.015295089,gain_sweep_qc
951877336,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.43494488,1.7955579,2.4088594,-25.555463,2.4894604,13.869902,11.73924,13.869902,709.11832,1.2760285,1.3863113,0.82930049,0.87344921,1.3863113,0.87344921,709.11832,1.7955579,0,0,0,0,gain_sweep_qc
951877336,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.43625703,1.8149747,2.4285213,-25.63297,2.4965674,13.752873,11.679638,13.752873,699.5651,1.2760391,1.3874421,0.82919298,0.87400703,1.3863113,0.87344921,709.11832,1.7955579,-0.0011308219,-0.00055781256,-0.019568037,0.015517236,gain_sweep_qc
951877349,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.74193926,2.4707057,3.6099869,-29.37264,3.0362774,18.124961,9.4529777,18.124961,746.19278,1.5919364,1.7400978,1.006882,1.0474455,1.7400978,1.0474455,746.19278,2.4707057,0,0,0,0,gain_sweep_qc
951877349,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.74422225,2.5092852,3.6503357,-29.354393,3.0050451,17.870012,9.3715758,17.870012,729.36142,1.5910416,1.7397615,1.006542,1.0476941,1.7400978,1.0474455,746.19278,2.4707057,0.00033629514,-0.0002486483,-0.032914507,0.022353294,gain_sweep_qc
951877366,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.29340024,0.54854229,1.0160399,-28.360457,6.828483,24.550956,12.560284,24.550956,1342.9912,1.1964998,1.2145165,0.73863768,0.74827764,1.2145165,0.74827764,1342.9912,0.54854229,0,0,0,0,gain_sweep_qc
951877366,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.29203356,0.54604696,1.0063525,-28.065808,6.6254267,24.528218,12.773777,24.528218,1364.5538,1.1965518,1.2133178,0.73869543,0.74798834,1.2145165,0.74827764,1342.9912,0.54854229,0.001198661,0.00028929379,0.022979336,-0.0065778154,gain_sweep_qc
951877381,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.36344356,1.3981687,1.9297116,-17.60085,4.0858839,19.013531,12.569375,19.013531,1040.8348,1.1900081,1.2246152,0.79232949,0.7999661,1.2246152,0.7999661,1040.8348,1.3981687,0,0,0,0,gain_sweep_qc
951877381,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.3630471,1.395719,1.9265954,-17.605585,3.937182,19.097792,12.596332,19.097792,1047.6895,1.1905385,1.2249959,0.79246835,0.80022622,1.2246152,0.7999661,1040.8348,1.3981687,-0.00038073961,-0.0002601186,0.0094702071,-0.0025299296,gain_sweep_qc
951877395,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,2.795694,7.5086685,10.7211,-19.611106,-6.2656742,24.982609,14.938497,24.982609,1625.3617,1.7322657,1.6387707,1.2551484,1.2278416,1.6387707,1.2278416,1625.3617,7.5086685,0,0,0,0,gain_sweep_qc
951877395,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,2.7866931,7.5141018,10.737524,-19.614107,-6.3974189,25.068229,14.987427,25.068229,1636.2741,1.7304445,1.6396191,1.2542474,1.2280813,1.6387707,1.2278416,1625.3617,7.5086685,-0.00084845262,-0.00023976634,0.0096536565,0.0010435625,gain_sweep_qc
951877406,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.59757472,3.2988354,4.3729217,-17.717402,-0.24363273,20.416573,15.297607,20.416573,1360.2279,2.4286813,2.4702394,1.2820338,1.3059524,2.4702394,1.3059524,1360.2279,3.2988354,0,0,0,0,gain_sweep_qc
951877406,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.59541785,3.2887625,4.3591725,-17.707031,-0.39858235,20.460249,15.378876,20.460249,1370.3795,2.4305834,2.4703861,1.2825827,1.3061702,2.4702394,1.3059524,1360.2279,3.2988354,-0.00014672366,-0.00021782243,0.010727066,-0.0044120051,gain_sweep_qc
951877420,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.40274721,0.90388092,1.4559631,-31.514669,2.4565252,30.65033,15.025036,30.65033,2005.6539,1.1835422,1.1166583,0.79799894,0.77285944,1.1166583,0.77285944,2005.6539,0.90388092,0,0,0,0,gain_sweep_qc
951877420,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.40003518,0.90638503,1.4529527,-31.626814,2.3251139,30.925234,15.141251,30.925234,2039.2951,1.183038,1.1146265,0.79780139,0.77216553,1.1166583,0.77285944,2005.6539,0.90388092,0.0020318244,0.00069390963,0.023997897,0.0039913027,gain_sweep_qc
951877436,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.032809649,0.24056202,0.32305443,-33.768627,6.9721072,18.480134,6.5377733,18.480134,526.18723,0.42026957,0.45241712,0.31998899,0.32791409,0.45241712,0.32791409,526.18723,0.24056202,0,0,0,0,gain_sweep_qc
951877436,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.032343791,0.22913165,0.31143848,-33.019308,7.0652127,18.546354,6.9385945,18.546354,560.44807,0.42030675,0.45150699,0.32014431,0.32785577,0.45241712,0.32791409,526.18723,0.24056202,0.00091012804,5.8311256e-05,0.091004478,-0.070231845,gain_sweep_qc
951877448,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.065258276,0.89949858,2.186325,-23.147961,-2.4770999,12.171683,6.9150266,12.171683,366.56399,0.58863289,0.6990152,0.42412354,0.46445479,0.6990152,0.46445479,366.56399,0.89949858,0,0,0,0,gain_sweep_qc
951877448,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.065636122,0.9240864,2.2522859,-23.199318,-2.789592,11.992662,6.8492951,11.992662,357.73942,0.58887535,0.69827715,0.42399396,0.46469047,0.6990152,0.46445479,366.56399,0.89949858,0.00073804245,-0.00023567574,-0.03515596,0.038906715,gain_sweep_qc
951877463,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,1.4819118,1.9245851,3.901164,-10.496833,11.800959,22.552749,21.57873,22.552749,2119.4867,2.1022474,1.4377054,1.2729824,1.0784784,1.4377054,1.0784784,2119.4867,1.9245851,0,0,0,0,gain_sweep_qc
951877463,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,1.4891695,1.9326534,3.9164861,-10.537847,11.449395,22.413692,21.267017,22.413692,2075.9903,2.1023143,1.4384002,1.272967,1.078822,1.4377054,1.0784784,2119.4867,1.9245851,-0.00069484465,-0.00034361989,-0.029915238,0.0060355032,gain_sweep_qc
951877475,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,True,False,True,5.6588653,5.6901271,12.108739,-60,6.0820868,23.031868,13.055644,23.031868,1309.5822,1.3165063,1.3625994,1.1213222,1.1421595,1.3625994,1.1421595,1309.5822,5.6901271,0,0,0,0,gain_sweep_qc
951877475,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,True,False,True,5.6586824,5.7476946,12.24288,-60,5.9656486,23.040304,12.974102,23.040304,1301.8796,1.3157534,1.3616733,1.120953,1.141808,1.3625994,1.1421595,1309.5822,5.6901271,0.00092604667,0.000351524,-0.0085105854,0.014522508,gain_sweep_qc
951877487,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,True,False,True,0.76583444,2.0777296,3.2468387,-60,1.0533973,17.188043,11.708646,17.188043,876.47278,1.5452451,1.5230908,0.96574917,0.96101749,1.5230908,0.96101749,876.47278,2.0777296,0,0,0,0,gain_sweep_qc
951877487,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,True,False,True,0.76777241,2.1991597,3.4004588,-60,1.1132958,16.939431,11.139184,16.939431,821.78372,1.5450296,1.5224189,0.96562123,0.96086782,1.5230908,0.96101749,876.47278,2.0777296,0.0006718412,0.00014966789,-0.092950526,0.081944434,gain_sweep_qc
951877775,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.30678124,2.7100126,3.6611517,3.8799226,-21.125736,11.898213,10.045945,11.898213,520.56848,1.446779,1.6387122,0.86275989,0.9190851,1.6387122,0.9190851,520.56848,2.7100126,0,0,0,0,gain_sweep_qc
951877775,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.30570469,2.6734441,3.6117159,3.8705467,-21.209585,11.957471,10.152239,11.957471,528.69658,1.4491463,1.6382115,0.86375808,0.91878209,1.6387122,0.9190851,520.56848,2.7100126,0.0005007234,0.00030300344,0.022352041,-0.019600016,gain_sweep_qc
951877801,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.082451363,0.27033888,0.45912905,24.394224,-23.527518,9.3999747,8.4949795,9.3999747,347.77179,0.64044699,0.61650514,0.42772905,0.41493436,0.61650514,0.41493436,347.77179,0.27033888,0,0,0,0,gain_sweep_qc
951877801,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.083181415,0.28380937,0.4910788,24.795312,-23.099971,8.9915444,8.0999664,8.9915444,317.19245,0.64069684,0.61620879,0.42768856,0.4149235,0.61650514,0.41493436,347.77179,0.27033888,0.00029634816,1.0859697e-05,-0.13278248,0.070152923,gain_sweep_qc
951877829,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.28611492,3.0503708,3.8134149,-10.679433,4.2087806,16.644307,11.913322,16.644307,863.58269,1.299874,1.3642055,0.85481252,0.88515694,1.3642055,0.88515694,863.58269,3.0503708,0,0,0,0,gain_sweep_qc
951877829,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.28663278,3.0732512,3.8333259,-10.707791,3.9566775,16.578988,11.892026,16.578988,858.65596,1.2979407,1.3581761,0.85382214,0.8826638,1.3642055,0.88515694,863.58269,3.0503708,0.0060294488,0.0024931442,-0.0082541409,0.010781046,gain_sweep_qc
951880485,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,True,True,2.1811137,1.0080649,3.6209081,-27.108021,1.205594,50,24.989958,50,5441.7785,1.2315092,1.2770528,1.0296864,1.052555,1.2770528,1.052555,5441.7785,1.0080649,0,0,0,0,gain_sweep_qc
951880485,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,True,True,2.1762416,1.0175211,3.6220776,-27.003092,0.99145421,50,24.971356,50,5437.7278,1.2311236,1.2768029,1.0295557,1.0525353,1.2770528,1.052555,5441.7785,1.0080649,0.00024986599,1.9728953e-05,-0.0010742992,0.013470181,gain_sweep_qc
951880505,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.15097821,1.3372096,2.1800452,27.758889,-44.907108,4.8656305,3.3187918,4.8656305,70.327383,0.87688095,0.84614308,0.54086174,0.52848345,0.84614308,0.52848345,70.327383,1.3372096,0,0,0,0,gain_sweep_qc
951880505,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.15112396,0.48949263,0.93631473,28.633104,-38.930782,5.1796534,2,5.1796534,45.116565,0.87703732,0.8494744,0.54083486,0.52953548,0.84614308,0.52848345,70.327383,1.3372096,-0.0033313159,-0.0010520343,-0.64042931,-1.4498647,gain_sweep_qc
951880514,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.41547137,3.8428132,5.7344265,-37.572233,-16.130004,3.9416698,3.1844598,3.9416698,54.666509,1.8743497,1.9572082,0.95457763,0.97745853,1.9572082,0.97745853,54.666509,3.8428132,0,0,0,0,gain_sweep_qc
951880514,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.4161086,3.9572054,6.1382003,-36.793283,-16.667401,3.2386904,3.561671,3.561671,50.237562,1.8739372,1.959332,0.95444833,0.97869718,1.9572082,0.97745853,54.666509,3.8428132,-0.0021238001,-0.0012386514,-0.12189079,0.042319121,gain_sweep_qc
951880534,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,2.1688075,2.5540474,5.7150316,25.041165,-40.376186,3.3649441,2.4037077,3.3649441,35.226123,0.78397039,0.84061608,0.81361087,0.83905611,0.84061608,0.83905611,35.226123,2.5540474,0,0,0,0,gain_sweep_qc
951880534,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,2.1679783,4.7749663,9.0844266,25.108722,-37.179242,4.3067533,2,4.3067533,37.513304,0.78164576,0.84369693,0.81255328,0.84000111,0.84061608,0.83905611,35.226123,2.5540474,-0.0030808566,-0.00094499513,0.090756643,0.90270499,gain_sweep_qc
951880554,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.14013487,0.25613424,0.53444609,29.507109,-14.786881,27.150833,21.299636,27.150833,2518.6085,1.0149232,0.84627036,0.61830526,0.55129773,0.84627036,0.55129773,2518.6085,0.25613424,0,0,0,0,gain_sweep_qc
951880554,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.14041872,0.25738773,0.53916558,29.635734,-14.908313,27.366134,20.965372,27.366134,2498.7416,1.0147151,0.84565432,0.61824413,0.55115338,0.84627036,0.55129773,2518.6085,0.25613424,0.00061604273,0.00014435343,-0.011425165,0.0070431418,gain_sweep_qc
951880564,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.17107841,1.4903977,2.5807675,-19.944482,43.973963,2.1912613,2.5727419,2.5727419,24.5525,1.6210091,1.6508151,0.7766572,0.7808599,1.6508151,0.7808599,24.5525,1.4903977,0,0,0,0,gain_sweep_qc
951880564,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.17068807,2.8336745,4.6751011,-19.83395,43.654621,2.0735483,2,2.0735483,18.06132,1.6160152,1.6510747,0.77557075,0.78280986,1.6508151,0.7808599,24.5525,1.4903977,-0.00025961885,-0.0019499543,-0.44296661,0.92697628,gain_sweep_qc
951880585,HVA,VISpm,evaluation,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.99634759,5.8110181,7.3668058,6.7661622,-29.300738,16.296606,12.930314,16.296606,917.72286,1.3221096,1.3022731,0.98309111,0.98713522,1.3022731,0.98713522,917.72286,5.8110181,0,0,0,0,gain_sweep_qc
951880585,HVA,VISpm,evaluation,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,0.9957615,5.8318843,7.3857672,6.7371637,-29.364104,16.322262,12.82296,16.322262,911.53629,1.319475,1.3050116,0.98197788,0.98831335,1.3022731,0.98713522,917.72286,5.8110181,-0.0027384687,-0.0011781267,-0.0097584536,0.0051711562,gain_sweep_qc
951880603,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,4.8539607,3.2208173,8.5106018,-8.1499547,-13.724215,44.475079,22.179207,44.475079,4296.0377,2.8104472,2.9664034,1.6421372,1.6971539,2.9664034,1.6971539,4296.0377,3.2208173,0,0,0,0,gain_sweep_qc
951880603,HVA,VISpm,calibration,gain_x_0_gain_y_0.5,0,0.5,False,False,True,2,False,False,False,4.9383626,3.1569871,8.5455678,-8.2807114,-13.863297,43.523725,21.313232,43.523725,4039.9939,2.8131964,2.9671904,1.643056,1.6970582,2.9664034,1.6971539,4296.0377,3.2208173,-0.00078694275,9.5713832e-05,-0.088653523,-0.028878465,gain_sweep_qc
951880624,HVA,VISpm,calibration,gain_x_0_gain_y_0,0,0,False,False,True,2,False,False,False,0.56351849,0.35810531,1.1708778,7.3460971,4.4685416,28.368303,11.615745,28.368303,1435.1118,1.4215988,1.2960891,0.88647349,0.84172497,1.2960891,0.84172497,1435.1118,0.35810531,0,0,0,0,gain_sweep_qc
