stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,orientation,coherence,stimulus_name,contrast,frame,x_position,size,Speed,spatial_frequency,color,Dir,phase,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2218,0.0,623.24421,623.49441,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,206,,,0,,False,8,test,0
2219,0.0,623.49441,623.74462,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,48,,,0,,False,7,train,1
2220,0.0,623.74462,623.99483,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020723,115,,,0,,False,6,train,2
2221,0.0,623.99483,624.24504,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021527,188,,,0,,False,8,test,2
2222,0.0,624.24504,624.49526,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021527,183,,,0,,False,6,train,2
2223,0.0,624.49526,624.74548,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021527,110,,,0,,False,11,test,0
2224,0.0,624.74548,624.99569,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021527,212,,,0,,False,5,test,2
2225,0.0,624.99569,625.2459,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020473,159,,,0,,False,10,train,1
2226,0.0,625.2459,625.4961,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020473,63,,,0,,False,8,test,1
2227,0.0,625.4961,625.7463,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020473,175,,,0,,False,10,train,1
2228,0.0,625.7463,625.99651,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020473,10,,,0,,False,10,train,1
2229,0.0,625.99651,626.24672,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020777,73,,,0,,False,9,train,1
2230,0.0,626.24672,626.49692,4.0,0.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020777,93,,,0,,False,10,train,0
2231,0.0,626.49692,626.74713,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020777,204,,,0,,False,6,train,0
2232,0.0,626.74713,626.99734,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020777,225,,,0,,False,9,train,1
2233,0.0,626.99734,627.24755,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,172,,,0,,False,9,train,1
2234,0.0,627.24755,627.49775,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,192,,,0,,False,5,test,2
2235,0.0,627.49775,627.74796,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020723,170,,,0,,False,11,test,2
2236,0.0,627.74796,627.99817,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020723,227,,,0,,False,4,train,2
2237,0.0,627.99817,628.24838,4.0,0.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021527,168,,,0,,False,10,train,0
2238,0.0,628.24838,628.4986,4.0,45.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021527,81,,,0,,False,8,test,1
2239,0.0,628.4986,628.74882,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021527,136,,,0,,False,9,train,0
2240,0.0,628.74882,628.99903,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021527,66,,,0,,False,5,test,0
2241,0.0,628.99903,629.24924,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020473,209,,,0,,False,6,train,2
2242,0.0,629.24924,629.49944,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020473,115,,,0,,False,7,train,2
2243,0.0,629.49944,629.74964,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020473,172,,,0,,False,10,train,1
2244,0.0,629.74964,629.99985,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020473,101,,,0,,False,9,train,1
2245,0.0,629.99985,630.25006,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020777,50,,,0,,False,6,train,0
2246,0.0,630.25006,630.50026,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020777,215,,,0,,False,10,train,2
2247,0.0,630.50026,630.75047,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020777,43,,,0,,False,8,test,0
2248,0.0,630.75047,631.00068,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020777,66,,,0,,False,6,train,0
2249,0.0,631.00068,631.25089,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021223,54,,,0,,False,13,train,0
2250,0.0,631.25089,631.5011,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021223,190,,,0,,False,10,train,0
2251,0.0,631.5011,631.75132,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021223,50,,,0,,False,7,train,0
2252,0.0,631.75132,632.00153,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021223,155,,,0,,False,12,train,1
2253,0.0,632.00153,632.25174,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021527,192,,,0,,False,6,train,2
2254,0.0,632.25174,632.50196,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021527,161,,,0,,False,13,train,1
2255,0.0,632.50196,632.75218,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021527,71,,,0,,False,9,train,1
2256,0.0,632.75218,633.00239,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25021527,209,,,0,,False,7,train,2
2257,0.0,633.00239,633.2526,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020723,214,,,0,,False,8,test,0
2258,0.0,633.2526,633.5028,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,32,,,0,,False,9,train,1
2259,0.0,633.5028,633.75301,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,161,,,0,,False,14,test,1
2260,0.0,633.75301,634.00322,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020723,4,,,0,,False,9,train,2
2261,0.0,634.00322,634.25342,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020527,170,,,0,,False,12,train,2
2262,0.0,634.25342,634.50363,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020527,134,,,0,,False,8,test,2
2263,0.0,634.50363,634.75384,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020527,16,,,0,,False,11,test,1
2264,0.0,634.75384,635.00404,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020527,210,,,0,,False,9,train,2
2265,0.0,635.00404,635.25425,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020723,24,,,0,,False,9,train,0
2266,0.0,635.25425,635.50445,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020723,62,,,0,,False,8,test,2
2267,0.0,635.50445,635.75466,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020723,131,,,0,,False,8,test,1
2268,0.0,635.75466,636.00487,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,69,,,0,,False,11,test,1
2269,0.0,636.00487,636.25509,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25022027,242,,,0,,False,6,train,0
2270,0.0,636.25509,636.50531,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25022027,34,,,0,,False,9,train,2
2271,0.0,636.50531,636.75553,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25022027,201,,,0,,False,10,train,1
2272,0.0,636.75553,637.00575,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25022027,107,,,0,,False,7,train,2
2273,0.0,637.00575,637.25595,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25019723,100,,,0,,False,10,train,2
2274,0.0,637.25595,637.50614,4.0,90.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25019723,42,,,0,,False,10,train,2
2275,0.0,637.50614,637.75634,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25019723,43,,,0,,False,9,train,0
2276,0.0,637.75634,638.00654,4.0,45.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25019723,138,,,0,,False,9,train,1
2277,0.0,638.00654,638.25675,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021277,210,,,0,,False,10,train,2
2278,0.0,638.25675,638.50696,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021277,41,,,0,,False,10,train,0
2279,0.0,638.50696,638.75718,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021277,156,,,0,,False,5,test,2
2280,0.0,638.75718,639.00739,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021277,235,,,0,,False,8,test,0
2281,0.0,639.00739,639.2576,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020473,203,,,0,,False,7,train,2
2282,0.0,639.2576,639.5078,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020473,96,,,0,,False,9,train,1
2283,0.0,639.5078,639.758,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020473,90,,,0,,False,11,test,2
2284,0.0,639.758,640.00821,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020473,29,,,0,,False,11,test,2
2285,0.0,640.00821,640.25842,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,50,,,0,,False,8,test,0
2286,0.0,640.25842,640.50863,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,71,,,0,,False,10,train,1
2287,0.0,640.50863,640.75884,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021027,101,,,0,,False,10,train,1
2288,0.0,640.75884,641.00905,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021027,191,,,0,,False,9,train,1
2289,0.0,641.00905,641.25926,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020973,89,,,0,,False,9,train,1
2290,0.0,641.25926,641.50947,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,9,,,0,,False,7,train,2
2291,0.0,641.50947,641.75968,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020973,217,,,0,,False,8,test,0
2292,0.0,641.75968,642.00989,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,129,,,0,,False,4,train,1
2293,0.0,642.00989,642.2601,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021527,34,,,0,,False,10,train,2
2294,0.0,642.2601,642.51032,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021527,227,,,0,,False,5,test,2
2295,0.0,642.51032,642.76054,4.0,45.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25021527,56,,,0,,False,11,test,1
2296,0.0,642.76054,643.01075,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021527,44,,,0,,False,9,train,0
2297,0.0,643.01075,643.26095,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020223,121,,,0,,False,12,train,2
2298,0.0,643.26095,643.51115,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020223,146,,,0,,False,8,test,1
2299,0.0,643.51115,643.76136,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020223,181,,,0,,False,8,test,1
2300,0.0,643.76136,644.01156,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020223,107,,,0,,False,8,test,2
2301,0.0,644.01156,644.26177,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020777,78,,,0,,False,9,train,0
2302,0.0,644.26177,644.51197,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020777,30,,,0,,False,9,train,2
2303,0.0,644.51197,644.76218,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020777,165,,,0,,False,7,train,2
2304,0.0,644.76218,645.01239,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020777,17,,,0,,False,10,train,2
2305,0.0,645.01239,645.2626,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020973,159,,,0,,False,11,test,1
2306,0.0,645.2626,645.51281,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020973,231,,,0,,False,7,train,0
2307,0.0,645.51281,645.76302,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,53,,,0,,False,8,test,1
2308,0.0,645.76302,646.01323,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020973,147,,,0,,False,9,train,2
2309,0.0,646.01323,646.26343,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020277,178,,,0,,False,10,train,0
2310,0.0,646.26343,646.51363,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020277,85,,,0,,False,7,train,1
2311,0.0,646.51363,646.76384,4.0,45.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020277,187,,,0,,False,9,train,1
2312,0.0,646.76384,647.01404,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020277,218,,,0,,False,9,train,0
2313,0.0,647.01404,647.26426,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021723,7,,,0,,False,11,test,0
2314,0.0,647.26426,647.51447,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021723,229,,,0,,False,6,train,0
2315,0.0,647.51447,647.76469,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021723,7,,,0,,False,12,train,0
2316,0.0,647.76469,648.01491,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021723,20,,,0,,False,13,train,0
2317,0.0,648.01491,648.26512,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,47,,,0,,False,7,train,1
2318,0.0,648.26512,648.51533,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021027,186,,,0,,False,8,test,0
2319,0.0,648.51533,648.76554,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,67,,,0,,False,9,train,2
2320,0.0,648.76554,649.01575,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021027,155,,,0,,False,13,train,1
2321,0.0,649.01575,649.26596,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020723,169,,,0,,False,5,test,1
2322,0.0,649.26596,649.51616,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,96,,,0,,False,10,train,1
2323,0.0,649.51616,649.76637,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,149,,,0,,False,9,train,2
2324,0.0,649.76637,650.01658,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020723,13,,,0,,False,9,train,0
2325,0.0,650.01658,650.26679,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021527,122,,,0,,False,8,test,1
2326,0.0,650.26679,650.51701,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021527,181,,,0,,False,9,train,1
2327,0.0,650.51701,650.76723,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25021527,111,,,0,,False,10,train,1
2328,0.0,650.76723,651.01744,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021527,214,,,0,,False,9,train,0
2329,0.0,651.01744,651.26764,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25019973,188,,,0,,False,9,train,2
2330,0.0,651.26764,651.51784,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25019973,98,,,0,,False,8,test,2
2331,0.0,651.51784,651.76804,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25019973,2,,,0,,False,11,test,2
2332,0.0,651.76804,652.01824,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25019973,53,,,0,,False,9,train,1
2333,0.0,652.01824,652.26846,4.0,0.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021777,68,,,0,,False,9,train,0
2334,0.0,652.26846,652.51867,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021777,23,,,0,,False,6,train,2
2335,0.0,652.51867,652.76889,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021777,231,,,0,,False,8,test,0
2336,0.0,652.76889,653.01911,4.0,90.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021777,76,,,0,,False,8,test,2
2337,0.0,653.01911,653.26932,4.0,45.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020473,240,,,0,,False,11,test,1
2338,0.0,653.26932,653.51952,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020473,231,,,0,,False,9,train,0
2339,0.0,653.51952,653.76972,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020473,203,,,0,,False,8,test,2
2340,0.0,653.76972,654.01993,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020473,52,,,0,,False,8,test,2
2341,0.0,654.01993,654.27013,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020527,108,,,0,,False,9,train,2
2342,0.0,654.27013,654.52034,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020527,177,,,0,,False,8,test,0
2343,0.0,654.52034,654.77055,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020527,206,,,0,,False,9,train,0
2344,0.0,654.77055,655.02075,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020527,171,,,0,,False,10,train,2
2345,0.0,655.02075,655.27096,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,101,,,0,,False,11,test,1
2346,0.0,655.27096,655.52117,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020973,171,,,0,,False,11,test,2
