ecephys_session_id,target_subset,mode,shift_azimuth_deg,shift_elevation_deg,minimum_loss,basin_grid_points_delta_005,at_bound,split_half_vector_difference_deg
768515987,half_0,dispersion,-18.0,30.0,0.23434242468633387,299,True,7.211102550927978
768515987,half_0,combined,-20.0,30.0,0.3540155051320466,854,True,10.0
768515987,half_1,size,-30.0,24.0,0.4897796564905995,693,True,60.166435825965294
768515987,half_1,dispersion,-12.0,26.0,0.15042917282191812,437,False,7.211102550927978
768515987,half_1,combined,-12.0,24.0,0.3282416481053475,601,False,10.0
771160300,full,size,-12.0,-30.0,0.3754939814438365,918,True,8.48528137423857
771160300,full,dispersion,4.0,28.0,0.1463105964845617,228,False,15.231546211727817
771160300,full,combined,4.0,28.0,0.2710022927707591,579,False,30.59411708155671
771160300,half_0,size,-6.0,-24.0,0.40395377884777384,941,False,8.48528137423857
771160300,half_0,dispersion,6.0,16.0,0.21677803344999594,287,False,15.231546211727817
771160300,half_0,combined,6.0,16.0,0.3129439632779048,419,False,30.59411708155671
771160300,half_1,size,-12.0,-30.0,0.34073240005749733,779,True,8.48528137423857
771160300,half_1,dispersion,0.0,30.0,0.12316204814318969,256,True,15.231546211727817
771160300,half_1,combined,0.0,-14.0,0.24275588926171973,438,False,30.59411708155671
771990200,full,size,-24.0,-30.0,0.38232046417256843,961,True,76.83749084919418
771990200,full,dispersion,30.0,14.0,0.2211835212014576,244,True,41.23105625617661
771990200,full,combined,30.0,14.0,0.3073423577891703,591,True,36.87817782917155
771990200,half_0,size,26.0,30.0,0.3787178812455322,961,True,76.83749084919418
771990200,half_0,dispersion,14.0,-8.0,0.1266983909268761,320,False,41.23105625617661
771990200,half_0,combined,14.0,-6.0,0.2603102492332101,449,False,36.87817782917155
771990200,half_1,size,-22.0,-30.0,0.37691682360231693,961,True,76.83749084919418
771990200,half_1,dispersion,30.0,30.0,0.4730963195597126,116,True,41.23105625617661
771990200,half_1,combined,-14.0,-30.0,0.43203751471062085,432,True,36.87817782917155
773418906,full,size,-30.0,-2.0,0.31927287597391335,961,True,24.0
773418906,full,dispersion,-6.0,-20.0,0.4064729218761336,275,False,37.36308338453881
773418906,full,combined,-6.0,-20.0,0.3701150102045532,462,False,32.55764119219941
773418906,half_0,size,-30.0,-2.0,0.36034037747224296,961,True,24.0
773418906,half_0,dispersion,-2.0,30.0,0.6396545931605307,121,True,37.36308338453881
773418906,half_0,combined,0.0,24.0,0.5055655285714139,358,False,32.55764119219941
773418906,half_1,size,-30.0,-26.0,0.27471338771383413,961,True,24.0
773418906,half_1,dispersion,8.0,-6.0,1.1072959965312492,260,False,37.36308338453881
773418906,half_1,combined,6.0,-8.0,0.6933144384501789,441,False,32.55764119219941
774875821,full,size,-18.0,-30.0,0.3975923808494463,961,True,58.137767414994535
774875821,full,dispersion,-10.0,2.0,0.3485675688240802,141,False,20.09975124224178
774875821,full,combined,-10.0,0.0,0.37782957350530033,281,False,18.110770276274835
774875821,half_0,size,-18.0,-30.0,0.4582927046209586,961,True,58.137767414994535
774875821,half_0,dispersion,6.0,4.0,0.17460160817028614,335,False,20.09975124224178
774875821,half_0,combined,4.0,4.0,0.3205326725993841,488,False,18.110770276274835
774875821,half_1,size,-14.0,28.0,0.33348000345771445,961,False,58.137767414994535
774875821,half_1,dispersion,-14.0,6.0,0.6377561015388832,99,False,20.09975124224178
774875821,half_1,combined,-14.0,6.0,0.4915213688530241,203,False,18.110770276274835
778240327,full,size,-28.0,-18.0,0.33707910367821936,961,False,16.0
778240327,full,dispersion,-26.0,-30.0,0.33840426712507277,54,True,44.04543109109048
778240327,full,combined,-26.0,-30.0,0.34234667009198216,217,True,45.60701700396552
778240327,half_0,size,-30.0,-2.0,0.32163836971331183,949,True,16.0
778240327,half_0,dispersion,-30.0,-30.0,0.42531515568152645,9,True,44.04543109109048
778240327,half_0,combined,-30.0,-30.0,0.38515014475784287,32,True,45.60701700396552
778240327,half_1,size,-30.0,-18.0,0.34859536246568273,961,True,16.0
778240327,half_1,dispersion,-2.0,4.0,0.2666495697236859,202,False,44.04543109109048
778240327,half_1,combined,-2.0,6.0,0.3140007969461967,413,False,45.60701700396552
778998620,full,size,6.0,-30.0,0.40593878124964333,951,True,32.0
778998620,full,dispersion,2.0,8.0,0.529595716709199,297,False,14.560219778561036
778998620,full,combined,0.0,-8.0,0.47598717613772945,514,False,14.422205101855956
778998620,half_0,size,6.0,-30.0,0.3652069358977841,917,True,32.0
778998620,half_0,dispersion,6.0,4.0,1.1199435786406442,358,False,14.560219778561036
778998620,half_0,combined,2.0,-12.0,0.7486659180110198,533,False,14.422205101855956
778998620,half_1,size,-26.0,-30.0,0.4444803953462833,948,True,32.0
778998620,half_1,dispersion,-8.0,0.0,0.34116316635730265,189,False,14.560219778561036
778998620,half_1,combined,-6.0,0.0,0.40706125498768797,368,False,14.422205101855956
