ecephys_session_id,v1_units,censored_fraction,median_absolute_rf_area_deg2,median_rf_azimuth_deg,median_rf_elevation_deg,median_dispersion_effective_neighbors,supported_grid_points
715093703,93,0.17204301075268819,258.344089,-0.32911888,-18.9451271,81.14696483596053,2994
719161530,83,0.1927710843373494,261.267207,26.100724,-7.22071772,73.61883388764358,2418
721123822,58,0.27586206896551724,286.6317065,7.22488384,-5.00853574,47.15063714036664,2127
732592105,154,0.19480519480519481,283.8813325,4.37868293,3.643312255,132.68629420604395,2176
737581020,85,0.2235294117647059,170.935439,7.83658345,2.5215889,75.85475393407667,2584
739448407,40,0.05,367.0551005,-20.0401491,9.146512040000001,36.38179481384566,2947
742951821,81,0.13580246913580246,265.501848,15.4166137,-3.37698124,72.2721925197981,1658
744228101,56,0.21428571428571427,221.7450565,16.320196600000003,5.320687100000001,50.19496513246216,2188
746083955,45,0.26666666666666666,339.215882,-19.8505986,0.797116258,36.528591820171044,2279
750332458,103,0.21359223300970873,290.712797,-2.79613833,5.02769315,89.67547984262275,3363
750749662,92,0.18478260869565216,223.577449,2.11279561,5.703288275,79.8163855795271,2828
751348571,74,0.1891891891891892,322.535811,5.622712335,-9.081564295,61.04254764102737,2424
754312389,144,0.2361111111111111,191.3132475,-4.40816397,-5.87506489,125.93817160413228,2727
754829445,141,0.2907801418439716,339.036341,16.3322573,-6.98369827,94.11063776388602,2709
755434585,142,0.24647887323943662,201.356292,7.621727935,-4.7774423299999995,127.3218714312783,3115
756029989,90,0.26666666666666666,276.1875455,3.32731779,-7.82769067,81.92686804175193,3404
757216464,150,0.3,208.8816595,-0.03356516145,5.10162981,124.8868871361943,2497
757970808,150,0.20666666666666667,280.219443,-18.57112155,-1.0049893165000001,129.28694250801115,2028
758798717,83,0.1686746987951807,265.303493,-2.51440086,1.57193934,71.14618164506065,3231
759883607,92,0.32608695652173914,274.8789695,-7.888431199999999,-1.099204715,80.72256269799038,1932
760345702,92,0.2826086956521739,177.89019000000002,-5.04317558,-9.426384335,83.78431546835151,2715
760693773,154,0.24675324675324675,235.3613825,-4.6367406550000005,-9.90719485,132.34624253207707,2793
761418226,58,0.08620689655172414,397.874465,-19.68333955,-7.91743657,47.27203224791484,2007
762120172,128,0.2890625,187.798402,-2.0842573250000003,-6.08431548,107.40767015893354,3084
762602078,108,0.4722222222222222,93.51441685,-16.0604097,11.4263968,87.74426208632295,2650
763673393,104,0.17307692307692307,253.910194,-13.37883325,-4.334004705,87.32129419146028,2527
766640955,76,0.19736842105263158,187.1221945,-7.237747105,-12.18431155,61.59764558471541,3000
767871931,143,0.18181818181818182,268.601793,-0.257499148,-0.194880488,127.32904739830393,2873
768515987,104,0.2692307692307692,401.558563,8.65183693,-9.951310490000001,86.63164171620545,1940
771160300,141,0.24822695035460993,202.269458,-17.3851905,-15.7804643,124.1848750986195,3966
771990200,97,0.18556701030927836,245.397254,-10.6429461,4.41087049,84.73664400022024,3183
773418906,99,0.1717171717171717,264.80973,2.11654668,3.20394606,87.65002891493747,2147
774875821,136,0.25735294117647056,215.03965549999998,-10.8625397,-4.082275449999999,119.57573459233315,3260
778240327,130,0.15384615384615385,282.2936375,-13.8381695,-9.56904099,114.76656274636949,2786
778998620,123,0.2845528455284553,147.873518,-2.60655988,-6.08579609,109.5438296719711,3059
779839471,147,0.36054421768707484,113.944297,-1.32506184,-7.96629996,119.69687922133886,3074
781842082,105,0.2571428571428571,180.911925,1.13510262,-6.7797197,93.6840971640422,2301
786091066,135,0.25925925925925924,232.069343,-4.07718028,-3.27500743,117.05345781398947,2640
787025148,106,0.24528301886792453,200.2809995,0.8264385215,-7.609302785,94.30720461705002,2057
789848216,25,0.32,155.097147,-29.4489316,3.49331949,23.05395161775308,3181
791319847,127,0.28346456692913385,205.970328,6.53316394,-3.62458237,110.89715794921794,2331
793224716,127,0.25984251968503935,185.883257,15.5588459,-0.140221818,112.32044356627196,2300
794812542,113,0.23893805309734514,210.155401,8.92975484,-3.34107241,99.4292804901145,2751
797828357,117,0.24786324786324787,243.091165,11.8141695,2.89521385,98.15868767426906,4032
798911424,127,0.2755905511811024,226.938155,7.23024609,3.01767225,109.93197482168505,2684
799864342,127,0.1968503937007874,228.248139,-0.893673675,3.89761634,107.78228081010815,2873
816200189,93,0.3010752688172043,139.585582,6.64250264,3.52305387,82.57424028112189,1816
821695405,40,0.225,270.710641,27.1231929,-6.417842185,31.129901104015424,2499
829720705,66,0.25757575757575757,243.482962,24.21605925,-0.30967800700000003,57.78281815909865,2231
831882777,77,0.23376623376623376,145.495876,18.6119001,3.36854569,66.367967539713,2312
835479236,74,0.3783783783783784,291.4210385,38.14355965,15.225243200000001,52.0990868673084,2220
839068429,112,0.23214285714285715,252.78454549999998,-2.61225301,7.452957715,92.5489283428823,2822
840012044,80,0.125,237.3521725,-8.372653395,-0.801468288,68.15774629012536,3016
847657808,82,0.23170731707317074,272.99132599999996,-2.7081390450000002,5.051701095,74.50991183005056,2719
