ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-20,3,2.47244
715093703,azimuth,-19.5,0.542571,0.0150139
715093703,azimuth,-19,0.55464,0.0270827
715093703,azimuth,-18.5,0.585035,0.0574786
715093703,azimuth,-18,0.6183,0.0907431
715093703,azimuth,-17.5,0.648527,0.12097
715093703,azimuth,-17,0.702726,0.175169
715093703,azimuth,-16.5,0.74427,0.216713
715093703,azimuth,-16,0.781023,0.253466
715093703,azimuth,-15.5,0.831399,0.303842
715093703,azimuth,-15,0.867833,0.340276
715093703,azimuth,-14.5,0.909333,0.381777
715093703,azimuth,-14,0.942269,0.414712
715093703,azimuth,-13.5,0.969814,0.442257
715093703,azimuth,-13,1.00076,0.473199
715093703,azimuth,-12.5,1.02467,0.497114
715093703,azimuth,-12,1.04433,0.516777
715093703,azimuth,-11.5,1.06057,0.533011
715093703,azimuth,-11,1.07384,0.546286
715093703,azimuth,-10.5,1.07723,0.549676
715093703,azimuth,-10,1.07935,0.551791
715093703,azimuth,-9.5,1.08502,0.557467
715093703,azimuth,-9,1.09144,0.563885
715093703,azimuth,-8.5,1.10244,0.574886
715093703,azimuth,-8,1.11901,0.59145
715093703,azimuth,-7.5,1.13852,0.610963
715093703,azimuth,-7,1.15904,0.631484
715093703,azimuth,-6.5,1.18313,0.655577
715093703,azimuth,-6,1.20648,0.678919
715093703,azimuth,-5.5,1.22794,0.700384
715093703,azimuth,-5,1.24685,0.719296
715093703,azimuth,-4.5,1.25125,0.723692
715093703,azimuth,-4,1.23315,0.70559
715093703,azimuth,-3.5,1.23161,0.704055
715093703,azimuth,-3,1.2195,0.691942
715093703,azimuth,-2.5,1.18598,0.658425
715093703,azimuth,-2,1.17196,0.644407
715093703,azimuth,-1.5,1.14916,0.621601
715093703,azimuth,-1,1.11768,0.590126
715093703,azimuth,-0.5,1.10802,0.580464
715093703,azimuth,0,1.09131,0.563751
715093703,azimuth,0.5,1.08523,0.557672
715093703,azimuth,1,1.09582,0.56826
715093703,azimuth,1.5,1.112,0.584439
715093703,azimuth,2,1.13652,0.608967
715093703,azimuth,2.5,1.15841,0.630855
715093703,azimuth,3,1.18082,0.653263
715093703,azimuth,3.5,1.20086,0.673307
715093703,azimuth,4,1.23978,0.712219
