ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
754829445,interior_v1_rf_size_translation,-15.9999,-0.0148106,0,0,0,0,1.05286,0.762945,0.289912,-0.0528574,0.339453,2.5,2.5,False,0
755434585,interior_v1_rf_size_translation,18.6643,13.3339,0,0,0,0,1.54653,0.644223,0.902309,-0.544536,0.566237,3,2.5,False,0
756029989,interior_v1_rf_size_translation,13.3333,-8.66124,0,0,0,0,1.17963,0.257207,0.922424,-0.179631,0.843911,3,2,False,0
757216464,interior_v1_rf_size_translation,17.3503,-7.24015e-05,0,0,0,0,1.46963,0.735948,0.733677,-0.469626,0.384464,3.5,1,False,0
757970808,interior_v1_rf_size_translation,-20,6.31344,0,0,0,0,1.07066,0.520606,0.550055,-0.0685906,0.655338,1,2,True,0
758798717,interior_v1_rf_size_translation,-2.66188,1.33306,0,0,0,0,0.736507,0.654673,0.0818345,0.263493,0.348872,3,1,False,0
759883607,interior_v1_rf_size_translation,-19.9997,5.33824,0,0,0,0,1.37574,0.61149,0.764246,-0.375737,0.559904,0,4,True,0
760345702,interior_v1_rf_size_translation,13.3365,5.33372,0,0,0,0,1.07316,0.487076,0.586086,-0.0731625,0.595448,1.5,2,False,0
760693773,interior_v1_rf_size_translation,-19.6695,-17.3333,0,0,0,0,1.48865,0.635021,0.853625,-0.488647,0.639912,1.5,1.5,True,0
761418226,interior_v1_rf_size_translation,10.6987,-13.3354,0,0,0,0,0.695044,0.447592,0.247452,0.309629,0.669327,0,5,False,0
762120172,interior_v1_rf_size_translation,-17.3362,-18.959,0,0,0,0,1.13292,0.591769,0.541154,-0.132611,0.672225,2,1.5,False,0
762602078,interior_v1_rf_size_translation,14.7209,-5.3338,0,0,0,0,0.70291,0.339425,0.363485,0.29709,0.758637,4.5,3.5,False,0
763673393,interior_v1_rf_size_translation,-15.2087,-19.1621,0,0,0,0,0.964729,0.528906,0.435824,0.0386968,0.710491,3,1.5,False,0
773418906,interior_v1_rf_size_translation,-6.66727,-0.00226925,0,0,0,0,1.10419,0.823339,0.280854,-0.10389,0.194442,0,0.5,False,0
791319847,interior_v1_rf_size_translation,9.33391,5.33287,0,0,0,0,0.696686,0.513659,0.183026,0.30457,0.532565,4,1.5,False,0
797828357,interior_v1_rf_size_translation,-17.3406,-1.334,0,0,0,0,1.1821,0.991502,0.190595,-0.182098,0.129488,6.5,0,False,0
798911424,interior_v1_rf_size_translation,-19.1833,11.9998,0,0,0,0,1.31682,1.01643,0.300384,-0.315132,0.188366,1,2,False,0
799864342,interior_v1_rf_size_translation,-18.6683,-1.39471,0,0,0,0,1.36946,0.598269,0.771188,-0.369457,0.541912,2.5,0.5,False,0
715093703,interior_v1_rf_size_translation,2.83928,1.34248,0,0,0,0,0.298573,0.182311,0.116262,0.701427,0.821634,3.5,2,False,1
719161530,interior_v1_rf_size_translation,-12.0276,5.50666,0,0,0,0,0.6586,0.16922,0.48938,0.348297,0.900774,2.5,5,False,1
721123822,interior_v1_rf_size_translation,-7.99984,-9.33355,0,0,0,0,0.524603,0.349629,0.174974,0.476597,0.710816,6,8,False,1
732592105,interior_v1_rf_size_translation,18.6674,-2.69202,0,0,0,0,1.63115,1.28112,0.350026,-0.631145,-0.138831,1.5,2.5,False,1
737581020,interior_v1_rf_size_translation,-18.6663,15.6632,0,0,0,0,1.59971,0.596851,1.00286,-0.599714,0.640657,3,3,False,1
739448407,interior_v1_rf_size_translation,3.40195,12.0003,0,0,0,0,0.847986,0.263827,0.584159,0.152014,0.798406,1.5,4,False,1
742951821,interior_v1_rf_size_translation,-5.33343,1.32262,0,0,0,0,0.876715,0.549706,0.32701,0.127843,0.462372,0,1.5,False,1
744228101,interior_v1_rf_size_translation,14.6664,12.0075,0,0,0,0,1.72373,0.555153,1.16858,-0.723734,0.588561,,0,False,1
746083955,interior_v1_rf_size_translation,16.0049,5.33361,0,0,0,0,0.467127,0.215725,0.251403,0.532873,0.898117,1.5,5.5,False,1
750332458,interior_v1_rf_size_translation,-0.0393697,-5.33346,0,0,0,0,0.240149,0.15826,0.0818893,0.759851,0.853119,15.5,4.5,False,1
750749662,interior_v1_rf_size_translation,14.6577,19.9999,0,0,0,0,1.29323,0.612008,0.68122,-0.293227,0.63393,10.5,0,True,1
751348571,interior_v1_rf_size_translation,-4.01399,2.66682,0,0,0,0,0.273015,0.133669,0.139346,0.727297,0.875621,3,2,False,1
754312389,interior_v1_rf_size_translation,19.9991,0.00251552,0,0,0,0,1.24947,0.584351,0.665122,-0.249205,0.575636,0,2,True,1
754829445,interior_v1_rf_size_translation,3.99896,1.33449,0,0,0,0,0.217877,0.125886,0.0919913,0.782123,0.881223,3,1,False,1
755434585,interior_v1_rf_size_translation,18.3342,4.01711,0,0,0,0,0.871363,0.583978,0.287384,0.128927,0.556933,7,4.5,False,1
756029989,interior_v1_rf_size_translation,20,-14.6718,0,0,0,0,1.04456,0.456166,0.58839,-0.0437991,0.789939,1,5,True,1
757216464,interior_v1_rf_size_translation,-4.00823,-5.33369,0,0,0,0,0.45009,0.139268,0.310822,0.54991,0.878538,4.5,1.5,False,1
757970808,interior_v1_rf_size_translation,-18.6668,4.57959,0,0,0,0,1.37149,0.404114,0.967374,-0.369645,0.743655,1.5,5,False,1
758798717,interior_v1_rf_size_translation,17.3251,-2.66701,0,0,0,0,0.711532,0.32965,0.381882,0.288468,0.793259,5,2,False,1
759883607,interior_v1_rf_size_translation,14.6592,-1.33348,0,0,0,0,0.836943,0.334398,0.502545,0.163057,0.75227,3.5,2,False,1
760345702,interior_v1_rf_size_translation,3.99996,3.93255,0,0,0,0,0.549182,0.410047,0.139134,0.450818,0.602539,2.5,6,False,1
760693773,interior_v1_rf_size_translation,-4.04028,-14.4095,0,0,0,0,1.24053,0.635197,0.605336,-0.240533,0.454386,2.5,3.5,False,1
761418226,interior_v1_rf_size_translation,-12.4839,17.3334,0,0,0,0,1.76151,0.731679,1.02983,-0.760712,0.450839,1.5,2,False,1
762120172,interior_v1_rf_size_translation,-2.66511,2.67165,0,0,0,0,0.189889,0.133646,0.0562427,0.81097,0.87205,13,3,False,1
762602078,interior_v1_rf_size_translation,-19.9998,17.3279,0,0,0,0,1.63371,0.749248,0.884462,-0.63371,0.530851,,0,True,1
763673393,interior_v1_rf_size_translation,-19.9942,-17.3286,0,0,0,0,1.69578,0.790899,0.904886,-0.695034,0.48912,,,True,1
773418906,interior_v1_rf_size_translation,6.5588,-2.6667,0,0,0,0,0.308435,0.200234,0.108201,0.691565,0.819817,6.5,2,False,1
791319847,interior_v1_rf_size_translation,-1.33338,16.029,0,0,0,0,0.688943,0.465638,0.223305,0.311635,0.637844,5.5,5,False,1
797828357,interior_v1_rf_size_translation,-1.56708,-18.6683,0,0,0,0,1.10311,0.409814,0.693291,-0.10215,0.730571,5,1,False,1
798911424,interior_v1_rf_size_translation,19.9998,-5.33858,0,0,0,0,0.981448,0.392403,0.589045,0.0188298,0.778994,1,2,True,1
799864342,interior_v1_rf_size_translation,-19.9982,-1.3369,0,0,0,0,0.789961,0.629889,0.160072,0.210039,0.530796,40,3,True,1
