ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
715093703,interior_v1_rf_size_translation,-6.33073,-12.0001,0,0,0,0,0.705349,0.32547,0.379879,0.295192,0.748162,5.5,2.5,False,0
719161530,interior_v1_rf_size_translation,-4.36972,13.3333,0,0,0,0,1.63716,0.436201,1.20096,-0.635783,0.642548,2,0,False,0
721123822,interior_v1_rf_size_translation,17.973,8.00103,0,0,0,0,1.44591,0.451765,0.994146,-0.444161,0.703052,3.5,1.5,False,0
732592105,interior_v1_rf_size_translation,-13.3449,-10.6666,0,0,0,0,1.32463,0.693718,0.630907,-0.324626,0.423027,5,3,False,0
737581020,interior_v1_rf_size_translation,-18.6668,-17.3347,0,0,0,0,1.50903,0.699015,0.810016,-0.509031,0.56056,2.5,4,False,0
739448407,interior_v1_rf_size_translation,8.18343,-8.00004,0,0,0,0,1.04444,0.405231,0.639213,-0.0444437,0.647157,1,0.5,False,0
742951821,interior_v1_rf_size_translation,-9.33435,-0.00154821,0,0,0,0,0.865738,0.541008,0.32473,0.135496,0.493844,0,1,False,0
744228101,interior_v1_rf_size_translation,9.33353,-13.3772,0,0,0,0,1.11214,0.198053,0.914091,-0.112143,0.908374,7.5,6,False,0
746083955,interior_v1_rf_size_translation,-12.7506,1.33155,0,0,0,0,0.957518,0.306764,0.650754,0.0424819,0.758977,1,0.5,False,0
750332458,interior_v1_rf_size_translation,3.85215,-1.33335,0,0,0,0,0.819549,0.533086,0.286463,0.180451,0.473561,3,0.5,False,0
750749662,interior_v1_rf_size_translation,15.0289,18.7459,0,0,0,0,1.11519,0.612437,0.502749,-0.115186,0.618475,5,2.5,False,0
751348571,interior_v1_rf_size_translation,-14.9671,9.33336,0,0,0,0,1.34002,0.629483,0.710536,-0.339586,0.494967,4.5,0.5,False,0
754312389,interior_v1_rf_size_translation,14.9585,-20,0,0,0,0,0.834718,0.56977,0.264948,0.16894,0.679733,2.5,1.5,True,0
