stimulus_presentation_id,stimulus_block,start_time,stop_time,frame,temporal_frequency,phase,color,y_position,orientation,stimulus_name,x_position,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1639,0.0,494.6446,494.89482,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,91,,,0,,False,6,train,1
1640,0.0,494.89482,495.14504,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021802,240,,,0,,False,6,train,0
1641,0.0,495.14504,495.39523,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,81,,,0,,False,5,test,2
1642,0.0,495.39523,495.64543,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,59,,,0,,False,3,train,0
1643,0.0,495.64543,495.89563,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,83,,,0,,False,9,train,2
1644,0.0,495.89563,496.14583,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019948,213,,,0,,False,7,train,2
1645,0.0,496.14583,496.39606,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,233,,,0,,False,9,train,0
1646,0.0,496.39606,496.64628,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,217,,,0,,False,5,test,0
1647,0.0,496.64628,496.8965,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,226,,,0,,False,4,train,0
1648,0.0,496.8965,497.14673,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,52,,,0,,False,7,train,1
1649,0.0,497.14673,497.39692,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019448,42,,,0,,False,3,train,1
1650,0.0,497.39692,497.64711,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,50,,,0,,False,9,train,1
1651,0.0,497.64711,497.89731,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,12,,,0,,False,6,train,0
1652,0.0,497.89731,498.1475,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019448,71,,,0,,False,8,test,0
1653,0.0,498.1475,498.39772,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25022052,75,,,0,,False,4,train,2
1654,0.0,498.39772,498.64794,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022052,137,,,0,,False,7,train,0
1655,0.0,498.64794,498.89816,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,43,,,0,,False,3,train,0
1656,0.0,498.89816,499.14839,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022052,56,,,0,,False,7,train,0
1657,0.0,499.14839,499.39858,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019948,195,,,0,,False,5,test,0
1658,0.0,499.39858,499.64878,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,180,,,0,,False,8,test,2
1659,0.0,499.64878,499.89898,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,37,,,0,,False,5,test,1
1660,0.0,499.89898,500.14918,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,184,,,0,,False,7,train,0
1661,0.0,500.14918,500.3994,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,8,,,0,,False,7,train,2
1662,0.0,500.3994,500.64961,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,47,,,0,,False,7,train,0
1663,0.0,500.64961,500.89983,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021552,217,,,0,,False,6,train,0
1664,0.0,500.89983,501.15005,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,66,,,0,,False,9,train,1
1665,0.0,501.15005,501.40024,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019948,19,,,0,,False,8,test,1
1666,0.0,501.40024,501.65044,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,52,,,0,,False,8,test,1
1667,0.0,501.65044,501.90064,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,205,,,0,,False,7,train,0
1668,0.0,501.90064,502.15084,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,242,,,0,,False,2,test,0
1669,0.0,502.15084,502.40106,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25022052,135,,,0,,False,6,train,2
1670,0.0,502.40106,502.65128,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022052,219,,,0,,False,8,test,1
1671,0.0,502.65128,502.9015,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022052,222,,,0,,False,9,train,0
1672,0.0,502.9015,503.15173,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022052,173,,,0,,False,9,train,0
1673,0.0,503.15173,503.40192,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,99,,,0,,False,4,train,0
1674,0.0,503.40192,503.65212,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,193,,,0,,False,6,train,2
1675,0.0,503.65212,503.90232,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,95,,,0,,False,6,train,0
1676,0.0,503.90232,504.15252,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,150,,,0,,False,6,train,2
1677,0.0,504.15252,504.40274,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,11,,,0,,False,6,train,0
1678,0.0,504.40274,504.65295,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,85,,,0,,False,7,train,1
1679,0.0,504.65295,504.90317,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,66,,,0,,False,10,train,1
1680,0.0,504.90317,505.15339,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,201,,,0,,False,5,test,1
1681,0.0,505.15339,505.40359,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,185,,,0,,False,9,train,2
1682,0.0,505.40359,505.65379,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,198,,,0,,False,9,train,1
1683,0.0,505.65379,505.90399,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,207,,,0,,False,11,test,2
1684,0.0,505.90399,506.15419,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,177,,,0,,False,6,train,0
1685,0.0,506.15419,506.40442,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,113,,,0,,False,4,train,1
1686,0.0,506.40442,506.65464,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,191,,,0,,False,7,train,1
1687,0.0,506.65464,506.90486,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,51,,,0,,False,4,train,2
1688,0.0,506.90486,507.15509,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,109,,,0,,False,6,train,0
1689,0.0,507.15509,507.40528,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019448,64,,,0,,False,4,train,1
1690,0.0,507.40528,507.65547,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,129,,,0,,False,6,train,2
1691,0.0,507.65547,507.90567,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019448,226,,,0,,False,5,test,0
1692,0.0,507.90567,508.15586,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,183,,,0,,False,8,test,1
1693,0.0,508.15586,508.40608,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,124,,,0,,False,7,train,1
1694,0.0,508.40608,508.65629,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,171,,,0,,False,5,test,2
1695,0.0,508.65629,508.90651,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,243,,,0,,False,4,train,2
1696,0.0,508.90651,509.15673,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,37,,,0,,False,6,train,1
1697,0.0,509.15673,509.40693,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,228,,,0,,False,8,test,0
1698,0.0,509.40693,509.65713,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,78,,,0,,False,9,train,2
1699,0.0,509.65713,509.90734,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,183,,,0,,False,9,train,1
1700,0.0,509.90734,510.15754,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020448,181,,,0,,False,8,test,0
1701,0.0,510.15754,510.40776,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021802,10,,,0,,False,4,train,0
1702,0.0,510.40776,510.65798,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,225,,,0,,False,5,test,0
1703,0.0,510.65798,510.9082,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,76,,,0,,False,7,train,2
1704,0.0,510.9082,511.15842,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,152,,,0,,False,7,train,2
1705,0.0,511.15842,511.40861,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,84,,,0,,False,8,test,2
1706,0.0,511.40861,511.65881,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,77,,,0,,False,7,train,1
1707,0.0,511.65881,511.90901,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,84,,,0,,False,9,train,2
1708,0.0,511.90901,512.15921,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019948,25,,,0,,False,8,test,0
1709,0.0,512.15921,512.40944,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022802,85,,,0,,False,8,test,1
1710,0.0,512.40944,512.65967,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022802,197,,,0,,False,5,test,0
1711,0.0,512.65967,512.9099,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022802,168,,,0,,False,7,train,1
1712,0.0,512.9099,513.16013,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022802,15,,,0,,False,6,train,0
1713,0.0,513.16013,513.41032,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019198,90,,,0,,False,4,train,2
1714,0.0,513.41032,513.66051,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,152,,,0,,False,8,test,2
1715,0.0,513.66051,513.9107,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019198,54,,,0,,False,7,train,2
1716,0.0,513.9107,514.16089,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,165,,,0,,False,6,train,2
1717,0.0,514.16089,514.4111,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021052,149,,,0,,False,7,train,1
1718,0.0,514.4111,514.66131,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021052,24,,,0,,False,9,train,0
1719,0.0,514.66131,514.91152,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021052,192,,,0,,False,4,train,2
1720,0.0,514.91152,515.16174,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021052,44,,,0,,False,6,train,1
1721,0.0,515.16174,515.41194,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,210,,,0,,False,6,train,2
1722,0.0,515.41194,515.66214,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020448,175,,,0,,False,6,train,2
1723,0.0,515.66214,515.91235,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,48,,,0,,False,7,train,1
1724,0.0,515.91235,516.16255,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,2,,,0,,False,4,train,0
1725,0.0,516.16255,516.41277,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022052,153,,,0,,False,4,train,1
1726,0.0,516.41277,516.66299,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022052,242,,,0,,False,3,train,0
1727,0.0,516.66299,516.91321,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022052,111,,,0,,False,4,train,0
1728,0.0,516.91321,517.16344,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,43,,,0,,False,4,train,0
1729,0.0,517.16344,517.41363,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,108,,,0,,False,7,train,1
1730,0.0,517.41363,517.66383,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,58,,,0,,False,7,train,2
1731,0.0,517.66383,517.91403,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,198,,,0,,False,10,train,1
1732,0.0,517.91403,518.16423,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,126,,,0,,False,7,train,0
1733,0.0,518.16423,518.41445,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021802,168,,,0,,False,8,test,1
1734,0.0,518.41445,518.66467,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021802,122,,,0,,False,6,train,2
1735,0.0,518.66467,518.91489,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,25,,,0,,False,9,train,0
1736,0.0,518.91489,519.16511,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,61,,,0,,False,2,test,1
1737,0.0,519.16511,519.4153,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019448,241,,,0,,False,7,train,0
1738,0.0,519.4153,519.66549,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,6,,,0,,False,7,train,2
1739,0.0,519.66549,519.91569,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,231,,,0,,False,6,train,1
1740,0.0,519.91569,520.16588,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,3,,,0,,False,7,train,0
1741,0.0,520.16588,520.4161,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,112,,,0,,False,7,train,2
1742,0.0,520.4161,520.66632,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021802,15,,,0,,False,7,train,0
1743,0.0,520.66632,520.91654,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,26,,,0,,False,9,train,0
1744,0.0,520.91654,521.16676,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021802,18,,,0,,False,6,train,2
1745,0.0,521.16676,521.41696,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,206,,,0,,False,10,train,2
1746,0.0,521.41696,521.66716,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,128,,,0,,False,10,train,1
1747,0.0,521.66716,521.91737,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,167,,,0,,False,6,train,1
1748,0.0,521.91737,522.16757,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020448,79,,,0,,False,5,test,0
1749,0.0,522.16757,522.41779,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,9,,,0,,False,5,test,1
1750,0.0,522.41779,522.668,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,30,,,0,,False,5,test,0
1751,0.0,522.668,522.91822,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,100,,,0,,False,7,train,1
1752,0.0,522.91822,523.16844,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,2,,,0,,False,5,test,0
1753,0.0,523.16844,523.41864,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,154,,,0,,False,8,test,0
1754,0.0,523.41864,523.66884,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,33,,,0,,False,8,test,1
1755,0.0,523.66884,523.91905,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,215,,,0,,False,6,train,0
1756,0.0,523.91905,524.16925,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020448,226,,,0,,False,6,train,0
1757,0.0,524.16925,524.41947,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,12,,,0,,False,7,train,0
1758,0.0,524.41947,524.66969,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,91,,,0,,False,7,train,1
1759,0.0,524.66969,524.91991,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021802,199,,,0,,False,5,test,2
1760,0.0,524.91991,525.17013,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,201,,,0,,False,6,train,1
1761,0.0,525.17013,525.42032,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,108,,,0,,False,8,test,1
1762,0.0,525.42032,525.67052,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,65,,,0,,False,6,train,2
1763,0.0,525.67052,525.92072,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,133,,,0,,False,7,train,1
1764,0.0,525.92072,526.17092,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,215,,,0,,False,7,train,0
1765,0.0,526.17092,526.42115,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022552,216,,,0,,False,7,train,2
1766,0.0,526.42115,526.67137,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022552,69,,,0,,False,6,train,0
1767,0.0,526.67137,526.9216,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022552,222,,,0,,False,10,train,0
1768,0.0,526.9216,527.17183,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022552,109,,,0,,False,7,train,0
1769,0.0,527.17183,527.42202,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,238,,,0,,False,4,train,2
1770,0.0,527.42202,527.67221,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,52,,,0,,False,9,train,1
1771,0.0,527.67221,527.9224,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,34,,,0,,False,5,test,1
1772,0.0,527.9224,528.17259,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019198,146,,,0,,False,7,train,1
1773,0.0,528.17259,528.42281,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021302,70,,,0,,False,4,train,1
1774,0.0,528.42281,528.67302,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021302,88,,,0,,False,8,test,2
1775,0.0,528.67302,528.92323,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,73,,,0,,False,9,train,1
