stimulus_presentation_id,stimulus_block,start_time,stop_time,frame,temporal_frequency,phase,color,y_position,orientation,stimulus_name,x_position,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.818986,85.052505,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.23351951,1,,,0,,False,0,train,1
2,0.0,85.052505,85.302704,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019947,2,,,0,,False,0,train,0
3,0.0,85.302704,85.552904,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019947,3,,,0,,False,0,train,0
4,0.0,85.552904,85.803103,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019947,4,,,0,,False,0,train,2
5,0.0,85.803103,86.053326,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,5,,,0,,False,0,train,2
6,0.0,86.053326,86.303549,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,6,,,0,,False,0,train,2
7,0.0,86.303549,86.553772,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,7,,,0,,False,0,train,2
8,0.0,86.553772,86.803996,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,8,,,0,,False,0,train,2
9,0.0,86.803996,87.054187,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,9,,,0,,False,0,train,1
10,0.0,87.054187,87.304379,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019198,10,,,0,,False,0,train,0
11,0.0,87.304379,87.554571,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,11,,,0,,False,0,train,0
12,0.0,87.554571,87.804763,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,12,,,0,,False,0,train,0
13,0.0,87.804763,88.054994,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25023052,13,,,0,,False,0,train,0
14,0.0,88.054994,88.305224,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25023052,14,,,0,,False,0,train,1
15,0.0,88.305224,88.555455,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25023052,15,,,0,,False,0,train,0
16,0.0,88.555455,88.805686,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25023052,16,,,0,,False,0,train,0
17,0.0,88.805686,89.055877,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,17,,,0,,False,0,train,2
18,0.0,89.055877,89.306069,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,7,,,0,,False,1,train,2
19,0.0,89.306069,89.556261,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,18,,,0,,False,0,train,2
20,0.0,89.556261,89.806453,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,16,,,0,,False,1,train,0
21,0.0,89.806453,90.056676,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,19,,,0,,False,0,train,1
22,0.0,90.056676,90.306899,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,20,,,0,,False,0,train,2
23,0.0,90.306899,90.557122,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,21,,,0,,False,0,train,1
24,0.0,90.557122,90.807346,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,22,,,0,,False,0,train,0
25,0.0,90.807346,91.057537,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,23,,,0,,False,0,train,0
26,0.0,91.057537,91.307729,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,24,,,0,,False,0,train,0
27,0.0,91.307729,91.557921,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,25,,,0,,False,0,train,0
28,0.0,91.557921,91.808113,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,6,,,0,,False,1,train,2
29,0.0,91.808113,92.058344,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25023052,26,,,0,,False,0,train,0
30,0.0,92.058344,92.308574,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25023052,27,,,0,,False,0,train,1
31,0.0,92.308574,92.558805,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25023052,28,,,0,,False,0,train,2
32,0.0,92.558805,92.809036,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25023052,29,,,0,,False,0,train,0
33,0.0,92.809036,93.059227,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,30,,,0,,False,0,train,0
34,0.0,93.059227,93.309419,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019198,31,,,0,,False,0,train,1
35,0.0,93.309419,93.559611,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019198,32,,,0,,False,0,train,0
36,0.0,93.559611,93.809803,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019198,33,,,0,,False,0,train,1
37,0.0,93.809803,94.060016,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021302,34,,,0,,False,0,train,1
38,0.0,94.060016,94.310229,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,35,,,0,,False,0,train,1
39,0.0,94.310229,94.560442,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021302,36,,,0,,False,0,train,1
40,0.0,94.560442,94.810656,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021302,37,,,0,,False,0,train,1
41,0.0,94.810656,95.060855,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,38,,,0,,False,0,train,0
42,0.0,95.060855,95.311054,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019948,39,,,0,,False,0,train,1
43,0.0,95.311054,95.561254,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019948,40,,,0,,False,0,train,1
44,0.0,95.561254,95.811453,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019948,20,,,0,,False,1,train,2
45,0.0,95.811453,96.061676,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,41,,,0,,False,0,train,2
46,0.0,96.061676,96.311899,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,42,,,0,,False,0,train,1
47,0.0,96.311899,96.562122,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,43,,,0,,False,0,train,0
48,0.0,96.562122,96.812346,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,44,,,0,,False,0,train,1
49,0.0,96.812346,97.06254,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019448,45,,,0,,False,0,train,0
50,0.0,97.06254,97.312734,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,46,,,0,,False,0,train,0
51,0.0,97.312734,97.562929,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019448,47,,,0,,False,0,train,0
52,0.0,97.562929,97.813123,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,48,,,0,,False,0,train,1
53,0.0,97.813123,98.063349,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022552,49,,,0,,False,0,train,2
54,0.0,98.063349,98.313574,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022552,50,,,0,,False,0,train,1
55,0.0,98.313574,98.5638,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022552,51,,,0,,False,0,train,2
56,0.0,98.5638,98.814026,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022552,52,,,0,,False,0,train,1
57,0.0,98.814026,99.06422,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,53,,,0,,False,0,train,1
58,0.0,99.06422,99.314414,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019448,40,,,0,,False,1,train,1
59,0.0,99.314414,99.564609,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,49,,,0,,False,1,train,2
60,0.0,99.564609,99.814803,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019448,54,,,0,,False,0,train,2
61,0.0,99.814803,100.06502,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,55,,,0,,False,0,train,1
62,0.0,100.06502,100.31523,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021552,56,,,0,,False,0,train,0
63,0.0,100.31523,100.56545,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,57,,,0,,False,0,train,2
64,0.0,100.56545,100.81567,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,58,,,0,,False,0,train,2
65,0.0,100.81567,101.06587,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020198,59,,,0,,False,0,train,0
66,0.0,101.06587,101.31607,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,60,,,0,,False,0,train,1
67,0.0,101.31607,101.56627,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,11,,,0,,False,1,train,0
68,0.0,101.56627,101.81647,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,61,,,0,,False,0,train,1
69,0.0,101.81647,102.06669,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021802,62,,,0,,False,0,train,2
70,0.0,102.06669,102.31691,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021802,63,,,0,,False,0,train,2
71,0.0,102.31691,102.56713,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,64,,,0,,False,0,train,1
72,0.0,102.56713,102.81735,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,65,,,0,,False,0,train,2
73,0.0,102.81735,103.06754,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019698,66,,,0,,False,0,train,1
74,0.0,103.06754,103.31774,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019698,18,,,0,,False,1,train,2
75,0.0,103.31774,103.56794,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019698,67,,,0,,False,0,train,0
76,0.0,103.56794,103.81813,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019698,68,,,0,,False,0,train,0
77,0.0,103.81813,104.06836,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022552,69,,,0,,False,0,train,0
78,0.0,104.06836,104.31858,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022552,70,,,0,,False,0,train,1
79,0.0,104.31858,104.56881,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022552,71,,,0,,False,0,train,0
80,0.0,104.56881,104.81904,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25022552,72,,,0,,False,0,train,2
81,0.0,104.81904,105.06923,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,73,,,0,,False,0,train,1
82,0.0,105.06923,105.31942,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,74,,,0,,False,0,train,2
83,0.0,105.31942,105.56961,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,75,,,0,,False,0,train,2
84,0.0,105.56961,105.8198,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,76,,,0,,False,0,train,2
85,0.0,105.8198,106.07003,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022802,77,,,0,,False,0,train,1
86,0.0,106.07003,106.32026,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022802,78,,,0,,False,0,train,2
87,0.0,106.32026,106.57049,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022802,79,,,0,,False,0,train,0
88,0.0,106.57049,106.82072,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022802,80,,,0,,False,0,train,2
89,0.0,106.82072,107.07091,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,50,,,0,,False,1,train,1
90,0.0,107.07091,107.3211,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019198,81,,,0,,False,0,train,2
91,0.0,107.3211,107.57129,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,82,,,0,,False,0,train,1
92,0.0,107.57129,107.82148,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019198,54,,,0,,False,1,train,2
93,0.0,107.82148,108.0717,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022052,36,,,0,,False,1,train,1
94,0.0,108.0717,108.32192,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022052,83,,,0,,False,0,train,2
95,0.0,108.32192,108.57214,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,84,,,0,,False,0,train,2
96,0.0,108.57214,108.82237,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022052,79,,,0,,False,1,train,0
97,0.0,108.82237,109.07256,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019698,77,,,0,,False,1,train,1
98,0.0,109.07256,109.32276,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019698,85,,,0,,False,0,train,1
99,0.0,109.32276,109.57296,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25019698,4,,,0,,False,1,train,2
100,0.0,109.57296,109.82315,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019698,27,,,0,,False,1,train,1
101,0.0,109.82315,110.07337,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,86,,,0,,False,0,train,1
102,0.0,110.07337,110.32358,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,87,,,0,,False,0,train,0
103,0.0,110.32358,110.5738,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,88,,,0,,False,0,train,2
104,0.0,110.5738,110.82402,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,89,,,0,,False,0,train,2
105,0.0,110.82402,111.07422,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,90,,,0,,False,0,train,2
106,0.0,111.07422,111.32442,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020198,91,,,0,,False,0,train,1
107,0.0,111.32442,111.57462,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,92,,,0,,False,0,train,0
108,0.0,111.57462,111.82482,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,66,,,0,,False,1,train,1
109,0.0,111.82482,112.07504,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,93,,,0,,False,0,train,1
110,0.0,112.07504,112.32526,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022052,94,,,0,,False,0,train,0
111,0.0,112.32526,112.57548,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022052,95,,,0,,False,0,train,0
112,0.0,112.57548,112.82571,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,96,,,0,,False,0,train,1
113,0.0,112.82571,113.0759,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,97,,,0,,False,0,train,1
114,0.0,113.0759,113.32609,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,6,,,0,,False,2,test,2
115,0.0,113.32609,113.57629,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019448,98,,,0,,False,0,train,2
116,0.0,113.57629,113.82648,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019448,99,,,0,,False,0,train,0
117,0.0,113.82648,114.07671,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,19,,,0,,False,1,train,1
118,0.0,114.07671,114.32693,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,100,,,0,,False,0,train,1
119,0.0,114.32693,114.57715,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,36,,,0,,False,2,test,1
120,0.0,114.57715,114.82738,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,101,,,0,,False,0,train,1
121,0.0,114.82738,115.07757,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019698,35,,,0,,False,1,train,1
122,0.0,115.07757,115.32777,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019698,102,,,0,,False,0,train,1
123,0.0,115.32777,115.57797,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25019698,103,,,0,,False,0,train,1
124,0.0,115.57797,115.82816,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019698,104,,,0,,False,0,train,1
125,0.0,115.82816,116.07839,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25022302,105,,,0,,False,0,train,2
126,0.0,116.07839,116.32861,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,106,,,0,,False,0,train,2
127,0.0,116.32861,116.57883,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,8,,,0,,False,1,train,2
128,0.0,116.57883,116.82906,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25022302,107,,,0,,False,0,train,2
129,0.0,116.82906,117.07925,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25019448,97,,,0,,False,1,train,1
130,0.0,117.07925,117.32944,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019448,108,,,0,,False,0,train,1
131,0.0,117.32944,117.57964,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25019448,109,,,0,,False,0,train,0
132,0.0,117.57964,117.82983,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019448,64,,,0,,False,1,train,1
133,0.0,117.82983,118.08006,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022302,106,,,0,,False,1,train,2
134,0.0,118.08006,118.33028,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022302,110,,,0,,False,0,train,2
135,0.0,118.33028,118.5805,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25022302,52,,,0,,False,1,train,1
136,0.0,118.5805,118.83073,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25022302,111,,,0,,False,0,train,0
137,0.0,118.83073,119.08092,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25019198,112,,,0,,False,0,train,2
138,0.0,119.08092,119.33111,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25019198,113,,,0,,False,0,train,1
