ecephys_session_id,role,ccf_band,cells,pairs,moment_real,moment_imag,anisotropy_magnitude,anisotropy_axis_deg
760345702,trace point-localizing candidate,all_0_300um,92,4099,0.2387305974935219,0.28243872755545996,0.36981607996781496,24.896960708220682
760345702,trace point-localizing candidate,near_0_100um,92,2696,0.10514254207987014,0.2030457450967266,0.22865373112394677,31.31183254516005
760345702,trace point-localizing candidate,middle_100_200um,92,1268,0.33919802627501366,0.31298578395678744,0.46153591624911455,21.349217857754162
760345702,trace point-localizing candidate,far_200_300um,92,135,0.6318227215501587,0.6049745754814346,0.8747537873287498,21.878215047246933
798911424,trace annular-ambiguity candidate,all_0_300um,127,7862,0.15342935450638673,-0.2777990284800433,0.31735290616079503,-30.54398966533872
798911424,trace annular-ambiguity candidate,near_0_100um,127,5487,0.12167032418287942,-0.19590008950641738,0.2306090042808158,-29.078132054940777
798911424,trace annular-ambiguity candidate,middle_100_200um,127,2123,0.19548837895476062,-0.33545767638867935,0.3882622296263854,-29.88422644542532
798911424,trace annular-ambiguity candidate,far_200_300um,127,252,0.2379669532778907,-0.711496555216049,0.7502370418318907,-35.75349313774627
