stimulus_presentation_id,stimulus_block,start_time,stop_time,coherence,frame,temporal_frequency,spatial_frequency,contrast,y_position,x_position,stimulus_name,color,size,phase,Dir,Speed,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2142,0.0,611.05675,611.30696,null,null,4.0,0.08,0.8,-20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,199,,,0,,False,8,test,1
2143,0.0,611.30696,611.55717,null,null,4.0,0.08,0.8,-10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,183,,,0,,False,9,train,2
2144,0.0,611.55717,611.80739,null,null,4.0,0.08,0.8,-40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,197,,,0,,False,8,test,2
2145,0.0,611.80739,612.05759,null,null,4.0,0.08,0.8,20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,176,,,0,,False,5,test,1
2146,0.0,612.05759,612.3078,null,null,4.0,0.08,0.8,40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,11,,,0,,False,8,test,2
2147,0.0,612.3078,612.558,null,null,4.0,0.08,0.8,20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,91,,,0,,False,10,train,1
2148,0.0,612.558,612.8082,null,null,4.0,0.08,0.8,10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,6,,,0,,False,7,train,1
2149,0.0,612.8082,613.05842,null,null,4.0,0.08,0.8,-30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,41,,,0,,False,9,train,1
2150,0.0,613.05842,613.30863,null,null,4.0,0.08,0.8,20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,176,,,0,,False,6,train,1
2151,0.0,613.30863,613.55884,null,null,4.0,0.08,0.8,20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,172,,,0,,False,9,train,1
2152,0.0,613.55884,613.80906,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,113,,,0,,False,10,train,1
2153,0.0,613.80906,614.05926,null,null,4.0,0.08,0.8,-30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,163,,,0,,False,11,test,1
2154,0.0,614.05926,614.30947,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020562,137,,,0,,False,6,train,2
2155,0.0,614.30947,614.55968,null,null,4.0,0.08,0.8,30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,178,,,0,,False,9,train,1
2156,0.0,614.55968,614.80988,null,null,4.0,0.08,0.8,-30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,102,,,0,,False,10,train,1
2157,0.0,614.80988,615.0601,null,null,4.0,0.08,0.8,-30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,30,,,0,,False,9,train,0
2158,0.0,615.0601,615.31031,null,null,4.0,0.08,0.8,-10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,192,,,0,,False,10,train,1
2159,0.0,615.31031,615.56052,null,null,4.0,0.08,0.8,20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,73,,,0,,False,6,train,2
2160,0.0,615.56052,615.81074,null,null,4.0,0.08,0.8,-20.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,152,,,0,,False,8,test,1
2161,0.0,615.81074,616.06094,null,null,4.0,0.08,0.8,40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,156,,,0,,False,9,train,1
2162,0.0,616.06094,616.31115,null,null,4.0,0.08,0.8,40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,189,,,0,,False,8,test,2
2163,0.0,616.31115,616.56135,null,null,4.0,0.08,0.8,10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,67,,,0,,False,10,train,2
2164,0.0,616.56135,616.81155,null,null,4.0,0.08,0.8,0.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,215,,,0,,False,11,test,2
2165,0.0,616.81155,617.06177,null,null,4.0,0.08,0.8,0.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,227,,,0,,False,8,test,2
2166,0.0,617.06177,617.31198,null,null,4.0,0.08,0.8,-20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,51,,,0,,False,9,train,0
2167,0.0,617.31198,617.56219,null,null,4.0,0.08,0.8,-10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,190,,,0,,False,8,test,2
2168,0.0,617.56219,617.81241,null,null,4.0,0.08,0.8,10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,16,,,0,,False,9,train,0
2169,0.0,617.81241,618.06261,null,null,4.0,0.08,0.8,-20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,78,,,0,,False,7,train,2
2170,0.0,618.06261,618.31282,null,null,4.0,0.08,0.8,30.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,219,,,0,,False,7,train,1
2171,0.0,618.31282,618.56302,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,130,,,0,,False,7,train,0
2172,0.0,618.56302,618.81322,null,null,4.0,0.08,0.8,-30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,22,,,0,,False,8,test,1
2173,0.0,618.81322,619.06343,null,null,4.0,0.08,0.8,10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,6,,,0,,False,8,test,1
2174,0.0,619.06343,619.31364,null,null,4.0,0.08,0.8,30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,224,,,0,,False,7,train,2
2175,0.0,619.31364,619.56385,null,null,4.0,0.08,0.8,20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,176,,,0,,False,7,train,1
2176,0.0,619.56385,619.81406,null,null,4.0,0.08,0.8,20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,132,,,0,,False,11,test,0
2177,0.0,619.81406,620.06427,null,null,4.0,0.08,0.8,0.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,214,,,0,,False,11,test,2
2178,0.0,620.06427,620.31448,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,168,,,0,,False,10,train,0
2179,0.0,620.31448,620.56468,null,null,4.0,0.08,0.8,30.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,10,,,0,,False,9,train,2
2180,0.0,620.56468,620.81489,null,null,4.0,0.08,0.8,-20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,78,,,0,,False,8,test,2
2181,0.0,620.81489,621.0651,null,null,4.0,0.08,0.8,0.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,90,,,0,,False,11,test,1
2182,0.0,621.0651,621.31532,null,null,4.0,0.08,0.8,30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,32,,,0,,False,9,train,0
2183,0.0,621.31532,621.56553,null,null,4.0,0.08,0.8,-30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,1,,,0,,False,9,train,0
2184,0.0,621.56553,621.81574,null,null,4.0,0.08,0.8,10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,109,,,0,,False,5,test,0
2185,0.0,621.81574,622.06595,null,null,4.0,0.08,0.8,-30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,1,,,0,,False,10,train,0
2186,0.0,622.06595,622.31616,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,110,,,0,,False,8,test,1
2187,0.0,622.31616,622.56636,null,null,4.0,0.08,0.8,30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,31,,,0,,False,10,train,0
2188,0.0,622.56636,622.81657,null,null,4.0,0.08,0.8,-40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,47,,,0,,False,12,train,2
2189,0.0,622.81657,623.06679,null,null,4.0,0.08,0.8,-30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,33,,,0,,False,5,test,1
2190,0.0,623.06679,623.317,null,null,4.0,0.08,0.8,-20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,134,,,0,,False,10,train,0
2191,0.0,623.317,623.56721,null,null,4.0,0.08,0.8,10.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,85,,,0,,False,7,train,0
2192,0.0,623.56721,623.81743,null,null,4.0,0.08,0.8,10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,25,,,0,,False,14,test,2
2193,0.0,623.81743,624.06763,null,null,4.0,0.08,0.8,30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,32,,,0,,False,10,train,0
2194,0.0,624.06763,624.31784,null,null,4.0,0.08,0.8,30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,143,,,0,,False,7,train,0
2195,0.0,624.31784,624.56804,null,null,4.0,0.08,0.8,0.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,84,,,0,,False,6,train,2
2196,0.0,624.56804,624.81824,null,null,4.0,0.08,0.8,10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,76,,,0,,False,8,test,0
2197,0.0,624.81824,625.06845,null,null,4.0,0.08,0.8,20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,153,,,0,,False,9,train,0
2198,0.0,625.06845,625.31866,null,null,4.0,0.08,0.8,40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,145,,,0,,False,5,test,0
2199,0.0,625.31866,625.56887,null,null,4.0,0.08,0.8,-40.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,71,,,0,,False,8,test,2
2200,0.0,625.56887,625.81908,null,null,4.0,0.08,0.8,10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,46,,,0,,False,5,test,1
2201,0.0,625.81908,626.06929,null,null,4.0,0.08,0.8,-10.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,237,,,0,,False,8,test,1
2202,0.0,626.06929,626.3195,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,112,,,0,,False,6,train,2
2203,0.0,626.3195,626.5697,null,null,4.0,0.08,0.8,20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,172,,,0,,False,10,train,1
2204,0.0,626.5697,626.81991,null,null,4.0,0.08,0.8,20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,54,,,0,,False,6,train,2
2205,0.0,626.81991,627.07012,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,201,,,0,,False,7,train,0
2206,0.0,627.07012,627.32034,null,null,4.0,0.08,0.8,-30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,5,,,0,,False,10,train,0
2207,0.0,627.32034,627.57055,null,null,4.0,0.08,0.8,20.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021188,98,,,0,,False,6,train,2
2208,0.0,627.57055,627.82076,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,171,,,0,,False,9,train,1
2209,0.0,627.82076,628.07096,null,null,4.0,0.08,0.8,-10.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,89,,,0,,False,11,test,0
2210,0.0,628.07096,628.32117,null,null,4.0,0.08,0.8,0.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,198,,,0,,False,8,test,1
2211,0.0,628.32117,628.57137,null,null,4.0,0.08,0.8,10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,46,,,0,,False,6,train,1
2212,0.0,628.57137,628.82157,null,null,4.0,0.08,0.8,-40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,74,,,0,,False,8,test,0
2213,0.0,628.82157,629.07179,null,null,4.0,0.08,0.8,-20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021938,101,,,0,,False,6,train,0
2214,0.0,629.07179,629.32201,null,null,4.0,0.08,0.8,-40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021938,159,,,0,,False,8,test,1
2215,0.0,629.32201,629.57223,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021938,137,,,0,,False,7,train,2
2216,0.0,629.57223,629.82245,null,null,4.0,0.08,0.8,30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021938,19,,,0,,False,8,test,1
2217,0.0,629.82245,630.07265,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,130,,,0,,False,8,test,0
2218,0.0,630.07265,630.32285,null,null,4.0,0.08,0.8,0.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,208,,,0,,False,8,test,1
2219,0.0,630.32285,630.57305,null,null,4.0,0.08,0.8,-20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020062,230,,,0,,False,7,train,2
2220,0.0,630.57305,630.82325,null,null,4.0,0.08,0.8,10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,58,,,0,,False,12,train,0
2221,0.0,630.82325,631.07347,null,null,4.0,0.08,0.8,-30.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,69,,,0,,False,7,train,2
2222,0.0,631.07347,631.32369,null,null,4.0,0.08,0.8,30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,82,,,0,,False,6,train,2
2223,0.0,631.32369,631.5739,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021688,97,,,0,,False,9,train,0
2224,0.0,631.5739,631.82412,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,112,,,0,,False,7,train,2
2225,0.0,631.82412,632.07432,null,null,4.0,0.08,0.8,-30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,38,,,0,,False,10,train,0
2226,0.0,632.07432,632.32453,null,null,4.0,0.08,0.8,-10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,126,,,0,,False,9,train,0
2227,0.0,632.32453,632.57473,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,130,,,0,,False,9,train,0
2228,0.0,632.57473,632.82493,null,null,4.0,0.08,0.8,0.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,242,,,0,,False,8,test,2
2229,0.0,632.82493,633.07514,null,null,4.0,0.08,0.8,-30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,22,,,0,,False,9,train,1
2230,0.0,633.07514,633.32535,null,null,4.0,0.08,0.8,30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020688,236,,,0,,False,9,train,2
2231,0.0,633.32535,633.57555,null,null,4.0,0.08,0.8,10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020688,188,,,0,,False,10,train,0
2232,0.0,633.57555,633.82576,null,null,4.0,0.08,0.8,40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020688,145,,,0,,False,6,train,0
2233,0.0,633.82576,634.07597,null,null,4.0,0.08,0.8,10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021312,174,,,0,,False,10,train,1
2234,0.0,634.07597,634.32619,null,null,4.0,0.08,0.8,20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021312,73,,,0,,False,7,train,2
2235,0.0,634.32619,634.5764,null,null,4.0,0.08,0.8,20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021312,80,,,0,,False,8,test,0
2236,0.0,634.5764,634.82661,null,null,4.0,0.08,0.8,40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021312,147,,,0,,False,7,train,0
2237,0.0,634.82661,635.07682,null,null,4.0,0.08,0.8,-20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,45,,,0,,False,10,train,1
2238,0.0,635.07682,635.32703,null,null,4.0,0.08,0.8,-30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,209,,,0,,False,7,train,2
2239,0.0,635.32703,635.57724,null,null,4.0,0.08,0.8,-10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,103,,,0,,False,11,test,2
2240,0.0,635.57724,635.82745,null,null,4.0,0.08,0.8,-30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,77,,,0,,False,9,train,1
2241,0.0,635.82745,636.07765,null,null,4.0,0.08,0.8,-20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020562,223,,,0,,False,8,test,2
2242,0.0,636.07765,636.32786,null,null,4.0,0.08,0.8,10.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020562,141,,,0,,False,8,test,0
2243,0.0,636.32786,636.57807,null,null,4.0,0.08,0.8,-40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,202,,,0,,False,6,train,1
2244,0.0,636.57807,636.82827,null,null,4.0,0.08,0.8,-30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020562,30,,,0,,False,10,train,0
2245,0.0,636.82827,637.07849,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,137,,,0,,False,8,test,2
2246,0.0,637.07849,637.3287,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,150,,,0,,False,9,train,2
2247,0.0,637.3287,637.57891,null,null,4.0,0.08,0.8,-20.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,119,,,0,,False,8,test,0
2248,0.0,637.57891,637.82913,null,null,4.0,0.08,0.8,-20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,129,,,0,,False,7,train,2
2249,0.0,637.82913,638.07934,null,null,4.0,0.08,0.8,10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,16,,,0,,False,10,train,0
2250,0.0,638.07934,638.32955,null,null,4.0,0.08,0.8,-30.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,59,,,0,,False,7,train,1
2251,0.0,638.32955,638.57975,null,null,4.0,0.08,0.8,20.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,125,,,0,,False,8,test,0
2252,0.0,638.57975,638.82996,null,null,4.0,0.08,0.8,20.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,60,,,0,,False,5,test,0
2253,0.0,638.82996,639.08017,null,null,4.0,0.08,0.8,40.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020688,28,,,0,,False,9,train,2
2254,0.0,639.08017,639.33038,null,null,4.0,0.08,0.8,40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020688,189,,,0,,False,9,train,2
2255,0.0,639.33038,639.58058,null,null,4.0,0.08,0.8,20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,146,,,0,,False,8,test,1
2256,0.0,639.58058,639.83079,null,null,4.0,0.08,0.8,10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,136,,,0,,False,7,train,1
2257,0.0,639.83079,640.081,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021062,37,,,0,,False,6,train,1
2258,0.0,640.081,640.33121,null,null,4.0,0.08,0.8,30.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021062,10,,,0,,False,10,train,2
2259,0.0,640.33121,640.58142,null,null,4.0,0.08,0.8,20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021062,80,,,0,,False,9,train,0
2260,0.0,640.58142,640.83163,null,null,4.0,0.08,0.8,-20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021062,223,,,0,,False,9,train,2
2261,0.0,640.83163,641.08184,null,null,4.0,0.08,0.8,10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,56,,,0,,False,9,train,1
2262,0.0,641.08184,641.33205,null,null,4.0,0.08,0.8,-10.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,108,,,0,,False,10,train,1
2263,0.0,641.33205,641.58225,null,null,4.0,0.08,0.8,-20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020688,186,,,0,,False,6,train,2
2264,0.0,641.58225,641.83246,null,null,4.0,0.08,0.8,20.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020688,221,,,0,,False,9,train,1
2265,0.0,641.83246,642.08267,null,null,4.0,0.08,0.8,-40.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021062,138,,,0,,False,12,train,0
2266,0.0,642.08267,642.33288,null,null,4.0,0.08,0.8,20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021062,65,,,0,,False,8,test,0
2267,0.0,642.33288,642.58309,null,null,4.0,0.08,0.8,0.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021062,204,,,0,,False,10,train,1
2268,0.0,642.58309,642.8333,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021062,112,,,0,,False,8,test,2
2269,0.0,642.8333,643.08351,null,null,4.0,0.08,0.8,-10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,18,,,0,,False,10,train,2
2270,0.0,643.08351,643.33372,null,null,4.0,0.08,0.8,10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,21,,,0,,False,10,train,2
2271,0.0,643.33372,643.58393,null,null,4.0,0.08,0.8,30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,143,,,0,,False,8,test,0
