stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,contrast,coherence,x_position,size,temporal_frequency,orientation,phase,Dir,spatial_frequency,y_position,frame,color,Speed,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
723,0.0,249.22183,249.47203,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020452,196,,,0,,False,3,train,2
724,0.0,249.47203,249.72223,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020452,23,,,0,,False,1,train,0
725,0.0,249.72223,249.97244,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020548,214,,,0,,False,1,train,0
726,0.0,249.97244,250.22265,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020548,43,,,0,,False,4,train,1
727,0.0,250.22265,250.47285,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020548,191,,,0,,False,2,test,1
728,0.0,250.47285,250.72306,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020548,128,,,0,,False,3,train,0
729,0.0,250.72306,250.97327,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,175,,,0,,False,4,train,0
730,0.0,250.97327,251.22348,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021202,152,,,0,,False,3,train,0
731,0.0,251.22348,251.47369,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021202,94,,,0,,False,5,test,1
732,0.0,251.47369,251.7239,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021202,17,,,0,,False,4,train,1
733,0.0,251.7239,251.97412,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25022048,177,,,0,,False,4,train,2
734,0.0,251.97412,252.22435,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25022048,92,,,0,,False,3,train,0
735,0.0,252.22435,252.47457,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25022048,98,,,0,,False,4,train,1
736,0.0,252.47457,252.72479,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25022048,114,,,0,,False,2,test,2
737,0.0,252.72479,252.97498,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25019702,148,,,0,,False,3,train,0
738,0.0,252.97498,253.22518,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019702,44,,,0,,False,6,train,0
739,0.0,253.22518,253.47538,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019702,236,,,0,,False,2,test,0
740,0.0,253.47538,253.72557,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019702,92,,,0,,False,4,train,0
741,0.0,253.72557,253.97578,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021048,212,,,0,,False,2,test,2
742,0.0,253.97578,254.226,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021048,27,,,0,,False,1,train,1
743,0.0,254.226,254.47621,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021048,146,,,0,,False,2,test,2
744,0.0,254.47621,254.72642,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021048,2,,,0,,False,6,train,2
745,0.0,254.72642,254.97663,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,189,,,0,,False,4,train,1
746,0.0,254.97663,255.22684,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020952,228,,,0,,False,3,train,0
747,0.0,255.22684,255.47704,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020952,1,,,0,,False,2,test,2
748,0.0,255.47704,255.72725,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,179,,,0,,False,4,train,1
749,0.0,255.72725,255.97747,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021798,68,,,0,,False,2,test,1
750,0.0,255.97747,256.22769,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021798,8,,,0,,False,6,train,1
751,0.0,256.22769,256.47791,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021798,176,,,0,,False,1,train,1
752,0.0,256.47791,256.72813,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021798,71,,,0,,False,2,test,1
753,0.0,256.72813,256.97833,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,132,,,0,,False,6,train,1
754,0.0,256.97833,257.22853,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020202,149,,,0,,False,2,test,1
755,0.0,257.22853,257.47873,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020202,47,,,0,,False,3,train,2
756,0.0,257.47873,257.72893,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020202,148,,,0,,False,4,train,0
757,0.0,257.72893,257.97914,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020798,62,,,0,,False,6,train,1
758,0.0,257.97914,258.22935,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020798,229,,,0,,False,2,test,0
759,0.0,258.22935,258.47956,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020798,218,,,0,,False,3,train,2
760,0.0,258.47956,258.72977,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020798,194,,,0,,False,2,test,1
761,0.0,258.72977,258.97998,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020952,228,,,0,,False,4,train,0
762,0.0,258.97998,259.23019,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,102,,,0,,False,4,train,0
763,0.0,259.23019,259.48039,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,69,,,0,,False,3,train,2
764,0.0,259.48039,259.7306,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020952,160,,,0,,False,3,train,0
765,0.0,259.7306,259.98082,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,191,,,0,,False,3,train,1
766,0.0,259.98082,260.23103,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,28,,,0,,False,2,test,2
767,0.0,260.23103,260.48124,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021298,81,,,0,,False,3,train,1
768,0.0,260.48124,260.73146,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,169,,,0,,False,4,train,1
769,0.0,260.73146,260.98166,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020452,102,,,0,,False,5,test,0
770,0.0,260.98166,261.23187,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020452,80,,,0,,False,3,train,0
771,0.0,261.23187,261.48207,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020452,66,,,0,,False,5,test,2
772,0.0,261.48207,261.73227,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020452,227,,,0,,False,2,test,2
773,0.0,261.73227,261.98249,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021298,57,,,0,,False,1,train,1
774,0.0,261.98249,262.2327,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021298,181,,,0,,False,3,train,1
775,0.0,262.2327,262.48291,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021298,214,,,0,,False,2,test,0
776,0.0,262.48291,262.73313,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021298,96,,,0,,False,2,test,1
777,0.0,262.73313,262.98333,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020702,109,,,0,,False,5,test,0
778,0.0,262.98333,263.23354,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,235,,,0,,False,2,test,1
779,0.0,263.23354,263.48375,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020702,99,,,0,,False,3,train,1
780,0.0,263.48375,263.73395,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,85,,,0,,False,2,test,2
781,0.0,263.73395,263.98417,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021298,209,,,0,,False,3,train,1
782,0.0,263.98417,264.23438,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,28,,,0,,False,3,train,2
783,0.0,264.23438,264.48459,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021298,119,,,0,,False,4,train,0
784,0.0,264.48459,264.73481,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021298,139,,,0,,False,3,train,1
785,0.0,264.73481,264.98501,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25019952,139,,,0,,False,4,train,1
786,0.0,264.98501,265.23521,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25019952,136,,,0,,False,2,test,1
787,0.0,265.23521,265.4854,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25019952,239,,,0,,False,1,train,2
788,0.0,265.4854,265.7356,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25019952,91,,,0,,False,1,train,2
789,0.0,265.7356,265.98582,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021548,112,,,0,,False,3,train,2
790,0.0,265.98582,266.23604,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021548,210,,,0,,False,2,test,1
791,0.0,266.23604,266.48625,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,98,,,0,,False,5,test,1
792,0.0,266.48625,266.73647,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021548,209,,,0,,False,4,train,1
793,0.0,266.73647,266.98667,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020702,146,,,0,,False,3,train,2
794,0.0,266.98667,267.23688,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,116,,,0,,False,5,test,2
795,0.0,267.23688,267.48709,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020702,229,,,0,,False,3,train,0
796,0.0,267.48709,267.73729,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,205,,,0,,False,5,test,0
797,0.0,267.73729,267.9875,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020798,200,,,0,,False,2,test,0
798,0.0,267.9875,268.23771,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020798,154,,,0,,False,2,test,1
799,0.0,268.23771,268.48792,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020798,119,,,0,,False,5,test,0
800,0.0,268.48792,268.73813,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020798,67,,,0,,False,2,test,0
801,0.0,268.73813,268.98834,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020952,119,,,0,,False,6,train,0
802,0.0,268.98834,269.23855,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020952,131,,,0,,False,2,test,0
803,0.0,269.23855,269.48875,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020952,14,,,0,,False,6,train,0
804,0.0,269.48875,269.73896,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020952,239,,,0,,False,2,test,2
805,0.0,269.73896,269.98918,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021798,43,,,0,,False,5,test,1
806,0.0,269.98918,270.2394,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021798,109,,,0,,False,6,train,0
807,0.0,270.2394,270.48962,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021798,67,,,0,,False,3,train,0
808,0.0,270.48962,270.73984,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021798,233,,,0,,False,2,test,2
809,0.0,270.73984,270.99004,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25019952,155,,,0,,False,2,test,2
810,0.0,270.99004,271.24024,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019952,55,,,0,,False,5,test,2
811,0.0,271.24024,271.49043,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019952,7,,,0,,False,5,test,0
812,0.0,271.49043,271.74063,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25019952,210,,,0,,False,3,train,1
813,0.0,271.74063,271.99084,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021048,14,,,0,,False,7,train,0
814,0.0,271.99084,272.24106,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021048,139,,,0,,False,5,test,1
815,0.0,272.24106,272.49127,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021048,61,,,0,,False,3,train,0
816,0.0,272.49127,272.74148,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021048,99,,,0,,False,4,train,1
817,0.0,272.74148,272.99168,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020702,185,,,0,,False,4,train,0
818,0.0,272.99168,273.24189,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020702,189,,,0,,False,5,test,1
819,0.0,273.24189,273.4921,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,193,,,0,,False,2,test,1
820,0.0,273.4921,273.7423,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020702,185,,,0,,False,5,test,0
821,0.0,273.7423,273.99252,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021298,213,,,0,,False,2,test,0
822,0.0,273.99252,274.24273,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021298,105,,,0,,False,5,test,1
823,0.0,274.24273,274.49294,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021298,228,,,0,,False,5,test,0
824,0.0,274.49294,274.74316,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,202,,,0,,False,1,train,1
825,0.0,274.74316,274.99337,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020952,224,,,0,,False,3,train,2
826,0.0,274.99337,275.24358,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020952,21,,,0,,False,4,train,0
827,0.0,275.24358,275.49378,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020952,144,,,0,,False,1,train,0
828,0.0,275.49378,275.74399,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020952,126,,,0,,False,5,test,0
829,0.0,275.74399,275.99421,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021548,190,,,0,,False,1,train,2
830,0.0,275.99421,276.24443,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021548,87,,,0,,False,2,test,0
831,0.0,276.24443,276.49464,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021548,126,,,0,,False,6,train,0
832,0.0,276.49464,276.74486,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021548,146,,,0,,False,4,train,2
833,0.0,276.74486,276.99506,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020202,234,,,0,,False,3,train,0
834,0.0,276.99506,277.24526,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020202,50,,,0,,False,7,train,2
835,0.0,277.24526,277.49546,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020202,195,,,0,,False,2,test,0
836,0.0,277.49546,277.74566,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020202,164,,,0,,False,2,test,1
837,0.0,277.74566,277.99587,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020548,165,,,0,,False,3,train,0
838,0.0,277.99587,278.24608,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020548,62,,,0,,False,7,train,1
839,0.0,278.24608,278.49628,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020548,104,,,0,,False,4,train,2
840,0.0,278.49628,278.74649,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020548,210,,,0,,False,4,train,1
841,0.0,278.74649,278.9967,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021202,26,,,0,,False,4,train,0
842,0.0,278.9967,279.24691,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021202,65,,,0,,False,3,train,2
843,0.0,279.24691,279.49712,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021202,166,,,0,,False,1,train,2
844,0.0,279.49712,279.74733,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021202,231,,,0,,False,2,test,2
845,0.0,279.74733,279.99755,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021548,204,,,0,,False,2,test,0
846,0.0,279.99755,280.24777,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,228,,,0,,False,6,train,0
847,0.0,280.24777,280.49798,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,174,,,0,,False,4,train,2
848,0.0,280.49798,280.7482,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021548,8,,,0,,False,7,train,1
849,0.0,280.7482,280.9984,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020202,11,,,0,,False,2,test,1
850,0.0,280.9984,281.2486,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,168,,,0,,False,2,test,0
851,0.0,281.2486,281.4988,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,191,,,0,,False,4,train,1
852,0.0,281.4988,281.749,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,128,,,0,,False,4,train,0
