stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,contrast,coherence,x_position,size,temporal_frequency,orientation,phase,Dir,spatial_frequency,y_position,frame,color,Speed,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,68.587616,68.82114,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.23352429,1,,,0,,False,0,train,2
2,0.0,68.82114,69.071345,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020459,2,,,0,,False,0,train,2
3,0.0,69.071345,69.321549,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020459,3,,,0,,False,0,train,2
4,0.0,69.321549,69.571754,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020459,4,,,0,,False,0,train,1
5,0.0,69.571754,69.821965,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021048,5,,,0,,False,0,train,1
6,0.0,69.821965,70.072175,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021048,6,,,0,,False,0,train,1
7,0.0,70.072175,70.322386,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021048,7,,,0,,False,0,train,0
8,0.0,70.322386,70.572596,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021048,8,,,0,,False,0,train,1
9,0.0,70.572596,70.822803,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020702,9,,,0,,False,0,train,1
10,0.0,70.822803,71.07301,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,10,,,0,,False,0,train,2
11,0.0,71.07301,71.323217,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,11,,,0,,False,0,train,1
12,0.0,71.323217,71.573424,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,12,,,0,,False,0,train,2
13,0.0,71.573424,71.823637,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021298,13,,,0,,False,0,train,0
14,0.0,71.823637,72.07385,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021298,14,,,0,,False,0,train,0
15,0.0,72.07385,72.324063,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021298,5,,,0,,False,1,train,1
16,0.0,72.324063,72.574276,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021298,10,,,0,,False,1,train,2
17,0.0,72.574276,72.824481,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020452,4,,,0,,False,1,train,1
18,0.0,72.824481,73.074685,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020452,15,,,0,,False,0,train,2
19,0.0,73.074685,73.32489,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020452,16,,,0,,False,0,train,1
20,0.0,73.32489,73.575094,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020452,17,,,0,,False,0,train,1
21,0.0,73.575094,73.825307,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,18,,,0,,False,0,train,1
22,0.0,73.825307,74.07552,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021298,19,,,0,,False,0,train,0
23,0.0,74.07552,74.325733,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021298,20,,,0,,False,0,train,1
24,0.0,74.325733,74.575946,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021298,21,,,0,,False,0,train,0
25,0.0,74.575946,74.826151,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020452,22,,,0,,False,0,train,0
26,0.0,74.826151,75.076355,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020452,23,,,0,,False,0,train,0
27,0.0,75.076355,75.32656,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020452,24,,,0,,False,0,train,2
28,0.0,75.32656,75.576764,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020452,25,,,0,,False,0,train,2
29,0.0,75.576764,75.826977,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021298,26,,,0,,False,0,train,0
30,0.0,75.826977,76.07719,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,27,,,0,,False,0,train,1
31,0.0,76.07719,76.327403,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,28,,,0,,False,0,train,2
32,0.0,76.327403,76.577616,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021298,29,,,0,,False,0,train,2
33,0.0,76.577616,76.827823,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020702,30,,,0,,False,0,train,0
34,0.0,76.827823,77.07803,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020702,31,,,0,,False,0,train,0
35,0.0,77.07803,77.328237,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020702,32,,,0,,False,0,train,1
36,0.0,77.328237,77.578444,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020702,8,,,0,,False,1,train,1
37,0.0,77.578444,77.82866,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021548,33,,,0,,False,0,train,0
38,0.0,77.82866,78.078875,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021548,34,,,0,,False,0,train,2
39,0.0,78.078875,78.329091,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021548,35,,,0,,False,0,train,2
40,0.0,78.329091,78.579306,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021548,36,,,0,,False,0,train,2
41,0.0,78.579306,78.829508,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020202,37,,,0,,False,0,train,1
42,0.0,78.829508,79.07971,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020202,38,,,0,,False,0,train,1
43,0.0,79.07971,79.329912,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020202,39,,,0,,False,0,train,0
44,0.0,79.329912,79.580114,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020202,40,,,0,,False,0,train,2
45,0.0,79.580114,79.830322,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020798,8,,,0,,False,2,test,1
46,0.0,79.830322,80.08053,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020798,10,,,0,,False,2,test,2
47,0.0,80.08053,80.330738,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020798,41,,,0,,False,0,train,2
48,0.0,80.330738,80.580946,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020798,42,,,0,,False,0,train,0
49,0.0,80.580946,80.831153,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020702,43,,,0,,False,0,train,1
50,0.0,80.831153,81.08136,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020702,44,,,0,,False,0,train,0
51,0.0,81.08136,81.331567,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,45,,,0,,False,0,train,1
52,0.0,81.331567,81.581774,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020702,34,,,0,,False,1,train,2
53,0.0,81.581774,81.831982,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020798,46,,,0,,False,0,train,1
54,0.0,81.831982,82.08219,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020798,47,,,0,,False,0,train,2
55,0.0,82.08219,82.332398,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020798,48,,,0,,False,0,train,2
56,0.0,82.332398,82.582606,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020798,49,,,0,,False,0,train,0
57,0.0,82.582606,82.832818,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,44,,,0,,False,1,train,0
58,0.0,82.832818,83.08303,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021202,50,,,0,,False,0,train,2
59,0.0,83.08303,83.333242,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021202,51,,,0,,False,0,train,1
60,0.0,83.333242,83.583454,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021202,52,,,0,,False,0,train,2
61,0.0,83.583454,83.833665,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021048,45,,,0,,False,1,train,1
62,0.0,83.833665,84.083875,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021048,53,,,0,,False,0,train,2
63,0.0,84.083875,84.334086,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021048,54,,,0,,False,0,train,1
64,0.0,84.334086,84.584296,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021048,55,,,0,,False,0,train,2
65,0.0,84.584296,84.834503,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020702,56,,,0,,False,0,train,1
66,0.0,84.834503,85.08471,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020702,57,,,0,,False,0,train,1
67,0.0,85.08471,85.334917,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,58,,,0,,False,0,train,2
68,0.0,85.334917,85.585124,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,59,,,0,,False,0,train,1
69,0.0,85.585124,85.83534,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021548,1,,,0,,False,1,train,2
70,0.0,85.83534,86.085555,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021548,60,,,0,,False,0,train,0
71,0.0,86.085555,86.335771,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021548,61,,,0,,False,0,train,0
72,0.0,86.335771,86.585986,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021548,62,,,0,,False,0,train,1
73,0.0,86.585986,86.836186,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019952,40,,,0,,False,1,train,2
74,0.0,86.836186,87.086385,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25019952,63,,,0,,False,0,train,0
75,0.0,87.086385,87.336585,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25019952,14,,,0,,False,1,train,0
76,0.0,87.336585,87.586784,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25019952,26,,,0,,False,1,train,0
77,0.0,87.586784,87.837,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021548,64,,,0,,False,0,train,2
78,0.0,87.837,88.087215,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021548,65,,,0,,False,0,train,2
79,0.0,88.087215,88.337431,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021548,42,,,0,,False,1,train,0
80,0.0,88.337431,88.587646,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,4,,,0,,False,2,test,1
81,0.0,88.587646,88.837851,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020452,66,,,0,,False,0,train,2
82,0.0,88.837851,89.088055,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020452,67,,,0,,False,0,train,0
83,0.0,89.088055,89.33826,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020452,68,,,0,,False,0,train,1
84,0.0,89.33826,89.588464,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020452,69,,,0,,False,0,train,2
85,0.0,89.588464,89.838675,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021048,70,,,0,,False,0,train,0
86,0.0,89.838675,90.088885,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021048,71,,,0,,False,0,train,1
87,0.0,90.088885,90.339096,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021048,62,,,0,,False,1,train,1
88,0.0,90.339096,90.589306,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021048,36,,,0,,False,1,train,2
89,0.0,90.589306,90.839511,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020452,72,,,0,,False,0,train,2
90,0.0,90.839511,91.089715,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020452,73,,,0,,False,0,train,1
91,0.0,91.089715,91.33992,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020452,74,,,0,,False,0,train,0
92,0.0,91.33992,91.590124,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020452,75,,,0,,False,0,train,1
93,0.0,91.590124,91.840337,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021298,76,,,0,,False,0,train,1
94,0.0,91.840337,92.09055,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,77,,,0,,False,0,train,2
95,0.0,92.09055,92.340763,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021298,78,,,0,,False,0,train,2
96,0.0,92.340763,92.590976,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021298,31,,,0,,False,1,train,0
97,0.0,92.590976,92.841183,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020702,79,,,0,,False,0,train,2
98,0.0,92.841183,93.09139,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020702,80,,,0,,False,0,train,0
99,0.0,93.09139,93.341597,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,81,,,0,,False,0,train,1
100,0.0,93.341597,93.591804,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020702,82,,,0,,False,0,train,1
101,0.0,93.591804,93.842022,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021798,83,,,0,,False,0,train,0
102,0.0,93.842022,94.09224,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021798,84,,,0,,False,0,train,1
103,0.0,94.09224,94.342458,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021798,32,,,0,,False,1,train,1
104,0.0,94.342458,94.592676,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021798,85,,,0,,False,0,train,2
105,0.0,94.592676,94.842876,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019952,46,,,0,,False,1,train,1
106,0.0,94.842876,95.093075,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25019952,73,,,0,,False,1,train,1
107,0.0,95.093075,95.343275,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019952,17,,,0,,False,1,train,1
108,0.0,95.343275,95.593474,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25019952,8,,,0,,False,3,train,1
109,0.0,95.593474,95.843692,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021798,86,,,0,,False,0,train,2
110,0.0,95.843692,96.09391,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021798,87,,,0,,False,0,train,0
111,0.0,96.09391,96.344128,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021798,88,,,0,,False,0,train,0
112,0.0,96.344128,96.594346,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021798,89,,,0,,False,0,train,2
113,0.0,96.594346,96.844546,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25019952,90,,,0,,False,0,train,2
114,0.0,96.844546,97.094745,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25019952,91,,,0,,False,0,train,2
115,0.0,97.094745,97.344945,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019952,30,,,0,,False,1,train,0
116,0.0,97.344945,97.595144,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25019952,92,,,0,,False,0,train,0
117,0.0,97.595144,97.84536,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,58,,,0,,False,1,train,2
118,0.0,97.84536,98.095575,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021548,93,,,0,,False,0,train,0
119,0.0,98.095575,98.345791,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021548,94,,,0,,False,0,train,1
120,0.0,98.345791,98.596006,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021548,74,,,0,,False,1,train,0
121,0.0,98.596006,98.846208,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,95,,,0,,False,0,train,0
122,0.0,98.846208,99.09641,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020202,70,,,0,,False,1,train,0
123,0.0,99.09641,99.346612,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020202,96,,,0,,False,0,train,1
124,0.0,99.346612,99.596814,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020202,97,,,0,,False,0,train,1
125,0.0,99.596814,99.847032,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021798,5,,,0,,False,2,test,1
126,0.0,99.847032,100.09725,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021798,98,,,0,,False,0,train,1
127,0.0,100.09725,100.34747,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021798,99,,,0,,False,0,train,1
128,0.0,100.34747,100.59769,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021798,100,,,0,,False,0,train,2
129,0.0,100.59769,100.84789,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019952,5,,,0,,False,3,train,1
130,0.0,100.84789,101.09809,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25019952,41,,,0,,False,1,train,2
