stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,contrast,color,size,y_position,x_position,phase,spatial_frequency,stimulus_name,orientation,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2009,0.0,591.63435,591.88457,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021372,190,,,0,,False,8,test,0
2010,0.0,591.88457,592.13478,4.0,0.8,null,"[20.0, 20.0]",10.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021372,17,,,0,,False,9,train,0
2011,0.0,592.13478,592.38499,4.0,0.8,null,"[20.0, 20.0]",-10.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021372,136,,,0,,False,7,train,1
2012,0.0,592.38499,592.63521,4.0,0.8,null,"[20.0, 20.0]",-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021372,226,,,0,,False,7,train,2
2013,0.0,592.63521,592.88542,4.0,0.8,null,"[20.0, 20.0]",20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021128,203,,,0,,False,7,train,1
2014,0.0,592.88542,593.13563,4.0,0.8,null,"[20.0, 20.0]",30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021128,214,,,0,,False,8,test,0
2015,0.0,593.13563,593.38584,4.0,0.8,null,"[20.0, 20.0]",20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021128,107,,,0,,False,6,train,2
2016,0.0,593.38584,593.63605,4.0,0.8,null,"[20.0, 20.0]",-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021128,126,,,0,,False,8,test,1
2017,0.0,593.63605,593.88625,4.0,0.8,null,"[20.0, 20.0]",-30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,135,,,0,,False,6,train,2
2018,0.0,593.88625,594.13645,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,130,,,0,,False,7,train,2
2019,0.0,594.13645,594.38666,4.0,0.8,null,"[20.0, 20.0]",0.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,112,,,0,,False,11,test,2
2020,0.0,594.38666,594.63686,4.0,0.8,null,"[20.0, 20.0]",-20.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,198,,,0,,False,6,train,0
2021,0.0,594.63686,594.88707,4.0,0.8,null,"[20.0, 20.0]",-40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,205,,,0,,False,6,train,0
2022,0.0,594.88707,595.13729,4.0,0.8,null,"[20.0, 20.0]",10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,134,,,0,,False,10,train,1
2023,0.0,595.13729,595.38751,4.0,0.8,null,"[20.0, 20.0]",20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,174,,,0,,False,10,train,2
2024,0.0,595.38751,595.63772,4.0,0.8,null,"[20.0, 20.0]",10.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,201,,,0,,False,8,test,1
2025,0.0,595.63772,595.88793,4.0,0.8,null,"[20.0, 20.0]",40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020872,89,,,0,,False,7,train,2
2026,0.0,595.88793,596.13814,4.0,0.8,null,"[20.0, 20.0]",-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020872,210,,,0,,False,6,train,1
2027,0.0,596.13814,596.38835,4.0,0.8,null,"[20.0, 20.0]",30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020872,191,,,0,,False,9,train,0
2028,0.0,596.38835,596.63856,4.0,0.8,null,"[20.0, 20.0]",10.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020872,60,,,0,,False,10,train,2
2029,0.0,596.63856,596.88878,4.0,0.8,null,"[20.0, 20.0]",20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,241,,,0,,False,7,train,1
2030,0.0,596.88878,597.139,4.0,0.8,null,"[20.0, 20.0]",-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,211,,,0,,False,7,train,1
2031,0.0,597.139,597.38923,4.0,0.8,null,"[20.0, 20.0]",10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,23,,,0,,False,13,train,1
2032,0.0,597.38923,597.63945,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022378,91,,,0,,False,8,test,0
2033,0.0,597.63945,597.88964,4.0,0.8,null,"[20.0, 20.0]",-30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019122,51,,,0,,False,6,train,1
2034,0.0,597.88964,598.13983,4.0,0.8,null,"[20.0, 20.0]",30.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019122,70,,,0,,False,6,train,2
2035,0.0,598.13983,598.39003,4.0,0.8,null,"[20.0, 20.0]",10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019122,103,,,0,,False,8,test,2
2036,0.0,598.39003,598.64022,4.0,0.8,null,"[20.0, 20.0]",30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019122,172,,,0,,False,11,test,1
2037,0.0,598.64022,598.89044,4.0,0.8,null,"[20.0, 20.0]",10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,123,,,0,,False,8,test,1
2038,0.0,598.89044,599.14065,4.0,0.8,null,"[20.0, 20.0]",-30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,51,,,0,,False,7,train,1
2039,0.0,599.14065,599.39087,4.0,0.8,null,"[20.0, 20.0]",30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,175,,,0,,False,7,train,1
2040,0.0,599.39087,599.64109,4.0,0.8,null,"[20.0, 20.0]",0.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,65,,,0,,False,11,test,0
2041,0.0,599.64109,599.89129,4.0,0.8,null,"[20.0, 20.0]",20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,80,,,0,,False,5,test,0
2042,0.0,599.89129,600.14149,4.0,0.8,null,"[20.0, 20.0]",-40.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,116,,,0,,False,6,train,1
2043,0.0,600.14149,600.3917,4.0,0.8,null,"[20.0, 20.0]",-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,211,,,0,,False,8,test,1
2044,0.0,600.3917,600.6419,4.0,0.8,null,"[20.0, 20.0]",-20.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,198,,,0,,False,7,train,0
2045,0.0,600.6419,600.89212,4.0,0.8,null,"[20.0, 20.0]",20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022628,146,,,0,,False,9,train,1
2046,0.0,600.89212,601.14235,4.0,0.8,null,"[20.0, 20.0]",-40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022628,192,,,0,,False,5,test,2
2047,0.0,601.14235,601.39258,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022628,15,,,0,,False,11,test,2
2048,0.0,601.39258,601.6428,4.0,0.8,null,"[20.0, 20.0]",-20.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022628,198,,,0,,False,8,test,0
2049,0.0,601.6428,601.89299,4.0,0.8,null,"[20.0, 20.0]",0.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019122,65,,,0,,False,12,train,0
2050,0.0,601.89299,602.14318,4.0,0.8,null,"[20.0, 20.0]",30.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019122,71,,,0,,False,9,train,0
2051,0.0,602.14318,602.39338,4.0,0.8,null,"[20.0, 20.0]",-10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019122,75,,,0,,False,10,train,2
2052,0.0,602.39338,602.64357,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019122,208,,,0,,False,6,train,1
2053,0.0,602.64357,602.89378,4.0,0.8,null,"[20.0, 20.0]",20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,146,,,0,,False,10,train,1
2054,0.0,602.89378,603.14399,4.0,0.8,null,"[20.0, 20.0]",0.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,127,,,0,,False,6,train,1
2055,0.0,603.14399,603.39421,4.0,0.8,null,"[20.0, 20.0]",40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,47,,,0,,False,7,train,0
2056,0.0,603.39421,603.64442,4.0,0.8,null,"[20.0, 20.0]",-40.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,21,,,0,,False,8,test,1
2057,0.0,603.64442,603.89463,4.0,0.8,null,"[20.0, 20.0]",0.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,112,,,0,,False,12,train,2
2058,0.0,603.89463,604.14483,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,243,,,0,,False,5,test,1
2059,0.0,604.14483,604.39503,4.0,0.8,null,"[20.0, 20.0]",-40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,192,,,0,,False,6,train,2
2060,0.0,604.39503,604.64524,4.0,0.8,null,"[20.0, 20.0]",10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,229,,,0,,False,6,train,2
2061,0.0,604.64524,604.89545,4.0,0.8,null,"[20.0, 20.0]",0.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,199,,,0,,False,5,test,0
2062,0.0,604.89545,605.14567,4.0,0.8,null,"[20.0, 20.0]",20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,27,,,0,,False,10,train,0
2063,0.0,605.14567,605.39589,4.0,0.8,null,"[20.0, 20.0]",-40.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,212,,,0,,False,7,train,0
2064,0.0,605.39589,605.6461,4.0,0.8,null,"[20.0, 20.0]",30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,172,,,0,,False,12,train,1
2065,0.0,605.6461,605.8963,4.0,0.8,null,"[20.0, 20.0]",0.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019872,215,,,0,,False,6,train,2
2066,0.0,605.8963,606.1465,4.0,0.8,null,"[20.0, 20.0]",20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,203,,,0,,False,8,test,1
2067,0.0,606.1465,606.3967,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,213,,,0,,False,5,test,0
2068,0.0,606.3967,606.6469,4.0,0.8,null,"[20.0, 20.0]",-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,149,,,0,,False,9,train,0
2069,0.0,606.6469,606.89712,4.0,0.8,null,"[20.0, 20.0]",-10.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022378,90,,,0,,False,9,train,0
2070,0.0,606.89712,607.14734,4.0,0.8,null,"[20.0, 20.0]",-30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,35,,,0,,False,5,test,1
2071,0.0,607.14734,607.39757,4.0,0.8,null,"[20.0, 20.0]",-20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022378,147,,,0,,False,10,train,2
2072,0.0,607.39757,607.64779,4.0,0.8,null,"[20.0, 20.0]",30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,175,,,0,,False,8,test,1
2073,0.0,607.64779,607.89799,4.0,0.8,null,"[20.0, 20.0]",40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019622,72,,,0,,False,10,train,1
2074,0.0,607.89799,608.14818,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019622,91,,,0,,False,9,train,0
2075,0.0,608.14818,608.39838,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019622,153,,,0,,False,7,train,0
2076,0.0,608.39838,608.64858,4.0,0.8,null,"[20.0, 20.0]",-30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019622,135,,,0,,False,7,train,2
2077,0.0,608.64858,608.89879,4.0,0.8,null,"[20.0, 20.0]",30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,101,,,0,,False,6,train,1
2078,0.0,608.89879,609.14901,4.0,0.8,null,"[20.0, 20.0]",30.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,70,,,0,,False,7,train,2
2079,0.0,609.14901,609.39923,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,207,,,0,,False,10,train,2
2080,0.0,609.39923,609.64944,4.0,0.8,null,"[20.0, 20.0]",40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,117,,,0,,False,13,train,0
2081,0.0,609.64944,609.89964,4.0,0.8,null,"[20.0, 20.0]",10.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,201,,,0,,False,9,train,1
2082,0.0,609.89964,610.14984,4.0,0.8,null,"[20.0, 20.0]",-20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,33,,,0,,False,12,train,0
2083,0.0,610.14984,610.40005,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,87,,,0,,False,9,train,2
2084,0.0,610.40005,610.65025,4.0,0.8,null,"[20.0, 20.0]",20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,146,,,0,,False,11,test,1
2085,0.0,610.65025,610.90047,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,213,,,0,,False,6,train,0
2086,0.0,610.90047,611.15068,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,81,,,0,,False,9,train,1
2087,0.0,611.15068,611.4009,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,87,,,0,,False,10,train,2
2088,0.0,611.4009,611.65112,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,159,,,0,,False,9,train,2
2089,0.0,611.65112,611.90132,4.0,0.8,null,"[20.0, 20.0]",0.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,145,,,0,,False,6,train,2
2090,0.0,611.90132,612.15152,4.0,0.8,null,"[20.0, 20.0]",40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,113,,,0,,False,8,test,1
2091,0.0,612.15152,612.40173,4.0,0.8,null,"[20.0, 20.0]",0.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,41,,,0,,False,10,train,0
2092,0.0,612.40173,612.65193,4.0,0.8,null,"[20.0, 20.0]",-40.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,184,,,0,,False,9,train,2
2093,0.0,612.65193,612.90215,4.0,0.8,null,"[20.0, 20.0]",20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,80,,,0,,False,6,train,0
2094,0.0,612.90215,613.15236,4.0,0.8,null,"[20.0, 20.0]",-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,219,,,0,,False,3,train,2
2095,0.0,613.15236,613.40258,4.0,0.8,null,"[20.0, 20.0]",40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,178,,,0,,False,7,train,1
2096,0.0,613.40258,613.6528,4.0,0.8,null,"[20.0, 20.0]",20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,168,,,0,,False,8,test,2
2097,0.0,613.6528,613.903,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,216,,,0,,False,5,test,2
2098,0.0,613.903,614.1532,4.0,0.8,null,"[20.0, 20.0]",30.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,83,,,0,,False,6,train,1
2099,0.0,614.1532,614.40341,4.0,0.8,null,"[20.0, 20.0]",-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,167,,,0,,False,2,test,2
2100,0.0,614.40341,614.65361,4.0,0.8,null,"[20.0, 20.0]",30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,10,,,0,,False,9,train,2
2101,0.0,614.65361,614.90383,4.0,0.8,null,"[20.0, 20.0]",-40.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,21,,,0,,False,9,train,1
2102,0.0,614.90383,615.15404,4.0,0.8,null,"[20.0, 20.0]",30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,96,,,0,,False,10,train,0
2103,0.0,615.15404,615.40426,4.0,0.8,null,"[20.0, 20.0]",40.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,202,,,0,,False,7,train,2
2104,0.0,615.40426,615.65448,4.0,0.8,null,"[20.0, 20.0]",-20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,182,,,0,,False,8,test,1
2105,0.0,615.65448,615.90468,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019622,243,,,0,,False,6,train,1
2106,0.0,615.90468,616.15487,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019622,213,,,0,,False,7,train,0
2107,0.0,616.15487,616.40507,4.0,0.8,null,"[20.0, 20.0]",-40.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019622,116,,,0,,False,7,train,1
2108,0.0,616.40507,616.65527,4.0,0.8,null,"[20.0, 20.0]",-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019622,206,,,0,,False,5,test,1
2109,0.0,616.65527,616.90548,4.0,0.8,null,"[20.0, 20.0]",10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,79,,,0,,False,8,test,0
2110,0.0,616.90548,617.15569,4.0,0.8,null,"[20.0, 20.0]",-40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,120,,,0,,False,10,train,1
2111,0.0,617.15569,617.40591,4.0,0.8,null,"[20.0, 20.0]",10.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,36,,,0,,False,10,train,2
2112,0.0,617.40591,617.65612,4.0,0.8,null,"[20.0, 20.0]",-20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,147,,,0,,False,11,test,2
2113,0.0,617.65612,617.90633,4.0,0.8,null,"[20.0, 20.0]",10.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020622,201,,,0,,False,10,train,1
2114,0.0,617.90633,618.15653,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020622,87,,,0,,False,11,test,2
2115,0.0,618.15653,618.40674,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020622,240,,,0,,False,5,test,0
2116,0.0,618.40674,618.65695,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020622,88,,,0,,False,11,test,1
2117,0.0,618.65695,618.90716,4.0,0.8,null,"[20.0, 20.0]",-40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,119,,,0,,False,7,train,0
2118,0.0,618.90716,619.15738,4.0,0.8,null,"[20.0, 20.0]",-20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,176,,,0,,False,8,test,1
2119,0.0,619.15738,619.4076,4.0,0.8,null,"[20.0, 20.0]",10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,229,,,0,,False,7,train,2
2120,0.0,619.4076,619.65781,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,240,,,0,,False,6,train,0
2121,0.0,619.65781,619.90802,4.0,0.8,null,"[20.0, 20.0]",40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020622,89,,,0,,False,8,test,2
2122,0.0,619.90802,620.15822,4.0,0.8,null,"[20.0, 20.0]",0.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020622,162,,,0,,False,8,test,2
2123,0.0,620.15822,620.40843,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020622,87,,,0,,False,12,train,2
2124,0.0,620.40843,620.65864,4.0,0.8,null,"[20.0, 20.0]",10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020622,84,,,0,,False,8,test,1
2125,0.0,620.65864,620.90884,4.0,0.8,null,"[20.0, 20.0]",30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020378,175,,,0,,False,9,train,1
2126,0.0,620.90884,621.15904,4.0,0.8,null,"[20.0, 20.0]",-20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020378,52,,,0,,False,6,train,1
2127,0.0,621.15904,621.40925,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020378,232,,,0,,False,6,train,2
2128,0.0,621.40925,621.65945,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020378,64,,,0,,False,8,test,0
2129,0.0,621.65945,621.90966,4.0,0.8,null,"[20.0, 20.0]",-30.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021122,142,,,0,,False,7,train,2
2130,0.0,621.90966,622.15987,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021122,16,,,0,,False,4,train,0
2131,0.0,622.15987,622.41009,4.0,0.8,null,"[20.0, 20.0]",-30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021122,115,,,0,,False,7,train,1
2132,0.0,622.41009,622.6603,4.0,0.8,null,"[20.0, 20.0]",40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021122,9,,,0,,False,7,train,0
2133,0.0,622.6603,622.9105,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020378,39,,,0,,False,9,train,2
2134,0.0,622.9105,623.1607,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020378,181,,,0,,False,6,train,0
2135,0.0,623.1607,623.41091,4.0,0.8,null,"[20.0, 20.0]",20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020378,133,,,0,,False,7,train,2
2136,0.0,623.41091,623.66111,4.0,0.8,null,"[20.0, 20.0]",-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020378,243,,,0,,False,7,train,1
2137,0.0,623.66111,623.91133,4.0,0.8,null,"[20.0, 20.0]",30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021372,105,,,0,,False,7,train,0
2138,0.0,623.91133,624.16154,4.0,0.8,null,"[20.0, 20.0]",-20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021372,50,,,0,,False,6,train,0
2139,0.0,624.16154,624.41175,4.0,0.8,null,"[20.0, 20.0]",-20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021372,50,,,0,,False,7,train,0
2140,0.0,624.41175,624.66197,4.0,0.8,null,"[20.0, 20.0]",10.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021372,61,,,0,,False,4,train,1
2141,0.0,624.66197,624.91219,4.0,0.8,null,"[20.0, 20.0]",40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,94,,,0,,False,7,train,1
2142,0.0,624.91219,625.1624,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,190,,,0,,False,9,train,0
2143,0.0,625.1624,625.41262,4.0,0.8,null,"[20.0, 20.0]",-20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,194,,,0,,False,8,test,0
2144,0.0,625.41262,625.66284,4.0,0.8,null,"[20.0, 20.0]",-40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,44,,,0,,False,11,test,0
2145,0.0,625.66284,625.91304,4.0,0.8,null,"[20.0, 20.0]",10.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,231,,,0,,False,8,test,1
