start_time,stop_time,x_position,y_position,orientation,orientation_index,repeat,trial_split
89.8968273815905,90.13035585859859,10.0,-10.0,0.0,0,0,train
90.13035585859859,90.38056494110727,-30.0,20.0,90.0,2,0,train
90.38056494110727,90.63077402361596,20.0,-20.0,0.0,0,0,train
90.63077402361596,90.88098310612465,30.0,20.0,90.0,2,0,train
90.88098310612465,91.13119917499112,0.0,-40.0,90.0,2,0,train
91.13119917499112,91.38141524385756,30.0,30.0,45.0,1,0,train
91.38141524385756,91.63163131272405,0.0,10.0,90.0,2,0,train
91.63163131272405,91.8818473815905,-40.0,-20.0,0.0,0,0,train
91.8818473815905,92.13204881272405,-30.0,-30.0,0.0,0,0,train
92.13204881272405,92.38225024385757,10.0,-30.0,0.0,0,0,train
92.38225024385757,92.63245167499113,-20.0,40.0,90.0,2,0,train
92.63245167499113,92.88265310612465,0.0,0.0,90.0,2,0,train
92.88265310612465,93.13287167499114,20.0,-20.0,0.0,0,1,train
93.13287167499114,93.38309024385755,10.0,-10.0,0.0,0,1,train
93.38309024385755,93.63330881272405,10.0,10.0,0.0,0,0,train
93.63330881272405,93.8835273815905,20.0,-20.0,90.0,2,0,train
93.8835273815905,94.13372631272405,10.0,-40.0,0.0,0,0,train
94.13372631272405,94.38392524385758,20.0,-10.0,0.0,0,0,train
94.38392524385758,94.63412417499109,20.0,-10.0,90.0,2,0,train
94.63412417499109,94.88432310612465,40.0,-40.0,45.0,1,0,train
94.88432310612465,95.1345366749911,10.0,-10.0,0.0,0,2,test
95.1345366749911,95.38475024385755,-40.0,0.0,0.0,0,0,train
95.38475024385755,95.63496381272402,-10.0,-30.0,90.0,2,0,train
95.63496381272402,95.8851773815905,40.0,-30.0,45.0,1,0,train
95.8851773815905,96.13538131272405,-10.0,0.0,90.0,2,0,train
96.13538131272405,96.38558524385758,-40.0,-20.0,90.0,2,0,train
96.38558524385758,96.63578917499109,0.0,40.0,90.0,2,0,train
96.63578917499109,96.88599310612464,30.0,-30.0,0.0,0,0,train
96.88599310612464,97.1362016749911,20.0,10.0,45.0,1,0,train
97.1362016749911,97.38641024385755,-40.0,-10.0,45.0,1,0,train
97.38641024385755,97.63661881272402,10.0,10.0,45.0,1,0,train
97.63661881272402,97.88682738159048,40.0,-30.0,90.0,2,0,train
97.88682738159048,98.13703631272405,10.0,-30.0,90.0,2,0,train
98.13703631272405,98.38724524385758,-40.0,10.0,90.0,2,0,train
98.38724524385758,98.63745417499109,-20.0,-20.0,45.0,1,0,train
98.63745417499109,98.88766310612465,0.0,-40.0,0.0,0,0,train
98.88766310612465,99.13787167499109,-40.0,10.0,45.0,1,0,train
99.13787167499109,99.38808024385756,0.0,-40.0,45.0,1,0,train
99.38808024385756,99.63828881272406,40.0,30.0,0.0,0,0,train
99.63828881272406,99.8884973815905,-30.0,30.0,45.0,1,0,train
99.8884973815905,100.13870631272405,-30.0,0.0,90.0,2,0,train
100.13870631272405,100.38891524385755,-10.0,-40.0,45.0,1,0,train
100.38891524385755,100.63912417499112,40.0,20.0,90.0,2,0,train
100.63912417499112,100.88933310612465,-40.0,30.0,45.0,1,0,train
100.88933310612465,101.13954417499109,-40.0,-10.0,90.0,2,0,train
101.13954417499109,101.38975524385755,-20.0,-10.0,90.0,2,0,train
101.38975524385755,101.63996631272406,-40.0,20.0,0.0,0,0,train
101.63996631272406,101.89017738159048,-20.0,10.0,90.0,2,0,train
101.89017738159048,102.14038631272406,10.0,-40.0,45.0,1,0,train
102.14038631272406,102.39059524385758,10.0,-10.0,45.0,1,0,train
102.39059524385758,102.64080417499109,40.0,-40.0,45.0,1,1,train
102.64080417499109,102.89101310612465,30.0,0.0,0.0,0,0,train
102.89101310612465,103.14122667499109,20.0,10.0,45.0,1,1,train
103.14122667499109,103.39144024385756,-30.0,40.0,90.0,2,0,train
103.39144024385756,103.64165381272406,40.0,10.0,90.0,2,0,train
103.64165381272406,103.8918673815905,20.0,0.0,90.0,2,0,train
103.8918673815905,104.14207381272405,20.0,-30.0,90.0,2,0,train
104.14207381272405,104.39228024385756,40.0,-40.0,0.0,0,0,train
104.39228024385756,104.64248667499109,20.0,-20.0,45.0,1,0,train
104.64248667499109,104.89269310612465,0.0,-30.0,45.0,1,0,train
104.89269310612465,105.14289917499109,20.0,20.0,45.0,1,0,train
105.14289917499109,105.39310524385756,20.0,-40.0,45.0,1,0,train
105.39310524385756,105.64331131272405,-30.0,0.0,0.0,0,0,train
105.64331131272405,105.8935173815905,40.0,0.0,0.0,0,0,train
105.8935173815905,106.14372631272406,-30.0,0.0,45.0,1,0,train
106.14372631272406,106.39393524385756,20.0,10.0,45.0,1,2,test
106.39393524385756,106.64414417499113,-30.0,30.0,90.0,2,0,train
106.64414417499113,106.89435310612465,-20.0,-20.0,0.0,0,0,train
106.89435310612465,107.14455917499109,40.0,-40.0,0.0,0,1,train
107.14455917499109,107.39476524385755,-30.0,20.0,0.0,0,0,train
107.39476524385755,107.64497131272405,20.0,0.0,0.0,0,0,train
107.64497131272405,107.8951773815905,10.0,-40.0,90.0,2,0,train
107.8951773815905,108.14538881272405,-10.0,10.0,0.0,0,0,train
108.14538881272405,108.39560024385756,-10.0,30.0,0.0,0,0,train
108.39560024385756,108.64581167499114,30.0,10.0,90.0,2,0,train
108.64581167499114,108.89602310612464,0.0,-40.0,45.0,1,1,train
108.89602310612464,109.14622917499109,20.0,-40.0,45.0,1,1,train
109.14622917499109,109.39643524385755,30.0,-20.0,90.0,2,0,train
109.39643524385755,109.64664131272406,-40.0,-10.0,45.0,1,1,train
109.64664131272406,109.89684738159048,-20.0,10.0,45.0,1,0,train
109.89684738159048,110.14705881272405,-20.0,-40.0,0.0,0,0,train
110.14705881272405,110.39727024385758,10.0,10.0,90.0,2,0,train
110.39727024385758,110.64748167499113,30.0,40.0,90.0,2,0,train
110.64748167499113,110.89769310612465,-30.0,10.0,0.0,0,0,train
110.89769310612465,111.14790417499113,-40.0,20.0,0.0,0,1,train
111.14790417499113,111.39811524385756,-30.0,-40.0,90.0,2,0,train
111.39811524385756,111.64832631272405,40.0,40.0,0.0,0,0,train
111.64832631272405,111.8985373815905,10.0,30.0,0.0,0,0,train
111.8985373815905,112.14874381272405,-20.0,-30.0,90.0,2,0,train
112.14874381272405,112.39895024385756,-20.0,30.0,90.0,2,0,train
112.39895024385756,112.64915667499109,-10.0,-40.0,0.0,0,0,train
112.64915667499109,112.89936310612465,-20.0,10.0,90.0,2,1,train
112.89936310612465,113.1495766749911,40.0,-10.0,0.0,0,0,train
113.1495766749911,113.39979024385755,40.0,-20.0,45.0,1,0,train
113.39979024385755,113.65000381272402,-10.0,-10.0,45.0,1,0,train
113.65000381272402,113.9002173815905,-20.0,40.0,0.0,0,0,train
113.9002173815905,114.15042131272406,30.0,0.0,90.0,2,0,train
114.15042131272406,114.40062524385758,0.0,-20.0,0.0,0,0,train
114.40062524385758,114.65082917499109,-30.0,-10.0,90.0,2,0,train
114.65082917499109,114.90103310612464,20.0,0.0,0.0,0,1,train
114.90103310612464,115.15123917499109,40.0,40.0,90.0,2,0,train
115.15123917499109,115.40144524385755,0.0,10.0,0.0,0,0,train
115.40144524385755,115.65165131272406,-20.0,20.0,0.0,0,0,train
115.65165131272406,115.9018573815905,0.0,-40.0,90.0,2,1,train
115.9018573815905,116.15207131272406,-40.0,-30.0,0.0,0,0,train
116.15207131272406,116.40228524385758,-20.0,10.0,90.0,2,2,test
116.40228524385758,116.65249917499114,-30.0,10.0,90.0,2,0,train
116.65249917499114,116.90271310612465,40.0,-40.0,90.0,2,0,train
116.90271310612465,117.15292417499113,20.0,30.0,0.0,0,0,train
117.15292417499113,117.40313524385758,-40.0,0.0,45.0,1,0,train
117.40313524385758,117.65334631272405,10.0,-30.0,90.0,2,1,train
117.65334631272405,117.9035573815905,-20.0,10.0,0.0,0,0,train
117.9035573815905,118.15376131272406,-20.0,0.0,45.0,1,0,train
118.15376131272406,118.40396524385756,30.0,10.0,45.0,1,0,train
118.40396524385756,118.65416917499113,30.0,-30.0,90.0,2,0,train
118.65416917499113,118.90437310612465,-10.0,30.0,0.0,0,1,train
118.90437310612465,119.1545791749911,10.0,0.0,45.0,1,0,train
119.1545791749911,119.40478524385756,-30.0,0.0,90.0,2,1,train
119.40478524385756,119.65499131272405,20.0,20.0,90.0,2,0,train
119.65499131272405,119.9051973815905,-20.0,30.0,90.0,2,1,train
119.9051973815905,120.15540881272406,20.0,-10.0,90.0,2,1,train
120.15540881272406,120.40562024385756,20.0,40.0,0.0,0,0,train
120.40562024385756,120.65583167499109,10.0,-10.0,90.0,2,0,train
120.65583167499109,120.90604310612466,-20.0,-10.0,45.0,1,0,train
120.90604310612466,121.1562516749911,0.0,10.0,90.0,2,1,train
121.1562516749911,121.40646024385755,20.0,-40.0,0.0,0,0,train
121.40646024385755,121.65666881272402,20.0,20.0,90.0,2,1,train
121.65666881272402,121.90687738159048,-40.0,10.0,90.0,2,1,train
121.90687738159048,122.15708631272406,-40.0,-10.0,45.0,1,2,test
122.15708631272406,122.40729524385758,-10.0,-40.0,90.0,2,0,train
122.40729524385758,122.65750417499109,-20.0,10.0,45.0,1,1,train
122.65750417499109,122.90771310612465,-10.0,30.0,90.0,2,0,train
122.90771310612465,123.15792667499109,-30.0,10.0,90.0,2,1,train
123.15792667499109,123.40814024385756,-10.0,10.0,90.0,2,0,train
123.40814024385756,123.65835381272406,0.0,-20.0,90.0,2,0,train
123.65835381272406,123.9085673815905,10.0,0.0,45.0,1,1,train
123.9085673815905,124.15877131272406,10.0,0.0,0.0,0,0,train
124.15877131272406,124.40897524385757,40.0,40.0,45.0,1,0,train
124.40897524385757,124.65917917499112,10.0,30.0,90.0,2,0,train
124.65917917499112,124.90938310612465,-40.0,-10.0,0.0,0,0,train
124.90938310612465,125.15959667499109,-10.0,-10.0,0.0,0,0,train
125.15959667499109,125.40981024385755,10.0,-40.0,90.0,2,1,train
125.40981024385755,125.66002381272406,30.0,10.0,90.0,2,1,train
125.66002381272406,125.91023738159048,-40.0,0.0,45.0,1,1,train
125.91023738159048,126.16044381272405,0.0,20.0,45.0,1,0,train
126.16044381272405,126.41065024385756,-30.0,40.0,0.0,0,0,train
126.41065024385756,126.66085667499114,-10.0,-40.0,0.0,0,1,train
126.66085667499114,126.91106310612464,-30.0,30.0,0.0,0,0,train
126.91106310612464,127.16127417499109,-20.0,30.0,0.0,0,0,train
127.16127417499109,127.41148524385756,20.0,30.0,45.0,1,0,train
127.41148524385756,127.66169631272406,0.0,-10.0,0.0,0,0,train
127.66169631272406,127.9119073815905,0.0,10.0,0.0,0,1,train
127.9119073815905,128.16211131272402,-20.0,-40.0,0.0,0,1,train
128.16211131272402,128.41231524385756,30.0,-10.0,45.0,1,0,train
128.41231524385756,128.6625191749911,40.0,10.0,45.0,1,0,train
128.6625191749911,128.91272310612464,-30.0,30.0,90.0,2,1,train
128.91272310612464,129.16294417499108,20.0,0.0,45.0,1,0,train
129.16294417499108,129.41316524385755,0.0,40.0,45.0,1,0,train
129.41316524385755,129.663386312724,0.0,30.0,90.0,2,0,train
129.663386312724,129.91360738159048,20.0,20.0,45.0,1,1,train
129.91360738159048,130.16380631272406,0.0,40.0,90.0,2,1,train
130.16380631272406,130.4140052438576,10.0,-10.0,45.0,1,1,train
130.4140052438576,130.66420417499108,20.0,40.0,90.0,2,0,train
130.66420417499108,130.9144031061247,40.0,-10.0,45.0,1,0,train
130.9144031061247,131.16461417499113,-20.0,20.0,90.0,2,0,train
131.16461417499113,131.4148252438576,-20.0,10.0,45.0,1,2,test
131.4148252438576,131.66503631272406,0.0,10.0,0.0,0,2,test
131.66503631272406,131.9152473815905,40.0,-30.0,90.0,2,1,train
131.9152473815905,132.16545131272406,30.0,0.0,0.0,0,1,train
132.16545131272406,132.41565524385754,-10.0,-30.0,45.0,1,0,train
132.41565524385754,132.66585917499108,40.0,-30.0,0.0,0,0,train
132.66585917499108,132.91606310612465,40.0,10.0,0.0,0,0,train
132.91606310612465,133.16627667499108,-20.0,10.0,45.0,1,3,train
133.16627667499108,133.41649024385757,-40.0,10.0,0.0,0,0,train
133.41649024385757,133.66670381272402,20.0,10.0,0.0,0,0,train
133.66670381272402,133.91691738159048,-30.0,-20.0,0.0,0,0,train
133.91691738159048,134.16712631272406,0.0,-40.0,45.0,1,2,test
134.16712631272406,134.41733524385756,10.0,-10.0,0.0,0,3,train
134.41733524385756,134.66754417499112,-10.0,10.0,90.0,2,1,train
134.66754417499112,134.91775310612465,30.0,30.0,0.0,0,0,train
134.91775310612465,135.16795917499113,20.0,-20.0,90.0,2,1,train
135.16795917499113,135.41816524385754,20.0,-20.0,0.0,0,2,test
135.41816524385754,135.66837131272405,20.0,-20.0,90.0,2,2,test
135.66837131272405,135.9185773815905,-10.0,20.0,90.0,2,0,train
135.9185773815905,136.16878381272406,0.0,10.0,90.0,2,2,test
136.16878381272406,136.4189902438576,0.0,-20.0,90.0,2,1,train
136.4189902438576,136.66919667499113,10.0,-40.0,90.0,2,2,test
136.66919667499113,136.91940310612466,40.0,-40.0,0.0,0,2,test
136.91940310612466,137.16961417499112,-30.0,-30.0,90.0,2,0,train
137.16961417499112,137.4198252438576,-40.0,0.0,0.0,0,1,train
137.4198252438576,137.67003631272405,10.0,-10.0,0.0,0,4,train
137.67003631272405,137.92024738159049,0.0,20.0,90.0,2,0,train
137.92024738159049,138.17045381272402,0.0,-20.0,0.0,0,1,train
138.17045381272402,138.42066024385758,0.0,-20.0,45.0,1,0,train
138.42066024385758,138.67086667499112,20.0,-20.0,45.0,1,1,train
138.67086667499112,138.92107310612465,40.0,-10.0,90.0,2,0,train
138.92107310612465,139.1712916749911,40.0,-20.0,45.0,1,1,train
139.1712916749911,139.42151024385757,20.0,-40.0,90.0,2,0,train
139.42151024385757,139.67172881272407,-10.0,20.0,0.0,0,0,train
139.67172881272407,139.92194738159048,-30.0,10.0,0.0,0,1,train
139.92194738159048,140.17214881272406,0.0,-30.0,0.0,0,0,train
140.17214881272406,140.42235024385758,30.0,0.0,90.0,2,1,train
140.42235024385758,140.6725516749911,30.0,-20.0,90.0,2,1,train
140.6725516749911,140.92275310612462,-10.0,-10.0,90.0,2,0,train
140.92275310612462,141.17297167499112,40.0,-30.0,90.0,2,2,test
141.17297167499112,141.42319024385756,-40.0,-20.0,45.0,1,0,train
141.42319024385756,141.673408812724,-20.0,-20.0,0.0,0,1,train
141.673408812724,141.92362738159045,30.0,0.0,90.0,2,2,test
141.92362738159045,142.17382381272404,-20.0,-40.0,45.0,1,0,train
142.17382381272404,142.42402024385757,-30.0,0.0,45.0,1,1,train
142.42402024385757,142.67421667499113,-20.0,20.0,0.0,0,1,train
142.67421667499113,142.92441310612466,10.0,40.0,45.0,1,0,train
142.92441310612466,143.17462167499113,40.0,30.0,45.0,1,0,train
143.17462167499113,143.42483024385754,0.0,-10.0,45.0,1,0,train
143.42483024385754,143.67503881272404,-20.0,-30.0,0.0,0,0,train
143.67503881272404,143.92524738159045,20.0,40.0,90.0,2,1,train
143.92524738159045,144.17545881272403,-40.0,-30.0,90.0,2,0,train
