stimulus_presentation_id,stimulus_block,start_time,stop_time,size,x_position,color,contrast,spatial_frequency,y_position,stimulus_name,temporal_frequency,orientation,phase,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.653957,84.887484,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.23352616,1,0.11418814,-4.1246565,7,0.16997959,True,0,train,1
2,0.0,84.887484,85.13769,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.2502066,2,-0.053383288,-3.9244535,7,0.2266925,True,0,train,1
3,0.0,85.13769,85.387897,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.2502066,3,-0.24638193,-3.7917084,7,0.28987887,True,0,train,2
4,0.0,85.387897,85.638103,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.2502066,3,-0.3995011,-3.827417,7,0.23915195,True,1,train,2
5,0.0,85.638103,85.888314,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021101,4,-0.74298972,-4.1157409,8,0.19383832,True,0,train,1
6,0.0,85.888314,86.138525,"[20.0, 20.0]",10.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,5,-0.43938347,-3.8641909,7,0.29754847,True,0,train,0
7,0.0,86.138525,86.388736,"[20.0, 20.0]",-20.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,6,-0.27521085,-3.930211,8,0.19814616,True,0,train,2
8,0.0,86.388736,86.638947,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,7,-0.80336047,-4.1026551,7,0.24974246,True,0,train,2
9,0.0,86.638947,86.889154,"[20.0, 20.0]",-40.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020649,8,,,1,,False,0,train,2
10,0.0,86.889154,87.13936,"[20.0, 20.0]",30.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,9,0.21393721,2.7146841,6,0.21647615,True,0,train,1
11,0.0,87.13936,87.389567,"[20.0, 20.0]",-30.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,10,0.0063893832,2.4842128,8,0.15516226,True,0,train,1
12,0.0,87.389567,87.639773,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,11,,,0,,False,0,train,1
13,0.0,87.639773,87.889989,"[20.0, 20.0]",-10.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,12,,,0,,False,0,train,2
14,0.0,87.889989,88.140205,"[20.0, 20.0]",40.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,13,,,0,,False,0,train,2
15,0.0,88.140205,88.390421,"[20.0, 20.0]",30.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,14,0.2419919,1.935657,3,0.26800794,True,0,train,2
16,0.0,88.390421,88.640637,"[20.0, 20.0]",20.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,15,,,0,,False,0,train,1
17,0.0,88.640637,88.890841,"[20.0, 20.0]",10.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,16,,,0,,False,0,train,1
18,0.0,88.890841,89.141045,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,7,,,0,,False,1,train,2
19,0.0,89.141045,89.391249,"[20.0, 20.0]",30.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,17,,,0,,False,0,train,2
20,0.0,89.391249,89.641453,"[20.0, 20.0]",0.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,18,,,0,,False,0,train,1
21,0.0,89.641453,89.891659,"[20.0, 20.0]",-40.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020601,19,,,0,,False,0,train,1
22,0.0,89.891659,90.141865,"[20.0, 20.0]",-20.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020601,20,-0.046164994,1.8958656,4,0.23859407,True,0,train,1
23,0.0,90.141865,90.392071,"[20.0, 20.0]",-30.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020601,21,,,1,,False,0,train,2
24,0.0,90.392071,90.642277,"[20.0, 20.0]",-10.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020601,22,0.26200204,4.7962439,7,0.19366358,True,0,train,0
25,0.0,90.642277,90.892486,"[20.0, 20.0]",-20.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020899,23,,,1,,False,0,train,2
26,0.0,90.892486,91.142695,"[20.0, 20.0]",40.0,null,0.8,0.08,30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020899,24,-0.61723972,-5.4703711,7,0.40900351,True,0,train,2
27,0.0,91.142695,91.392904,"[20.0, 20.0]",0.0,null,0.8,0.08,30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020899,25,-0.47559431,-5.2809175,8,0.30884736,True,0,train,0
28,0.0,91.392904,91.643113,"[20.0, 20.0]",0.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020899,26,,,2,,False,0,train,1
29,0.0,91.643113,91.893337,"[20.0, 20.0]",30.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25022351,27,,,2,,False,0,train,0
30,0.0,91.893337,92.14356,"[20.0, 20.0]",-10.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25022351,28,,,0,,False,0,train,0
31,0.0,92.14356,92.393784,"[20.0, 20.0]",30.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25022351,29,,,0,,False,0,train,2
32,0.0,92.393784,92.644007,"[20.0, 20.0]",-40.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25022351,30,,,0,,False,0,train,0
33,0.0,92.644007,92.894204,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25019649,11,,,1,,False,1,train,1
34,0.0,92.894204,93.1444,"[20.0, 20.0]",-20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019649,31,,,0,,False,0,train,2
35,0.0,93.1444,93.394597,"[20.0, 20.0]",-30.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25019649,10,,,0,,False,1,train,1
36,0.0,93.394597,93.644793,"[20.0, 20.0]",-10.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25019649,32,,,0,,False,0,train,1
37,0.0,93.644793,93.895007,"[20.0, 20.0]",-20.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,33,,,1,,False,0,train,2
38,0.0,93.895007,94.14522,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,34,,,0,,False,0,train,2
39,0.0,94.14522,94.395434,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,35,,,0,,False,0,train,1
40,0.0,94.395434,94.645647,"[20.0, 20.0]",30.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,36,,,0,,False,0,train,0
41,0.0,94.645647,94.895851,"[20.0, 20.0]",40.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,37,,,0,,False,0,train,1
42,0.0,94.895851,95.146055,"[20.0, 20.0]",-10.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,28,-0.18102813,2.7931452,3,0.25882029,True,1,train,0
43,0.0,95.146055,95.396259,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,38,,,0,,False,0,train,0
44,0.0,95.396259,95.646463,"[20.0, 20.0]",30.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,39,0.048244295,2.7771145,6,0.19485148,True,0,train,1
45,0.0,95.646463,95.896677,"[20.0, 20.0]",30.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,17,,,2,,False,1,train,2
46,0.0,95.896677,96.14689,"[20.0, 20.0]",-40.0,null,0.8,0.08,30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,40,0.13181368,2.8946682,7,0.21630069,True,0,train,0
47,0.0,96.14689,96.397104,"[20.0, 20.0]",40.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,37,0.18504515,2.6872457,8,0.20268681,True,1,train,1
48,0.0,96.397104,96.647317,"[20.0, 20.0]",20.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,41,0.0013202385,3.0687601,3,0.19236052,True,0,train,0
49,0.0,96.647317,96.897524,"[20.0, 20.0]",0.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,18,,,0,,False,1,train,1
50,0.0,96.897524,97.14773,"[20.0, 20.0]",0.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020649,42,,,0,,False,0,train,0
51,0.0,97.14773,97.397937,"[20.0, 20.0]",10.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,43,,,0,,False,0,train,1
52,0.0,97.397937,97.648143,"[20.0, 20.0]",40.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,44,,,0,,False,0,train,1
53,0.0,97.648143,97.898357,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,45,,,0,,False,0,train,2
54,0.0,97.898357,98.14857,"[20.0, 20.0]",-10.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,32,,,0,,False,1,train,1
55,0.0,98.14857,98.398784,"[20.0, 20.0]",-30.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,46,,,0,,False,0,train,2
56,0.0,98.398784,98.648997,"[20.0, 20.0]",30.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,29,,,0,,False,1,train,2
57,0.0,98.648997,98.899199,"[20.0, 20.0]",-40.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,47,,,0,,False,0,train,2
58,0.0,98.899199,99.1494,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,48,,,0,,False,0,train,0
59,0.0,99.1494,99.399602,"[20.0, 20.0]",-40.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,49,-0.58578087,-2.1177986,7,0.25023986,True,0,train,0
60,0.0,99.399602,99.649803,"[20.0, 20.0]",-20.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,50,-0.25113201,-2.7246297,7,0.27969367,True,0,train,1
61,0.0,99.649803,99.900022,"[20.0, 20.0]",40.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021851,51,-0.42651178,-3.04488,8,0.18808312,True,0,train,1
62,0.0,99.900022,100.15024,"[20.0, 20.0]",10.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021851,52,-0.26709977,-0.058977053,4,0.25690306,True,0,train,0
63,0.0,100.15024,100.40046,"[20.0, 20.0]",30.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021851,17,-0.29286017,-0.3913406,8,0.21059495,True,2,test,2
64,0.0,100.40046,100.65068,"[20.0, 20.0]",-30.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021851,53,-0.21331622,-0.68240733,4,0.22891531,True,0,train,2
65,0.0,100.65068,100.90088,"[20.0, 20.0]",-20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,31,-0.13572492,-0.75839139,8,0.26635547,True,1,train,2
66,0.0,100.90088,101.15108,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,34,,,1,,False,1,train,2
67,0.0,101.15108,101.40128,"[20.0, 20.0]",-20.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,54,,,0,,False,0,train,0
68,0.0,101.40128,101.65148,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,55,-0.14495535,2.9275541,4,0.16468298,True,0,train,1
69,0.0,101.65148,101.9017,"[20.0, 20.0]",40.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,37,-0.069459258,2.6277826,5,0.22820168,True,2,test,1
70,0.0,101.9017,102.15192,"[20.0, 20.0]",10.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,56,-0.33558275,2.0211717,7,0.2574108,True,0,train,0
71,0.0,102.15192,102.40213,"[20.0, 20.0]",10.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,57,,,1,,False,0,train,0
72,0.0,102.40213,102.65235,"[20.0, 20.0]",-30.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,58,,,0,,False,0,train,0
73,0.0,102.65235,102.90255,"[20.0, 20.0]",20.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,59,,,0,,False,0,train,2
74,0.0,102.90255,103.15275,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,2,,,0,,False,1,train,1
75,0.0,103.15275,103.40295,"[20.0, 20.0]",-20.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,60,-0.18243474,-0.5928706,5,0.18967252,True,0,train,1
76,0.0,103.40295,103.65315,"[20.0, 20.0]",20.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,61,-0.14727145,-0.58264126,4,0.14800679,True,0,train,2
77,0.0,103.65315,103.90337,"[20.0, 20.0]",10.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25022101,56,,,0,,False,1,train,0
78,0.0,103.90337,104.1536,"[20.0, 20.0]",20.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25022101,62,,,0,,False,0,train,1
79,0.0,104.1536,104.40382,"[20.0, 20.0]",10.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25022101,63,,,0,,False,0,train,1
80,0.0,104.40382,104.65404,"[20.0, 20.0]",30.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25022101,64,,,1,,False,0,train,2
81,0.0,104.65404,104.90423,"[20.0, 20.0]",-10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019649,65,1.1156439,6.0611432,7,0.45579152,True,0,train,2
82,0.0,104.90423,105.15443,"[20.0, 20.0]",-30.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25019649,66,0.9190698,5.705627,7,0.67131818,True,0,train,0
83,0.0,105.15443,105.40463,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019649,67,,,2,,False,0,train,2
84,0.0,105.40463,105.65482,"[20.0, 20.0]",10.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019649,68,0.75818966,5.9292235,7,0.4361051,True,0,train,2
85,0.0,105.65482,105.90504,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,45,0.79647795,5.865186,7,0.59710787,True,1,train,2
86,0.0,105.90504,106.15526,"[20.0, 20.0]",-10.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,69,0.67724168,5.8095934,8,0.15670016,True,0,train,1
87,0.0,106.15526,106.40547,"[20.0, 20.0]",-40.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,70,0.62465183,5.6994955,7,0.24280027,True,0,train,1
88,0.0,106.40547,106.65569,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,3,0.57896194,5.7382285,8,0.20637377,True,2,test,2
89,0.0,106.65569,106.90589,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019899,7,0.56047112,5.861698,7,0.22830182,True,2,test,2
90,0.0,106.90589,107.15609,"[20.0, 20.0]",-30.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25019899,71,0.63436163,6.1142719,6,0.17823056,True,0,train,0
91,0.0,107.15609,107.40628,"[20.0, 20.0]",10.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25019899,57,-0.36139149,-5.1457637,6,0.37286626,True,1,train,0
92,0.0,107.40628,107.65648,"[20.0, 20.0]",10.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019899,72,-0.75189603,-4.4460717,8,0.41412858,True,0,train,2
93,0.0,107.65648,107.9067,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,73,-0.63589469,-4.2987809,7,0.38365833,True,0,train,0
94,0.0,107.9067,108.15692,"[20.0, 20.0]",30.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,74,,,2,,False,0,train,1
95,0.0,108.15692,108.40713,"[20.0, 20.0]",30.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,75,,,2,,False,0,train,2
96,0.0,108.40713,108.65735,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,76,-0.16878162,1.8832806,5,3.0626196,True,0,train,2
97,0.0,108.65735,108.90755,"[20.0, 20.0]",30.0,null,0.8,0.08,0.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,77,-0.91503883,-5.3148235,7,0.30238117,True,0,train,0
98,0.0,108.90755,109.15776,"[20.0, 20.0]",30.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,27,-1.2044374,-5.3528127,4,0.45475507,True,1,train,0
99,0.0,109.15776,109.40796,"[20.0, 20.0]",-40.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,78,-0.86641784,1.8420168,4,0.21106179,True,0,train,0
100,0.0,109.40796,109.65816,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,79,-0.57175426,1.424631,8,0.41578387,True,0,train,0
101,0.0,109.65816,109.90838,"[20.0, 20.0]",-20.0,null,0.8,0.08,30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,80,,,2,,False,0,train,0
102,0.0,109.90838,110.1586,"[20.0, 20.0]",10.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,57,,,0,,False,2,test,0
103,0.0,110.1586,110.40881,"[20.0, 20.0]",-10.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,81,,,0,,False,0,train,0
104,0.0,110.40881,110.65903,"[20.0, 20.0]",10.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,82,,,1,,False,0,train,2
105,0.0,110.65903,110.90923,"[20.0, 20.0]",0.0,null,0.8,0.08,0.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,83,,,0,,False,0,train,0
106,0.0,110.90923,111.15943,"[20.0, 20.0]",-10.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,84,,,0,,False,0,train,1
107,0.0,111.15943,111.40963,"[20.0, 20.0]",20.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,85,,,1,,False,0,train,1
108,0.0,111.40963,111.65983,"[20.0, 20.0]",-40.0,null,0.8,0.08,-40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,86,-0.23684404,2.1014475,7,0.2161152,True,0,train,1
109,0.0,111.65983,111.91004,"[20.0, 20.0]",40.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,87,-0.38198235,1.9433723,3,0.21459945,True,0,train,2
110,0.0,111.91004,112.16026,"[20.0, 20.0]",-20.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,88,,,2,,False,0,train,2
111,0.0,112.16026,112.41047,"[20.0, 20.0]",-20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,31,-0.66038742,-3.9925933,7,0.47847371,True,2,test,2
112,0.0,112.41047,112.66068,"[20.0, 20.0]",-30.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021101,89,-0.51199753,-3.933616,6,0.26572372,True,0,train,1
113,0.0,112.66068,112.91088,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020649,90,-0.33891459,1.2820994,4,0.074538061,True,0,train,0
114,0.0,112.91088,113.16109,"[20.0, 20.0]",20.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020649,91,-0.34800906,1.265859,5,0.13991776,True,0,train,2
115,0.0,113.16109,113.4113,"[20.0, 20.0]",40.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020649,92,,,0,,False,0,train,0
116,0.0,113.4113,113.6615,"[20.0, 20.0]",-40.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020649,49,,,0,,False,1,train,0
117,0.0,113.6615,113.91172,"[20.0, 20.0]",40.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,93,,,0,,False,0,train,0
118,0.0,113.91172,114.16194,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,55,,,0,,False,1,train,1
119,0.0,114.16194,114.41215,"[20.0, 20.0]",20.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,94,,,0,,False,0,train,0
120,0.0,114.41215,114.66237,"[20.0, 20.0]",40.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,95,,,0,,False,0,train,0
121,0.0,114.66237,114.91257,"[20.0, 20.0]",30.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,36,,,0,,False,1,train,0
122,0.0,114.91257,115.16277,"[20.0, 20.0]",-30.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,96,,,0,,False,0,train,2
123,0.0,115.16277,115.41297,"[20.0, 20.0]",10.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,97,-0.98413105,-2.072863,5,0.2104548,True,0,train,2
124,0.0,115.41297,115.66317,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,98,-1.8898985,-2.0350764,4,0.56904558,True,0,train,1
125,0.0,115.66317,115.91339,"[20.0, 20.0]",-10.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,99,,,0,,False,0,train,2
126,0.0,115.91339,116.16361,"[20.0, 20.0]",-40.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,8,0.066918454,4.3345145,5,0.20418232,True,1,train,2
127,0.0,116.16361,116.41382,"[20.0, 20.0]",-10.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,100,-0.022863332,4.3246068,7,0.27443247,True,0,train,1
128,0.0,116.41382,116.66404,"[20.0, 20.0]",-30.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,53,0.036433631,4.6068934,5,0.22610395,True,1,train,2
