stimulus_presentation_id,stimulus_block,start_time,stop_time,size,x_position,color,contrast,spatial_frequency,y_position,stimulus_name,temporal_frequency,orientation,phase,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2227,0.0,641.60271,641.8529,"[20.0, 20.0]",30.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25019899,214,-0.21632627,-6.8511364,8,0.12661626,True,9,train,1
2228,0.0,641.8529,642.1031,"[20.0, 20.0]",-30.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019899,53,-0.44726076,-6.9327335,7,0.15515524,True,10,train,2
2229,0.0,642.1031,642.35333,"[20.0, 20.0]",-10.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25022351,100,-0.55956418,-6.845846,8,0.15310285,True,12,train,1
2230,0.0,642.35333,642.60355,"[20.0, 20.0]",10.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25022351,43,-0.26080102,-6.7403608,7,0.12274337,True,7,train,1
2231,0.0,642.60355,642.85377,"[20.0, 20.0]",30.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25022351,135,-0.59704919,-6.7326137,8,0.40271567,True,8,test,2
2232,0.0,642.85377,643.104,"[20.0, 20.0]",-10.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25022351,167,-0.36302832,-6.7334645,4,4.582936,True,6,train,2
2233,0.0,643.104,643.35419,"[20.0, 20.0]",20.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25019399,127,-0.033481292,4.0964052,8,0.2529895,True,7,train,0
2234,0.0,643.35419,643.60439,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019399,76,0.46220874,3.8988561,7,0.1432505,True,8,test,2
2235,0.0,643.60439,643.85458,"[20.0, 20.0]",-40.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019399,119,0.014582114,3.7146989,8,0.24503064,True,9,train,2
2236,0.0,643.85458,644.10477,"[20.0, 20.0]",-40.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25019399,231,-0.043624835,3.7629382,7,0.098997025,True,6,train,2
2237,0.0,644.10477,644.35498,"[20.0, 20.0]",20.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020851,147,0.36831956,3.7574609,8,0.14978092,True,7,train,2
2238,0.0,644.35498,644.60519,"[20.0, 20.0]",-40.0,null,0.8,0.08,-40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020851,240,0.3662549,3.7187526,7,0.14254368,True,8,test,0
2239,0.0,644.60519,644.8554,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020851,48,0.13679447,3.4700288,8,0.21028124,True,9,train,0
2240,0.0,644.8554,645.10561,"[20.0, 20.0]",10.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020851,82,0.23901079,3.1609688,7,0.15606952,True,10,train,2
2241,0.0,645.10561,645.35582,"[20.0, 20.0]",0.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020899,18,,,2,,False,9,train,1
2242,0.0,645.35582,645.60603,"[20.0, 20.0]",-30.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020899,151,,,1,,False,11,test,2
2243,0.0,645.60603,645.85623,"[20.0, 20.0]",30.0,null,0.8,0.08,30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020899,233,0.50898342,2.3653995,4,0.20671303,True,10,train,2
2244,0.0,645.85623,646.10644,"[20.0, 20.0]",0.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020899,126,0.3060049,2.7312773,4,0.12586655,True,8,test,0
2245,0.0,646.10644,646.35665,"[20.0, 20.0]",20.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020601,45,0.067158744,2.2000625,7,0.25795845,True,10,train,2
2246,0.0,646.35665,646.60686,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020601,169,0.25891102,1.9285082,7,0.16155142,True,6,train,0
2247,0.0,646.60686,646.85706,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020601,4,0.14323695,2.2451226,8,0.24976189,True,11,test,1
2248,0.0,646.85706,647.10727,"[20.0, 20.0]",-10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020601,65,0.15584791,2.1294297,7,0.18125693,True,8,test,2
2249,0.0,647.10727,647.35748,"[20.0, 20.0]",-40.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021399,195,0.1381986,2.0039258,8,0.18100119,True,9,train,1
2250,0.0,647.35748,647.6077,"[20.0, 20.0]",-30.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021399,179,0.37205094,1.9719126,7,0.20353274,True,7,train,0
2251,0.0,647.6077,647.85791,"[20.0, 20.0]",-30.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021399,173,0.0085500596,1.5915376,5,0.22687659,True,9,train,2
2252,0.0,647.85791,648.10812,"[20.0, 20.0]",10.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021399,187,-0.0013794683,1.4806385,4,0.13249292,True,5,test,2
2253,0.0,648.10812,648.35834,"[20.0, 20.0]",40.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,123,-0.0043216155,1.6599718,8,0.21070554,True,9,train,0
2254,0.0,648.35834,648.60855,"[20.0, 20.0]",20.0,null,0.8,0.08,-40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,182,0.19404216,1.7227607,7,0.24126415,True,12,train,1
2255,0.0,648.60855,648.85876,"[20.0, 20.0]",30.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,29,-0.24767778,-4.9085306,8,0.72932471,True,12,train,2
2256,0.0,648.85876,649.10898,"[20.0, 20.0]",30.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,155,-0.28889154,-4.795094,7,0.26405014,True,7,train,0
2257,0.0,649.10898,649.35918,"[20.0, 20.0]",-30.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,163,-0.18926223,-4.8607805,3,0.12309967,True,7,train,1
2258,0.0,649.35918,649.60938,"[20.0, 20.0]",0.0,null,0.8,0.08,0.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,191,0.50724037,3.0028408,3,0.21277062,True,9,train,1
2259,0.0,649.60938,649.85958,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,213,0.55671644,2.1168645,5,0.58530204,True,10,train,2
2260,0.0,649.85958,650.10978,"[20.0, 20.0]",-40.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,49,0.38699855,2.0867808,4,0.24166178,True,11,test,0
2261,0.0,650.10978,650.35999,"[20.0, 20.0]",10.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,68,0.35954754,2.1476906,8,0.1892681,True,10,train,2
2262,0.0,650.35999,650.61021,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,90,0.76494688,1.8906376,7,0.24939927,True,9,train,0
2263,0.0,650.61021,650.86042,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,76,0.53632181,1.7887423,8,0.30605433,True,9,train,2
2264,0.0,650.86042,651.11063,"[20.0, 20.0]",-30.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021101,89,0.52896527,1.7774875,7,0.15090681,True,8,test,1
2265,0.0,651.11063,651.36084,"[20.0, 20.0]",40.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021149,207,0.3567381,1.4124457,5,0.24923192,True,10,train,2
2266,0.0,651.36084,651.61105,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021149,98,0.20317392,1.6809807,7,0.26293742,True,5,test,1
2267,0.0,651.61105,651.86126,"[20.0, 20.0]",-10.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021149,133,0.40051087,1.6513435,8,0.22757919,True,8,test,1
2268,0.0,651.86126,652.11147,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021149,98,0.47753872,1.4712788,7,0.16020348,True,6,train,1
2269,0.0,652.11147,652.36168,"[20.0, 20.0]",-10.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,196,0.43262962,1.634321,8,0.21824071,True,7,train,0
2270,0.0,652.36168,652.6119,"[20.0, 20.0]",10.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021101,217,0.24662258,1.5861802,7,0.32816177,True,9,train,2
2271,0.0,652.6119,652.86211,"[20.0, 20.0]",-10.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,168,0.095723425,1.8002274,4,0.31761301,True,7,train,0
2272,0.0,652.86211,653.11232,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,156,-0.053835037,1.7388365,6,0.18134653,True,7,train,0
2273,0.0,653.11232,653.36252,"[20.0, 20.0]",20.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,94,0.12945749,1.7942866,6,0.099213926,True,9,train,0
2274,0.0,653.36252,653.61273,"[20.0, 20.0]",-20.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,33,0.48351912,1.5991674,7,0.24214919,True,7,train,2
2275,0.0,653.61273,653.86293,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,67,0.3806081,1.5044759,5,0.11299764,True,8,test,2
2276,0.0,653.86293,654.11313,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,79,,,2,,False,10,train,0
2277,0.0,654.11313,654.36334,"[20.0, 20.0]",10.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020851,102,0.29002131,1.9119635,6,0.2709267,True,8,test,0
2278,0.0,654.36334,654.61355,"[20.0, 20.0]",20.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020851,62,0.22219086,1.6976869,7,0.18362867,True,8,test,1
2279,0.0,654.61355,654.86376,"[20.0, 20.0]",-20.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020851,138,0.17917383,1.7815975,8,0.24922699,True,11,test,1
2280,0.0,654.86376,655.11397,"[20.0, 20.0]",0.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020851,227,0.02833833,1.8654009,7,0.27230948,True,8,test,1
2281,0.0,655.11397,655.36418,"[20.0, 20.0]",-20.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021149,175,-0.42690025,1.9962488,8,0.10373798,True,8,test,0
2282,0.0,655.36418,655.61439,"[20.0, 20.0]",-40.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021149,231,0.00071685482,1.7408253,7,0.23878255,True,7,train,2
2283,0.0,655.61439,655.8646,"[20.0, 20.0]",-20.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021149,234,0.33354886,1.6905253,8,0.2585571,True,9,train,1
2284,0.0,655.8646,656.11481,"[20.0, 20.0]",30.0,null,0.8,0.08,-20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021149,232,-0.089545289,1.6847481,7,0.34551739,True,10,train,0
2285,0.0,656.11481,656.36502,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020351,169,0.37432185,1.4580984,8,0.21280389,True,7,train,0
2286,0.0,656.36502,656.61522,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020351,2,0.1518544,1.4910619,7,0.13786596,True,7,train,1
2287,0.0,656.61522,656.86542,"[20.0, 20.0]",-20.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020351,137,-0.15150175,1.4616559,8,0.24367679,True,9,train,2
2288,0.0,656.86542,657.11563,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020351,98,-0.31766816,1.4155704,7,0.13740512,True,7,train,1
2289,0.0,657.11563,657.36584,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021399,156,-0.2150138,1.5513656,8,0.16338572,True,8,test,0
2290,0.0,657.36584,657.61606,"[20.0, 20.0]",10.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021399,68,0.55039935,3.7787431,7,1.0404375,True,11,test,2
2291,0.0,657.61606,657.86627,"[20.0, 20.0]",40.0,null,0.8,0.08,30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021399,24,0.30038938,3.1429335,8,0.1992249,True,9,train,2
2292,0.0,657.86627,658.11648,"[20.0, 20.0]",10.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021399,72,0.30543773,3.0536927,7,0.18625209,True,11,test,2
2293,0.0,658.11648,658.3667,"[20.0, 20.0]",40.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,34,0.12158396,3.2367561,8,0.21452594,True,11,test,2
2294,0.0,658.3667,658.61692,"[20.0, 20.0]",20.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,15,0.30556486,3.2925524,7,0.23529527,True,7,train,1
2295,0.0,658.61692,658.86713,"[20.0, 20.0]",0.0,null,0.8,0.08,40.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021601,42,-0.29864168,3.0338801,7,0.22952469,True,7,train,0
2296,0.0,658.86713,659.11735,"[20.0, 20.0]",20.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,15,-0.47867434,2.9048491,7,0.29524267,True,8,test,1
2297,0.0,659.11735,659.36755,"[20.0, 20.0]",0.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,128,,,2,,False,8,test,2
2298,0.0,659.36755,659.61776,"[20.0, 20.0]",-40.0,null,0.8,0.08,-40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,86,,,2,,False,10,train,1
2299,0.0,659.61776,659.86796,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,3,-0.79901427,-1.6291492,7,0.43008285,True,12,train,2
2300,0.0,659.86796,660.11816,"[20.0, 20.0]",10.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,120,-0.58501871,-1.1855796,8,0.20394217,True,9,train,1
2301,0.0,660.11816,660.36838,"[20.0, 20.0]",30.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,17,-0.036092043,-2.1359427,7,0.50770923,True,8,test,2
2302,0.0,660.36838,660.61859,"[20.0, 20.0]",20.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,61,-0.52047448,-1.8211053,8,0.56744769,True,7,train,2
2303,0.0,660.61859,660.8688,"[20.0, 20.0]",30.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,14,-0.63009608,-1.8958802,7,0.35980722,True,6,train,2
2304,0.0,660.8688,661.11902,"[20.0, 20.0]",-20.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,54,-0.72746327,-1.8861309,8,0.60057598,True,11,test,0
2305,0.0,661.11902,661.36922,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,1,-1.0497164,-1.3315889,7,0.6562507,True,10,train,1
2306,0.0,661.36922,661.61943,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,76,-0.83448195,-2.3567422,8,0.22597213,True,10,train,2
2307,0.0,661.61943,661.86963,"[20.0, 20.0]",10.0,null,0.8,0.08,-30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,162,-0.46266138,-1.9041341,7,0.37328379,True,9,train,2
2308,0.0,661.86963,662.11983,"[20.0, 20.0]",20.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,85,-0.095854281,-1.9068976,8,0.19666267,True,11,test,1
2309,0.0,662.11983,662.37005,"[20.0, 20.0]",-40.0,null,0.8,0.08,30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,134,0.10931653,-1.9663378,3,2.022328,True,7,train,2
2310,0.0,662.37005,662.62026,"[20.0, 20.0]",10.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,1,-0.02846661,1.5619642,4,0.12104738,True,11,test,1
2311,0.0,662.62026,662.87047,"[20.0, 20.0]",-20.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,110,-0.10485304,1.1885357,4,0.13887137,True,5,test,0
2312,0.0,662.87047,663.12069,"[20.0, 20.0]",30.0,null,0.8,0.08,0.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,135,0.2724081,0.91698271,5,0.30932135,True,9,train,2
2313,0.0,663.12069,663.37089,"[20.0, 20.0]",10.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,241,0.12698923,1.2210159,3,0.28231558,True,10,train,1
2314,0.0,663.37089,663.6211,"[20.0, 20.0]",0.0,null,0.8,0.08,-10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020649,79,0.077929887,0.7058833,6,0.22636077,True,11,test,0
2315,0.0,663.6211,663.87131,"[20.0, 20.0]",-30.0,null,0.8,0.08,30.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020649,200,0.15344646,0.84305825,7,0.23803636,True,9,train,2
2316,0.0,663.87131,664.12151,"[20.0, 20.0]",-10.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020649,32,0.016189134,0.90416402,6,0.26180091,True,7,train,1
2317,0.0,664.12151,664.37173,"[20.0, 20.0]",-30.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,170,0.28364095,0.76306629,3,0.084917821,True,7,train,1
2318,0.0,664.37173,664.62195,"[20.0, 20.0]",-30.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,170,-0.43339368,3.4296674,7,0.19775122,True,8,test,1
2319,0.0,664.62195,664.87216,"[20.0, 20.0]",10.0,null,0.8,0.08,30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,165,-0.0064865486,2.7666683,4,0.39698971,True,9,train,1
2320,0.0,664.87216,665.12238,"[20.0, 20.0]",40.0,null,0.8,0.08,-40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,186,-0.4456527,2.7906258,8,0.29896371,True,10,train,1
2321,0.0,665.12238,665.37258,"[20.0, 20.0]",30.0,null,0.8,0.08,-30.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020149,243,-0.32502471,2.0919888,4,0.12287216,True,5,test,0
2322,0.0,665.37258,665.62278,"[20.0, 20.0]",20.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,91,-0.38781292,2.1305272,8,0.25923463,True,11,test,2
2323,0.0,665.62278,665.87298,"[20.0, 20.0]",-20.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020149,20,-0.23768512,1.9547144,7,0.22619917,True,10,train,1
2324,0.0,665.87298,666.12318,"[20.0, 20.0]",-10.0,null,0.8,0.08,40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020149,65,-0.093834749,1.6184963,8,0.2485122,True,9,train,2
2325,0.0,666.12318,666.37339,"[20.0, 20.0]",-20.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021101,20,-0.27202921,1.5975957,7,0.25183215,True,11,test,1
2326,0.0,666.37339,666.62361,"[20.0, 20.0]",40.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021101,51,-0.22393672,1.7394663,8,0.1748314,True,9,train,1
2327,0.0,666.62361,666.87382,"[20.0, 20.0]",-30.0,null,0.8,0.08,10.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,66,-0.26978676,1.6108154,7,0.14569191,True,8,test,0
2328,0.0,666.87382,667.12403,"[20.0, 20.0]",40.0,null,0.8,0.08,0.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021101,219,-0.070561333,1.5592778,8,0.31162661,True,8,test,0
2329,0.0,667.12403,667.37423,"[20.0, 20.0]",10.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25020399,102,-0.2346733,1.4120231,6,0.26307651,True,9,train,0
2330,0.0,667.37423,667.62444,"[20.0, 20.0]",-40.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,139,-0.025597156,1.9472479,6,0.47074876,True,7,train,2
2331,0.0,667.62444,667.87464,"[20.0, 20.0]",40.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,51,-0.24218527,1.7246898,4,0.40226007,True,10,train,1
2332,0.0,667.87464,668.12484,"[20.0, 20.0]",-20.0,null,0.8,0.08,-20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,234,-0.11988057,1.2795004,5,0.15411514,True,10,train,1
2333,0.0,668.12484,668.37506,"[20.0, 20.0]",0.0,null,0.8,0.08,-30.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,4,,,0,,False,12,train,1
2334,0.0,668.37506,668.62527,"[20.0, 20.0]",-30.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021351,113,,,0,,False,10,train,1
2335,0.0,668.62527,668.87548,"[20.0, 20.0]",10.0,null,0.8,0.08,-40.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021351,187,-0.013539251,1.3389736,4,0.26492663,True,6,train,2
2336,0.0,668.87548,669.1257,"[20.0, 20.0]",-40.0,null,0.8,0.08,20.0,gabors,4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.25021351,183,-0.23313344,1.5369929,8,0.3975501,True,10,train,0
2337,0.0,669.1257,669.3759,"[20.0, 20.0]",20.0,null,0.8,0.08,40.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,35,-0.3435966,1.6755118,4,0.11424428,True,6,train,1
2338,0.0,669.3759,669.62611,"[20.0, 20.0]",-30.0,null,0.8,0.08,-20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,96,-0.30540985,1.6952232,4,0.19533829,True,7,train,2
2339,0.0,669.62611,669.87631,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020399,3,-0.27984131,-2.1875907,7,2.4846281,True,13,train,2
2340,0.0,669.87631,670.12651,"[20.0, 20.0]",-20.0,null,0.8,0.08,20.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25020399,158,-0.73849208,-3.7714988,8,0.13868238,True,9,train,1
2341,0.0,670.12651,670.37673,"[20.0, 20.0]",0.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,11,-0.61229473,-3.7549483,7,0.29427852,True,13,train,1
2342,0.0,670.37673,670.62695,"[20.0, 20.0]",30.0,null,0.8,0.08,-10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,106,-0.6102213,-5.0213857,8,1.3283157,True,9,train,1
2343,0.0,670.62695,670.87716,"[20.0, 20.0]",-40.0,null,0.8,0.08,20.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25021601,215,-0.40628679,-6.1735495,7,0.18125651,True,12,train,2
2344,0.0,670.87716,671.12738,"[20.0, 20.0]",20.0,null,0.8,0.08,10.0,gabors,4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.25021601,144,-0.29822111,-6.2231666,8,0.27152573,True,6,train,1
2345,0.0,671.12738,671.37758,"[20.0, 20.0]",-40.0,null,0.8,0.08,-10.0,gabors,4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.25020649,139,-0.32324433,-6.3055082,5,0.11118821,True,8,test,2
