stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,stimulus_name,contrast,phase,size,temporal_frequency,Dir,frame,coherence,spatial_frequency,color,x_position,Speed,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.373669,75.607192,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.23352261,1,,,0,,False,0,train,1
2,0.0,75.607192,75.857395,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.2502028,2,,,0,,False,0,train,2
3,0.0,75.857395,76.107598,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.2502028,3,,,0,,False,0,train,0
4,0.0,76.107598,76.3578,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.2502028,4,,,0,,False,0,train,1
5,0.0,76.3578,76.60801,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25020975,5,,,0,,False,0,train,2
6,0.0,76.60801,76.85822,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020975,6,,,0,,False,0,train,0
7,0.0,76.85822,77.10843,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020975,7,,,0,,False,0,train,0
8,0.0,77.10843,77.358639,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25020975,8,,,0,,False,0,train,1
9,0.0,77.358639,77.608852,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25021275,9,,,0,,False,0,train,1
10,0.0,77.608852,77.859065,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25021275,10,,,0,,False,0,train,0
11,0.0,77.859065,78.109278,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25021275,11,,,0,,False,0,train,1
12,0.0,78.109278,78.35949,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25021275,12,,,0,,False,0,train,0
13,0.0,78.35949,78.609708,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021725,13,,,0,,False,0,train,2
14,0.0,78.609708,78.859925,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25021725,14,,,0,,False,0,train,1
15,0.0,78.859925,79.110142,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25021725,15,,,0,,False,0,train,1
16,0.0,79.110142,79.360359,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25021725,16,,,0,,False,0,train,1
17,0.0,79.360359,79.61056,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020025,17,,,0,,False,0,train,2
18,0.0,79.61056,79.86076,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020025,3,,,0,,False,1,train,0
19,0.0,79.86076,80.11096,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25020025,18,,,0,,False,0,train,1
20,0.0,80.11096,80.36116,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020025,19,,,0,,False,0,train,1
21,0.0,80.36116,80.611373,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25021225,20,,,0,,False,0,train,2
22,0.0,80.611373,80.861585,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021225,21,,,0,,False,0,train,0
23,0.0,80.861585,81.111797,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25021225,22,,,0,,False,0,train,1
24,0.0,81.111797,81.362009,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021225,23,,,0,,False,0,train,2
25,0.0,81.362009,81.612212,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020275,24,,,0,,False,0,train,0
26,0.0,81.612212,81.862415,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020275,25,,,0,,False,0,train,0
27,0.0,81.862415,82.112618,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25020275,26,,,0,,False,0,train,2
28,0.0,82.112618,82.36282,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020275,27,,,0,,False,0,train,0
29,0.0,82.36282,82.613038,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25021725,28,,,0,,False,0,train,2
30,0.0,82.613038,82.863255,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25021725,29,,,0,,False,0,train,0
31,0.0,82.863255,83.113472,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25021725,30,,,0,,False,0,train,1
32,0.0,83.113472,83.363689,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25021725,22,,,0,,False,1,train,1
33,0.0,83.363689,83.61389,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020025,31,,,0,,False,0,train,0
34,0.0,83.61389,83.86409,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25020025,32,,,0,,False,0,train,1
35,0.0,83.86409,84.11429,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25020025,33,,,0,,False,0,train,1
36,0.0,84.11429,84.36449,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020025,34,,,0,,False,0,train,0
37,0.0,84.36449,84.614703,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25021225,35,,,0,,False,0,train,2
38,0.0,84.614703,84.864915,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25021225,18,,,0,,False,1,train,1
39,0.0,84.864915,85.115127,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021225,36,,,0,,False,0,train,2
40,0.0,85.115127,85.365339,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25021225,37,,,0,,False,0,train,1
41,0.0,85.365339,85.615545,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020525,38,,,0,,False,0,train,0
42,0.0,85.615545,85.86575,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25020525,39,,,0,,False,0,train,2
43,0.0,85.86575,86.115955,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25020525,40,,,0,,False,0,train,1
44,0.0,86.115955,86.36616,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020525,41,,,0,,False,0,train,0
45,0.0,86.36616,86.616373,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021225,42,,,0,,False,0,train,0
46,0.0,86.616373,86.866585,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25021225,43,,,0,,False,0,train,0
47,0.0,86.866585,87.116797,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25021225,44,,,0,,False,0,train,0
48,0.0,87.116797,87.367009,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25021225,45,,,0,,False,0,train,0
49,0.0,87.367009,87.617215,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25020525,37,,,0,,False,1,train,1
50,0.0,87.617215,87.86742,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020525,46,,,0,,False,0,train,0
51,0.0,87.86742,88.117625,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25020525,47,,,0,,False,0,train,0
52,0.0,88.117625,88.36783,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020525,48,,,0,,False,0,train,1
53,0.0,88.36783,88.618048,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25021725,49,,,0,,False,0,train,1
54,0.0,88.618048,88.868265,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021725,50,,,0,,False,0,train,2
55,0.0,88.868265,89.118482,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25021725,51,,,0,,False,0,train,1
56,0.0,89.118482,89.368699,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021725,52,,,0,,False,0,train,2
57,0.0,89.368699,89.618902,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020275,53,,,0,,False,0,train,2
58,0.0,89.618902,89.869105,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25020275,54,,,0,,False,0,train,1
59,0.0,89.869105,90.119308,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020275,55,,,0,,False,0,train,0
60,0.0,90.119308,90.36951,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25020275,14,,,0,,False,1,train,1
61,0.0,90.36951,90.619723,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021225,52,,,0,,False,1,train,2
62,0.0,90.619723,90.869935,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25021225,56,,,0,,False,0,train,0
63,0.0,90.869935,91.120147,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25021225,47,,,0,,False,1,train,0
64,0.0,91.120147,91.370359,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25021225,57,,,0,,False,0,train,2
65,0.0,91.370359,91.620565,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020525,58,,,0,,False,0,train,2
66,0.0,91.620565,91.87077,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25020525,30,,,0,,False,1,train,1
67,0.0,91.87077,92.120975,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020525,59,,,0,,False,0,train,2
68,0.0,92.120975,92.37118,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020525,60,,,0,,False,0,train,1
69,0.0,92.37118,92.62139,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020975,61,,,0,,False,0,train,2
70,0.0,92.62139,92.8716,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25020975,62,,,0,,False,0,train,1
71,0.0,92.8716,93.12181,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25020975,63,,,0,,False,0,train,2
72,0.0,93.12181,93.372019,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020975,64,,,0,,False,0,train,2
73,0.0,93.372019,93.622227,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,0.0,0.25020775,65,,,0,,False,0,train,0
74,0.0,93.622227,93.872435,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020775,66,,,0,,False,0,train,0
75,0.0,93.872435,94.122643,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020775,42,,,0,,False,1,train,0
76,0.0,94.122643,94.37285,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020775,67,,,0,,False,0,train,2
77,0.0,94.37285,94.62306,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020975,68,,,0,,False,0,train,0
78,0.0,94.62306,94.87327,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020975,69,,,0,,False,0,train,2
79,0.0,94.87327,95.12348,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25020975,70,,,0,,False,0,train,2
80,0.0,95.12348,95.373689,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020975,71,,,0,,False,0,train,0
81,0.0,95.373689,95.623897,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25020775,72,,,0,,False,0,train,2
82,0.0,95.623897,95.874105,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25020775,73,,,0,,False,0,train,0
83,0.0,95.874105,96.124313,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020775,48,,,0,,False,1,train,1
84,0.0,96.124313,96.37452,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020775,74,,,0,,False,0,train,0
85,0.0,96.37452,96.624735,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25021475,75,,,0,,False,0,train,1
86,0.0,96.624735,96.87495,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25021475,56,,,0,,False,1,train,0
87,0.0,96.87495,97.125165,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25021475,76,,,0,,False,0,train,1
88,0.0,97.125165,97.375379,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021475,42,,,0,,False,2,test,0
89,0.0,97.375379,97.625582,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020275,77,,,0,,False,0,train,2
90,0.0,97.625582,97.875785,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020275,78,,,0,,False,0,train,1
91,0.0,97.875785,98.125988,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020275,79,,,0,,False,0,train,2
92,0.0,98.125988,98.37619,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25020275,80,,,0,,False,0,train,1
93,0.0,98.37619,98.6264,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25020975,81,,,0,,False,0,train,2
94,0.0,98.6264,98.87661,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020975,82,,,0,,False,0,train,0
95,0.0,98.87661,99.12682,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020975,60,,,0,,False,1,train,1
96,0.0,99.12682,99.377029,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020975,83,,,0,,False,0,train,0
97,0.0,99.377029,99.627237,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020775,84,,,0,,False,0,train,1
98,0.0,99.627237,99.877445,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020775,85,,,0,,False,0,train,0
99,0.0,99.877445,100.12765,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020775,61,,,0,,False,1,train,2
100,0.0,100.12765,100.37786,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020775,78,,,0,,False,1,train,1
101,0.0,100.37786,100.62808,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25021725,86,,,0,,False,0,train,1
102,0.0,100.62808,100.87829,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25021725,87,,,0,,False,0,train,1
103,0.0,100.87829,101.12851,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25021725,45,,,0,,False,1,train,0
104,0.0,101.12851,101.37873,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021725,5,,,0,,False,1,train,2
105,0.0,101.37873,101.62893,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020275,87,,,0,,False,1,train,1
106,0.0,101.62893,101.87913,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25020275,88,,,0,,False,0,train,1
107,0.0,101.87913,102.12934,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25020275,89,,,0,,False,0,train,1
108,0.0,102.12934,102.37954,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020275,90,,,0,,False,0,train,0
109,0.0,102.37954,102.62975,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020725,91,,,0,,False,0,train,2
110,0.0,102.62975,102.87995,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020725,92,,,0,,False,0,train,0
111,0.0,102.87995,103.13016,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020725,67,,,0,,False,1,train,2
112,0.0,103.13016,103.38037,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25020725,93,,,0,,False,0,train,1
113,0.0,103.38037,103.63058,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020775,94,,,0,,False,0,train,0
114,0.0,103.63058,103.88078,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020775,85,,,0,,False,1,train,0
115,0.0,103.88078,104.13099,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020775,38,,,0,,False,1,train,0
116,0.0,104.13099,104.3812,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25020775,95,,,0,,False,0,train,1
117,0.0,104.3812,104.63141,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25021225,49,,,0,,False,1,train,1
118,0.0,104.63141,104.88162,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25021225,96,,,0,,False,0,train,1
119,0.0,104.88162,105.13184,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25021225,97,,,0,,False,0,train,0
120,0.0,105.13184,105.38205,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25021225,22,,,0,,False,2,test,1
121,0.0,105.38205,105.63225,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25020525,98,,,0,,False,0,train,2
122,0.0,105.63225,105.88246,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020525,99,,,0,,False,0,train,2
123,0.0,105.88246,106.13267,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020525,100,,,0,,False,0,train,2
124,0.0,106.13267,106.38287,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020525,101,,,0,,False,0,train,2
125,0.0,106.38287,106.63309,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25021975,102,,,0,,False,0,train,2
126,0.0,106.63309,106.88331,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25021975,59,,,0,,False,1,train,2
127,0.0,106.88331,107.13353,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021975,72,,,0,,False,1,train,2
128,0.0,107.13353,107.38375,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25021975,103,,,0,,False,0,train,2
129,0.0,107.38375,107.63394,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25019525,18,,,0,,False,2,test,1
130,0.0,107.63394,107.88414,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25019525,104,,,0,,False,0,train,1
131,0.0,107.88414,108.13434,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25019525,67,,,0,,False,2,test,2
