stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,stimulus_name,contrast,phase,size,temporal_frequency,Dir,frame,coherence,spatial_frequency,color,x_position,Speed,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2156,0.0,614.55743,614.80764,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25021025,90,,,0,,False,9,train,0
2157,0.0,614.80764,615.05785,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020475,186,,,0,,False,12,train,2
2158,0.0,615.05785,615.30805,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020475,79,,,0,,False,9,train,2
2159,0.0,615.30805,615.55825,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25020475,218,,,0,,False,9,train,0
2160,0.0,615.55825,615.80846,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020475,97,,,0,,False,9,train,0
2161,0.0,615.80846,616.05867,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021275,202,,,0,,False,10,train,2
2162,0.0,616.05867,616.30888,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25021275,100,,,0,,False,9,train,2
2163,0.0,616.30888,616.5591,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,0.0,0.25021275,144,,,0,,False,10,train,0
2164,0.0,616.5591,616.80931,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25021275,90,,,0,,False,10,train,0
2165,0.0,616.80931,617.05952,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020975,231,,,0,,False,8,test,2
2166,0.0,617.05952,617.30973,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020975,183,,,0,,False,5,test,1
2167,0.0,617.30973,617.55994,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25020975,178,,,0,,False,7,train,2
2168,0.0,617.55994,617.81015,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020975,10,,,0,,False,11,test,0
2169,0.0,617.81015,618.06036,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25021025,131,,,0,,False,8,test,0
2170,0.0,618.06036,618.31057,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25021025,57,,,0,,False,12,train,2
2171,0.0,618.31057,618.56078,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25021025,109,,,0,,False,7,train,0
2172,0.0,618.56078,618.81099,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25021025,37,,,0,,False,10,train,1
2173,0.0,618.81099,619.06119,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25020225,115,,,0,,False,6,train,1
2174,0.0,619.06119,619.31139,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020225,215,,,0,,False,8,test,1
2175,0.0,619.31139,619.5616,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020225,208,,,0,,False,8,test,2
2176,0.0,619.5616,619.8118,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25020225,23,,,0,,False,10,train,2
2177,0.0,619.8118,620.06201,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25021525,81,,,0,,False,7,train,2
2178,0.0,620.06201,620.31223,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25021525,177,,,0,,False,9,train,2
2179,0.0,620.31223,620.56245,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021525,227,,,0,,False,7,train,2
2180,0.0,620.56245,620.81266,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25021525,66,,,0,,False,7,train,0
2181,0.0,620.81266,621.06287,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,45.0,0.25020475,78,,,0,,False,10,train,1
2182,0.0,621.06287,621.31307,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020475,177,,,0,,False,10,train,2
2183,0.0,621.31307,621.56327,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020475,239,,,0,,False,8,test,0
2184,0.0,621.56327,621.81348,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020475,46,,,0,,False,6,train,0
2185,0.0,621.81348,622.06369,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25021525,38,,,0,,False,10,train,0
2186,0.0,622.06369,622.31391,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25021525,226,,,0,,False,5,test,2
2187,0.0,622.31391,622.56413,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25021525,140,,,0,,False,7,train,2
2188,0.0,622.56413,622.81434,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25021525,136,,,0,,False,9,train,1
2189,0.0,622.81434,623.06455,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,0.0,0.25021225,141,,,0,,False,9,train,0
2190,0.0,623.06455,623.31476,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25021225,177,,,0,,False,11,test,2
2191,0.0,623.31476,623.56498,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25021225,232,,,0,,False,8,test,1
2192,0.0,623.56498,623.81519,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,90.0,0.25021225,105,,,0,,False,9,train,2
2193,0.0,623.81519,624.06539,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,0.0,0.25020275,145,,,0,,False,10,train,0
2194,0.0,624.06539,624.31559,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25020275,158,,,0,,False,9,train,0
2195,0.0,624.31559,624.5658,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020275,66,,,0,,False,8,test,0
2196,0.0,624.5658,624.816,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020275,19,,,0,,False,7,train,1
2197,0.0,624.816,625.06621,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25020725,223,,,0,,False,6,train,0
2198,0.0,625.06621,625.31641,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25020725,152,,,0,,False,7,train,1
2199,0.0,625.31641,625.56662,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020725,66,,,0,,False,9,train,0
2200,0.0,625.56662,625.81683,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25020725,200,,,0,,False,10,train,2
2201,0.0,625.81683,626.06704,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,45.0,0.25021275,115,,,0,,False,7,train,1
2202,0.0,626.06704,626.31725,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25021275,75,,,0,,False,9,train,1
2203,0.0,626.31725,626.56747,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25021275,101,,,0,,False,10,train,2
2204,0.0,626.56747,626.81768,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25021275,43,,,0,,False,9,train,0
2205,0.0,626.81768,627.06788,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25019475,113,,,0,,False,13,train,1
2206,0.0,627.06788,627.31807,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25019475,81,,,0,,False,8,test,2
2207,0.0,627.31807,627.56826,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25019475,120,,,0,,False,5,test,0
2208,0.0,627.56826,627.81846,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,90.0,0.25019475,146,,,0,,False,9,train,2
2209,0.0,627.81846,628.06868,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25022275,220,,,0,,False,9,train,0
2210,0.0,628.06868,628.3189,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25022275,19,,,0,,False,8,test,1
2211,0.0,628.3189,628.56913,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25022275,132,,,0,,False,7,train,1
2212,0.0,628.56913,628.81935,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25022275,133,,,0,,False,5,test,1
2213,0.0,628.81935,629.06955,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020225,34,,,0,,False,10,train,0
2214,0.0,629.06955,629.31975,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020225,181,,,0,,False,10,train,2
2215,0.0,629.31975,629.56996,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25020225,161,,,0,,False,7,train,1
2216,0.0,629.56996,629.82016,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25020225,223,,,0,,False,7,train,0
2217,0.0,629.82016,630.07037,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021275,34,,,0,,False,11,test,0
2218,0.0,630.07037,630.32058,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25021275,88,,,0,,False,7,train,1
2219,0.0,630.32058,630.5708,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25021275,175,,,0,,False,10,train,1
2220,0.0,630.5708,630.82101,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25021275,231,,,0,,False,9,train,2
2221,0.0,630.82101,631.07123,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25021725,129,,,0,,False,8,test,0
2222,0.0,631.07123,631.32144,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25021725,8,,,0,,False,10,train,1
2223,0.0,631.32144,631.57166,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021725,3,,,0,,False,10,train,0
2224,0.0,631.57166,631.82188,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021725,236,,,0,,False,5,test,2
2225,0.0,631.82188,632.07208,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020275,174,,,0,,False,12,train,1
2226,0.0,632.07208,632.32228,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020275,92,,,0,,False,8,test,0
2227,0.0,632.32228,632.57249,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020275,169,,,0,,False,10,train,2
2228,0.0,632.57249,632.82269,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020275,25,,,0,,False,10,train,0
2229,0.0,632.82269,633.0729,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020975,120,,,0,,False,6,train,0
2230,0.0,633.0729,633.32311,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25020975,89,,,0,,False,9,train,1
2231,0.0,633.32311,633.57332,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020975,212,,,0,,False,5,test,0
2232,0.0,633.57332,633.82353,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020975,21,,,0,,False,8,test,0
2233,0.0,633.82353,634.07374,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,90.0,0.25021025,198,,,0,,False,6,train,2
2234,0.0,634.07374,634.32395,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25021025,73,,,0,,False,11,test,0
2235,0.0,634.32395,634.57416,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25021025,235,,,0,,False,9,train,0
2236,0.0,634.57416,634.82437,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25021025,17,,,0,,False,11,test,2
2237,0.0,634.82437,635.07458,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25021225,213,,,0,,False,7,train,2
2238,0.0,635.07458,635.32479,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25021225,138,,,0,,False,7,train,1
2239,0.0,635.32479,635.57501,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25021225,11,,,0,,False,7,train,1
2240,0.0,635.57501,635.82522,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,0.0,0.25021225,160,,,0,,False,7,train,0
2241,0.0,635.82522,636.07542,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25020525,44,,,0,,False,6,train,0
2242,0.0,636.07542,636.32563,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020525,211,,,0,,False,8,test,2
2243,0.0,636.32563,636.57584,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25020525,163,,,0,,False,9,train,1
2244,0.0,636.57584,636.82604,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020525,176,,,0,,False,9,train,2
2245,0.0,636.82604,637.07625,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25020975,173,,,0,,False,9,train,1
2246,0.0,637.07625,637.32646,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020975,171,,,0,,False,7,train,0
2247,0.0,637.32646,637.57667,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020975,29,,,0,,False,8,test,0
2248,0.0,637.57667,637.82688,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25020975,106,,,0,,False,9,train,0
2249,0.0,637.82688,638.07709,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25020775,229,,,0,,False,7,train,1
2250,0.0,638.07709,638.32729,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020775,59,,,0,,False,9,train,2
2251,0.0,638.32729,638.5775,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020775,211,,,0,,False,9,train,2
2252,0.0,638.5775,638.82771,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020775,131,,,0,,False,9,train,0
2253,0.0,638.82771,639.07792,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020975,31,,,0,,False,7,train,0
2254,0.0,639.07792,639.32813,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25020975,159,,,0,,False,12,train,0
2255,0.0,639.32813,639.57834,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020975,99,,,0,,False,10,train,2
2256,0.0,639.57834,639.82855,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,90.0,0.25020975,137,,,0,,False,10,train,2
2257,0.0,639.82855,640.07876,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,45.0,0.25020775,22,,,0,,False,11,test,1
2258,0.0,640.07876,640.32896,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-30.0,null,45.0,0.25020775,88,,,0,,False,8,test,1
2259,0.0,640.32896,640.57917,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020775,139,,,0,,False,7,train,2
2260,0.0,640.57917,640.82938,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25020775,234,,,0,,False,8,test,1
2261,0.0,640.82938,641.07959,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,90.0,0.25021225,50,,,0,,False,7,train,2
2262,0.0,641.07959,641.3298,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25021225,124,,,0,,False,7,train,2
2263,0.0,641.3298,641.58002,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,45.0,0.25021225,161,,,0,,False,8,test,1
2264,0.0,641.58002,641.83023,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25021225,217,,,0,,False,8,test,1
2265,0.0,641.83023,642.08044,-30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-40.0,null,90.0,0.25020775,124,,,0,,False,8,test,2
2266,0.0,642.08044,642.33064,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,90.0,0.25020775,242,,,0,,False,10,train,2
2267,0.0,642.33064,642.58085,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25020775,199,,,0,,False,5,test,0
2268,0.0,642.58085,642.83106,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,45.0,0.25020775,183,,,0,,False,6,train,1
2269,0.0,642.83106,643.08127,-20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,90.0,0.25020975,226,,,0,,False,6,train,2
2270,0.0,643.08127,643.33148,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020975,162,,,0,,False,11,test,2
2271,0.0,643.33148,643.58169,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,30.0,null,90.0,0.25020975,162,,,0,,False,12,train,2
2272,0.0,643.58169,643.8319,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020975,42,,,0,,False,10,train,0
2273,0.0,643.8319,644.0821,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020525,82,,,0,,False,8,test,0
2274,0.0,644.0821,644.33231,-40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,0.0,0.25020525,222,,,0,,False,7,train,0
2275,0.0,644.33231,644.58252,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020525,189,,,0,,False,7,train,0
2276,0.0,644.58252,644.83272,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,10.0,null,45.0,0.25020525,32,,,0,,False,11,test,1
2277,0.0,644.83272,645.08293,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,45.0,0.25021225,30,,,0,,False,11,test,1
2278,0.0,645.08293,645.33314,0.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25021225,34,,,0,,False,12,train,0
2279,0.0,645.33314,645.58336,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,0.0,0.25021225,125,,,0,,False,9,train,0
2280,0.0,645.58336,645.83357,20.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-10.0,null,0.0,0.25021225,10,,,0,,False,12,train,0
2281,0.0,645.83357,646.08378,30.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020775,38,,,0,,False,11,test,0
2282,0.0,646.08378,646.33398,10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,0.0,null,0.0,0.25020775,82,,,0,,False,9,train,0
2283,0.0,646.33398,646.58419,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,40.0,null,0.0,0.25020775,42,,,0,,False,11,test,0
2284,0.0,646.58419,646.8344,40.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,20.0,null,45.0,0.25020775,206,,,0,,False,10,train,1
2285,0.0,646.8344,647.08461,-10.0,gabors,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",4.0,null,null,null,0.08,null,-20.0,null,0.0,0.25020725,212,,,0,,False,6,train,0
