stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,color,orientation,frame,temporal_frequency,size,coherence,y_position,spatial_frequency,x_position,stimulus_name,Dir,Speed,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2994,0.0,824.32194,824.57214,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25019669,46,,,0,,False,12,train,1
2995,0.0,824.57214,824.82234,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25019669,61,,,0,,False,14,test,1
2996,0.0,824.82234,825.07253,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25019669,208,,,0,,False,10,train,2
2997,0.0,825.07253,825.32275,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,44,,,0,,False,12,train,2
2998,0.0,825.32275,825.57296,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25021581,117,,,0,,False,13,train,0
2999,0.0,825.57296,825.82318,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,10.0,gabors,null,null,0.8,0.25021581,163,,,0,,False,11,test,2
3000,0.0,825.82318,826.0734,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-10.0,gabors,null,null,0.8,0.25021581,49,,,0,,False,13,train,1
3001,0.0,826.0734,826.3236,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,26,,,0,,False,12,train,0
3002,0.0,826.3236,826.5738,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,0.0,gabors,null,null,0.8,0.25020419,201,,,0,,False,10,train,0
3003,0.0,826.5738,826.82401,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,18,,,0,,False,12,train,2
3004,0.0,826.82401,827.07421,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020419,190,,,0,,False,11,test,2
3005,0.0,827.07421,827.32442,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,71,,,0,,False,11,test,1
3006,0.0,827.32442,827.57463,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,194,,,0,,False,11,test,0
3007,0.0,827.57463,827.82485,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021081,29,,,0,,False,12,train,0
3008,0.0,827.82485,828.07506,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,63,,,0,,False,14,test,1
3009,0.0,828.07506,828.32526,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,40.0,gabors,null,null,0.8,0.25020419,74,,,0,,False,12,train,2
3010,0.0,828.32526,828.57546,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25020419,151,,,0,,False,10,train,1
3011,0.0,828.57546,828.82567,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,10.0,gabors,null,null,0.8,0.25020419,211,,,0,,False,12,train,1
3012,0.0,828.82567,829.07587,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020419,190,,,0,,False,12,train,2
3013,0.0,829.07587,829.32608,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25020831,237,,,0,,False,10,train,2
3014,0.0,829.32608,829.57629,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25020831,72,,,0,,False,13,train,0
3015,0.0,829.57629,829.8265,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25020831,46,,,0,,False,13,train,1
3016,0.0,829.8265,830.07671,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020831,47,,,0,,False,12,train,1
3017,0.0,830.07671,830.32692,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25021419,97,,,0,,False,12,train,2
3018,0.0,830.32692,830.57713,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25021419,147,,,0,,False,12,train,1
3019,0.0,830.57713,830.82735,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25021419,35,,,0,,False,13,train,1
3020,0.0,830.82735,831.07756,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25021419,225,,,0,,False,11,test,0
3021,0.0,831.07756,831.32777,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,197,,,0,,False,12,train,0
3022,0.0,831.32777,831.57798,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,20.0,gabors,null,null,0.8,0.25021081,111,,,0,,False,10,train,2
3023,0.0,831.57798,831.8282,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25021081,148,,,0,,False,11,test,1
3024,0.0,831.8282,832.07841,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,180,,,0,,False,11,test,0
3025,0.0,832.07841,832.32861,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,52,,,0,,False,10,train,0
3026,0.0,832.32861,832.57882,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25020669,193,,,0,,False,9,train,0
3027,0.0,832.57882,832.82903,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25020669,82,,,0,,False,12,train,0
3028,0.0,832.82903,833.07923,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,152,,,0,,False,13,train,1
3029,0.0,833.07923,833.32944,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25021081,106,,,0,,False,13,train,0
3030,0.0,833.32944,833.57965,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,20.0,gabors,null,null,0.8,0.25021081,50,,,0,,False,12,train,2
3031,0.0,833.57965,833.82987,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021081,51,,,0,,False,12,train,0
3032,0.0,833.82987,834.08008,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25021081,102,,,0,,False,12,train,0
3033,0.0,834.08008,834.33029,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,158,,,0,,False,12,train,2
3034,0.0,834.33029,834.58049,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25020919,204,,,0,,False,11,test,0
3035,0.0,834.58049,834.8307,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,210,,,0,,False,10,train,1
3036,0.0,834.8307,835.08091,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020919,48,,,0,,False,12,train,0
3037,0.0,835.08091,835.33112,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25020581,104,,,0,,False,10,train,2
3038,0.0,835.33112,835.58132,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25020581,123,,,0,,False,12,train,0
3039,0.0,835.58132,835.83153,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020581,80,,,0,,False,13,train,0
3040,0.0,835.83153,836.08174,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25020581,29,,,0,,False,13,train,0
3041,0.0,836.08174,836.33195,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-40.0,gabors,null,null,0.8,0.25021169,27,,,0,,False,11,test,2
3042,0.0,836.33195,836.58216,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,0.0,gabors,null,null,0.8,0.25021169,240,,,0,,False,10,train,2
3043,0.0,836.58216,836.83237,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,0.0,gabors,null,null,0.8,0.25021169,119,,,0,,False,9,train,2
3044,0.0,836.83237,837.08258,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25021169,66,,,0,,False,12,train,0
3045,0.0,837.08258,837.33279,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020831,17,,,0,,False,13,train,0
3046,0.0,837.33279,837.583,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25020831,10,,,0,,False,10,train,0
3047,0.0,837.583,837.83321,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25020831,62,,,0,,False,13,train,1
3048,0.0,837.83321,838.08342,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,10.0,gabors,null,null,0.8,0.25020831,223,,,0,,False,11,test,1
3049,0.0,838.08342,838.33363,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25020919,193,,,0,,False,10,train,0
3050,0.0,838.33363,838.58383,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,30.0,gabors,null,null,0.8,0.25020919,96,,,0,,False,12,train,2
3051,0.0,838.58383,838.83404,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,113,,,0,,False,10,train,2
3052,0.0,838.83404,839.08425,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,30.0,gabors,null,null,0.8,0.25020919,200,,,0,,False,12,train,2
3053,0.0,839.08425,839.33447,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25021331,183,,,0,,False,11,test,1
3054,0.0,839.33447,839.58468,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25021331,68,,,0,,False,10,train,2
3055,0.0,839.58468,839.83489,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021331,179,,,0,,False,11,test,1
3056,0.0,839.83489,840.08511,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,20.0,gabors,null,null,0.8,0.25021331,176,,,0,,False,11,test,2
3057,0.0,840.08511,840.33531,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020419,190,,,0,,False,13,train,2
3058,0.0,840.33531,840.58551,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25020419,7,,,0,,False,14,test,2
3059,0.0,840.58551,840.83572,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,43,,,0,,False,10,train,1
3060,0.0,840.83572,841.08592,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,48,,,0,,False,13,train,0
3061,0.0,841.08592,841.33614,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,159,,,0,,False,12,train,2
3062,0.0,841.33614,841.58635,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,40.0,gabors,null,null,0.8,0.25021331,192,,,0,,False,11,test,1
3063,0.0,841.58635,841.83656,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,20.0,gabors,null,null,0.8,0.25021331,175,,,0,,False,10,train,1
3064,0.0,841.83656,842.08678,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,40.0,gabors,null,null,0.8,0.25021331,239,,,0,,False,12,train,0
3065,0.0,842.08678,842.33698,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,6,,,0,,False,14,test,1
3066,0.0,842.33698,842.58718,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,180,,,0,,False,12,train,0
3067,0.0,842.58718,842.83739,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,56,,,0,,False,11,test,1
3068,0.0,842.83739,843.08759,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,120,,,0,,False,11,test,2
3069,0.0,843.08759,843.33781,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,196,,,0,,False,13,train,0
3070,0.0,843.33781,843.58802,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25021331,70,,,0,,False,11,test,1
3071,0.0,843.58802,843.83823,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021331,179,,,0,,False,12,train,1
3072,0.0,843.83823,844.08845,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25021331,65,,,0,,False,13,train,1
3073,0.0,844.08845,844.33865,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,40.0,gabors,null,null,0.8,0.25020419,178,,,0,,False,14,test,2
3074,0.0,844.33865,844.58885,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,133,,,0,,False,11,test,2
3075,0.0,844.58885,844.83906,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25020419,103,,,0,,False,13,train,2
3076,0.0,844.83906,845.08926,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,113,,,0,,False,11,test,2
3077,0.0,845.08926,845.33947,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25021081,10,,,0,,False,11,test,0
3078,0.0,845.33947,845.58968,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25021081,195,,,0,,False,12,train,0
3079,0.0,845.58968,845.8399,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,40.0,gabors,null,null,0.8,0.25021081,233,,,0,,False,14,test,0
3080,0.0,845.8399,846.09011,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,213,,,0,,False,13,train,1
3081,0.0,846.09011,846.34032,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25020919,32,,,0,,False,11,test,0
3082,0.0,846.34032,846.59052,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25020919,83,,,0,,False,10,train,2
3083,0.0,846.59052,846.84073,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25020919,46,,,0,,False,14,test,1
3084,0.0,846.84073,847.09094,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,30.0,gabors,null,null,0.8,0.25020919,132,,,0,,False,14,test,0
3085,0.0,847.09094,847.34116,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,236,,,0,,False,12,train,2
3086,0.0,847.34116,847.59137,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25021331,10,,,0,,False,12,train,0
3087,0.0,847.59137,847.84158,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,91,,,0,,False,14,test,1
3088,0.0,847.84158,848.0918,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,158,,,0,,False,13,train,2
3089,0.0,848.0918,848.342,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-30.0,gabors,null,null,0.8,0.25020669,71,,,0,,False,12,train,1
3090,0.0,848.342,848.59221,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25020669,242,,,0,,False,11,test,0
3091,0.0,848.59221,848.84242,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020669,241,,,0,,False,9,train,2
3092,0.0,848.84242,849.09262,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25020669,219,,,0,,False,13,train,1
3093,0.0,849.09262,849.34283,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,52,,,0,,False,11,test,0
3094,0.0,849.34283,849.59304,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,40.0,gabors,null,null,0.8,0.25021081,134,,,0,,False,13,train,2
3095,0.0,849.59304,849.84326,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,0.0,gabors,null,null,0.8,0.25021081,119,,,0,,False,10,train,2
3096,0.0,849.84326,850.09347,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,20.0,gabors,null,null,0.8,0.25021081,186,,,0,,False,13,train,0
3097,0.0,850.09347,850.34367,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25020669,31,,,0,,False,12,train,0
3098,0.0,850.34367,850.59388,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25020669,210,,,0,,False,11,test,1
3099,0.0,850.59388,850.84409,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25020669,160,,,0,,False,11,test,2
3100,0.0,850.84409,851.09429,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,104,,,0,,False,11,test,2
3101,0.0,851.09429,851.3445,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25021081,58,,,0,,False,13,train,0
3102,0.0,851.3445,851.59471,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,156,,,0,,False,11,test,2
3103,0.0,851.59471,851.84493,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25021081,208,,,0,,False,11,test,2
3104,0.0,851.84493,852.09514,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,126,,,0,,False,13,train,0
3105,0.0,852.09514,852.34534,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,93,,,0,,False,13,train,1
3106,0.0,852.34534,852.59554,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,67,,,0,,False,9,train,2
3107,0.0,852.59554,852.84575,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,188,,,0,,False,9,train,0
3108,0.0,852.84575,853.09595,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,210,,,0,,False,12,train,1
3109,0.0,853.09595,853.34617,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,0.0,gabors,null,null,0.8,0.25021331,119,,,0,,False,11,test,2
3110,0.0,853.34617,853.59638,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25021331,124,,,0,,False,11,test,2
3111,0.0,853.59638,853.84659,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021331,94,,,0,,False,11,test,2
3112,0.0,853.84659,854.09681,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,133,,,0,,False,12,train,2
3113,0.0,854.09681,854.34701,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-30.0,gabors,null,null,0.8,0.25020669,215,,,0,,False,12,train,0
3114,0.0,854.34701,854.59722,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,98,,,0,,False,11,test,1
3115,0.0,854.59722,854.84743,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,93,,,0,,False,14,test,1
3116,0.0,854.84743,855.09763,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25020669,183,,,0,,False,12,train,1
3117,0.0,855.09763,855.34785,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,237,,,0,,False,11,test,2
3118,0.0,855.34785,855.59806,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021581,98,,,0,,False,12,train,1
3119,0.0,855.59806,855.84828,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,116,,,0,,False,12,train,0
3120,0.0,855.84828,856.0985,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021581,235,,,0,,False,11,test,2
3121,0.0,856.0985,856.3487,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25020169,189,,,0,,False,13,train,0
3122,0.0,856.3487,856.5989,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25020169,83,,,0,,False,11,test,2
