stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,color,orientation,frame,temporal_frequency,size,coherence,y_position,spatial_frequency,x_position,stimulus_name,Dir,Speed,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.462746,75.69627,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.23352398,1,,,0,,False,0,train,0
2,0.0,75.69627,75.946475,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25020426,2,,,0,,False,0,train,2
3,0.0,75.946475,76.196679,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,40.0,gabors,null,null,0.8,0.25020426,3,,,0,,False,0,train,2
4,0.0,76.196679,76.446883,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-30.0,gabors,null,null,0.8,0.25020426,4,,,0,,False,0,train,0
5,0.0,76.446883,76.697106,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25022331,5,,,0,,False,0,train,1
6,0.0,76.697106,76.94733,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-30.0,gabors,null,null,0.8,0.25022331,6,,,0,,False,0,train,1
7,0.0,76.94733,77.197553,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25022331,7,,,0,,False,0,train,2
8,0.0,77.197553,77.447776,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25022331,8,,,0,,False,0,train,0
9,0.0,77.447776,77.697973,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,10.0,gabors,null,null,0.8,0.25019669,9,,,0,,False,0,train,1
10,0.0,77.697973,77.94817,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25019669,10,,,0,,False,0,train,0
11,0.0,77.94817,78.198366,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25019669,11,,,0,,False,0,train,2
12,0.0,78.198366,78.448563,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,10.0,gabors,null,null,0.8,0.25019669,12,,,0,,False,0,train,0
13,0.0,78.448563,78.698771,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25020831,13,,,0,,False,0,train,1
14,0.0,78.698771,78.94898,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25020831,14,,,0,,False,0,train,2
15,0.0,78.94898,79.199188,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25020831,15,,,0,,False,0,train,2
16,0.0,79.199188,79.449396,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,10.0,gabors,null,null,0.8,0.25020831,16,,,0,,False,0,train,1
17,0.0,79.449396,79.699608,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021169,17,,,0,,False,0,train,0
18,0.0,79.699608,79.94982,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-10.0,gabors,null,null,0.8,0.25021169,18,,,0,,False,0,train,2
19,0.0,79.94982,80.200031,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,20.0,gabors,null,null,0.8,0.25021169,19,,,0,,False,0,train,1
20,0.0,80.200031,80.450243,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25021169,20,,,0,,False,0,train,1
21,0.0,80.450243,80.700446,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020331,21,,,0,,False,0,train,1
22,0.0,80.700446,80.95065,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,20.0,gabors,null,null,0.8,0.25020331,22,,,0,,False,0,train,1
23,0.0,80.95065,81.200853,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25020331,23,,,0,,False,0,train,1
24,0.0,81.200853,81.451056,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25020331,8,,,0,,False,1,train,0
25,0.0,81.451056,81.701271,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-30.0,gabors,null,null,0.8,0.25021419,24,,,0,,False,0,train,2
26,0.0,81.701271,81.951485,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-20.0,gabors,null,null,0.8,0.25021419,25,,,0,,False,0,train,0
27,0.0,81.951485,82.201699,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021419,26,,,0,,False,0,train,0
28,0.0,82.201699,82.451913,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-40.0,gabors,null,null,0.8,0.25021419,27,,,0,,False,0,train,2
29,0.0,82.451913,82.702124,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,30.0,gabors,null,null,0.8,0.25021081,28,,,0,,False,0,train,0
30,0.0,82.702124,82.952335,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021081,29,,,0,,False,0,train,0
31,0.0,82.952335,83.202546,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,30,,,0,,False,0,train,0
32,0.0,83.202546,83.452756,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021081,31,,,0,,False,0,train,0
33,0.0,83.452756,83.702961,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25020419,32,,,0,,False,0,train,0
34,0.0,83.702961,83.953165,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,20.0,gabors,null,null,0.8,0.25020419,33,,,0,,False,0,train,0
35,0.0,83.953165,84.203369,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25020419,34,,,0,,False,0,train,1
36,0.0,84.203369,84.453573,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020419,35,,,0,,False,0,train,1
37,0.0,84.453573,84.703786,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25021331,36,,,0,,False,0,train,2
38,0.0,84.703786,84.954,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25021331,37,,,0,,False,0,train,1
39,0.0,84.954,85.204213,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,38,,,0,,False,0,train,2
40,0.0,85.204213,85.454426,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,39,,,0,,False,0,train,1
41,0.0,85.454426,85.704631,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,0.0,gabors,null,null,0.8,0.25020419,40,,,0,,False,0,train,1
42,0.0,85.704631,85.954835,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,41,,,0,,False,0,train,2
43,0.0,85.954835,86.205039,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25020419,42,,,0,,False,0,train,1
44,0.0,86.205039,86.455243,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,43,,,0,,False,0,train,1
45,0.0,86.455243,86.705449,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25020581,44,,,0,,False,0,train,2
46,0.0,86.705449,86.955655,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25020581,45,,,0,,False,0,train,1
47,0.0,86.955655,87.205861,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25020581,46,,,0,,False,0,train,1
48,0.0,87.205861,87.456066,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020581,47,,,0,,False,0,train,1
49,0.0,87.456066,87.706278,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25021169,48,,,0,,False,0,train,0
50,0.0,87.706278,87.95649,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-10.0,gabors,null,null,0.8,0.25021169,49,,,0,,False,0,train,1
51,0.0,87.95649,88.206701,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,20.0,gabors,null,null,0.8,0.25021169,50,,,0,,False,0,train,2
52,0.0,88.206701,88.456913,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021169,34,,,0,,False,1,train,1
53,0.0,88.456913,88.707124,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021081,51,,,0,,False,0,train,0
54,0.0,88.707124,88.957335,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,52,,,0,,False,0,train,0
55,0.0,88.957335,89.207546,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25021081,53,,,0,,False,0,train,0
56,0.0,89.207546,89.457756,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,54,,,0,,False,0,train,2
57,0.0,89.457756,89.707963,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-30.0,gabors,null,null,0.8,0.25020669,55,,,0,,False,0,train,1
58,0.0,89.707963,89.95817,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25020669,56,,,0,,False,0,train,1
59,0.0,89.95817,90.208376,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25020669,57,,,0,,False,0,train,1
60,0.0,90.208376,90.458583,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25020669,58,,,0,,False,0,train,0
61,0.0,90.458583,90.708799,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,59,,,0,,False,0,train,1
62,0.0,90.708799,90.959015,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,20.0,gabors,null,null,0.8,0.25021581,33,,,0,,False,1,train,0
63,0.0,90.959015,91.209231,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021581,60,,,0,,False,0,train,2
64,0.0,91.209231,91.459446,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021581,61,,,0,,False,0,train,1
65,0.0,91.459446,91.709648,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25020169,62,,,0,,False,0,train,1
66,0.0,91.709648,91.95985,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25020169,63,,,0,,False,0,train,1
67,0.0,91.95985,92.210051,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-40.0,gabors,null,null,0.8,0.25020169,64,,,0,,False,0,train,0
68,0.0,92.210051,92.460253,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020169,43,,,0,,False,1,train,1
69,0.0,92.460253,92.710474,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25022081,65,,,0,,False,0,train,1
70,0.0,92.710474,92.960695,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25022081,63,,,0,,False,1,train,1
71,0.0,92.960695,93.210916,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25022081,66,,,0,,False,0,train,0
72,0.0,93.210916,93.461136,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-30.0,gabors,null,null,0.8,0.25022081,55,,,0,,False,1,train,1
73,0.0,93.461136,93.711336,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25019919,35,,,0,,False,1,train,1
74,0.0,93.711336,93.961535,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25019919,45,,,0,,False,1,train,1
75,0.0,93.961535,94.211734,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25019919,67,,,0,,False,0,train,2
76,0.0,94.211734,94.461933,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25019919,68,,,0,,False,0,train,2
77,0.0,94.461933,94.712149,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,40.0,gabors,null,null,0.8,0.25021581,69,,,0,,False,0,train,1
78,0.0,94.712149,94.962365,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021581,61,,,0,,False,1,train,1
79,0.0,94.962365,95.212581,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25021581,70,,,0,,False,0,train,1
80,0.0,95.212581,95.462796,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-30.0,gabors,null,null,0.8,0.25021581,71,,,0,,False,0,train,1
81,0.0,95.462796,95.713001,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25020419,72,,,0,,False,0,train,0
82,0.0,95.713001,95.963205,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25020419,73,,,0,,False,0,train,2
83,0.0,95.963205,96.213409,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,40.0,gabors,null,null,0.8,0.25020419,74,,,0,,False,0,train,2
84,0.0,96.213409,96.463613,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,20.0,gabors,null,null,0.8,0.25020419,75,,,0,,False,0,train,1
85,0.0,96.463613,96.713824,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,30.0,gabors,null,null,0.8,0.25021081,76,,,0,,False,0,train,2
86,0.0,96.713824,96.964035,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,30.0,gabors,null,null,0.8,0.25021081,77,,,0,,False,0,train,1
87,0.0,96.964035,97.214246,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25021081,78,,,0,,False,0,train,0
88,0.0,97.214246,97.464456,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,40.0,gabors,null,null,0.8,0.25021081,79,,,0,,False,0,train,1
89,0.0,97.464456,97.714658,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25020169,80,,,0,,False,0,train,0
90,0.0,97.714658,97.96486,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020169,60,,,0,,False,1,train,2
91,0.0,97.96486,98.215061,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25020169,44,,,0,,False,1,train,2
92,0.0,98.215061,98.465263,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25020169,81,,,0,,False,0,train,0
93,0.0,98.465263,98.715476,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25021331,82,,,0,,False,0,train,0
94,0.0,98.715476,98.96569,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,38,,,0,,False,1,train,2
95,0.0,98.96569,99.215903,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25021331,83,,,0,,False,0,train,2
96,0.0,99.215903,99.466116,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25021331,84,,,0,,False,0,train,2
97,0.0,99.466116,99.716326,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25020919,85,,,0,,False,0,train,0
98,0.0,99.716326,99.966535,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,86,,,0,,False,0,train,1
99,0.0,99.966535,100.21674,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,10.0,gabors,null,null,0.8,0.25020919,87,,,0,,False,0,train,2
100,0.0,100.21674,100.46695,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,10.0,gabors,null,null,0.8,0.25020919,88,,,0,,False,0,train,0
101,0.0,100.46695,100.71716,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25020831,89,,,0,,False,0,train,0
102,0.0,100.71716,100.96737,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25020831,90,,,0,,False,0,train,2
103,0.0,100.96737,101.21758,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-30.0,gabors,null,null,0.8,0.25020831,91,,,0,,False,0,train,1
104,0.0,101.21758,101.46779,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,40.0,gabors,null,null,0.8,0.25020831,92,,,0,,False,0,train,2
105,0.0,101.46779,101.718,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25020919,83,,,0,,False,1,train,2
106,0.0,101.718,101.9682,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,89,,,0,,False,1,train,0
107,0.0,101.9682,102.21841,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020919,78,,,0,,False,1,train,0
108,0.0,102.21841,102.46862,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-40.0,gabors,null,null,0.8,0.25020919,64,,,0,,False,1,train,0
109,0.0,102.46862,102.71884,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-20.0,gabors,null,null,0.8,0.25021331,93,,,0,,False,0,train,1
110,0.0,102.71884,102.96905,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,30.0,gabors,null,null,0.8,0.25021331,94,,,0,,False,0,train,2
111,0.0,102.96905,103.21926,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,30.0,gabors,null,null,0.8,0.25021331,95,,,0,,False,0,train,1
112,0.0,103.21926,103.46948,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,30.0,gabors,null,null,0.8,0.25021331,96,,,0,,False,0,train,2
113,0.0,103.46948,103.71968,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,97,,,0,,False,0,train,2
114,0.0,103.71968,103.96989,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,98,,,0,,False,0,train,1
115,0.0,103.96989,104.2201,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,10.0,gabors,null,null,0.8,0.25020669,66,,,0,,False,1,train,0
116,0.0,104.2201,104.4703,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-10.0,gabors,null,null,0.8,0.25020669,99,,,0,,False,0,train,2
117,0.0,104.4703,104.72051,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020831,100,,,0,,False,0,train,2
118,0.0,104.72051,104.97072,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25020831,45,,,0,,False,2,test,1
119,0.0,104.97072,105.22093,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25020831,101,,,0,,False,0,train,1
120,0.0,105.22093,105.47114,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-30.0,gabors,null,null,0.8,0.25020831,6,,,0,,False,1,train,1
121,0.0,105.47114,105.72134,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25020419,102,,,0,,False,0,train,0
122,0.0,105.72134,105.97154,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25020419,103,,,0,,False,0,train,2
123,0.0,105.97154,106.22175,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,104,,,0,,False,0,train,2
124,0.0,106.22175,106.47195,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,30.0,gabors,null,null,0.8,0.25020419,105,,,0,,False,0,train,1
125,0.0,106.47195,106.72217,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25021581,106,,,0,,False,0,train,0
126,0.0,106.72217,106.97238,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25021581,107,,,0,,False,0,train,0
127,0.0,106.97238,107.2226,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25021581,108,,,0,,False,0,train,1
128,0.0,107.2226,107.47282,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25021581,109,,,0,,False,0,train,2
129,0.0,107.47282,107.72302,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,25,,,0,,False,1,train,0
130,0.0,107.72302,107.97322,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,10.0,gabors,null,null,0.8,0.25020419,110,,,0,,False,0,train,2
