ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
762120172,interior_v1_rf_size_translation,-9.99357,6.66748,0,0,0,0,1.13292,0.763381,0.369543,-0.132611,0.29435,0.75,3,True,0
762602078,interior_v1_rf_size_translation,10,10,0,0,0,0,0.70291,0.384459,0.318451,0.29709,0.695541,2.75,18,True,0
763673393,interior_v1_rf_size_translation,-6.69307,3.99997,0,0,0,0,0.964729,0.770354,0.194376,0.0386968,0.253965,4.75,1.75,False,0
773418906,interior_v1_rf_size_translation,-6.66858,-0.000844985,0,0,0,0,1.10419,0.82322,0.280974,-0.10389,0.194568,0.5,0.75,False,0
791319847,interior_v1_rf_size_translation,9.33351,5.33319,0,0,0,0,0.696686,0.513636,0.18305,0.30457,0.532587,3.75,1.5,False,0
797828357,interior_v1_rf_size_translation,-5.33428,-4.00112,0,0,0,0,1.1821,0.985442,0.196656,-0.182098,0.0323434,1.25,1.25,False,0
798911424,interior_v1_rf_size_translation,-1.30304,9.33324,0,0,0,0,1.31682,1.11147,0.205342,-0.315132,-0.075951,2,3.25,False,0
799864342,interior_v1_rf_size_translation,-10,-9.33435,0,0,0,0,1.36946,0.720525,0.648932,-0.369457,0.354327,0.5,2.75,True,0
715093703,interior_v1_rf_size_translation,2.83808,1.34247,0,0,0,0,0.298573,0.182311,0.116262,0.701427,0.821632,3.75,2,False,1
719161530,interior_v1_rf_size_translation,-9.56594,5.69748,0,0,0,0,0.6586,0.19395,0.46465,0.348297,0.855637,0.5,5.25,False,1
721123822,interior_v1_rf_size_translation,-6.66664,-9.33928,0,0,0,0,0.524603,0.3479,0.176702,0.476597,0.704766,5.25,3.5,False,1
732592105,interior_v1_rf_size_translation,10,-0.0432738,0,0,0,0,1.63115,1.48869,0.142453,-0.631145,-0.448692,0.5,5.25,True,1
737581020,interior_v1_rf_size_translation,-9.33326,10,0,0,0,0,1.59971,1.24804,0.351674,-0.599714,-0.173196,0.75,0.25,True,1
739448407,interior_v1_rf_size_translation,2.97472,10,0,0,0,0,0.847986,0.296579,0.551407,0.152014,0.746961,1.25,0.75,True,1
742951821,interior_v1_rf_size_translation,-5.33352,1.30226,0,0,0,0,0.876715,0.550807,0.325909,0.127843,0.46125,,2,False,1
744228101,interior_v1_rf_size_translation,10,10,0,0,0,0,1.72373,1.20033,0.523405,-0.723734,-0.120328,0.25,0.5,True,1
746083955,interior_v1_rf_size_translation,-8.00001,3.31771,0,0,0,0,0.467127,0.280688,0.18644,0.532873,0.749315,3,4.5,False,1
750332458,interior_v1_rf_size_translation,-6.66882,-5.33414,0,0,0,0,0.240149,0.156131,0.0840183,0.759851,0.87304,14,3.25,False,1
750749662,interior_v1_rf_size_translation,-0.340967,10,0,0,0,0,1.29323,0.928868,0.364359,-0.293227,0.111178,3.75,0.5,True,1
751348571,interior_v1_rf_size_translation,-4.02625,2.66673,0,0,0,0,0.273015,0.133802,0.139213,0.727297,0.875527,4,2,False,1
754312389,interior_v1_rf_size_translation,9.99838,3.36972e-05,0,0,0,0,1.24947,0.905028,0.344445,-0.249205,0.134959,0.5,3.5,True,1
754829445,interior_v1_rf_size_translation,3.99576,1.3336,0,0,0,0,0.217877,0.125764,0.0921135,0.782123,0.881334,3.25,0.75,False,1
755434585,interior_v1_rf_size_translation,9.29536,4.08623,0,0,0,0,0.871363,0.620217,0.251146,0.128927,0.421024,2.25,8,False,1
756029989,interior_v1_rf_size_translation,4.99847,10,0,0,0,0,1.04456,0.727579,0.316976,-0.0437991,0.322415,4.75,0.5,True,1
757216464,interior_v1_rf_size_translation,-4.00505,-5.3336,0,0,0,0,0.45009,0.139222,0.310868,0.54991,0.878573,4.75,2,False,1
757970808,interior_v1_rf_size_translation,-10,6.45494,0,0,0,0,1.37149,0.860824,0.510664,-0.369645,0.195843,0.5,3.25,True,1
758798717,interior_v1_rf_size_translation,9.32887,-1.33356,0,0,0,0,0.711532,0.435629,0.275903,0.288468,0.599894,1,1.75,False,1
759883607,interior_v1_rf_size_translation,9.99998,-1.33618,0,0,0,0,0.836943,0.417024,0.41992,0.163057,0.62369,0.25,4,True,1
760345702,interior_v1_rf_size_translation,5.33331,2.61523,0,0,0,0,0.549182,0.415335,0.133847,0.450818,0.598779,2.75,7,False,1
760693773,interior_v1_rf_size_translation,-4.07492,-10,0,0,0,0,1.24053,0.725449,0.515083,-0.240533,0.321193,2.75,0.25,True,1
761418226,interior_v1_rf_size_translation,-10,-10,0,0,0,0,1.76151,1.00272,0.758787,-0.760712,0.0772787,0.25,0.25,True,1
762120172,interior_v1_rf_size_translation,-2.65978,2.66682,0,0,0,0,0.189889,0.133295,0.0565932,0.81097,0.872379,5.5,3,False,1
762602078,interior_v1_rf_size_translation,6.66618,-6.65775,0,0,0,0,1.63371,1.46699,0.166717,-0.63371,-0.431487,5,4.25,False,1
763673393,interior_v1_rf_size_translation,2.6665,-9.99856,0,0,0,0,1.69578,1.54853,0.147254,-0.695034,-0.505698,4,0.75,True,1
773418906,interior_v1_rf_size_translation,7.50732,-2.66667,0,0,0,0,0.308435,0.201318,0.107117,0.691565,0.82407,6.75,2.25,False,1
791319847,interior_v1_rf_size_translation,-0.00147057,9.99945,0,0,0,0,0.688943,0.530332,0.158611,0.311635,0.509663,4.25,0.5,True,1
797828357,interior_v1_rf_size_translation,-3.99995,-9.99895,0,0,0,0,1.10311,0.700257,0.402848,-0.10215,0.346135,2.75,0.5,True,1
798911424,interior_v1_rf_size_translation,10,-2.66667,0,0,0,0,0.981448,0.633941,0.347507,0.0188298,0.408904,0.5,3.5,True,1
799864342,interior_v1_rf_size_translation,9.33244,-1.33452,0,0,0,0,0.789961,0.672912,0.117049,0.210039,0.362638,2.25,2.75,False,1
