ecephys_session_id,ecephys_probe_id,direction_ap,direction_ml,direction_dv,units
715093703,810755803,-0.36124379558014047,-0.35319352804496423,0.8629931934273898,11
715093703,810755805,-0.1035951454333039,-0.6764508723296496,0.7291654566469186,10
719161530,729445656,-0.22951436801464573,-0.7705848213375751,0.5945773187727351,22
743475441,769326325,-0.29408559981479643,-0.21144545513781224,0.9320968187281484,3
743475441,769326332,0.20709590359140978,-0.3652540362499232,0.9075796250020146,5
746083955,760647913,-0.16193117934999954,-0.5854783982863748,0.7943508911648179,18
750749662,769322810,-0.15799050110667284,-0.5924643791500231,0.7899525055333643,3
750749662,769322812,0.1661597115717857,-0.27740328790370145,0.946276051747373,5
751348571,757984826,-0.014515644675770108,-0.5413257285534104,0.8406876659412618,19
754312389,756781555,-0.010983930956100493,-0.023346244142358124,0.9996670976606149,3
754312389,756781561,-0.08313663063425565,-0.7023734064047107,0.7069369834873733,3
754829445,760640043,-0.225182903385562,-0.6666866845719279,0.7105079342536149,17
754829445,760640049,0.31469342156013985,-0.3542621167048028,0.8806057023972788,9
755434585,760642634,-0.14576487607958857,-0.6631245543157452,0.7341787427902328,27
756029989,760640097,-0.17778185849917236,-0.5107249690281438,0.84116206333844,14
757970808,769322860,-0.14242820244398235,-0.590828855761084,0.7941256011164884,14
760345702,810753199,-0.24124070032281716,0.06288014331311306,0.9684260488466219,9
763673393,773463017,-0.20560960455045657,-0.06557849427579326,0.9764344072210512,9
766640955,773592328,-0.10253711236715524,-0.5037864375420305,0.8577210303683329,28
768515987,773549852,-0.06421676788496362,-0.5835528470470494,0.8095321373643495,4
771990200,773654728,-0.2777419763755022,-0.06199071947730273,0.9586535063607273,4
771990200,773654732,-0.10999880126694643,-0.48951751538338295,0.8650276676804707,18
779839471,792645501,-0.08806357972184786,-0.4516944555989495,0.8878158168830643,4
781842082,792586887,-0.11561699092222916,-0.8134658415336725,0.5700052947719023,3
799864342,805579710,0.009693565751389743,-0.5106553969609612,0.8597308301658529,23
819186360,820311762,-0.22886057311420552,-0.6907155056354443,0.6859554856902961,8
819701982,836962822,-0.22350570523100402,-0.5327630430048663,0.8162161109273611,3
835479236,837761716,0.05413319619607669,-0.5413319619607668,0.8390645410391886,4
839068429,868929142,0.19900743804199783,-0.39801487608399577,0.8955334711889904,4
