stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,frame,y_position,stimulus_name,Speed,spatial_frequency,size,contrast,orientation,coherence,color,Dir,phase,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
983,0.0,314.64864,314.89885,-40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,93,,,0,,False,8,test,1
984,0.0,314.89885,315.14907,-30.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,100,,,0,,False,4,train,2
985,0.0,315.14907,315.39927,-30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,83,,,0,,False,6,train,2
986,0.0,315.39927,315.64947,0.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,4,,,0,,False,3,train,0
987,0.0,315.64947,315.89966,-20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,46,,,0,,False,4,train,2
988,0.0,315.89966,316.14986,30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,23,,,0,,False,4,train,2
989,0.0,316.14986,316.40006,10.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,108,,,0,,False,5,test,0
990,0.0,316.40006,316.65027,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,139,,,0,,False,1,train,1
991,0.0,316.65027,316.90047,-10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,170,,,0,,False,6,train,0
992,0.0,316.90047,317.15067,40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,2,,,0,,False,2,test,0
993,0.0,317.15067,317.40088,0.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,127,,,0,,False,5,test,0
994,0.0,317.40088,317.6511,-10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,220,,,0,,False,2,test,2
995,0.0,317.6511,317.90132,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,84,,,0,,False,3,train,1
996,0.0,317.90132,318.15153,-40.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,10,,,0,,False,3,train,0
997,0.0,318.15153,318.40173,40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,128,,,0,,False,5,test,0
998,0.0,318.40173,318.65194,40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,217,,,0,,False,4,train,1
999,0.0,318.65194,318.90214,-30.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,143,,,0,,False,9,train,2
1000,0.0,318.90214,319.15234,20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,66,,,0,,False,5,test,2
1001,0.0,319.15234,319.40256,20.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021813,120,,,0,,False,6,train,0
1002,0.0,319.40256,319.65278,-10.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021813,162,,,0,,False,1,train,2
1003,0.0,319.65278,319.90299,30.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021813,176,,,0,,False,1,train,1
1004,0.0,319.90299,320.15321,30.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021813,111,,,0,,False,4,train,1
1005,0.0,320.15321,320.40343,20.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,185,,,0,,False,3,train,1
1006,0.0,320.40343,320.65364,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,200,,,0,,False,4,train,1
1007,0.0,320.65364,320.90385,-40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,75,,,0,,False,3,train,1
1008,0.0,320.90385,321.15407,-40.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,60,,,0,,False,6,train,1
1009,0.0,321.15407,321.40427,-10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,153,,,0,,False,4,train,2
1010,0.0,321.40427,321.65448,-40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,140,,,0,,False,6,train,2
1011,0.0,321.65448,321.90468,10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,30,,,0,,False,5,test,0
1012,0.0,321.90468,322.15488,-30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,238,,,0,,False,4,train,0
1013,0.0,322.15488,322.40509,-10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,212,,,0,,False,1,train,1
1014,0.0,322.40509,322.6553,0.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,105,,,0,,False,2,test,2
1015,0.0,322.6553,322.9055,30.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,161,,,0,,False,2,test,2
1016,0.0,322.9055,323.15571,20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,154,,,0,,False,6,train,2
1017,0.0,323.15571,323.40591,40.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,214,,,0,,False,1,train,0
1018,0.0,323.40591,323.65611,-10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,40,,,0,,False,6,train,2
1019,0.0,323.65611,323.9063,-20.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,242,,,0,,False,0,train,1
1020,0.0,323.9063,324.1565,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019813,156,,,0,,False,3,train,2
1021,0.0,324.1565,324.4067,10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,237,,,0,,False,2,test,2
1022,0.0,324.4067,324.6569,-10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,153,,,0,,False,5,test,2
1023,0.0,324.6569,324.9071,10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,237,,,0,,False,3,train,2
1024,0.0,324.9071,325.1573,-20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,46,,,0,,False,5,test,2
1025,0.0,325.1573,325.40752,40.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,198,,,0,,False,5,test,2
1026,0.0,325.40752,325.65775,30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,86,,,0,,False,3,train,0
1027,0.0,325.65775,325.90797,0.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,112,,,0,,False,4,train,2
1028,0.0,325.90797,326.15819,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,52,,,0,,False,4,train,0
1029,0.0,326.15819,326.4084,-40.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,209,,,0,,False,6,train,2
1030,0.0,326.4084,326.6586,-10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,9,,,0,,False,2,test,1
1031,0.0,326.6586,326.9088,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,156,,,0,,False,4,train,2
1032,0.0,326.9088,327.15901,40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,54,,,0,,False,3,train,1
1033,0.0,327.15901,327.40922,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,77,,,0,,False,5,test,0
1034,0.0,327.40922,327.65943,-40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,182,,,0,,False,4,train,0
1035,0.0,327.65943,327.90963,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,77,,,0,,False,6,train,0
1036,0.0,327.90963,328.15984,10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,99,,,0,,False,3,train,1
1037,0.0,328.15984,328.41005,-40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,140,,,0,,False,7,train,2
1038,0.0,328.41005,328.66026,-30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,76,,,0,,False,5,test,2
1039,0.0,328.66026,328.91046,20.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,136,,,0,,False,3,train,2
1040,0.0,328.91046,329.16067,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,88,,,0,,False,4,train,0
1041,0.0,329.16067,329.41088,0.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,127,,,0,,False,6,train,0
1042,0.0,329.41088,329.66109,0.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,243,,,0,,False,0,train,1
1043,0.0,329.66109,329.91129,-10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,149,,,0,,False,1,train,1
1044,0.0,329.91129,330.1615,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,71,,,0,,False,6,train,2
1045,0.0,330.1615,330.41172,20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,63,,,0,,False,4,train,1
1046,0.0,330.41172,330.66193,0.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,112,,,0,,False,5,test,2
1047,0.0,330.66193,330.91214,30.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,176,,,0,,False,2,test,1
1048,0.0,330.91214,331.16236,20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,59,,,0,,False,4,train,0
1049,0.0,331.16236,331.41256,40.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020063,109,,,0,,False,5,test,1
1050,0.0,331.41256,331.66276,-10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020063,220,,,0,,False,3,train,2
1051,0.0,331.66276,331.91296,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020063,77,,,0,,False,7,train,0
1052,0.0,331.91296,332.16316,20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020063,174,,,0,,False,6,train,2
1053,0.0,332.16316,332.41337,-20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,188,,,0,,False,4,train,1
1054,0.0,332.41337,332.66357,-40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,172,,,0,,False,6,train,2
1055,0.0,332.66357,332.91377,0.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,85,,,0,,False,4,train,0
1056,0.0,332.91377,333.16398,-40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,49,,,0,,False,6,train,0
1057,0.0,333.16398,333.41419,-20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,46,,,0,,False,6,train,2
1058,0.0,333.41419,333.66441,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,94,,,0,,False,2,test,2
1059,0.0,333.66441,333.91462,0.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,141,,,0,,False,3,train,2
1060,0.0,333.91462,334.16483,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,156,,,0,,False,5,test,2
1061,0.0,334.16483,334.41504,40.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,102,,,0,,False,4,train,2
1062,0.0,334.41504,334.66524,40.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,183,,,0,,False,3,train,2
1063,0.0,334.66524,334.91544,0.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,91,,,0,,False,2,test,0
1064,0.0,334.91544,335.16565,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,82,,,0,,False,2,test,0
1065,0.0,335.16565,335.41586,-20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,233,,,0,,False,1,train,1
1066,0.0,335.41586,335.66607,-20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,46,,,0,,False,7,train,2
1067,0.0,335.66607,335.91628,-30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,95,,,0,,False,1,train,1
1068,0.0,335.91628,336.16649,40.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,231,,,0,,False,1,train,1
1069,0.0,336.16649,336.41671,10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022187,168,,,0,,False,4,train,1
1070,0.0,336.41671,336.66694,0.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022187,127,,,0,,False,7,train,0
1071,0.0,336.66694,336.91716,-10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022187,45,,,0,,False,3,train,2
1072,0.0,336.91716,337.16738,40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022187,106,,,0,,False,6,train,1
1073,0.0,337.16738,337.41757,30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019313,216,,,0,,False,1,train,0
1074,0.0,337.41757,337.66777,-10.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019313,114,,,0,,False,3,train,0
1075,0.0,337.66777,337.91796,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019313,84,,,0,,False,4,train,1
1076,0.0,337.91796,338.16815,-40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019313,29,,,0,,False,2,test,1
1077,0.0,338.16815,338.41835,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,87,,,0,,False,3,train,2
1078,0.0,338.41835,338.66856,-30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,95,,,0,,False,2,test,1
1079,0.0,338.66856,338.91876,20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,63,,,0,,False,5,test,1
1080,0.0,338.91876,339.16896,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,104,,,0,,False,3,train,2
1081,0.0,339.16896,339.41917,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,84,,,0,,False,5,test,1
1082,0.0,339.41917,339.66939,30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,6,,,0,,False,7,train,2
1083,0.0,339.66939,339.91961,-20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,230,,,0,,False,2,test,1
1084,0.0,339.91961,340.16982,20.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,135,,,0,,False,6,train,2
1085,0.0,340.16982,340.42002,0.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,190,,,0,,False,4,train,2
1086,0.0,340.42002,340.67022,-30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,13,,,0,,False,3,train,2
1087,0.0,340.67022,340.92042,-40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,145,,,0,,False,7,train,2
1088,0.0,340.92042,341.17062,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019937,53,,,0,,False,2,test,1
1089,0.0,341.17062,341.42083,30.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,1,,,0,,False,6,train,1
1090,0.0,341.42083,341.67105,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,78,,,0,,False,5,test,1
1091,0.0,341.67105,341.92126,-20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,233,,,0,,False,2,test,1
1092,0.0,341.92126,342.17147,-10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,25,,,0,,False,5,test,0
1093,0.0,342.17147,342.42168,-20.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,12,,,0,,False,5,test,0
1094,0.0,342.42168,342.6719,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,156,,,0,,False,6,train,2
1095,0.0,342.6719,342.92211,-30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,36,,,0,,False,1,train,0
1096,0.0,342.92211,343.17232,-10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,40,,,0,,False,7,train,2
1097,0.0,343.17232,343.42253,0.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,98,,,0,,False,3,train,2
1098,0.0,343.42253,343.67274,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,139,,,0,,False,2,test,1
1099,0.0,343.67274,343.92294,-10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,55,,,0,,False,2,test,2
1100,0.0,343.92294,344.17315,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,200,,,0,,False,5,test,1
1101,0.0,344.17315,344.42334,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019187,104,,,0,,False,4,train,2
1102,0.0,344.42334,344.67354,-20.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019187,129,,,0,,False,3,train,1
1103,0.0,344.67354,344.92373,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019187,87,,,0,,False,4,train,2
1104,0.0,344.92373,345.17392,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019187,52,,,0,,False,5,test,0
1105,0.0,345.17392,345.42414,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,156,,,0,,False,7,train,2
1106,0.0,345.42414,345.67437,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,38,,,0,,False,6,train,0
1107,0.0,345.67437,345.92459,-20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,39,,,0,,False,6,train,0
1108,0.0,345.92459,346.17481,-30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25022313,163,,,0,,False,4,train,1
1109,0.0,346.17481,346.42503,20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021937,59,,,0,,False,5,test,0
1110,0.0,346.42503,346.67525,20.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021937,58,,,0,,False,5,test,2
1111,0.0,346.67525,346.92547,-10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021937,79,,,0,,False,6,train,0
