stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,frame,y_position,stimulus_name,Speed,spatial_frequency,size,contrast,orientation,coherence,color,Dir,phase,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,68.961709,69.195215,30.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.23350636,1,,,0,,False,0,train,1
2,0.0,69.195215,69.4454,40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25018539,2,,,0,,False,0,train,0
3,0.0,69.4454,69.695586,-40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25018539,3,,,0,,False,0,train,1
4,0.0,69.695586,69.945771,0.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25018539,4,,,0,,False,0,train,0
5,0.0,69.945771,70.195976,0.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,5,,,0,,False,0,train,1
6,0.0,70.195976,70.44618,30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,6,,,0,,False,0,train,2
7,0.0,70.44618,70.696384,-10.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,7,,,0,,False,0,train,0
8,0.0,70.696384,70.946589,-20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,8,,,0,,False,0,train,2
9,0.0,70.946589,71.196804,-10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,9,,,0,,False,0,train,1
10,0.0,71.196804,71.44702,-40.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,10,,,0,,False,0,train,0
11,0.0,71.44702,71.697236,30.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,1,,,0,,False,1,train,1
12,0.0,71.697236,71.947451,-30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021563,11,,,0,,False,0,train,0
13,0.0,71.947451,72.197656,-20.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,12,,,0,,False,0,train,0
14,0.0,72.197656,72.44786,-30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,13,,,0,,False,0,train,2
15,0.0,72.44786,72.698064,-40.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,14,,,0,,False,0,train,2
16,0.0,72.698064,72.948269,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,15,,,0,,False,0,train,0
17,0.0,72.948269,73.198482,-30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,16,,,0,,False,0,train,2
18,0.0,73.198482,73.448695,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,17,,,0,,False,0,train,1
19,0.0,73.448695,73.698908,-30.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,18,,,0,,False,0,train,1
20,0.0,73.698908,73.949121,-40.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,19,,,0,,False,0,train,2
21,0.0,73.949121,74.199328,30.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,20,,,0,,False,0,train,2
22,0.0,74.199328,74.449535,-40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,21,,,0,,False,0,train,2
23,0.0,74.449535,74.699742,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,22,,,0,,False,0,train,0
24,0.0,74.699742,74.949949,30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020687,23,,,0,,False,0,train,2
25,0.0,74.949949,75.200154,10.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,24,,,0,,False,0,train,2
26,0.0,75.200154,75.45036,-10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,25,,,0,,False,0,train,0
27,0.0,75.45036,75.700566,30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,26,,,0,,False,0,train,2
28,0.0,75.700566,75.950771,-10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,27,,,0,,False,0,train,2
29,0.0,75.950771,76.200981,30.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,28,,,0,,False,0,train,0
30,0.0,76.200981,76.45119,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,22,,,0,,False,1,train,0
31,0.0,76.45119,76.701399,-40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,29,,,0,,False,0,train,1
32,0.0,76.701399,76.951609,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,17,,,0,,False,1,train,1
33,0.0,76.951609,77.201819,10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,30,,,0,,False,0,train,0
34,0.0,77.201819,77.45203,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,22,,,0,,False,2,test,0
35,0.0,77.45203,77.702241,-30.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,31,,,0,,False,0,train,1
36,0.0,77.702241,77.952451,40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,32,,,0,,False,0,train,0
37,0.0,77.952451,78.202656,10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,33,,,0,,False,0,train,0
38,0.0,78.202656,78.45286,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,17,,,0,,False,2,test,1
39,0.0,78.45286,78.703064,0.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,34,,,0,,False,0,train,0
40,0.0,78.703064,78.953269,30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,35,,,0,,False,0,train,2
41,0.0,78.953269,79.203482,-30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,36,,,0,,False,0,train,0
42,0.0,79.203482,79.453695,30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,37,,,0,,False,0,train,0
43,0.0,79.453695,79.703908,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,38,,,0,,False,0,train,0
44,0.0,79.703908,79.954121,-20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021313,39,,,0,,False,0,train,0
45,0.0,79.954121,80.204331,-10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,40,,,0,,False,0,train,2
46,0.0,80.204331,80.45454,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,41,,,0,,False,0,train,0
47,0.0,80.45454,80.704749,20.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,42,,,0,,False,0,train,1
48,0.0,80.704749,80.954959,40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,43,,,0,,False,0,train,1
49,0.0,80.954959,81.205164,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,44,,,0,,False,0,train,1
50,0.0,81.205164,81.45537,-10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,25,,,0,,False,1,train,0
51,0.0,81.45537,81.705576,-10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,45,,,0,,False,0,train,2
52,0.0,81.705576,81.955781,-20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,46,,,0,,False,0,train,2
53,0.0,81.955781,82.205986,-20.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,47,,,0,,False,0,train,2
54,0.0,82.205986,82.45619,20.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,48,,,0,,False,0,train,1
55,0.0,82.45619,82.706394,10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,30,,,0,,False,1,train,0
56,0.0,82.706394,82.956599,-40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,49,,,0,,False,0,train,0
57,0.0,82.956599,83.206807,40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,50,,,0,,False,0,train,2
58,0.0,83.206807,83.457015,20.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,51,,,0,,False,0,train,1
59,0.0,83.457015,83.707223,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,52,,,0,,False,0,train,0
60,0.0,83.707223,83.957431,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,53,,,0,,False,0,train,1
61,0.0,83.957431,84.207646,40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,54,,,0,,False,0,train,1
62,0.0,84.207646,84.45786,-10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,55,,,0,,False,0,train,2
63,0.0,84.45786,84.708074,-30.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,56,,,0,,False,0,train,0
64,0.0,84.708074,84.958289,40.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,57,,,0,,False,0,train,1
65,0.0,84.958289,85.208492,20.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,58,,,0,,False,0,train,2
66,0.0,85.208492,85.458695,20.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,59,,,0,,False,0,train,0
67,0.0,85.458695,85.708898,-10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,55,,,0,,False,1,train,2
68,0.0,85.708898,85.959101,-40.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,60,,,0,,False,0,train,1
69,0.0,85.959101,86.209303,-40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,61,,,0,,False,0,train,0
70,0.0,86.209303,86.459505,40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,62,,,0,,False,0,train,0
71,0.0,86.459505,86.709707,20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,63,,,0,,False,0,train,1
72,0.0,86.709707,86.959909,10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020187,64,,,0,,False,0,train,0
73,0.0,86.959909,87.210119,20.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,65,,,0,,False,0,train,0
74,0.0,87.210119,87.46033,20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,66,,,0,,False,0,train,2
75,0.0,87.46033,87.710541,-10.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,67,,,0,,False,0,train,0
76,0.0,87.710541,87.960751,-30.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021063,68,,,0,,False,0,train,0
77,0.0,87.960751,88.210963,10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,69,,,0,,False,0,train,2
78,0.0,88.210963,88.461175,20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,63,,,0,,False,1,train,1
79,0.0,88.461175,88.711387,40.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,32,,,0,,False,1,train,0
80,0.0,88.711387,88.961599,-20.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,70,,,0,,False,0,train,2
81,0.0,88.961599,89.211804,-10.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,40,,,0,,False,1,train,2
82,0.0,89.211804,89.46201,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,22,,,0,,False,3,train,0
83,0.0,89.46201,89.712216,0.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,71,,,0,,False,0,train,2
84,0.0,89.712216,89.962421,-40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020563,72,,,0,,False,0,train,2
85,0.0,89.962421,90.212636,30.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,26,,,0,,False,1,train,2
86,0.0,90.212636,90.46285,-40.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,73,,,0,,False,0,train,0
87,0.0,90.46285,90.713064,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,74,,,0,,False,0,train,2
88,0.0,90.713064,90.963279,-40.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021437,75,,,0,,False,0,train,1
89,0.0,90.963279,91.213482,-30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,76,,,0,,False,0,train,2
90,0.0,91.213482,91.463685,20.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,77,,,0,,False,0,train,0
91,0.0,91.463685,91.713888,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,78,,,0,,False,0,train,1
92,0.0,91.713888,91.964091,-10.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,79,,,0,,False,0,train,0
93,0.0,91.964091,92.214301,30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,80,,,0,,False,0,train,0
94,0.0,92.214301,92.46451,10.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,81,,,0,,False,0,train,0
95,0.0,92.46451,92.714719,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,82,,,0,,False,0,train,0
96,0.0,92.714719,92.964929,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020937,52,,,0,,False,1,train,0
97,0.0,92.964929,93.215132,-30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,83,,,0,,False,0,train,2
98,0.0,93.215132,93.465335,-40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,3,,,0,,False,1,train,1
99,0.0,93.465335,93.715538,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,84,,,0,,False,0,train,1
100,0.0,93.715538,93.965741,0.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,85,,,0,,False,0,train,0
101,0.0,93.965741,94.215958,30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021687,37,,,0,,False,1,train,0
102,0.0,94.215958,94.466175,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021687,44,,,0,,False,1,train,1
103,0.0,94.466175,94.716392,10.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021687,81,,,0,,False,1,train,0
104,0.0,94.716392,94.966609,30.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021687,86,,,0,,False,0,train,0
105,0.0,94.966609,95.216804,-10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019563,87,,,0,,False,0,train,2
106,0.0,95.216804,95.467,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019563,88,,,0,,False,0,train,0
107,0.0,95.467,95.717196,-20.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019563,89,,,0,,False,0,train,0
108,0.0,95.717196,95.967391,10.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25019563,90,,,0,,False,0,train,2
109,0.0,95.967391,96.217603,0.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,91,,,0,,False,0,train,0
110,0.0,96.217603,96.467815,-40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,21,,,0,,False,1,train,2
111,0.0,96.467815,96.718027,30.0,null,-30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,92,,,0,,False,0,train,0
112,0.0,96.718027,96.968239,-30.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,76,,,0,,False,1,train,2
113,0.0,96.968239,97.218447,-40.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,93,,,0,,False,0,train,1
114,0.0,97.218447,97.468655,0.0,null,-10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,94,,,0,,False,0,train,2
115,0.0,97.468655,97.718863,-30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,95,,,0,,False,0,train,1
116,0.0,97.718863,97.969071,40.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,96,,,0,,False,0,train,1
117,0.0,97.969071,98.219276,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,74,,,0,,False,1,train,2
118,0.0,98.219276,98.46948,0.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,97,,,0,,False,0,train,1
119,0.0,98.46948,98.719684,0.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,98,,,0,,False,0,train,2
120,0.0,98.719684,98.969889,10.0,null,10.0,gabors,null,0.08,"[20.0, 20.0]",0.8,45.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020437,99,,,0,,False,0,train,1
121,0.0,98.969889,99.220092,-30.0,null,0.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,100,,,0,,False,0,train,2
122,0.0,99.220092,99.470295,10.0,null,-40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,101,,,0,,False,0,train,2
123,0.0,99.470295,99.720498,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,41,,,0,,False,1,train,0
124,0.0,99.720498,99.970701,-30.0,null,20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020313,16,,,0,,False,1,train,2
125,0.0,99.970701,100.22091,40.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,62,,,0,,False,1,train,0
126,0.0,100.22091,100.47113,10.0,null,-20.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,88,,,0,,False,1,train,0
127,0.0,100.47113,100.72134,40.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,102,,,0,,False,0,train,2
128,0.0,100.72134,100.97155,0.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25021187,103,,,0,,False,0,train,0
129,0.0,100.97155,101.22176,10.0,null,30.0,gabors,null,0.08,"[20.0, 20.0]",0.8,0.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,41,,,0,,False,2,test,0
130,0.0,101.22176,101.47197,0.0,null,40.0,gabors,null,0.08,"[20.0, 20.0]",0.8,90.0,null,null,null,"[3644.93333333, 3644.93333333]",4.0,0.25020813,104,,,0,,False,0,train,2
