ecephys_session_id,units,nuclei,offset_az_relative_deg,offset_el_relative_deg,heldout_centered_r2
715093703,78,2,-2.8960556520420835,1.4590520207627917,0.05564841096760763
719161530,36,2,4.367587180041065,-9.610021375143896,-0.04691533639304309
721123822,58,1,0.018293784491014264,-6.491450098709583,0.005765193617462083
743475441,45,2,13.082072474140256,5.120557369609561,-0.03621524801176095
744228101,48,2,-2.053948976985565,3.03457007195662,-0.12709332057119863
746083955,19,1,6.925230887336696,-2.761933484254805,-0.006955140667594284
750332458,2,1,-6.844897517924828,16.365255678742116,0.08133009134947833
750749662,68,2,-1.0216782575182322,-3.326844240515219,-0.07183442962350148
751348571,59,2,4.455819184301609,-3.5216907035415344,-0.006972688514507337
754312389,8,1,-12.289668841159985,0.729763348745438,-0.019278677698576496
754829445,78,2,8.565119928833706,0.2611427886167288,-0.043839776269654386
755434585,43,2,-10.833944735187657,-0.02420707871563388,0.027211739323071533
756029989,38,2,-1.33696051113917,-10.305283794564877,-0.0772847091654909
757216464,55,1,12.043868611365205,3.011221553624642,0.03949120002262052
757970808,40,2,-2.7824922654855335,-0.9727253284953612,-0.10667157532058136
758798717,15,1,7.02364222672869,-4.59277605161682,-0.030209091226962137
759883607,18,1,0.9404001739969274,9.88306003938517,-0.1254063396919478
760345702,16,2,-15.97485512139965,13.10279848248469,-0.014427381702226873
761418226,26,2,-0.7658845158789931,-4.257206475178676,-0.04691650494964702
762602078,2,1,21.862477983403444,10.484553322085294,-0.02228984777338594
763673393,23,2,-18.73782069970719,-9.153635621115672,-0.02928052225931058
766640955,88,2,6.00060242815637,-5.433939720501786,-0.06388264756781782
767871931,16,1,14.002767117374951,13.99584960140907,-0.05102740066811262
768515987,20,2,2.650310976886009,7.0492375641822065,-0.04089154938839642
771160300,12,1,-22.996834076341155,0.9871653890357397,0.0050207822872572186
771990200,38,2,2.942326690799413,-6.9769236908422165,-0.11565468345214186
778240327,22,2,-0.9375597674200877,-1.0514460493266586,
778998620,26,1,7.4347002167928835,1.0089894957800603,-0.027545442737737732
779839471,13,2,12.759616185681818,-15.060717844292123,
781842082,7,2,15.886228929564844,13.901451373997359,
787025148,12,1,-5.481550346256832,0.40398957598955576,0.008649121561483786
789848216,3,1,-3.402702567453453,-2.4011068489812386,0.031182240163768027
791319847,9,2,15.41203528152866,-22.904973788805584,0.024705259699102335
793224716,22,1,-2.84672936160132,0.0,0.009996631259532762
794812542,4,1,-8.12412778609395,2.6262144681226136,0.032890193322493544
797828357,19,1,-5.488137504891512,-10.290978096378357,-0.058792487964411715
798911424,21,1,0.0,-3.2236142216460006,-0.02183276343585483
799864342,60,2,2.518421011538358,2.459402654991642,0.013575790930347822
816200189,18,1,8.979905300911824,-4.025889165503622,-0.006222764845651874
819186360,43,2,-7.958617213539467,4.448891993877157,-0.02696958738886107
819701982,19,2,-2.7494689789090763,2.7745500502059883,-0.010059918490126227
821695405,7,1,-2.870043358762821,1.3165966959865314,0.03368445856874669
835479236,10,2,-7.8212417102678895,-4.150950861111216,0.012897292575328768
839068429,22,2,14.33243397882543,9.513764556060956,-0.012843266972745343
839557629,20,1,-15.612087302791387,-1.3482315709255577,-0.10283275860231011
840012044,21,1,0.8733338410493587,5.9214908226441505,0.00798198594731614
847657808,8,1,4.835487317567647,-8.405635047478585,-0.0032948031752915163
