ecephys_session_id,specimen_id,session_type,improved_units,offset_az_raw_deg,offset_el_raw_deg,half_a_az_raw_deg,half_a_el_raw_deg,half_b_az_raw_deg,half_b_el_raw_deg,split_distance_deg,split_az_difference_deg,split_el_difference_deg,offset_az_relative_deg_v1,half_a_az_relative_deg,half_b_az_relative_deg,offset_el_relative_deg_v1,half_a_el_relative_deg,half_b_el_relative_deg,units,nuclei,offset_az_relative_deg_thal,offset_el_relative_deg_thal,heldout_centered_r2
715093703,699733581,brain_observatory_1.1,93,3.250392561713686,-19.798440131765204,3.538790316856552,-20.054650644615627,1.851818413075235,-19.79382164192049,1.707016687907443,1.686971903781317,-0.2608290026951323,3.398305382208189,3.9703252409074135,1.6591462172739375,-17.88639178307408,-17.67760105237066,-17.96883725861109,78,2,-2.8960556520420835,1.4590520207627917,0.05564841096760763
719161530,703279284,brain_observatory_1.1,83,32.46953346758848,-9.057827906761752,32.61941293545681,-8.851712406039226,32.454560790631035,-9.268592230234509,0.4482912194932504,0.1648521448257724,0.4168798241952807,32.61744628808298,33.05094785950767,32.261888594829735,-7.14577955807063,-6.474662813794259,-7.443607846925103,36,2,4.367587180041065,-9.610021375143896,-0.04691533639304309
721123822,707296982,brain_observatory_1.1,58,10.889189627960402,-6.084463738255169,10.866033603255822,-6.293247426431188,11.321155329482972,-5.265177227967823,1.1243060609338036,-0.4551217262271514,-1.0280701984633651,11.037102448454904,11.297568527306684,11.128483133681677,-4.172415389564046,-3.916197834186221,-3.440192844658418,58,1,0.018293784491014264,-6.491450098709583,0.005765193617462083
744228101,719817805,brain_observatory_1.1,56,9.26781519284679,7.144855190465638,9.30813546224632,7.680285415242638,9.19835765475956,6.861665155274304,0.825948120070034,0.1097778074867612,0.8186202599683341,9.415728013341292,9.739670386297185,9.005685458958263,9.05690353915676,10.057335007487604,8.686649538583708,48,2,-2.053948976985565,3.03457007195662,-0.12709332057119863
750749662,726162197,brain_observatory_1.1,92,4.339783973568725,5.136218474346244,5.018266465471446,4.627069759894694,4.094280723516095,5.610077784373093,1.3490939283555108,0.9239857419553504,-0.9830080244783987,4.487696794063227,5.449801389522308,3.901608527714798,7.048266823037367,7.004119352139661,7.4350621676824975,68,2,-1.0216782575182322,-3.326844240515219,-0.07183442962350148
751348571,732548380,brain_observatory_1.1,74,3.029878811464587,-8.842530342436259,2.506941657095118,-10.135375976707133,4.013638033403936,-7.957475700129726,2.648279363114485,-1.5066963763088173,-2.1779002765774065,3.17779163195909,2.9384765811459803,3.8209658376026394,-6.930481993745135,-7.758326384462165,-6.132491316820321,59,2,4.455819184301609,-3.5216907035415344,-0.006972688514507337
754312389,719828690,brain_observatory_1.1,144,-3.615977009475789,-7.110401733332624,-3.159309733518464,-7.385293653878839,-4.13320931587155,-6.604998046350929,1.247934946876185,0.973899582353086,-0.7802956075279104,-3.468064188981286,-2.7277748094676024,-4.325881511672847,-5.1983533846415,-5.008244061633873,-4.780013663041524,8,1,-12.289668841159985,0.729763348745438,-0.019278677698576496
754829445,726298253,brain_observatory_1.1,141,27.257727969472448,-10.029133961870814,27.387117569526914,-10.696403840944406,27.24664297276605,-9.821761314656229,0.8858513764322383,0.1404745967608605,-0.8746425262881772,27.405640789966952,27.818652493577776,27.05397077696476,-8.11708561317969,-8.319354248699439,-7.996776931346824,78,2,8.565119928833706,0.2611427886167288,-0.043839776269654386
755434585,730760270,brain_observatory_1.1,142,2.402237731953563,-3.864944796000697,3.034962877575051,-3.6950425679400993,2.3967718769535638,-4.069330344408839,0.7398507233815271,0.6381910006214877,0.3742877764687398,2.550150552448066,3.4664978016259127,2.204099681152266,-1.9528964473095736,-1.3179929756951323,-2.2443459610994343,43,2,-10.833944735187657,-0.02420707871563388,0.027211739323071533
756029989,734865738,brain_observatory_1.1,90,-0.1479128204945028,-7.199384147334168,-0.4315349240508617,-6.367807690999755,1.4698615105519588,-7.314396987348084,2.123991454192211,-1.9013964346028205,0.9465892963483292,0.0,0.0,1.2771893147506614,-5.287335798643045,-3.990758098754789,-5.48941260403868,38,2,-1.33696051113917,-10.305283794564877,-0.0772847091654909
757216464,733457989,brain_observatory_1.1,150,-3.624846433707762,5.901137971653048,-4.19431552039029,5.401852435003228,-3.203172921937475,7.074905294270354,1.9446000926590803,-0.9911425984528152,-1.673052859267126,-3.476933613213259,-3.7627805963394287,-3.3958451177387725,7.813186320344172,7.778902027248195,8.89988967757976,55,1,12.043868611365205,3.011221553624642,0.03949120002262052
757970808,730756780,brain_observatory_1.1,150,-23.162249504882528,0.3911913948515086,-25.17129782903649,1.1274044357184438,-21.99523524039209,-0.4329863432307275,3.5386710711814064,-3.176062588644399,1.560390778949171,-23.014336684388024,-24.73976290498563,-22.187907436193388,2.3032397435426324,3.5044540279634107,1.3919980400786771,40,2,-2.7824922654855335,-0.9727253284953612,-0.10667157532058136
758798717,735109609,brain_observatory_1.1,83,-5.029100296277689,2.110343759122696,-4.862933518934937,2.177502452920997,-5.321039818752998,1.9498762539404957,0.5115418540015139,0.4581062998180609,0.2276261989805017,-4.881187475783186,-4.431398594884075,-5.513712014554296,4.02239210781382,4.5545520451659645,3.7748606372499,15,1,7.02364222672869,-4.59277605161682,-0.030209091226962137
759883607,740268986,brain_observatory_1.1,92,-5.250446893449876,-1.9120483486911235,-5.097371694771429,-2.440179463104662,-5.430865290679365,-1.2630684189112324,1.2234412077716492,0.3334935959079361,-1.1771110441934294,-5.102534072955374,-4.665836770720567,-5.623537486480663,0.0,-0.063129870859695,0.5619159643981724,18,1,0.9404001739969274,9.88306003938517,-0.1254063396919478
760345702,739783171,brain_observatory_1.1,92,4.1610041266932924,-12.371867139157334,3.78411511123288,-12.732767391581994,4.751063660256799,-11.971351226693503,1.2307493947237835,-0.9669485490239188,-0.761416164888491,4.308916947187795,4.215650035283742,4.558391464455502,-10.459818790466212,-10.355717799337029,-10.1463668433841,16,2,-15.97485512139965,13.10279848248469,-0.014427381702226873
761418226,742714475,brain_observatory_1.1,58,-10.791936801224685,-11.041257810746233,-10.877521485818413,-11.10095568211372,-10.711362385818417,-10.870518352100513,0.2840954233640955,-0.166159099999998,-0.2304373300132063,-10.64402398073018,-10.445986561767551,-10.904034581619712,-9.129209462055108,-8.723906089868752,-9.045533968791108,26,2,-0.7658845158789931,-4.257206475178676,-0.04691650494964702
762602078,744915204,brain_observatory_1.1,108,-21.679691159504078,13.049241546576388,-21.65312510581472,13.509826164453608,-21.679691159504078,12.500849531371188,1.0093263106225658,0.0265660536893577,1.008976633082419,-21.53177833900957,-21.22159018176385,-21.87236335530537,14.961289895267512,15.886875756698574,14.325833914680592,2,1,21.862477983403444,10.484553322085294,-0.02228984777338594
763673393,742602892,brain_observatory_1.1,104,-4.2607125419263285,-7.497937962573998,-4.438052501595773,-7.238961146729538,-4.170517326719352,-8.077007902126342,0.8797144048083254,-0.2675351748764205,0.8380467553968032,-4.112799721431825,-4.006517577544911,-4.363189522520649,-5.585889613882874,-4.861911554484571,-6.252023518816937,23,2,-18.73782069970719,-9.153635621115672,-0.02928052225931058
