ecephys_session_id,units,nuclei,offset_az_relative_deg,offset_el_relative_deg,heldout_centered_r2
715093703,64,2,-6.680994052971805,2.6374046246510994,0.18841910921649252
719161530,25,2,0.5540078706497134,-12.156565659012053,0.19099136161918046
721123822,51,1,2.7967623337768392,-0.8236224651006507,0.1506194379771274
743475441,21,2,11.087751661506672,0.429032180199318,0.0007195371383543897
744228101,23,2,3.1394309569555467,4.46392862773532,0.015508081018831298
746083955,18,1,3.2014517534300557,2.5896030065530207,0.3935871945588931
750332458,1,1,6.821944006301655,32.8957287254808,
750749662,18,2,-3.7815300570723895,-13.362112155475657,-0.10844514961079298
751348571,34,2,4.7455849821524225,-0.8562650204032828,0.10956455055341817
754312389,6,1,-8.814262420261613,6.387406103645476,0.02928713998022969
754829445,55,2,6.1390049696608875,0.7532379195206405,-0.07935660513463583
755434585,27,1,-4.745902297523764,0.07994011167822368,0.3705020018366717
756029989,25,2,-6.083515238661197,-13.077587801232958,-0.20900475234565938
757216464,31,1,11.588298065390106,3.627924488959464,0.13930498837669125
757970808,24,2,-5.98525076903488,-5.382423335665809,-0.3734074333835346
759883607,1,1,10.411488011769386,25.27202404537921,
760345702,13,2,-17.742342665681083,15.22960104537238,0.10473426359273257
761418226,5,2,-13.113753204616504,-12.351046681369706,0.011000627064424512
763673393,9,1,-14.539576080864258,-3.014951083437305,0.5489145076287019
766640955,75,2,3.5423074800058183,-10.898095242907367,0.25553466227144933
767871931,8,1,18.819693038517705,3.79089950545617,-0.6300641808251242
768515987,4,1,-26.37686711927565,-14.24159621841132,0.12789690150847588
771160300,10,1,-24.65558233021593,-6.495209750188718,-0.0554363439685901
771990200,27,2,2.594860665071252,-7.675163205884716,-0.07861473599039488
778240327,11,2,-3.2430311371512577,-10.374111684042365,
778998620,18,1,2.9191737413803542,0.38854284231970926,-0.03323275480794097
779839471,4,1,20.305576337335218,-16.741167692729935,0.1261653614335949
781842082,3,1,9.082627748137817,17.48632442297749,0.09760072967359146
787025148,6,1,-16.46406263645821,24.107740236691196,-0.18627738666591642
789848216,2,1,13.921775514489731,-6.273326630003492,-0.14820046192617142
791319847,6,2,15.462438266667125,-23.237984764931614,-0.08323638378187605
793224716,2,1,-3.5476029913511704,-17.54160543248368,0.13980103325744808
794812542,4,1,-12.60468326314534,2.2313835031128546,0.11468362084040506
797828357,16,1,-8.19902650917124,-5.008002481195236,0.055840844521001354
798911424,13,1,-0.5540078706497134,6.951874854516497,0.13368227747312755
799864342,40,2,4.051311210398585,-2.3474203113577228,0.11147703514636348
816200189,8,1,1.092499127888032,-5.143390216763711,0.06895808979338292
819186360,30,2,-11.980747484401276,8.779981648737763,0.14777320856720738
819701982,13,2,-8.653932518691187,10.489066497359584,-0.07536841779659163
821695405,3,1,-4.005382378739328,17.146494206198486,0.07494475280559487
835479236,6,2,-1.4093032848750158,-3.9576437472296817,0.02762694595518773
839068429,17,2,10.803302371108842,9.31673188750218,0.032284559233481946
840012044,14,1,2.996872778136022,2.223549853952991,0.0737825858139588
847657808,2,1,-14.383913371039434,-0.07994011167822368,-0.021765703197319075
