stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,color,phase,x_position,spatial_frequency,orientation,size,frame,stimulus_name,temporal_frequency,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2004,0.0,590.21737,590.46757,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020259,98,,,0,,False,9,train,0
2005,0.0,590.46757,590.71779,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021741,87,,,0,,False,8,test,2
2006,0.0,590.71779,590.968,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021741,1,,,0,,False,8,test,2
2007,0.0,590.968,591.21822,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021741,53,,,0,,False,6,train,0
2008,0.0,591.21822,591.46844,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021741,96,,,0,,False,9,train,1
2009,0.0,591.46844,591.71864,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020259,188,,,0,,False,9,train,0
2010,0.0,591.71864,591.96884,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020259,185,,,0,,False,6,train,1
2011,0.0,591.96884,592.21905,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,15,,,0,,False,9,train,1
2012,0.0,592.21905,592.46925,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,197,,,0,,False,6,train,2
2013,0.0,592.46925,592.71947,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021491,164,,,0,,False,7,train,1
2014,0.0,592.71947,592.96968,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021491,213,,,0,,False,10,train,1
2015,0.0,592.96968,593.21989,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021491,241,,,0,,False,5,test,1
2016,0.0,593.21989,593.47011,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021491,138,,,0,,False,9,train,1
2017,0.0,593.47011,593.72031,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020509,231,,,0,,False,8,test,2
2018,0.0,593.72031,593.97052,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020509,223,,,0,,False,6,train,2
2019,0.0,593.97052,594.22073,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020509,44,,,0,,False,5,test,2
2020,0.0,594.22073,594.47093,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,229,,,0,,False,4,train,1
2021,0.0,594.47093,594.72115,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,87,,,0,,False,9,train,2
2022,0.0,594.72115,594.97136,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021491,194,,,0,,False,8,test,1
2023,0.0,594.97136,595.22157,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,111,,,0,,False,10,train,0
2024,0.0,595.22157,595.47179,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021491,131,,,0,,False,6,train,2
2025,0.0,595.47179,595.72199,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,44,,,0,,False,6,train,2
2026,0.0,595.72199,595.97219,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020259,93,,,0,,False,9,train,1
2027,0.0,595.97219,596.2224,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020259,51,,,0,,False,8,test,1
2028,0.0,596.2224,596.4726,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020259,237,,,0,,False,5,test,0
2029,0.0,596.4726,596.72282,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021491,69,,,0,,False,7,train,0
2030,0.0,596.72282,596.97303,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021491,43,,,0,,False,7,train,0
2031,0.0,596.97303,597.22324,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021491,241,,,0,,False,6,train,1
2032,0.0,597.22324,597.47346,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021491,195,,,0,,False,7,train,2
2033,0.0,597.47346,597.72366,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25019759,108,,,0,,False,7,train,2
2034,0.0,597.72366,597.97385,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25019759,211,,,0,,False,6,train,1
2035,0.0,597.97385,598.22405,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25019759,55,,,0,,False,9,train,1
2036,0.0,598.22405,598.47425,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019759,158,,,0,,False,7,train,1
2037,0.0,598.47425,598.72447,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,142,,,0,,False,11,test,1
2038,0.0,598.72447,598.97468,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021491,179,,,0,,False,6,train,0
2039,0.0,598.97468,599.22489,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,157,,,0,,False,6,train,0
2040,0.0,599.22489,599.47511,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021491,136,,,0,,False,10,train,1
2041,0.0,599.47511,599.72532,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020759,131,,,0,,False,7,train,2
2042,0.0,599.72532,599.97552,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020759,230,,,0,,False,5,test,2
2043,0.0,599.97552,600.22573,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020759,37,,,0,,False,12,train,2
2044,0.0,600.22573,600.47594,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020759,70,,,0,,False,8,test,1
2045,0.0,600.47594,600.72615,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021241,99,,,0,,False,10,train,0
2046,0.0,600.72615,600.97636,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,138,,,0,,False,10,train,1
2047,0.0,600.97636,601.22658,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021241,15,,,0,,False,10,train,1
2048,0.0,601.22658,601.47679,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021241,155,,,0,,False,7,train,1
2049,0.0,601.47679,601.72699,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020259,6,,,0,,False,7,train,0
2050,0.0,601.72699,601.97719,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,209,,,0,,False,3,train,2
2051,0.0,601.97719,602.2274,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,53,,,0,,False,7,train,0
2052,0.0,602.2274,602.4776,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020259,190,,,0,,False,6,train,2
2053,0.0,602.4776,602.72782,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021491,81,,,0,,False,8,test,0
2054,0.0,602.72782,602.97803,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,44,,,0,,False,7,train,2
2055,0.0,602.97803,603.22824,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,8,,,0,,False,9,train,0
2056,0.0,603.22824,603.47846,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021491,16,,,0,,False,11,test,2
2057,0.0,603.47846,603.72866,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,141,,,0,,False,10,train,1
2058,0.0,603.72866,603.97887,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,180,,,0,,False,6,train,2
2059,0.0,603.97887,604.22908,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,219,,,0,,False,6,train,0
2060,0.0,604.22908,604.47928,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,219,,,0,,False,7,train,0
2061,0.0,604.47928,604.72949,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021241,203,,,0,,False,7,train,0
2062,0.0,604.72949,604.9797,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021241,160,,,0,,False,8,test,1
2063,0.0,604.9797,605.22992,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,121,,,0,,False,7,train,0
2064,0.0,605.22992,605.48013,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021241,125,,,0,,False,8,test,1
2065,0.0,605.48013,605.73033,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020509,161,,,0,,False,5,test,0
2066,0.0,605.73033,605.98054,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,119,,,0,,False,8,test,1
2067,0.0,605.98054,606.23075,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020509,66,,,0,,False,9,train,2
2068,0.0,606.23075,606.48095,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020509,218,,,0,,False,9,train,0
2069,0.0,606.48095,606.73117,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,209,,,0,,False,4,train,2
2070,0.0,606.73117,606.98138,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021491,231,,,0,,False,9,train,2
2071,0.0,606.98138,607.23159,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,214,,,0,,False,7,train,2
2072,0.0,607.23159,607.48181,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021491,67,,,0,,False,11,test,1
2073,0.0,607.48181,607.73201,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,4,,,0,,False,9,train,1
2074,0.0,607.73201,607.98222,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020509,40,,,0,,False,9,train,1
2075,0.0,607.98222,608.23243,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,121,,,0,,False,8,test,0
2076,0.0,608.23243,608.48263,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020509,232,,,0,,False,10,train,2
2077,0.0,608.48263,608.73285,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021491,147,,,0,,False,7,train,0
2078,0.0,608.73285,608.98306,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,208,,,0,,False,8,test,2
2079,0.0,608.98306,609.23327,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021491,43,,,0,,False,8,test,0
2080,0.0,609.23327,609.48349,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021491,195,,,0,,False,8,test,2
2081,0.0,609.48349,609.73369,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,239,,,0,,False,5,test,0
2082,0.0,609.73369,609.9839,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,201,,,0,,False,8,test,1
2083,0.0,609.9839,610.23411,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020509,84,,,0,,False,8,test,1
2084,0.0,610.23411,610.48431,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,123,,,0,,False,10,train,2
2085,0.0,610.48431,610.73452,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,173,,,0,,False,9,train,0
2086,0.0,610.73452,610.98473,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021241,148,,,0,,False,9,train,2
2087,0.0,610.98473,611.23495,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,212,,,0,,False,6,train,0
2088,0.0,611.23495,611.48516,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021241,97,,,0,,False,6,train,1
2089,0.0,611.48516,611.73536,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020259,220,,,0,,False,6,train,2
2090,0.0,611.73536,611.98556,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020259,144,,,0,,False,7,train,1
2091,0.0,611.98556,612.23577,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020259,124,,,0,,False,8,test,1
2092,0.0,612.23577,612.48597,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020259,119,,,0,,False,9,train,1
2093,0.0,612.48597,612.73618,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020991,58,,,0,,False,11,test,1
2094,0.0,612.73618,612.98639,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020991,147,,,0,,False,8,test,0
2095,0.0,612.98639,613.2366,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020991,87,,,0,,False,10,train,2
2096,0.0,613.2366,613.48681,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020991,137,,,0,,False,10,train,0
2097,0.0,613.48681,613.73702,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020759,104,,,0,,False,7,train,0
2098,0.0,613.73702,613.98722,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020759,206,,,0,,False,12,train,0
2099,0.0,613.98722,614.23743,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020759,80,,,0,,False,9,train,1
2100,0.0,614.23743,614.48764,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020759,127,,,0,,False,7,train,0
2101,0.0,614.48764,614.73785,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020741,96,,,0,,False,10,train,1
2102,0.0,614.73785,614.98805,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020741,242,,,0,,False,9,train,0
2103,0.0,614.98805,615.23826,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020741,228,,,0,,False,6,train,2
2104,0.0,615.23826,615.48847,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020741,18,,,0,,False,7,train,0
2105,0.0,615.48847,615.73868,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021259,38,,,0,,False,9,train,1
2106,0.0,615.73868,615.98889,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021259,76,,,0,,False,12,train,0
2107,0.0,615.98889,616.23911,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021259,39,,,0,,False,8,test,2
2108,0.0,616.23911,616.48932,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021259,105,,,0,,False,8,test,2
2109,0.0,616.48932,616.73953,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020991,182,,,0,,False,9,train,1
2110,0.0,616.73953,616.98974,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020991,71,,,0,,False,7,train,0
2111,0.0,616.98974,617.23995,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020991,73,,,0,,False,9,train,2
2112,0.0,617.23995,617.49016,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020991,22,,,0,,False,6,train,2
2113,0.0,617.49016,617.74037,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020759,242,,,0,,False,10,train,0
2114,0.0,617.74037,617.99057,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020759,19,,,0,,False,7,train,1
2115,0.0,617.99057,618.24078,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020759,143,,,0,,False,6,train,1
2116,0.0,618.24078,618.49099,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020759,209,,,0,,False,5,test,2
2117,0.0,618.49099,618.7412,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020991,221,,,0,,False,7,train,0
2118,0.0,618.7412,618.99141,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020991,210,,,0,,False,8,test,1
2119,0.0,618.99141,619.24162,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020991,229,,,0,,False,5,test,1
2120,0.0,619.24162,619.49183,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020991,108,,,0,,False,8,test,2
2121,0.0,619.49183,619.74203,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020509,198,,,0,,False,9,train,0
2122,0.0,619.74203,619.99224,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020509,55,,,0,,False,10,train,1
2123,0.0,619.99224,620.24245,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,186,,,0,,False,8,test,2
2124,0.0,620.24245,620.49265,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020509,181,,,0,,False,6,train,2
2125,0.0,620.49265,620.74287,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021741,176,,,0,,False,11,test,0
2126,0.0,620.74287,620.99308,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021741,19,,,0,,False,8,test,1
2127,0.0,620.99308,621.2433,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021741,36,,,0,,False,11,test,0
2128,0.0,621.2433,621.49352,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021741,181,,,0,,False,7,train,2
2129,0.0,621.49352,621.74372,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020009,204,,,0,,False,9,train,1
2130,0.0,621.74372,621.99392,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020009,180,,,0,,False,7,train,2
2131,0.0,621.99392,622.24412,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020009,33,,,0,,False,8,test,2
2132,0.0,622.24412,622.49432,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020009,236,,,0,,False,6,train,1
2133,0.0,622.49432,622.74454,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021991,176,,,0,,False,12,train,0
2134,0.0,622.74454,622.99476,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021991,228,,,0,,False,7,train,2
2135,0.0,622.99476,623.24498,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021991,187,,,0,,False,7,train,1
2136,0.0,623.24498,623.4952,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021991,51,,,0,,False,9,train,1
2137,0.0,623.4952,623.7454,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020009,143,,,0,,False,7,train,1
2138,0.0,623.7454,623.9956,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020009,11,,,0,,False,10,train,0
2139,0.0,623.9956,624.2458,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020009,197,,,0,,False,7,train,2
2140,0.0,624.2458,624.496,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020009,86,,,0,,False,11,test,1
