stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,y_position,spatial_frequency,size,x_position,color,frame,Speed,stimulus_name,coherence,orientation,temporal_frequency,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2219,0.0,624.10643,624.35664,null,-40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,74,,,0,,False,8,test,1
2220,0.0,624.35664,624.60685,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,3,,,0,,False,8,test,0
2221,0.0,624.60685,624.85706,null,-20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,235,,,0,,False,9,train,2
2222,0.0,624.85706,625.10727,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,102,,,0,,False,10,train,0
2223,0.0,625.10727,625.35748,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,52,,,0,,False,10,train,0
2224,0.0,625.35748,625.60769,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,20,,,0,,False,10,train,1
2225,0.0,625.60769,625.8579,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,95,,,0,,False,8,test,0
2226,0.0,625.8579,626.1081,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,182,,,0,,False,8,test,2
2227,0.0,626.1081,626.35831,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,3,,,0,,False,9,train,0
2228,0.0,626.35831,626.60852,null,-20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,161,,,0,,False,9,train,2
2229,0.0,626.60852,626.85873,null,30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,2,,,0,,False,6,train,1
2230,0.0,626.85873,627.10894,null,-40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,107,,,0,,False,8,test,1
2231,0.0,627.10894,627.35916,null,-20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,212,,,0,,False,10,train,0
2232,0.0,627.35916,627.60937,null,-20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,221,,,0,,False,10,train,2
2233,0.0,627.60937,627.85958,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,209,,,0,,False,9,train,2
2234,0.0,627.85958,628.10979,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,189,,,0,,False,9,train,2
2235,0.0,628.10979,628.36,null,30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,134,,,0,,False,10,train,2
2236,0.0,628.36,628.61021,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,24,,,0,,False,12,train,2
2237,0.0,628.61021,628.86041,null,40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,211,,,0,,False,9,train,2
2238,0.0,628.86041,629.1106,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,20,,,0,,False,11,test,1
2239,0.0,629.1106,629.3608,null,-30.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,63,,,0,,False,11,test,1
2240,0.0,629.3608,629.611,null,-30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,47,,,0,,False,7,train,1
2241,0.0,629.611,629.86122,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,124,,,0,,False,10,train,0
2242,0.0,629.86122,630.11143,null,-10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,16,,,0,,False,10,train,2
2243,0.0,630.11143,630.36165,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,19,,,0,,False,5,test,0
2244,0.0,630.36165,630.61187,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,197,,,0,,False,8,test,1
2245,0.0,630.61187,630.86208,null,-10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,223,,,0,,False,9,train,0
2246,0.0,630.86208,631.11228,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,167,,,0,,False,8,test,1
2247,0.0,631.11228,631.36249,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,75,,,0,,False,6,train,1
2248,0.0,631.36249,631.6127,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,19,,,0,,False,6,train,0
2249,0.0,631.6127,631.86291,null,-40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,74,,,0,,False,9,train,1
2250,0.0,631.86291,632.11312,null,30.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,169,,,0,,False,5,test,2
2251,0.0,632.11312,632.36333,null,40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,18,,,0,,False,12,train,0
2252,0.0,632.36333,632.61354,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,137,,,0,,False,8,test,1
2253,0.0,632.61354,632.86376,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,209,,,0,,False,10,train,2
2254,0.0,632.86376,633.11397,null,-30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,87,,,0,,False,9,train,0
2255,0.0,633.11397,633.36419,null,-20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,140,,,0,,False,8,test,2
2256,0.0,633.36419,633.61441,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,224,,,0,,False,7,train,0
2257,0.0,633.61441,633.86461,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,45,,,0,,False,11,test,0
2258,0.0,633.86461,634.11481,null,-30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,108,,,0,,False,10,train,1
2259,0.0,634.11481,634.36502,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,131,,,0,,False,11,test,1
2260,0.0,634.36502,634.61522,null,40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020286,163,,,0,,False,8,test,1
2261,0.0,634.61522,634.86543,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,167,,,0,,False,9,train,1
2262,0.0,634.86543,635.11564,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,100,,,0,,False,11,test,1
2263,0.0,635.11564,635.36585,null,10.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,147,,,0,,False,8,test,2
2264,0.0,635.36585,635.61606,null,-20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,205,,,0,,False,7,train,0
2265,0.0,635.61606,635.86627,null,30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,238,,,0,,False,7,train,1
2266,0.0,635.86627,636.11648,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,237,,,0,,False,7,train,1
2267,0.0,636.11648,636.36669,null,-30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,85,,,0,,False,10,train,2
2268,0.0,636.36669,636.6169,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,173,,,0,,False,7,train,0
2269,0.0,636.6169,636.8671,null,-20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,72,,,0,,False,7,train,1
2270,0.0,636.8671,637.1173,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,204,,,0,,False,6,train,0
2271,0.0,637.1173,637.36751,null,-40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,172,,,0,,False,8,test,0
2272,0.0,637.36751,637.61771,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,157,,,0,,False,8,test,0
2273,0.0,637.61771,637.86792,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,202,,,0,,False,7,train,2
2274,0.0,637.86792,638.11814,null,-30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,213,,,0,,False,10,train,0
2275,0.0,638.11814,638.36836,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,67,,,0,,False,11,test,1
2276,0.0,638.36836,638.61857,null,0.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,11,,,0,,False,9,train,0
2277,0.0,638.61857,638.86878,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,65,,,0,,False,10,train,2
2278,0.0,638.86878,639.11899,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,19,,,0,,False,7,train,0
2279,0.0,639.11899,639.3692,null,-10.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,1,,,0,,False,10,train,0
2280,0.0,639.3692,639.61941,null,0.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,44,,,0,,False,12,train,2
2281,0.0,639.61941,639.86962,null,10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,39,,,0,,False,8,test,2
2282,0.0,639.86962,640.11982,null,-30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,217,,,0,,False,8,test,1
2283,0.0,640.11982,640.37003,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,204,,,0,,False,7,train,0
2284,0.0,640.37003,640.62024,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,165,,,0,,False,7,train,1
2285,0.0,640.62024,640.87045,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,3,,,0,,False,10,train,0
2286,0.0,640.87045,641.12066,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,123,,,0,,False,10,train,2
2287,0.0,641.12066,641.37087,null,40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,115,,,0,,False,7,train,2
2288,0.0,641.37087,641.62108,null,-20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,106,,,0,,False,8,test,1
2289,0.0,641.62108,641.87129,null,0.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,103,,,0,,False,9,train,1
2290,0.0,641.87129,642.12149,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,53,,,0,,False,10,train,0
2291,0.0,642.12149,642.3717,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,119,,,0,,False,10,train,0
2292,0.0,642.3717,642.62191,null,0.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,191,,,0,,False,10,train,1
2293,0.0,642.62191,642.87212,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,225,,,0,,False,10,train,0
2294,0.0,642.87212,643.12232,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,184,,,0,,False,7,train,1
2295,0.0,643.12232,643.37253,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,170,,,0,,False,7,train,2
2296,0.0,643.37253,643.62274,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,146,,,0,,False,8,test,2
2297,0.0,643.62274,643.87295,null,40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,145,,,0,,False,8,test,1
2298,0.0,643.87295,644.12316,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,237,,,0,,False,8,test,1
2299,0.0,644.12316,644.37338,null,30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,134,,,0,,False,11,test,2
2300,0.0,644.37338,644.62359,null,30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,208,,,0,,False,4,train,1
2301,0.0,644.62359,644.8738,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,79,,,0,,False,10,train,2
2302,0.0,644.8738,645.124,null,40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,98,,,0,,False,10,train,0
2303,0.0,645.124,645.3742,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,41,,,0,,False,9,train,1
2304,0.0,645.3742,645.62441,null,20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,133,,,0,,False,7,train,2
2305,0.0,645.62441,645.87462,null,0.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,160,,,0,,False,9,train,1
2306,0.0,645.87462,646.12483,null,-20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,140,,,0,,False,9,train,2
2307,0.0,646.12483,646.37505,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,30,,,0,,False,7,train,0
2308,0.0,646.37505,646.62526,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,6,,,0,,False,10,train,2
2309,0.0,646.62526,646.87548,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,136,,,0,,False,9,train,1
2310,0.0,646.87548,647.12569,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,173,,,0,,False,8,test,0
2311,0.0,647.12569,647.37591,null,0.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,156,,,0,,False,7,train,1
2312,0.0,647.37591,647.62613,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021714,201,,,0,,False,10,train,1
2313,0.0,647.62613,647.87633,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020036,41,,,0,,False,10,train,1
2314,0.0,647.87633,648.12653,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020036,218,,,0,,False,11,test,2
2315,0.0,648.12653,648.37673,null,-20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020036,161,,,0,,False,10,train,2
2316,0.0,648.37673,648.62693,null,-30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020036,84,,,0,,False,7,train,2
2317,0.0,648.62693,648.87714,null,-30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,217,,,0,,False,9,train,1
2318,0.0,648.87714,649.12734,null,30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,227,,,0,,False,6,train,2
2319,0.0,649.12734,649.37755,null,-30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,150,,,0,,False,8,test,2
2320,0.0,649.37755,649.62776,null,30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,227,,,0,,False,7,train,2
2321,0.0,649.62776,649.87797,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,175,,,0,,False,8,test,0
2322,0.0,649.87797,650.12818,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,81,,,0,,False,9,train,2
2323,0.0,650.12818,650.3784,null,-30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,40,,,0,,False,9,train,0
2324,0.0,650.3784,650.62861,null,-10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,16,,,0,,False,11,test,2
2325,0.0,650.62861,650.87882,null,-10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,222,,,0,,False,9,train,2
2326,0.0,650.87882,651.12903,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,117,,,0,,False,9,train,1
2327,0.0,651.12903,651.37924,null,-10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,185,,,0,,False,9,train,0
2328,0.0,651.37924,651.62945,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,143,,,0,,False,9,train,0
2329,0.0,651.62945,651.87966,null,-30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,213,,,0,,False,11,test,0
2330,0.0,651.87966,652.12987,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,210,,,0,,False,6,train,2
2331,0.0,652.12987,652.38008,null,40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,126,,,0,,False,5,test,0
2332,0.0,652.38008,652.63029,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,37,,,0,,False,10,train,0
2333,0.0,652.63029,652.88049,null,10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,19,,,0,,False,8,test,0
2334,0.0,652.88049,653.13068,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,119,,,0,,False,11,test,0
2335,0.0,653.13068,653.38088,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,75,,,0,,False,7,train,1
2336,0.0,653.38088,653.63108,null,-30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,80,,,0,,False,9,train,2
2337,0.0,653.63108,653.8813,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25022036,146,,,0,,False,9,train,2
2338,0.0,653.8813,654.13152,null,0.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25022036,225,,,0,,False,11,test,0
2339,0.0,654.13152,654.38174,null,10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25022036,214,,,0,,False,9,train,2
2340,0.0,654.38174,654.63196,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25022036,201,,,0,,False,11,test,1
2341,0.0,654.63196,654.88216,null,-40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,61,,,0,,False,11,test,1
2342,0.0,654.88216,655.13236,null,-10.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,10,,,0,,False,9,train,2
2343,0.0,655.13236,655.38257,null,-10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,222,,,0,,False,10,train,2
2344,0.0,655.38257,655.63277,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,27,,,0,,False,7,train,0
2345,0.0,655.63277,655.88299,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,186,,,0,,False,9,train,0
2346,0.0,655.88299,656.1332,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,121,,,0,,False,8,test,0
2347,0.0,656.1332,656.38342,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,204,,,0,,False,8,test,0
