ecephys_unit_id,L_ratio,age_in_days,amplitude_cutoff,anterior_posterior_ccf_coordinate,area_rf,azimuth_rf,c50_dg,cumulative_drift,d_prime,date_of_acquisition,dorsal_ventral_ccf_coordinate,ecephys_channel_id,ecephys_probe_id,ecephys_session_id,ecephys_structure_acronym,ecephys_structure_id,elevation_rf,f1_f0_dg,fano_dg,fano_dm,fano_fl,fano_ns,fano_rf,fano_sg,firing_rate,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_ns,firing_rate_rf,firing_rate_sg,g_dsi_dg,g_osi_dg,g_osi_sg,genotype,has_lfp_data,height_rf,image_selectivity_ns,isi_violations,isolation_distance,left_right_ccf_coordinate,lfp_sampling_rate,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_ns,lifetime_sparseness_rf,lifetime_sparseness_sg,local_index,max_drift,mod_idx_dg,name,nn_hit_rate,nn_miss_rate,on_off_ratio_fl,on_screen_rf,p_value_rf,phase,pref_dir_dm,pref_dir_multi_dm,pref_image_ns,pref_images_multi_ns,pref_ori_dg,pref_ori_multi_dg,pref_ori_multi_sg,pref_ori_sg,pref_phase_multi_sg,pref_phase_sg,pref_sf_multi_sg,pref_sf_sg,pref_speed_dm,pref_speed_multi_dm,pref_tf_dg,pref_tf_multi_dg,presence_ratio,probe_horizontal_position,probe_vertical_position,published_at,quality,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_ns,run_mod_rf,run_mod_sg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_ns,run_pval_rf,run_pval_sg,sampling_rate,session_type,sex,silhouette_score,snr,specimen_id,sustained_idx_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_ns,time_to_peak_rf,time_to_peak_sg,waveform_PT_ratio,waveform_amplitude,waveform_duration,waveform_halfwidth,waveform_recovery_slope,waveform_repolarization_slope,waveform_spread,waveform_velocity_above,waveform_velocity_below,width_rf,time_to_first_spike_fl,cortical_depth,cortical_layer,area,session,timescale_ac,err_ac,spike_count_ac,timescale_it,err_it,spike_count_it,group,published_like_qc,unit_split
950987299,0.028890896,114,0.5,7993,,,0.3641098,668.09,1.8986312,2018-12-10T21:22:20Z,1199,849975316,792602650,774875821,VISam,394,,0.84644496,9.5236879,1.8666667,,,,,0.4947164,1.4326169,0.011867253,0,,0,,,,,wt/wt,True,,,0.4711637,35.975693,7630,1249.9984,0.027918568,0.93415638,,,,,154,61.74,4.0980717,probeA,0.37606838,0.0091402745,,False,,3a,-45,True,,,45,False,,,,,,,0.04,False,2,False,0.65,59,1560,2019-10-03T00:00:00Z,good,0.63994169,-1,,,,,0.0066822064,0.3388007,,,,,29999.961,functional_connectivity,M,-0.035736249,3.1169801,759711152,,0.3965,0.0005,,0.0005,,0.98772082,94.01106,0.20603015,0.10988275,-0.0068405313,0.19414657,40,0.34338358,-0.68676717,,,0.91871083,6,,,,,,,,,HVA,False,descriptive
950987301,0.0046759061,114,0.5,7993,,,0.3641098,211.49,6.2860268,2018-12-10T21:22:20Z,1199,849975316,792602650,774875821,VISam,394,,0.73237275,25.506109,25.97193,,,,,6.4269034,10.271719,2.5348453,0,,0,,,,,wt/wt,True,,,0.63191277,108.76679,7630,1249.9984,0.039774746,0.28587535,,,,,154,22.79,4.7553528,probeA,0.99933333,0,,False,,3a,45,False,,,45,False,,,,,,,0,False,2,False,0.77,59,1560,2019-10-03T00:00:00Z,good,0.48166324,,,,,,0.0089061197,,,,,,29999.961,functional_connectivity,M,0.14216733,3.322425,759711152,,0.1725,0.0005,,0.0005,,0.47959251,99.43323,0.19229481,0.096147404,-0.11105054,0.35038311,40,0.34338358,0,,,0.91871083,6,,,,,,,,,HVA,False,descriptive
950987303,0.0086019652,114,0.1219842,7982,200,10,0.11168235,1326.14,3.6661603,2018-12-10T21:22:20Z,1168,849975322,792602650,774875821,VISam,394,45,0.27665703,2.0571502,1.3614035,1.2533333,,3.1047619,,2.0523962,5.6493343,0.97074132,0.21315732,,0.11513003,,,,,wt/wt,True,121.44916,,0.20075365,58.525624,7627,1249.9984,0.4252414,0.20283849,0.4,,0.81190501,,157,54.52,2.4517471,probeA,0.912,0.0027686703,,False,0.19,3a,90,False,,,45,False,,,,,,,0.01,False,2,False,0.99,11,1580,2019-10-03T00:00:00Z,good,0.21067705,0.46031746,,,-1,,3.6012543e-05,0.12439512,,,0.17007789,,29999.961,functional_connectivity,M,0.041602191,1.7236879,759711152,0.024096386,0.0015,0.0265,,0.0905,,1.01238,55.90923,0.21976549,0.16482412,-0.056131434,0.24642813,60,-0.89279732,-1.3735343,158.57991,0.05,0.88521916,6,,,,,,,,,HVA,False,descriptive
950987307,0.0045146308,114,0.47037995,7982,1700,25.294,0.16302353,303.4,3.4579519,2018-12-10T21:22:20Z,1168,849975322,792602650,774875821,VISam,394,24.706,0.62012905,5.4697046,34.607783,1.5133333,,3.1333333,,4.4568574,3.9094104,5.171749,0.79933994,,1.1787122,,,,,wt/wt,True,192.18376,,1.2869075,96.770099,7627,1249.9984,0.041910376,0.2713878,0.52941176,,0.31075196,,157,24.85,3.3692508,probeA,0.95333333,0.010106682,,False,0.164,3a,0,False,,,135,False,,,,,,,0.001,False,2,False,0.99,11,1580,2019-10-03T00:00:00Z,good,-0.12628982,0.73290598,,,0.92727273,,0.4614938,0.55967171,,,0.038832853,,29999.961,functional_connectivity,M,0.053643454,1.2926182,759711152,0.048192771,0.1925,0.0795,,0.0065,,0.23897884,41.441595,0.26097152,0.13735343,-0.017254137,0.17698742,50,0.34338358,0,60.023611,0.126,0.88521916,6,,,,,,,,,HVA,False,descriptive
950987309,0.02206669,114,0.5,7982,400,45,0.19297255,248.76,2.7998018,2018-12-10T21:22:20Z,1168,849975322,792602650,774875821,VISam,394,-25,0.26161879,4.8005144,1.2533333,5.6666667,,4.4333333,,2.5157314,5.2764537,3.8307494,0.29309131,,0.43639765,,,,,wt/wt,True,13.878948,,0.37655321,58.288748,7627,1249.9984,0.76349116,0.086432663,0.8019802,,0.89404781,,157,56.73,2.4873233,probeA,0.842,0.0071075402,,True,0,3a,90,False,,,90,False,,,,,,,0.02,False,2,False,0.99,11,1580,2019-10-03T00:00:00Z,good,0.32011219,0.20833333,,,-0.45,,4.5549995e-13,0.40601645,,,0.37464483,,29999.961,functional_connectivity,M,0.056546105,1.7412949,759711152,0.040160643,0.3115,0.1565,,0.1665,,0.34468749,55.66002,0.87906198,0.21976549,-0.013365242,0.1473288,60,0.27470687,-0.34338358,7.96672,0.167,0.88521916,6,VISam,7.7487582e+08,1000,18911.152,14,,,14,HVA,True,calibration
950987315,0.040181522,114,0.5,7982,100,10,1.0358235,724.21,2.923867,2018-12-10T21:22:20Z,1168,849975322,792602650,774875821,VISam,394,-30,0.81374941,8.9698648,5.5526882,3.3572414,,1.8666667,,5.2791286,4.402324,10.939234,2.6644665,,0.28289094,,,,,wt/wt,True,8774.6344,,0.21929859,65.901509,7627,1249.9984,0.027533504,0.11758437,0.7076764,,0.56049054,,157,28.08,0.15263056,probeA,0.82733333,0.026912726,,False,0.854,3a,-45,False,,,135,False,,,,,,,0.0005,False,2,False,0.94,11,1580,2019-10-03T00:00:00Z,good,0.58092394,0.25114155,,,0.90909091,,0.00017984851,0.31627298,,,0.28943422,,29999.961,functional_connectivity,M,0.082872227,1.4301932,759711152,0.11646586,0.0845,0.1685,,0.0135,,3.1723417,44.977725,0.39832496,0.16482412,-0.020309556,0.16375082,50,0.68676717,-0.34338358,67.703135,0.094,0.88521916,6,,,,,,,,,HVA,False,descriptive
950987319,0.027264428,114,0.24546104,7953,400,65,0.10740392,500.99,3.9859578,2018-12-10T21:22:20Z,1084,849975338,792602650,774875821,VISam,394,35,0.64499545,9.1426398,5.7020833,0.72313725,,1.1333333,,1.1404936,1.7049142,0.99922273,1.1990099,,0.55701007,,,,,wt/wt,True,76.509272,,0.6796813,43.594162,7617,1249.9984,0.3935868,0.45800542,0.41425215,,0.37978787,,165,23.57,1.4417757,probeA,0.91435185,0.00072075783,,True,0.227,3a,0,False,,,90,False,,,,,,,0.001,False,2,False,0.99,11,1660,2019-10-03T00:00:00Z,good,0.65462837,0.56112853,,,,,9.4374359e-05,0.14437067,,,,,29999.961,functional_connectivity,M,-0.008293956,1.6767019,759711152,0.045515395,0.9325,0.0635,,0.0085,,0.39457659,65.36166,0.65929648,0.21976549,-0.03208606,0.14444237,40,1.3735343,0,79.133757,0.071,0.79157978,6,,,,,,,,,HVA,False,descriptive
950987321,0.00021681777,114,0.032611952,7939,100,80,0.073176471,9.53,7.8811531,2018-12-10T21:22:20Z,1043,849975346,792602650,774875821,VISam,394,0,2,0.97333333,,0.96,,1.4666667,,0.04327743,0.016115551,0,0.079933994,,0.088814597,,,,,wt/wt,True,77.875463,,0,65.566718,7612,1249.9984,0.17714286,,1,,0.81715588,,169,14.96,0.041325244,probeA,0.73333333,0.0003003003,,False,0.394,3a,-45,True,,,0,True,,,,,,,0,True,2,False,0.68,11,1700,2019-10-03T00:00:00Z,good,0.58490566,,,,,,0.59324358,,,,,,29999.961,functional_connectivity,M,,3.3277504,759711152,0.012048193,0.0005,0.0115,,0.0095,,0.64049621,131.35052,0.67303183,0.19229481,-0.030411123,0.26019401,20,,0.68676717,122.5325,,0.74414593,5,,,,,,,,,HVA,False,descriptive
950987325,0.049341848,114,0.0045537481,7929,700,14.286,0.077454902,137.92,2.5990167,2018-12-10T21:22:20Z,1012,849975352,792602650,774875821,VISam,394,7.143,0.59297328,1.9029208,0.99047619,0.93333333,,0.73333333,,2.436868,2.9024663,2.8030452,0.13322332,,0.19955872,,,,,wt/wt,True,445.55113,,0.038837425,42.909005,7608,1249.9984,0.03384384,0.044688469,1,,0.61964899,,172,73.54,0.31903735,probeA,0.86133333,0.0047723133,,False,0,3a,-45,False,,,90,False,,,,,,,0.02,False,2,False,0.99,43,1740,2019-10-03T00:00:00Z,good,-0.46849793,,,,0.25,,0.0002392739,,,,0.83273147,,29999.961,functional_connectivity,M,0.044029785,2.3880412,759711152,0.020080321,0.7745,0.0025,,0.0995,,0.49977397,64.410645,0.60435511,0.15108878,-0.041627854,0.20230854,70,0.19621919,0,29.05941,0.143,0.7117961,5,VISam,7.7487582e+08,1,0,4,1,0,43,HVA,True,evaluation
950987327,0.044453927,114,0.049634031,7926,0,,,237.07,2.5356198,2018-12-10T21:22:20Z,1002,849975354,792602650,774875821,VISam,394,,0.71245689,7.9419773,3.1076923,3.3333333,,1.8666667,,1.962252,3.2797925,3.9755299,0.21315732,,0.02192953,,,,,wt/wt,True,,,0.11979395,41.405795,7607,1249.9984,0.24013193,0.044017624,0.11764706,,0.93526171,,173,63.77,0.22941452,probeA,0.80683761,0.003433923,,True,0.275,3a,-45,False,,,135,False,,,,,,,0.005,False,2,False,0.96,11,1740,2019-10-03T00:00:00Z,good,0.54122431,,,,,,0.00021311874,,,,,,29999.961,functional_connectivity,M,0.028500651,2.0337365,759711152,0.020080321,0.6365,0.0325,,0.1335,,0.34336279,68.084055,0.3159129,0.12361809,-0.061900306,0.28712346,90,-0.098109596,0,24.494897,0.095,0.70004481,5,,,,,,,,,HVA,False,descriptive
