stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,color,size,spatial_frequency,x_position,frame,contrast,stimulus_name,orientation,phase,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.623391,84.856911,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.23351937,1,,,0,,False,0,train,1
2,0.0,84.856911,85.10711,-20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019933,2,,,0,,False,0,train,0
3,0.0,85.10711,85.357309,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019933,3,,,0,,False,0,train,1
4,0.0,85.357309,85.607509,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019933,4,,,0,,False,0,train,0
5,0.0,85.607509,85.857724,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,5,,,0,,False,0,train,0
6,0.0,85.857724,86.10794,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,6,,,0,,False,0,train,1
7,0.0,86.10794,86.358156,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,7,,,0,,False,0,train,0
8,0.0,86.358156,86.608371,-30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,8,,,0,,False,0,train,1
9,0.0,86.608371,86.858571,10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,9,,,0,,False,0,train,2
10,0.0,86.858571,87.10877,30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,10,,,0,,False,0,train,1
11,0.0,87.10877,87.358969,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,11,,,0,,False,0,train,2
12,0.0,87.358969,87.609169,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,12,,,0,,False,0,train,1
13,0.0,87.609169,87.859392,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022316,13,,,0,,False,0,train,1
14,0.0,87.859392,88.109615,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022316,14,,,0,,False,0,train,1
15,0.0,88.109615,88.359838,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022316,15,,,0,,False,0,train,2
16,0.0,88.359838,88.610061,-40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022316,16,,,0,,False,0,train,0
17,0.0,88.610061,88.860258,10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,17,,,0,,False,0,train,0
18,0.0,88.860258,89.110455,20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,18,,,0,,False,0,train,1
19,0.0,89.110455,89.360652,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,19,,,0,,False,0,train,2
20,0.0,89.360652,89.610849,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,20,,,0,,False,0,train,2
21,0.0,89.610849,89.861062,-30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,21,,,0,,False,0,train,0
22,0.0,89.861062,90.111275,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,22,,,0,,False,0,train,0
23,0.0,90.111275,90.361488,40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,23,,,0,,False,0,train,2
24,0.0,90.361488,90.611701,30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,24,,,0,,False,0,train,0
25,0.0,90.611701,90.861906,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,1,,,0,,False,1,train,1
26,0.0,90.861906,91.11211,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,6,,,0,,False,1,train,1
27,0.0,91.11211,91.362314,-20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,25,,,0,,False,0,train,1
28,0.0,91.362314,91.612519,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,26,,,0,,False,0,train,0
29,0.0,91.612519,91.862732,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,27,,,0,,False,0,train,2
30,0.0,91.862732,92.112945,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,28,,,0,,False,0,train,2
31,0.0,92.112945,92.363158,-30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,29,,,0,,False,0,train,2
32,0.0,92.363158,92.613371,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,30,,,0,,False,0,train,1
33,0.0,92.613371,92.863578,20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,31,,,0,,False,0,train,0
34,0.0,92.863578,93.113785,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,32,,,0,,False,0,train,0
35,0.0,93.113785,93.363992,-20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,33,,,0,,False,0,train,0
36,0.0,93.363992,93.614199,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,34,,,0,,False,0,train,1
37,0.0,93.614199,93.864414,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,28,,,0,,False,1,train,2
38,0.0,93.864414,94.11463,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,35,,,0,,False,0,train,1
39,0.0,94.11463,94.364846,-30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,36,,,0,,False,0,train,0
40,0.0,94.364846,94.615061,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,37,,,0,,False,0,train,2
41,0.0,94.615061,94.865261,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,38,,,0,,False,0,train,2
42,0.0,94.865261,95.11546,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,39,,,0,,False,0,train,2
43,0.0,95.11546,95.365659,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,40,,,0,,False,0,train,2
44,0.0,95.365659,95.615859,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,41,,,0,,False,0,train,0
45,0.0,95.615859,95.866069,-20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,42,,,0,,False,0,train,1
46,0.0,95.866069,96.11628,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,43,,,0,,False,0,train,2
47,0.0,96.11628,96.366491,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,44,,,0,,False,0,train,2
48,0.0,96.366491,96.616701,-10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,45,,,0,,False,0,train,1
49,0.0,96.616701,96.866911,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,46,,,0,,False,0,train,1
50,0.0,96.866911,97.11712,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,4,,,0,,False,1,train,0
51,0.0,97.11712,97.367329,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,40,,,0,,False,1,train,2
52,0.0,97.367329,97.617539,20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,47,,,0,,False,0,train,2
53,0.0,97.617539,97.867754,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,7,,,0,,False,1,train,0
54,0.0,97.867754,98.11797,20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,48,,,0,,False,0,train,0
55,0.0,98.11797,98.368186,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,49,,,0,,False,0,train,1
56,0.0,98.368186,98.618401,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,50,,,0,,False,0,train,0
57,0.0,98.618401,98.868603,-20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,51,,,0,,False,0,train,2
58,0.0,98.868603,99.118805,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,52,,,0,,False,0,train,0
59,0.0,99.118805,99.369007,20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,53,,,0,,False,0,train,2
60,0.0,99.369007,99.619209,-40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,54,,,0,,False,0,train,1
61,0.0,99.619209,99.869422,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,55,,,0,,False,0,train,2
62,0.0,99.869422,100.11963,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,56,,,0,,False,0,train,2
63,0.0,100.11963,100.36985,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,6,,,0,,False,2,test,1
64,0.0,100.36985,100.62006,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,28,,,0,,False,2,test,2
65,0.0,100.62006,100.87027,10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,17,,,0,,False,1,train,0
66,0.0,100.87027,101.12047,0.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,57,,,0,,False,0,train,0
67,0.0,101.12047,101.37068,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,58,,,0,,False,0,train,2
68,0.0,101.37068,101.62089,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,59,,,0,,False,0,train,0
69,0.0,101.62089,101.8711,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,60,,,0,,False,0,train,1
70,0.0,101.8711,102.12131,30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,61,,,0,,False,0,train,0
71,0.0,102.12131,102.37152,10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,62,,,0,,False,0,train,1
72,0.0,102.37152,102.62173,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,63,,,0,,False,0,train,0
73,0.0,102.62173,102.87194,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,64,,,0,,False,0,train,1
74,0.0,102.87194,103.12214,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,6,,,0,,False,3,train,1
75,0.0,103.12214,103.37234,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,65,,,0,,False,0,train,0
76,0.0,103.37234,103.62255,10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,66,,,0,,False,0,train,2
77,0.0,103.62255,103.87275,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,67,,,0,,False,0,train,0
78,0.0,103.87275,104.12296,30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,68,,,0,,False,0,train,1
79,0.0,104.12296,104.37317,-20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,2,,,0,,False,1,train,0
80,0.0,104.37317,104.62337,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,27,,,0,,False,1,train,2
81,0.0,104.62337,104.87359,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021434,69,,,0,,False,0,train,1
82,0.0,104.87359,105.1238,-30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021434,70,,,0,,False,0,train,2
83,0.0,105.1238,105.37401,20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021434,48,,,0,,False,1,train,0
84,0.0,105.37401,105.62423,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021434,71,,,0,,False,0,train,1
85,0.0,105.62423,105.87445,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,72,,,0,,False,0,train,1
86,0.0,105.87445,106.12466,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,73,,,0,,False,0,train,0
87,0.0,106.12466,106.37488,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,13,,,0,,False,1,train,1
88,0.0,106.37488,106.6251,10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,17,,,0,,False,2,test,0
89,0.0,106.6251,106.8753,-20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,2,,,0,,False,2,test,0
90,0.0,106.8753,107.12549,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,74,,,0,,False,0,train,0
91,0.0,107.12549,107.37569,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,75,,,0,,False,0,train,2
92,0.0,107.37569,107.62589,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,76,,,0,,False,0,train,0
93,0.0,107.62589,107.87611,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,74,,,0,,False,1,train,0
94,0.0,107.87611,108.12633,40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,77,,,0,,False,0,train,0
95,0.0,108.12633,108.37655,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,78,,,0,,False,0,train,1
96,0.0,108.37655,108.62677,-10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,79,,,0,,False,0,train,2
97,0.0,108.62677,108.87697,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,63,,,0,,False,1,train,0
98,0.0,108.87697,109.12716,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,80,,,0,,False,0,train,2
99,0.0,109.12716,109.37736,40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,81,,,0,,False,0,train,0
100,0.0,109.37736,109.62756,-20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,82,,,0,,False,0,train,2
101,0.0,109.62756,109.87777,40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,83,,,0,,False,0,train,0
102,0.0,109.87777,110.12799,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,84,,,0,,False,0,train,1
103,0.0,110.12799,110.37821,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,85,,,0,,False,0,train,0
104,0.0,110.37821,110.62842,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,86,,,0,,False,0,train,1
105,0.0,110.62842,110.87862,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,12,,,0,,False,1,train,1
106,0.0,110.87862,111.12882,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,87,,,0,,False,0,train,0
107,0.0,111.12882,111.37903,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,88,,,0,,False,0,train,2
108,0.0,111.37903,111.62923,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,63,,,0,,False,2,test,0
109,0.0,111.62923,111.87946,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022816,89,,,0,,False,0,train,1
110,0.0,111.87946,112.12968,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022816,22,,,0,,False,1,train,0
111,0.0,112.12968,112.37991,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022816,90,,,0,,False,0,train,2
112,0.0,112.37991,112.63014,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022816,65,,,0,,False,1,train,0
113,0.0,112.63014,112.88033,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019184,46,,,0,,False,1,train,1
114,0.0,112.88033,113.13052,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019184,58,,,0,,False,1,train,2
115,0.0,113.13052,113.38072,0.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019184,91,,,0,,False,0,train,1
116,0.0,113.38072,113.63091,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019184,92,,,0,,False,0,train,2
117,0.0,113.63091,113.88112,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,35,,,0,,False,1,train,1
118,0.0,113.88112,114.13133,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,93,,,0,,False,0,train,2
119,0.0,114.13133,114.38154,20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,94,,,0,,False,0,train,0
120,0.0,114.38154,114.63175,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,87,,,0,,False,1,train,0
121,0.0,114.63175,114.88196,10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,95,,,0,,False,0,train,1
122,0.0,114.88196,115.13216,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,52,,,0,,False,1,train,0
123,0.0,115.13216,115.38237,30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,96,,,0,,False,0,train,2
124,0.0,115.38237,115.63258,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,97,,,0,,False,0,train,0
125,0.0,115.63258,115.88279,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,46,,,0,,False,2,test,1
126,0.0,115.88279,116.13301,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,65,,,0,,False,2,test,0
127,0.0,116.13301,116.38323,-40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,54,,,0,,False,1,train,1
128,0.0,116.38323,116.63344,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,52,,,0,,False,2,test,0
129,0.0,116.63344,116.88364,-10.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,98,,,0,,False,0,train,1
130,0.0,116.88364,117.13384,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,99,,,0,,False,0,train,0
131,0.0,117.13384,117.38405,0.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,100,,,0,,False,0,train,0
132,0.0,117.38405,117.63425,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,34,,,0,,False,1,train,1
133,0.0,117.63425,117.88447,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,74,,,0,,False,2,test,0
134,0.0,117.88447,118.13468,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,101,,,0,,False,0,train,1
135,0.0,118.13468,118.3849,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,73,,,0,,False,1,train,0
136,0.0,118.3849,118.63512,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,20,,,0,,False,1,train,2
137,0.0,118.63512,118.88532,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,50,,,0,,False,1,train,0
138,0.0,118.88532,119.13552,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,102,,,0,,False,0,train,2
