stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,color,size,spatial_frequency,x_position,frame,contrast,stimulus_name,orientation,phase,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
700,0.0,259.50272,259.75293,10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,199,,,0,,False,2,test,1
701,0.0,259.75293,260.00314,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,67,,,0,,False,3,train,0
702,0.0,260.00314,260.25336,20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,169,,,0,,False,4,train,2
703,0.0,260.25336,260.50358,-40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,188,,,0,,False,2,test,0
704,0.0,260.50358,260.75379,-20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,179,,,0,,False,2,test,1
705,0.0,260.75379,261.00399,-20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,126,,,0,,False,1,train,1
706,0.0,261.00399,261.25419,0.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,145,,,0,,False,1,train,2
707,0.0,261.25419,261.50439,30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,10,,,0,,False,4,train,1
708,0.0,261.50439,261.75459,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,58,,,0,,False,4,train,2
709,0.0,261.75459,262.00481,20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,109,,,0,,False,2,test,2
710,0.0,262.00481,262.25503,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,221,,,0,,False,1,train,0
711,0.0,262.25503,262.50525,10.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,223,,,0,,False,1,train,1
712,0.0,262.50525,262.75547,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,46,,,0,,False,4,train,1
713,0.0,262.75547,263.00567,30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,24,,,0,,False,4,train,0
714,0.0,263.00567,263.25587,-10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,45,,,0,,False,4,train,1
715,0.0,263.25587,263.50607,0.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,233,,,0,,False,2,test,1
716,0.0,263.50607,263.75627,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,155,,,0,,False,3,train,0
717,0.0,263.75627,264.00648,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,104,,,0,,False,1,train,2
718,0.0,264.00648,264.25668,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,226,,,0,,False,4,train,0
719,0.0,264.25668,264.50689,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,124,,,0,,False,2,test,1
720,0.0,264.50689,264.7571,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,167,,,0,,False,4,train,1
721,0.0,264.7571,265.00731,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,125,,,0,,False,4,train,1
722,0.0,265.00731,265.25752,-20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,126,,,0,,False,2,test,1
723,0.0,265.25752,265.50774,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,148,,,0,,False,4,train,1
724,0.0,265.50774,265.75795,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,76,,,0,,False,2,test,0
725,0.0,265.75795,266.00816,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,89,,,0,,False,5,test,1
726,0.0,266.00816,266.25837,-30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,210,,,0,,False,1,train,0
727,0.0,266.25837,266.50858,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,166,,,0,,False,2,test,0
728,0.0,266.50858,266.75879,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,204,,,0,,False,2,test,2
729,0.0,266.75879,267.009,-40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,220,,,0,,False,1,train,2
730,0.0,267.009,267.2592,20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,53,,,0,,False,4,train,2
731,0.0,267.2592,267.5094,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,35,,,0,,False,4,train,1
732,0.0,267.5094,267.75961,40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,201,,,0,,False,2,test,2
733,0.0,267.75961,268.00982,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,198,,,0,,False,2,test,0
734,0.0,268.00982,268.26004,20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,53,,,0,,False,5,test,2
735,0.0,268.26004,268.51026,-30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,227,,,0,,False,1,train,0
736,0.0,268.51026,268.76047,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,173,,,0,,False,1,train,0
737,0.0,268.76047,269.01068,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,152,,,0,,False,3,train,1
738,0.0,269.01068,269.26088,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,216,,,0,,False,2,test,1
739,0.0,269.26088,269.51108,0.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,182,,,0,,False,2,test,2
740,0.0,269.51108,269.76129,-30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,227,,,0,,False,2,test,0
741,0.0,269.76129,270.0115,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,90,,,0,,False,2,test,2
742,0.0,270.0115,270.26171,10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,185,,,0,,False,2,test,1
743,0.0,270.26171,270.51192,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,63,,,0,,False,5,test,0
744,0.0,270.51192,270.76213,10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,133,,,0,,False,4,train,0
745,0.0,270.76213,271.01234,10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,191,,,0,,False,3,train,0
746,0.0,271.01234,271.26254,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,107,,,0,,False,3,train,0
747,0.0,271.26254,271.51275,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,74,,,0,,False,4,train,0
748,0.0,271.51275,271.76296,-40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,138,,,0,,False,3,train,1
749,0.0,271.76296,272.01317,-40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,184,,,0,,False,3,train,0
750,0.0,272.01317,272.26339,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,174,,,0,,False,2,test,2
751,0.0,272.26339,272.51361,-20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,25,,,0,,False,3,train,1
752,0.0,272.51361,272.76382,-30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,36,,,0,,False,6,train,0
753,0.0,272.76382,273.01402,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,76,,,0,,False,3,train,0
754,0.0,273.01402,273.26422,40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,193,,,0,,False,2,test,1
755,0.0,273.26422,273.51442,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,221,,,0,,False,2,test,0
756,0.0,273.51442,273.76462,20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,237,,,0,,False,0,train,1
757,0.0,273.76462,274.01484,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,38,,,0,,False,3,train,2
758,0.0,274.01484,274.26506,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,38,,,0,,False,4,train,2
759,0.0,274.26506,274.51528,40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,219,,,0,,False,2,test,1
760,0.0,274.51528,274.7655,20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,142,,,0,,False,5,test,0
761,0.0,274.7655,275.0157,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,157,,,0,,False,2,test,0
762,0.0,275.0157,275.2659,30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,230,,,0,,False,1,train,1
763,0.0,275.2659,275.5161,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,37,,,0,,False,3,train,2
764,0.0,275.5161,275.7663,30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,224,,,0,,False,1,train,2
765,0.0,275.7663,276.01651,-30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,175,,,0,,False,3,train,0
766,0.0,276.01651,276.26671,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,37,,,0,,False,4,train,2
767,0.0,276.26671,276.51692,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,86,,,0,,False,3,train,1
768,0.0,276.51692,276.76713,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,67,,,0,,False,4,train,0
769,0.0,276.76713,277.01734,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,174,,,0,,False,3,train,2
770,0.0,277.01734,277.26754,-30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,70,,,0,,False,3,train,2
771,0.0,277.26754,277.51774,30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,34,,,0,,False,3,train,1
772,0.0,277.51774,277.76795,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,107,,,0,,False,4,train,0
773,0.0,277.76795,278.01816,30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,230,,,0,,False,2,test,1
774,0.0,278.01816,278.26837,10.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,223,,,0,,False,2,test,1
775,0.0,278.26837,278.51859,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,5,,,0,,False,3,train,0
776,0.0,278.51859,278.7688,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,35,,,0,,False,5,test,1
777,0.0,278.7688,279.01901,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,88,,,0,,False,2,test,2
778,0.0,279.01901,279.26922,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,97,,,0,,False,6,train,0
779,0.0,279.26922,279.51943,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,238,,,0,,False,0,train,2
780,0.0,279.51943,279.76964,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,67,,,0,,False,5,test,0
781,0.0,279.76964,280.01986,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,87,,,0,,False,7,train,0
782,0.0,280.01986,280.27007,-30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,183,,,0,,False,4,train,2
783,0.0,280.27007,280.52029,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,106,,,0,,False,5,test,1
784,0.0,280.52029,280.77051,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,55,,,0,,False,6,train,2
785,0.0,280.77051,281.02071,-30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,183,,,0,,False,5,test,2
786,0.0,281.02071,281.27091,-10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,114,,,0,,False,1,train,0
787,0.0,281.27091,281.52112,20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,236,,,0,,False,1,train,0
788,0.0,281.52112,281.77132,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,14,,,0,,False,3,train,1
789,0.0,281.77132,282.02153,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,225,,,0,,False,3,train,1
790,0.0,282.02153,282.27174,20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,137,,,0,,False,1,train,1
791,0.0,282.27174,282.52195,30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,224,,,0,,False,2,test,2
792,0.0,282.52195,282.77216,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,204,,,0,,False,3,train,2
793,0.0,282.77216,283.02237,30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,170,,,0,,False,3,train,1
794,0.0,283.02237,283.27257,-30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,70,,,0,,False,4,train,2
795,0.0,283.27257,283.52278,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,73,,,0,,False,5,test,0
796,0.0,283.52278,283.77299,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,71,,,0,,False,4,train,1
797,0.0,283.77299,284.0232,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,38,,,0,,False,5,test,2
798,0.0,284.0232,284.27342,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,86,,,0,,False,4,train,1
799,0.0,284.27342,284.52364,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,15,,,0,,False,4,train,2
800,0.0,284.52364,284.77385,-40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,117,,,0,,False,3,train,2
801,0.0,284.77385,285.02405,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,58,,,0,,False,5,test,2
802,0.0,285.02405,285.27425,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,186,,,0,,False,2,test,1
803,0.0,285.27425,285.52446,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,107,,,0,,False,5,test,0
804,0.0,285.52446,285.77466,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,1,,,0,,False,4,train,1
805,0.0,285.77466,286.02488,40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,139,,,0,,False,3,train,2
806,0.0,286.02488,286.2751,-10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,45,,,0,,False,5,test,1
807,0.0,286.2751,286.52532,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,167,,,0,,False,5,test,1
808,0.0,286.52532,286.77554,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25022066,155,,,0,,False,4,train,0
809,0.0,286.77554,287.02574,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,40,,,0,,False,7,train,2
810,0.0,287.02574,287.27593,30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,10,,,0,,False,5,test,1
811,0.0,287.27593,287.52613,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,140,,,0,,False,1,train,2
812,0.0,287.52613,287.77633,-30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019684,29,,,0,,False,4,train,2
813,0.0,287.77633,288.02654,-20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,2,,,0,,False,4,train,0
814,0.0,288.02654,288.27675,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,165,,,0,,False,2,test,2
815,0.0,288.27675,288.52696,0.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,218,,,0,,False,1,train,2
816,0.0,288.52696,288.77717,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,110,,,0,,False,4,train,2
817,0.0,288.77717,289.02738,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,150,,,0,,False,1,train,1
818,0.0,289.02738,289.27759,-40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,184,,,0,,False,4,train,0
819,0.0,289.27759,289.5278,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,97,,,0,,False,7,train,0
820,0.0,289.5278,289.77801,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,99,,,0,,False,2,test,0
821,0.0,289.77801,290.02822,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,73,,,0,,False,6,train,0
822,0.0,290.02822,290.27843,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,239,,,0,,False,0,train,1
823,0.0,290.27843,290.52865,-20.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,167,,,0,,False,6,train,1
824,0.0,290.52865,290.77886,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,89,,,0,,False,6,train,1
825,0.0,290.77886,291.02907,40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,83,,,0,,False,2,test,0
826,0.0,291.02907,291.27927,20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,122,,,0,,False,4,train,1
827,0.0,291.27927,291.52947,0.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,123,,,0,,False,3,train,0
828,0.0,291.52947,291.77968,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,55,,,0,,False,7,train,2
829,0.0,291.77968,292.0299,-40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,1,,,0,,False,5,test,1
830,0.0,292.0299,292.28011,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,192,,,0,,False,1,train,2
831,0.0,292.28011,292.53033,-20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,73,,,0,,False,7,train,0
832,0.0,292.53033,292.78055,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021816,20,,,0,,False,2,test,2
833,0.0,292.78055,293.03075,-30.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,213,,,0,,False,2,test,0
834,0.0,293.03075,293.28095,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,56,,,0,,False,3,train,2
835,0.0,293.28095,293.53115,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,226,,,0,,False,5,test,0
836,0.0,293.53115,293.78135,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25019934,164,,,0,,False,5,test,0
837,0.0,293.78135,294.03156,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,93,,,0,,False,1,train,2
