stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,size,contrast,coherence,frame,spatial_frequency,orientation,color,phase,y_position,stimulus_name,x_position,Speed,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,68.998794,69.232324,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.23352986,1,,,0,,False,0,train,2
2,0.0,69.232324,69.482534,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25021056,2,,,0,,False,0,train,1
3,0.0,69.482534,69.732745,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25021056,3,,,0,,False,0,train,1
4,0.0,69.732745,69.982955,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25021056,4,,,0,,False,0,train,0
5,0.0,69.982955,70.233173,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,null,null,0.25021711,5,,,0,,False,0,train,0
6,0.0,70.233173,70.48339,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25021711,6,,,0,,False,0,train,0
7,0.0,70.48339,70.733607,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,0.0,null,null,0.25021711,7,,,0,,False,0,train,0
8,0.0,70.733607,70.983824,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,0.0,null,null,0.25021711,8,,,0,,False,0,train,1
9,0.0,70.983824,71.234019,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25019539,9,,,0,,False,0,train,0
10,0.0,71.234019,71.484215,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25019539,10,,,0,,False,0,train,2
11,0.0,71.484215,71.73441,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,10.0,null,null,0.25019539,11,,,0,,False,0,train,1
12,0.0,71.73441,71.984605,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,null,null,0.25019539,12,,,0,,False,0,train,2
13,0.0,71.984605,72.234825,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25021961,13,,,0,,False,0,train,0
14,0.0,72.234825,72.485045,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,20.0,null,null,0.25021961,14,,,0,,False,0,train,2
15,0.0,72.485045,72.735264,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25021961,15,,,0,,False,0,train,2
16,0.0,72.735264,72.985484,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25021961,16,,,0,,False,0,train,2
17,0.0,72.985484,73.235687,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,30.0,null,null,0.25020289,17,,,0,,False,0,train,2
18,0.0,73.235687,73.48589,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25020289,18,,,0,,False,0,train,0
19,0.0,73.48589,73.736093,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25020289,19,,,0,,False,0,train,2
20,0.0,73.736093,73.986295,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,20.0,null,null,0.25020289,20,,,0,,False,0,train,1
21,0.0,73.986295,74.236503,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-20.0,null,null,0.25020711,21,,,0,,False,0,train,2
22,0.0,74.236503,74.48671,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020711,22,,,0,,False,0,train,0
23,0.0,74.48671,74.736917,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25020711,23,,,0,,False,0,train,2
24,0.0,74.736917,74.987124,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25020711,24,,,0,,False,0,train,2
25,0.0,74.987124,75.237329,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25020539,25,,,0,,False,0,train,1
26,0.0,75.237329,75.487535,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25020539,26,,,0,,False,0,train,2
27,0.0,75.487535,75.73774,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020539,27,,,0,,False,0,train,1
28,0.0,75.73774,75.987945,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,40.0,null,null,0.25020539,28,,,0,,False,0,train,2
29,0.0,75.987945,76.238148,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-40.0,null,null,0.25020211,29,,,0,,False,0,train,2
30,0.0,76.238148,76.48835,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25020211,30,,,0,,False,0,train,1
31,0.0,76.48835,76.738552,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25020211,31,,,0,,False,0,train,1
32,0.0,76.738552,76.988754,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-30.0,null,null,0.25020211,32,,,0,,False,0,train,1
33,0.0,76.988754,77.238977,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25022289,33,,,0,,False,0,train,2
34,0.0,77.238977,77.4892,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25022289,34,,,0,,False,0,train,2
35,0.0,77.4892,77.739423,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-30.0,null,null,0.25022289,35,,,0,,False,0,train,2
36,0.0,77.739423,77.989645,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25022289,36,,,0,,False,0,train,1
37,0.0,77.989645,78.239848,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25020211,37,,,0,,False,0,train,0
38,0.0,78.239848,78.49005,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25020211,38,,,0,,False,0,train,1
39,0.0,78.49005,78.740252,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25020211,39,,,0,,False,0,train,1
40,0.0,78.740252,78.990454,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25020211,40,,,0,,False,0,train,0
41,0.0,78.990454,79.240667,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-30.0,null,null,0.25021289,41,,,0,,False,0,train,0
42,0.0,79.240667,79.49088,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25021289,42,,,0,,False,0,train,1
43,0.0,79.49088,79.741093,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25021289,43,,,0,,False,0,train,1
44,0.0,79.741093,79.991305,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,null,null,0.25021289,44,,,0,,False,0,train,0
45,0.0,79.991305,80.241515,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020961,22,,,0,,False,1,train,0
46,0.0,80.241515,80.491725,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-40.0,null,null,0.25020961,45,,,0,,False,0,train,0
47,0.0,80.491725,80.741934,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25020961,46,,,0,,False,0,train,1
48,0.0,80.741934,80.992144,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-40.0,null,null,0.25020961,47,,,0,,False,0,train,1
49,0.0,80.992144,81.242349,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.25020539,48,,,0,,False,0,train,0
50,0.0,81.242349,81.492555,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25020539,49,,,0,,False,0,train,0
51,0.0,81.492555,81.74276,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25020539,50,,,0,,False,0,train,0
52,0.0,81.74276,81.992965,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-30.0,null,null,0.25020539,51,,,0,,False,0,train,0
53,0.0,81.992965,82.243163,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,0.0,null,null,0.25019711,52,,,0,,False,0,train,2
54,0.0,82.243163,82.49336,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25019711,53,,,0,,False,0,train,0
55,0.0,82.49336,82.743557,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25019711,54,,,0,,False,0,train,1
56,0.0,82.743557,82.993754,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25019711,55,,,0,,False,0,train,0
57,0.0,82.993754,83.243977,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25022289,56,,,0,,False,0,train,1
58,0.0,83.243977,83.4942,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-40.0,null,null,0.25022289,57,,,0,,False,0,train,1
59,0.0,83.4942,83.744423,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25022289,58,,,0,,False,0,train,0
60,0.0,83.744423,83.994645,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25022289,59,,,0,,False,0,train,1
61,0.0,83.994645,84.244843,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25019711,60,,,0,,False,0,train,2
62,0.0,84.244843,84.49504,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25019711,61,,,0,,False,0,train,0
63,0.0,84.49504,84.745237,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25019711,60,,,0,,False,1,train,2
64,0.0,84.745237,84.995434,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-40.0,null,null,0.25019711,62,,,0,,False,0,train,1
65,0.0,84.995434,85.245647,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25021289,31,,,0,,False,1,train,1
66,0.0,85.245647,85.49586,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25021289,63,,,0,,False,0,train,2
67,0.0,85.49586,85.746073,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25021289,23,,,0,,False,1,train,2
68,0.0,85.746073,85.996285,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25021289,64,,,0,,False,0,train,2
69,0.0,85.996285,86.246523,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-30.0,null,null,0.25023711,65,,,0,,False,0,train,0
70,0.0,86.246523,86.49676,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25023711,66,,,0,,False,0,train,0
71,0.0,86.49676,86.746997,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-20.0,null,null,0.25023711,67,,,0,,False,0,train,1
72,0.0,86.746997,86.997234,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25023711,38,,,0,,False,1,train,1
73,0.0,86.997234,87.247417,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25018289,68,,,0,,False,0,train,2
74,0.0,87.247417,87.4976,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,30.0,null,null,0.25018289,69,,,0,,False,0,train,0
75,0.0,87.4976,87.747783,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25018289,70,,,0,,False,0,train,0
76,0.0,87.747783,87.997965,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-10.0,null,null,0.25018289,71,,,0,,False,0,train,1
77,0.0,87.997965,88.248173,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25020711,72,,,0,,False,0,train,0
78,0.0,88.248173,88.49838,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25020711,73,,,0,,False,0,train,0
79,0.0,88.49838,88.748587,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25020711,23,,,0,,False,2,test,2
80,0.0,88.748587,88.998794,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,null,null,0.25020711,74,,,0,,False,0,train,1
81,0.0,88.998794,89.249002,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25020789,75,,,0,,False,0,train,2
82,0.0,89.249002,89.49921,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020789,76,,,0,,False,0,train,2
83,0.0,89.49921,89.749418,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25020789,77,,,0,,False,0,train,2
84,0.0,89.749418,89.999625,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25020789,78,,,0,,False,0,train,1
85,0.0,89.999625,90.24983,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25020461,79,,,0,,False,0,train,2
86,0.0,90.24983,90.500035,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25020461,80,,,0,,False,0,train,0
87,0.0,90.500035,90.750239,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25020461,81,,,0,,False,0,train,0
88,0.0,90.750239,91.000444,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25020461,82,,,0,,False,0,train,0
89,0.0,91.000444,91.250657,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25021289,83,,,0,,False,0,train,2
90,0.0,91.250657,91.50087,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-40.0,null,null,0.25021289,57,,,0,,False,1,train,1
91,0.0,91.50087,91.751083,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25021289,84,,,0,,False,0,train,2
92,0.0,91.751083,92.001295,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25021289,85,,,0,,False,0,train,0
93,0.0,92.001295,92.251503,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020711,27,,,0,,False,1,train,1
94,0.0,92.251503,92.50171,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-20.0,null,null,0.25020711,86,,,0,,False,0,train,1
95,0.0,92.50171,92.751917,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020711,87,,,0,,False,0,train,2
96,0.0,92.751917,93.002124,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020711,88,,,0,,False,0,train,0
97,0.0,93.002124,93.252332,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25020789,89,,,0,,False,0,train,2
98,0.0,93.252332,93.50254,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25020789,83,,,0,,False,1,train,2
99,0.0,93.50254,93.752748,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25020789,90,,,0,,False,0,train,0
100,0.0,93.752748,94.002955,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-10.0,null,null,0.25020789,91,,,0,,False,0,train,2
101,0.0,94.002955,94.25317,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25021461,92,,,0,,False,0,train,0
102,0.0,94.25317,94.503385,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25021461,93,,,0,,False,0,train,2
103,0.0,94.503385,94.753599,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-40.0,null,null,0.25021461,62,,,0,,False,1,train,1
104,0.0,94.753599,95.003814,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25021461,54,,,0,,False,1,train,1
105,0.0,95.003814,95.254014,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,10.0,null,null,0.25020039,94,,,0,,False,0,train,0
106,0.0,95.254014,95.504215,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25020039,95,,,0,,False,0,train,2
107,0.0,95.504215,95.754415,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,30.0,null,null,0.25020039,69,,,0,,False,1,train,0
108,0.0,95.754415,96.004615,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25020039,96,,,0,,False,0,train,1
109,0.0,96.004615,96.254825,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25020961,97,,,0,,False,0,train,0
110,0.0,96.254825,96.505035,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25020961,36,,,0,,False,1,train,1
111,0.0,96.505035,96.755244,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020961,87,,,0,,False,1,train,2
112,0.0,96.755244,97.005454,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,30.0,null,null,0.25020961,98,,,0,,False,0,train,0
113,0.0,97.005454,97.255662,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25020789,99,,,0,,False,0,train,2
114,0.0,97.255662,97.50587,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25020789,43,,,0,,False,1,train,1
115,0.0,97.50587,97.756078,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-40.0,null,null,0.25020789,100,,,0,,False,0,train,0
116,0.0,97.756078,98.006285,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020789,101,,,0,,False,0,train,1
117,0.0,98.006285,98.2565,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25021461,102,,,0,,False,0,train,0
118,0.0,98.2565,98.506715,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25021461,89,,,0,,False,1,train,2
119,0.0,98.506715,98.756929,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25021461,103,,,0,,False,0,train,1
120,0.0,98.756929,99.007144,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25021461,104,,,0,,False,0,train,2
121,0.0,99.007144,99.257344,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,10.0,null,null,0.25020039,105,,,0,,False,0,train,2
122,0.0,99.257344,99.507545,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-30.0,null,null,0.25020039,106,,,0,,False,0,train,0
123,0.0,99.507545,99.757745,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25020039,81,,,0,,False,1,train,0
124,0.0,99.757745,100.00795,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25020039,43,,,0,,False,2,test,1
125,0.0,100.00795,100.25815,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25020461,107,,,0,,False,0,train,1
126,0.0,100.25815,100.50835,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-40.0,null,null,0.25020461,108,,,0,,False,0,train,1
127,0.0,100.50835,100.75856,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25020461,109,,,0,,False,0,train,1
128,0.0,100.75856,101.00876,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25020461,110,,,0,,False,0,train,0
129,0.0,101.00876,101.25898,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25021789,111,,,0,,False,0,train,0
130,0.0,101.25898,101.5092,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25021789,112,,,0,,False,0,train,1
