stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,size,contrast,coherence,frame,spatial_frequency,orientation,color,phase,y_position,stimulus_name,x_position,Speed,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1702,0.0,494.5851,494.8353,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25019711,178,,,0,,False,7,train,0
1703,0.0,494.8353,495.0855,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25019711,140,,,0,,False,7,train,1
1704,0.0,495.0855,495.33569,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25019711,83,,,0,,False,10,train,2
1705,0.0,495.33569,495.58591,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25021789,174,,,0,,False,11,test,0
1706,0.0,495.58591,495.83613,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25021789,227,,,0,,False,5,test,1
1707,0.0,495.83613,496.08635,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25021789,243,,,0,,False,2,test,2
1708,0.0,496.08635,496.33657,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25021789,80,,,0,,False,9,train,0
1709,0.0,496.33657,496.58677,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25020711,33,,,0,,False,6,train,2
1710,0.0,496.58677,496.83698,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25020711,55,,,0,,False,7,train,0
1711,0.0,496.83698,497.08719,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25020711,201,,,0,,False,8,test,2
1712,0.0,497.08719,497.33739,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25020711,113,,,0,,False,5,test,2
1713,0.0,497.33739,497.5876,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-40.0,null,null,0.25021039,195,,,0,,False,9,train,2
1714,0.0,497.5876,497.83781,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.25021039,48,,,0,,False,8,test,0
1715,0.0,497.83781,498.08803,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25021039,38,,,0,,False,9,train,1
1716,0.0,498.08803,498.33824,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25021039,121,,,0,,False,6,train,1
1717,0.0,498.33824,498.58844,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25020461,149,,,0,,False,4,train,1
1718,0.0,498.58844,498.83864,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-20.0,null,null,0.25020461,188,,,0,,False,5,test,2
1719,0.0,498.83864,499.08885,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-20.0,null,null,0.25020461,160,,,0,,False,2,test,1
1720,0.0,499.08885,499.33905,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25020461,123,,,0,,False,7,train,2
1721,0.0,499.33905,499.58926,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25021039,131,,,0,,False,8,test,0
1722,0.0,499.58926,499.83947,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25021039,166,,,0,,False,5,test,0
1723,0.0,499.83947,500.08969,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25021039,161,,,0,,False,7,train,0
1724,0.0,500.08969,500.3399,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25021039,193,,,0,,False,5,test,0
1725,0.0,500.3399,500.5901,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25019961,166,,,0,,False,6,train,0
1726,0.0,500.5901,500.84029,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25019961,173,,,0,,False,5,test,2
1727,0.0,500.84029,501.09049,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25019961,99,,,0,,False,9,train,2
1728,0.0,501.09049,501.34069,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-30.0,null,null,0.25019961,233,,,0,,False,5,test,1
1729,0.0,501.34069,501.59091,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,40.0,null,null,0.25021289,138,,,0,,False,8,test,2
1730,0.0,501.59091,501.84112,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-20.0,null,null,0.25021289,190,,,0,,False,4,train,0
1731,0.0,501.84112,502.09133,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25021289,95,,,0,,False,5,test,2
1732,0.0,502.09133,502.34155,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25021289,42,,,0,,False,8,test,1
1733,0.0,502.34155,502.59176,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25020961,102,,,0,,False,4,train,0
1734,0.0,502.59176,502.84196,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25020961,154,,,0,,False,5,test,2
1735,0.0,502.84196,503.09217,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-20.0,null,null,0.25020961,190,,,0,,False,5,test,0
1736,0.0,503.09217,503.34238,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25020961,55,,,0,,False,8,test,0
1737,0.0,503.34238,503.59259,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020789,215,,,0,,False,7,train,2
1738,0.0,503.59259,503.8428,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25020789,148,,,0,,False,9,train,1
1739,0.0,503.8428,504.09301,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,10.0,null,null,0.25020789,126,,,0,,False,4,train,2
1740,0.0,504.09301,504.34322,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25020789,114,,,0,,False,5,test,0
1741,0.0,504.34322,504.59344,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25021961,92,,,0,,False,9,train,0
1742,0.0,504.59344,504.84365,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25021961,34,,,0,,False,7,train,2
1743,0.0,504.84365,505.09387,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25021961,88,,,0,,False,3,train,0
1744,0.0,505.09387,505.34409,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25021961,26,,,0,,False,10,train,2
1745,0.0,505.34409,505.59429,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25019539,155,,,0,,False,9,train,2
1746,0.0,505.59429,505.84448,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-40.0,null,null,0.25019539,169,,,0,,False,7,train,0
1747,0.0,505.84448,506.09468,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25019539,201,,,0,,False,9,train,2
1748,0.0,506.09468,506.34488,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25019539,153,,,0,,False,7,train,2
1749,0.0,506.34488,506.5951,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-30.0,null,null,0.25022211,187,,,0,,False,9,train,0
1750,0.0,506.5951,506.84532,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25022211,24,,,0,,False,5,test,2
1751,0.0,506.84532,507.09554,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25022211,127,,,0,,False,5,test,2
1752,0.0,507.09554,507.34576,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-40.0,null,null,0.25022211,169,,,0,,False,8,test,0
1753,0.0,507.34576,507.59596,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25019289,238,,,0,,False,6,train,2
1754,0.0,507.59596,507.84615,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25019289,243,,,0,,False,3,train,2
1755,0.0,507.84615,508.09634,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25019289,230,,,0,,False,7,train,2
1756,0.0,508.09634,508.34654,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25019289,49,,,0,,False,11,test,0
1757,0.0,508.34654,508.59677,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25022961,27,,,0,,False,8,test,1
1758,0.0,508.59677,508.84699,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25022961,84,,,0,,False,8,test,2
1759,0.0,508.84699,509.09722,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25022961,220,,,0,,False,8,test,2
1760,0.0,509.09722,509.34745,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25022961,242,,,0,,False,4,train,1
1761,0.0,509.34745,509.59764,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25018289,1,,,0,,False,8,test,2
1762,0.0,509.59764,509.84782,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25018289,163,,,0,,False,8,test,1
1763,0.0,509.84782,510.098,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25018289,204,,,0,,False,5,test,1
1764,0.0,510.098,510.34819,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25018289,90,,,0,,False,10,train,0
1765,0.0,510.34819,510.5984,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,30.0,null,null,0.25020961,192,,,0,,False,7,train,0
1766,0.0,510.5984,510.8486,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25020961,50,,,0,,False,7,train,0
1767,0.0,510.8486,511.09881,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,0.0,null,null,0.25020961,208,,,0,,False,4,train,2
1768,0.0,511.09881,511.34902,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-10.0,null,null,0.25020961,222,,,0,,False,4,train,2
1769,0.0,511.34902,511.59923,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25020539,200,,,0,,False,7,train,1
1770,0.0,511.59923,511.84943,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25020539,170,,,0,,False,6,train,0
1771,0.0,511.84943,512.09964,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25020539,124,,,0,,False,5,test,0
1772,0.0,512.09964,512.34985,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-10.0,null,null,0.25020539,197,,,0,,False,5,test,0
1773,0.0,512.34985,512.60006,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25021711,125,,,0,,False,5,test,0
1774,0.0,512.60006,512.85028,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25021711,159,,,0,,False,7,train,2
1775,0.0,512.85028,513.1005,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25021711,96,,,0,,False,7,train,1
1776,0.0,513.1005,513.35071,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25021711,33,,,0,,False,7,train,2
1777,0.0,513.35071,513.60091,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25020039,216,,,0,,False,6,train,0
1778,0.0,513.60091,513.85111,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25020039,168,,,0,,False,6,train,1
1779,0.0,513.85111,514.10132,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25020039,50,,,0,,False,8,test,0
1780,0.0,514.10132,514.35152,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25020039,191,,,0,,False,8,test,1
1781,0.0,514.35152,514.60173,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25021211,239,,,0,,False,2,test,0
1782,0.0,514.60173,514.85194,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25021211,15,,,0,,False,9,train,2
1783,0.0,514.85194,515.10215,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25021211,3,,,0,,False,9,train,1
1784,0.0,515.10215,515.35236,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25021211,120,,,0,,False,10,train,2
1785,0.0,515.35236,515.60257,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25020789,33,,,0,,False,8,test,2
1786,0.0,515.60257,515.85278,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25020789,182,,,0,,False,3,train,0
1787,0.0,515.85278,516.10299,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25020789,156,,,0,,False,6,train,1
1788,0.0,516.10299,516.3532,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25020789,179,,,0,,False,7,train,1
1789,0.0,516.3532,516.60339,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25019211,240,,,0,,False,5,test,0
1790,0.0,516.60339,516.85358,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25019211,167,,,0,,False,4,train,1
1791,0.0,516.85358,517.10377,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25019211,154,,,0,,False,6,train,2
1792,0.0,517.10377,517.35396,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,20.0,null,null,0.25019211,199,,,0,,False,6,train,0
1793,0.0,517.35396,517.60418,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25022039,200,,,0,,False,8,test,1
1794,0.0,517.60418,517.8544,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25022039,1,,,0,,False,9,train,2
1795,0.0,517.8544,518.10463,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,30.0,null,null,0.25022039,192,,,0,,False,8,test,0
1796,0.0,518.10463,518.35485,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-20.0,null,null,0.25022039,122,,,0,,False,10,train,0
1797,0.0,518.35485,518.60506,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25021211,37,,,0,,False,12,train,0
1798,0.0,518.60506,518.85527,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25021211,182,,,0,,False,4,train,0
1799,0.0,518.85527,519.10548,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25021211,121,,,0,,False,7,train,1
1800,0.0,519.10548,519.35569,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25021211,39,,,0,,False,5,test,1
1801,0.0,519.35569,519.6059,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25020289,103,,,0,,False,8,test,1
1802,0.0,519.6059,519.8561,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020289,121,,,0,,False,8,test,1
1803,0.0,519.8561,520.1063,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25020289,193,,,0,,False,6,train,0
1804,0.0,520.1063,520.35651,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25020289,225,,,0,,False,6,train,1
1805,0.0,520.35651,520.60673,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25022461,139,,,0,,False,5,test,2
1806,0.0,520.60673,520.85695,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-40.0,null,null,0.25022461,45,,,0,,False,10,train,0
1807,0.0,520.85695,521.10718,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25022461,70,,,0,,False,9,train,0
1808,0.0,521.10718,521.3574,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25022461,218,,,0,,False,8,test,1
1809,0.0,521.3574,521.60759,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25019039,68,,,0,,False,5,test,2
1810,0.0,521.60759,521.85778,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25019039,19,,,0,,False,8,test,2
1811,0.0,521.85778,522.10798,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25019039,101,,,0,,False,9,train,1
1812,0.0,522.10798,522.35817,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25019039,171,,,0,,False,6,train,2
1813,0.0,522.35817,522.60838,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,10.0,null,null,0.25021461,105,,,0,,False,8,test,2
1814,0.0,522.60838,522.85859,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25021461,56,,,0,,False,7,train,1
1815,0.0,522.85859,523.10881,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25021461,193,,,0,,False,7,train,0
1816,0.0,523.10881,523.35902,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25021461,23,,,0,,False,9,train,2
1817,0.0,523.35902,523.60922,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25019789,46,,,0,,False,10,train,1
1818,0.0,523.60922,523.85942,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25019789,202,,,0,,False,6,train,0
1819,0.0,523.85942,524.10962,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25019789,143,,,0,,False,5,test,1
1820,0.0,524.10962,524.35982,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25019789,78,,,0,,False,5,test,1
1821,0.0,524.35982,524.61003,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25021461,77,,,0,,False,11,test,2
1822,0.0,524.61003,524.86024,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.25021461,181,,,0,,False,6,train,1
1823,0.0,524.86024,525.11046,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25021461,178,,,0,,False,8,test,0
1824,0.0,525.11046,525.36067,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25021461,72,,,0,,False,7,train,0
1825,0.0,525.36067,525.61087,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25019789,234,,,0,,False,4,train,0
1826,0.0,525.61087,525.86107,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25019789,95,,,0,,False,6,train,2
1827,0.0,525.86107,526.11127,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,0.0,null,null,0.25019789,7,,,0,,False,8,test,0
1828,0.0,526.11127,526.36147,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25019789,171,,,0,,False,7,train,2
1829,0.0,526.36147,526.61168,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-10.0,null,null,0.25021211,203,,,0,,False,8,test,1
1830,0.0,526.61168,526.86189,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25021211,185,,,0,,False,7,train,0
