ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-15,1.34608,0.687421
715093703,azimuth,-14.625,1.30431,0.64566
715093703,azimuth,-14.25,1.34244,0.683789
715093703,azimuth,-13.875,1.37723,0.718576
715093703,azimuth,-13.5,1.40818,0.74953
715093703,azimuth,-13.125,1.3763,0.717646
715093703,azimuth,-12.75,1.40749,0.748832
715093703,azimuth,-12.375,1.43531,0.776659
715093703,azimuth,-12,1.41264,0.753982
715093703,azimuth,-11.625,1.43831,0.779657
715093703,azimuth,-11.25,1.46138,0.802724
715093703,azimuth,-10.875,1.48145,0.822791
715093703,azimuth,-10.5,1.44912,0.790461
715093703,azimuth,-10.125,1.468,0.809345
715093703,azimuth,-9.75,1.4842,0.825549
715093703,azimuth,-9.375,1.49827,0.839612
715093703,azimuth,-9,1.46909,0.810431
715093703,azimuth,-8.625,1.48223,0.823573
715093703,azimuth,-8.25,1.49322,0.834566
715093703,azimuth,-7.875,1.46121,0.802559
715093703,azimuth,-7.5,1.46833,0.809675
715093703,azimuth,-7.125,1.47274,0.814083
715093703,azimuth,-6.75,1.47487,0.816211
715093703,azimuth,-6.375,1.43958,0.780929
715093703,azimuth,-6,1.43703,0.778375
715093703,azimuth,-5.625,1.43147,0.772819
715093703,azimuth,-5.25,1.39407,0.735419
715093703,azimuth,-4.875,1.38691,0.728257
715093703,azimuth,-4.5,1.37726,0.718607
715093703,azimuth,-4.125,1.36633,0.707679
715093703,azimuth,-3.75,1.3267,0.668046
715093703,azimuth,-3.375,1.31023,0.651571
715093703,azimuth,-3,1.29204,0.633383
715093703,azimuth,-2.625,1.24394,0.58529
715093703,azimuth,-2.25,1.22394,0.565289
715093703,azimuth,-1.875,1.20286,0.544206
715093703,azimuth,-1.5,1.18226,0.523608
715093703,azimuth,-1.125,1.13888,0.480223
715093703,azimuth,-0.75,1.12221,0.463558
715093703,azimuth,-0.375,1.10629,0.447635
715093703,azimuth,0,1.07801,0.419352
715093703,azimuth,0.375,1.02414,0.365486
715093703,azimuth,0.75,1.00516,0.346509
715093703,azimuth,1.125,0.988007,0.329353
715093703,azimuth,1.5,0.982091,0.323436
715093703,azimuth,1.875,0.959464,0.300809
715093703,azimuth,2.25,0.937865,0.27921
715093703,azimuth,2.625,0.922067,0.263413
715093703,azimuth,3,0.928659,0.270004
715093703,azimuth,3.375,0.900184,0.24153
715093703,azimuth,3.75,0.874277,0.215622
715093703,azimuth,4.125,0.948119,0.289465
715093703,azimuth,4.5,0.917013,0.258359
715093703,azimuth,4.875,0.887868,0.229214
715093703,azimuth,5.25,0.864063,0.205408
715093703,azimuth,5.625,0.93128,0.272625
715093703,azimuth,6,0.898359,0.239704
715093703,azimuth,6.375,0.86877,0.210116
715093703,azimuth,6.75,0.927619,0.268964
715093703,azimuth,7.125,0.893683,0.235028
715093703,azimuth,7.5,0.862095,0.203441
715093703,azimuth,7.875,0.835541,0.176887
715093703,azimuth,8.25,0.870928,0.212274
715093703,azimuth,8.625,0.836606,0.177952
715093703,azimuth,9,0.806578,0.147924
715093703,azimuth,9.375,0.858455,0.1998
715093703,azimuth,9.75,0.823013,0.164359
715093703,azimuth,10.125,0.791423,0.132769
715093703,azimuth,10.5,0.765444,0.10679
715093703,azimuth,10.875,0.787992,0.129338
715093703,azimuth,11.25,0.756761,0.0981061
715093703,azimuth,11.625,0.730737,0.072083
715093703,azimuth,12,0.715613,0.0569583
715093703,azimuth,12.375,0.720952,0.0622977
715093703,azimuth,12.75,0.698609,0.0399546
715093703,azimuth,13.125,0.682224,0.0235693
715093703,azimuth,13.5,0.697315,0.0386603
715093703,azimuth,13.875,0.678516,0.0198612
715093703,azimuth,14.25,0.66493,0.00627509
715093703,azimuth,14.625,0.658771,0.000116446
715093703,azimuth,15,0.676778,0.0181238
715093703,elevation,-15,3,2.34135
715093703,elevation,-14.625,3,2.34135
715093703,elevation,-14.25,3,2.34135
715093703,elevation,-13.875,3,2.34135
715093703,elevation,-13.5,3,2.34135
715093703,elevation,-13.125,3,2.34135
715093703,elevation,-12.75,3,2.34135
715093703,elevation,-12.375,3,2.34135
715093703,elevation,-12,3,2.34135
715093703,elevation,-11.625,1.0861,0.427446
715093703,elevation,-11.25,1.07879,0.420131
715093703,elevation,-10.875,1.07651,0.417856
715093703,elevation,-10.5,1.05303,0.394373
715093703,elevation,-10.125,1.04527,0.386617
715093703,elevation,-9.75,1.04444,0.38579
715093703,elevation,-9.375,1.04583,0.387177
715093703,elevation,-9,1.04711,0.388453
715093703,elevation,-8.625,1.0549,0.396248
715093703,elevation,-8.25,1.06317,0.404519
715093703,elevation,-7.875,1.08114,0.422489
715093703,elevation,-7.5,1.10285,0.444193
715093703,elevation,-7.125,1.12034,0.461688
715093703,elevation,-6.75,1.13585,0.477193
715093703,elevation,-6.375,1.15721,0.498556
