ecephys_session_id,interior_v1_units,supported_grid_points,supported_grid_fraction,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound
715093703,61,371,0.386056,interior_v1_rf_size_translation,14.5974,8.11773,0,0,0,0,1.15675,0.658654,0.4981,-0.156754,0.452938,1.125,1.875,False
719161530,15,186,0.193548,interior_v1_rf_size_translation,-15,-2.25418,0,0,0,0,0.959518,0.419691,0.539827,0.0404822,0.672342,0,2.625,True
721123822,47,492,0.511967,interior_v1_rf_size_translation,-1.33431,9.33251,0,0,0,0,0.478128,0.364282,0.113847,0.522681,0.671269,1.125,8.625,False
732592105,136,722,0.751301,interior_v1_rf_size_translation,14.6666,-9.12942,0,0,0,0,1.6709,1.06914,0.601758,-0.670896,0.0502442,0.375,2.25,False
737581020,76,530,0.551509,interior_v1_rf_size_translation,-15,15,0,0,0,0,1.82869,0.890982,0.937705,-0.828686,0.289018,0.375,0.375,True
739448407,16,251,0.261186,interior_v1_rf_size_translation,3.45173,6.73831,0,0,0,0,0.774489,0.291274,0.483215,0.225511,0.731654,2.25,6,False
742951821,62,329,0.342352,interior_v1_rf_size_translation,-8.00011,0.00758771,0,0,0,0,1.31695,0.564146,0.752801,-0.311622,0.461455,0,2.25,False
744228101,39,336,0.349636,interior_v1_rf_size_translation,10.6669,-14.9993,0,0,0,0,1.58152,0.844586,0.736937,-0.581524,0.290918,5.625,0,True
746083955,21,244,0.253902,interior_v1_rf_size_translation,-9.79694,6.66666,0,0,0,0,1.04697,0.359502,0.687472,-0.0469738,0.696668,1.125,1.5,False
750332458,89,647,0.673257,interior_v1_rf_size_translation,9.38753,-2.66992,0,0,0,0,0.554215,0.221371,0.332844,0.445785,0.816731,4.125,1.875,False
750749662,80,653,0.679501,interior_v1_rf_size_translation,1.09809e-06,14.9717,0,0,0,0,1.12928,0.633982,0.495294,-0.129276,0.455679,1.125,0.375,True
751348571,62,571,0.594173,interior_v1_rf_size_translation,-1.33356,4.00658,0,0,0,0,0.36456,0.147752,0.216808,0.63579,0.85938,1.875,2.625,False
754312389,127,739,0.768991,interior_v1_rf_size_translation,14.6552,1.34062,0,0,0,0,1.21341,0.914569,0.298838,-0.212598,0.17206,0.75,0.375,False
754829445,85,771,0.802289,interior_v1_rf_size_translation,2.66739,-1.33587,0,0,0,0,0.364121,0.218219,0.145902,0.635879,0.785341,0.75,4.875,False
755434585,125,664,0.690947,interior_v1_rf_size_translation,-0.0499637,5.33336,0,0,0,0,0.493875,0.38931,0.104566,0.507024,0.622069,1.125,4.5,False
756029989,78,548,0.570239,interior_v1_rf_size_translation,15,-15,0,0,0,0,1.65628,0.796134,0.860144,-0.655551,0.383866,0,1.125,True
757216464,122,721,0.75026,interior_v1_rf_size_translation,2.66786,-5.33724,0,0,0,0,0.767263,0.33982,0.427443,0.232737,0.674421,1.5,3,False
757970808,89,481,0.50052,interior_v1_rf_size_translation,-15,2.62432,0,0,0,0,0.853209,0.437373,0.415836,0.148441,0.655382,0.375,2.625,True
758798717,68,596,0.620187,interior_v1_rf_size_translation,-15,-1.9221,0,0,0,0,0.733227,0.583946,0.14928,0.266773,0.507532,0.75,4.125,True
759883607,78,534,0.555671,interior_v1_rf_size_translation,14.6423,-1.33336,0,0,0,0,0.531246,0.385861,0.145385,0.468754,0.700609,2.625,0.375,False
760345702,83,538,0.559834,interior_v1_rf_size_translation,9.25204,1.42466,0,0,0,0,0.605012,0.378375,0.226637,0.394988,0.656677,6.75,5.25,False
760693773,129,710,0.738814,interior_v1_rf_size_translation,3.97197,1.3334,0,0,0,0,0.61951,0.419395,0.200115,0.38049,0.587627,3,1.875,False
761418226,27,238,0.247659,interior_v1_rf_size_translation,12.0005,-14.9593,0,0,0,0,1.4016,0.612732,0.788868,-0.400764,0.534385,,0.375,True
762120172,108,675,0.702393,interior_v1_rf_size_translation,-13.2699,5.33339,0,0,0,0,0.750814,0.441627,0.309187,0.249186,0.640187,5.25,2.625,False
762602078,68,433,0.450572,interior_v1_rf_size_translation,5.33275,-14.9948,0,0,0,0,0.857206,0.322881,0.534325,0.142794,0.778432,1.5,0.75,True
763673393,76,558,0.580645,interior_v1_rf_size_translation,-14.9981,-12.0001,0,0,0,0,1.60203,1.3063,0.295732,-0.601319,-0.158722,0,1.5,True
773418906,87,632,0.657648,interior_v1_rf_size_translation,2.41021,-2.66666,0,0,0,0,0.497193,0.408882,0.0883112,0.502807,0.596286,12,2.625,False
791319847,106,670,0.69719,interior_v1_rf_size_translation,-0.000249546,14.6808,0,0,0,0,0.63569,0.403435,0.232255,0.364608,0.682775,3.75,1.5,False
797828357,77,592,0.616025,interior_v1_rf_size_translation,0.00649705,-14.9433,0,0,0,0,0.838276,0.500578,0.337697,0.161724,0.588743,1.125,0,True
798911424,112,741,0.771072,interior_v1_rf_size_translation,-1.33348,1.33931,0,0,0,0,0.498808,0.421511,0.0772973,0.501998,0.579918,0,3,False
799864342,108,726,0.755463,interior_v1_rf_size_translation,-14.9735,-2.66689,0,0,0,0,1.06004,0.687267,0.37277,-0.0600364,0.40526,0.75,3.375,True
