ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
760693773,interior_v1_rf_size_translation,14.6669,14.8916,0,0,0,0,1.48865,0.94091,0.547737,-0.488647,0.233842,1.5,1.5,True,0
761418226,interior_v1_rf_size_translation,10.6924,-13.3334,0,0,0,0,0.695044,0.44756,0.247484,0.309629,0.669283,0,4.5,False,0
762120172,interior_v1_rf_size_translation,-14.5175,8.0003,0,0,0,0,1.13292,0.70782,0.425103,-0.132611,0.402085,4.5,1.125,False,0
762602078,interior_v1_rf_size_translation,14.9711,-4.00043,0,0,0,0,0.70291,0.338628,0.364282,0.29709,0.757426,2.25,3.375,True,0
763673393,interior_v1_rf_size_translation,-15,-15,0,0,0,0,0.964729,0.621808,0.342922,0.0386968,0.558192,0.375,0.75,True,0
773418906,interior_v1_rf_size_translation,-6.66978,-0.000334868,0,0,0,0,1.10419,0.823184,0.281009,-0.10389,0.19461,0.375,0.375,False,0
791319847,interior_v1_rf_size_translation,9.34041,5.33327,0,0,0,0,0.696686,0.51369,0.182996,0.30457,0.532585,4.5,1.125,False,0
797828357,interior_v1_rf_size_translation,-13.3845,-1.3334,0,0,0,0,1.1821,1.00301,0.17909,-0.182098,0.0693614,2.625,0.375,False,0
798911424,interior_v1_rf_size_translation,-1.32364,9.33322,0,0,0,0,1.31682,1.11135,0.20547,-0.315132,-0.0758007,2.25,3.375,False,0
799864342,interior_v1_rf_size_translation,-14.7101,-6.66737,0,0,0,0,1.36946,0.640787,0.72867,-0.369457,0.463549,1.5,6.75,True,0
715093703,interior_v1_rf_size_translation,2.01417,1.35699,0,0,0,0,0.298573,0.182751,0.115822,0.701427,0.819608,3.375,2.625,False,1
719161530,interior_v1_rf_size_translation,-12.0276,5.50674,0,0,0,0,0.6586,0.16922,0.48938,0.348297,0.900774,2.625,5.25,False,1
721123822,interior_v1_rf_size_translation,-6.66656,-9.34319,0,0,0,0,0.524603,0.347949,0.176654,0.476597,0.704747,5.25,7.125,False,1
732592105,interior_v1_rf_size_translation,14.6668,-1.33929,0,0,0,0,1.63115,1.32862,0.302528,-0.631145,-0.241853,0,2.625,False,1
737581020,interior_v1_rf_size_translation,-14.6665,15,0,0,0,0,1.59971,0.680241,0.919473,-0.599714,0.495802,0.375,0.375,True,1
739448407,interior_v1_rf_size_translation,3.40524,12,0,0,0,0,0.847986,0.263826,0.584159,0.152014,0.798412,1.875,4.125,False,1
742951821,interior_v1_rf_size_translation,-5.33345,1.31202,0,0,0,0,0.876715,0.550225,0.326491,0.127843,0.461842,,1.875,False,1
744228101,interior_v1_rf_size_translation,14.6664,12.0081,0,0,0,0,1.72373,0.555483,1.16825,-0.723734,0.588235,,0,False,1
746083955,interior_v1_rf_size_translation,14.6671,0.00271508,0,0,0,0,0.467127,0.236358,0.230769,0.532873,0.849691,1.5,8.625,False,1
750332458,interior_v1_rf_size_translation,-5.3343,-5.33487,0,0,0,0,0.240149,0.157031,0.0831181,0.759851,0.865735,15.375,3.375,False,1
750749662,interior_v1_rf_size_translation,0.863218,15,0,0,0,0,1.29323,0.724276,0.568952,-0.293227,0.366022,3.75,0.375,True,1
751348571,interior_v1_rf_size_translation,-4.00728,2.66689,0,0,0,0,0.273015,0.133592,0.139423,0.727297,0.875676,3.75,1.875,False,1
754312389,interior_v1_rf_size_translation,14.9967,4.75241e-05,0,0,0,0,1.24947,0.706872,0.542601,-0.249205,0.383088,0.375,3.375,True,1
754829445,interior_v1_rf_size_translation,3.99584,1.33359,0,0,0,0,0.217877,0.12576,0.0921179,0.782123,0.881338,3.375,0.75,False,1
755434585,interior_v1_rf_size_translation,14.4832,4.09414,0,0,0,0,0.871363,0.594007,0.277356,0.128927,0.496603,4.5,8.25,False,1
756029989,interior_v1_rf_size_translation,14.9997,-14.6711,0,0,0,0,1.04456,0.591008,0.453547,-0.0437991,0.585085,0.375,1.875,True,1
757216464,interior_v1_rf_size_translation,-4.0172,-5.33394,0,0,0,0,0.45009,0.139379,0.310711,0.54991,0.878456,4.875,1.875,False,1
757970808,interior_v1_rf_size_translation,-15,3.83397,0,0,0,0,1.37149,0.563293,0.808194,-0.369645,0.532586,0,3,True,1
758798717,interior_v1_rf_size_translation,14.6571,-1.33352,0,0,0,0,0.711532,0.337683,0.373849,0.288468,0.748961,1.125,1.875,False,1
759883607,interior_v1_rf_size_translation,14.6462,-1.33358,0,0,0,0,0.836943,0.334557,0.502386,0.163057,0.751958,2.625,2.625,False,1
760345702,interior_v1_rf_size_translation,3.99998,3.93185,0,0,0,0,0.549182,0.410024,0.139158,0.450818,0.60256,2.625,6.375,False,1
760693773,interior_v1_rf_size_translation,-4.04033,-14.4094,0,0,0,0,1.24053,0.635197,0.605336,-0.240533,0.454385,2.625,1.875,False,1
761418226,interior_v1_rf_size_translation,-11.9971,-11.9673,0,0,0,0,1.76151,0.765972,0.995536,-0.760712,0.348886,0,26.625,False,1
762120172,interior_v1_rf_size_translation,-1.33233,2.6677,0,0,0,0,0.189889,0.135734,0.0541543,0.81097,0.867822,13.875,3.75,False,1
762602078,interior_v1_rf_size_translation,9.32378,-6.66656,0,0,0,0,1.63371,1.46236,0.171346,-0.63371,-0.409813,5.25,2.625,False,1
763673393,interior_v1_rf_size_translation,2.6629,-14.9992,0,0,0,0,1.69578,1.36306,0.33273,-0.695034,-0.270229,2.625,0,True,1
773418906,interior_v1_rf_size_translation,6.56354,-2.66668,0,0,0,0,0.308435,0.200222,0.108213,0.691565,0.819854,6.75,2.25,False,1
791319847,interior_v1_rf_size_translation,-2.66716,14.7065,0,0,0,0,0.688943,0.469925,0.219018,0.311635,0.619433,5.625,1.5,True,1
797828357,interior_v1_rf_size_translation,-2.66649,-14.9938,0,0,0,0,1.10311,0.491261,0.611844,-0.10215,0.601508,4.125,0,True,1
798911424,interior_v1_rf_size_translation,14.9997,-2.66668,0,0,0,0,0.981448,0.491617,0.48983,0.0188298,0.601223,0.75,1.875,True,1
799864342,interior_v1_rf_size_translation,11.9927,-2.66909,0,0,0,0,0.789961,0.662919,0.127042,0.210039,0.397461,5.25,1.5,False,1
