stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,size,color,frame,temporal_frequency,x_position,y_position,orientation,stimulus_name,spatial_frequency,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
680,0.0,259.41089,259.66111,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,207,,,0,,False,2,test,1
681,0.0,259.66111,259.91131,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,104,,,0,,False,4,train,0
682,0.0,259.91131,260.16152,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,189,,,0,,False,3,train,1
683,0.0,260.16152,260.41172,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,31,,,0,,False,4,train,2
684,0.0,260.41172,260.66192,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,27,,,0,,False,3,train,0
685,0.0,260.66192,260.91214,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,130,,,0,,False,4,train,1
686,0.0,260.91214,261.16236,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,167,,,0,,False,3,train,2
687,0.0,261.16236,261.41258,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,181,,,0,,False,5,test,2
688,0.0,261.41258,261.6628,0.8,"[20.0, 20.0]",null,null,4.0,0.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,88,,,0,,False,3,train,0
689,0.0,261.6628,261.913,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,231,,,0,,False,0,train,2
690,0.0,261.913,262.16319,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,232,,,0,,False,0,train,2
691,0.0,262.16319,262.41339,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,24,,,0,,False,3,train,1
692,0.0,262.41339,262.66358,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,67,,,0,,False,1,train,2
693,0.0,262.66358,262.9138,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,81,,,0,,False,6,train,2
694,0.0,262.9138,263.16401,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,52,,,0,,False,2,test,2
695,0.0,263.16401,263.41423,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,171,,,0,,False,2,test,1
696,0.0,263.41423,263.66444,0.8,"[20.0, 20.0]",null,null,4.0,10.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,22,,,0,,False,3,train,1
697,0.0,263.66444,263.91465,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,52,,,0,,False,3,train,2
698,0.0,263.91465,264.16485,0.8,"[20.0, 20.0]",null,null,4.0,40.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,115,,,0,,False,1,train,0
699,0.0,264.16485,264.41506,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,65,,,0,,False,3,train,1
700,0.0,264.41506,264.66526,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,212,,,0,,False,1,train,0
701,0.0,264.66526,264.91548,0.8,"[20.0, 20.0]",null,null,4.0,10.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,217,,,0,,False,1,train,2
702,0.0,264.91548,265.1657,0.8,"[20.0, 20.0]",null,null,4.0,10.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,217,,,0,,False,2,test,2
703,0.0,265.1657,265.41591,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,24,,,0,,False,4,train,1
704,0.0,265.41591,265.66613,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,43,,,0,,False,4,train,0
705,0.0,265.66613,265.91633,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,107,,,0,,False,3,train,1
706,0.0,265.91633,266.16654,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,54,,,0,,False,3,train,2
707,0.0,266.16654,266.41674,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,40,,,0,,False,2,test,1
708,0.0,266.41674,266.66694,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,166,,,0,,False,4,train,2
709,0.0,266.66694,266.91716,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,6,,,0,,False,7,train,0
710,0.0,266.91716,267.16738,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,143,,,0,,False,1,train,2
711,0.0,267.16738,267.4176,0.8,"[20.0, 20.0]",null,null,4.0,10.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,125,,,0,,False,4,train,0
712,0.0,267.4176,267.66782,0.8,"[20.0, 20.0]",null,null,4.0,20.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,61,,,0,,False,2,test,2
713,0.0,267.66782,267.91802,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,7,,,0,,False,3,train,0
714,0.0,267.91802,268.16823,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,179,,,0,,False,6,train,1
715,0.0,268.16823,268.41843,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,214,,,0,,False,2,test,0
716,0.0,268.41843,268.66863,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,112,,,0,,False,5,test,1
717,0.0,268.66863,268.91884,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,159,,,0,,False,2,test,0
718,0.0,268.91884,269.16906,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,101,,,0,,False,1,train,2
719,0.0,269.16906,269.41927,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,106,,,0,,False,6,train,0
720,0.0,269.41927,269.66948,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,67,,,0,,False,2,test,2
721,0.0,269.66948,269.91968,0.8,"[20.0, 20.0]",null,null,4.0,40.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,148,,,0,,False,3,train,2
722,0.0,269.91968,270.16988,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,32,,,0,,False,5,test,0
723,0.0,270.16988,270.42008,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,167,,,0,,False,4,train,2
724,0.0,270.42008,270.67028,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,27,,,0,,False,4,train,0
725,0.0,270.67028,270.9205,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,126,,,0,,False,4,train,2
726,0.0,270.9205,271.17072,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,80,,,0,,False,3,train,0
727,0.0,271.17072,271.42093,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,233,,,0,,False,0,train,0
728,0.0,271.42093,271.67115,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,233,,,0,,False,1,train,0
729,0.0,271.67115,271.92135,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,189,,,0,,False,4,train,1
730,0.0,271.92135,272.17156,0.8,"[20.0, 20.0]",null,null,4.0,30.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,51,,,0,,False,6,train,1
731,0.0,272.17156,272.42176,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,62,,,0,,False,5,test,1
732,0.0,272.42176,272.67196,0.8,"[20.0, 20.0]",null,null,4.0,30.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,28,,,0,,False,2,test,0
733,0.0,272.67196,272.92218,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,26,,,0,,False,5,test,1
734,0.0,272.92218,273.1724,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,143,,,0,,False,2,test,2
735,0.0,273.1724,273.42261,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,191,,,0,,False,2,test,2
736,0.0,273.42261,273.67283,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,234,,,0,,False,0,train,2
737,0.0,273.67283,273.92303,0.8,"[20.0, 20.0]",null,null,4.0,20.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,105,,,0,,False,3,train,1
738,0.0,273.92303,274.17323,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,84,,,0,,False,5,test,1
739,0.0,274.17323,274.42343,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,43,,,0,,False,5,test,0
740,0.0,274.42343,274.67363,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,45,,,0,,False,2,test,1
741,0.0,274.67363,274.92385,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,161,,,0,,False,1,train,0
742,0.0,274.92385,275.17407,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,8,,,0,,False,7,train,2
743,0.0,275.17407,275.42428,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,127,,,0,,False,3,train,2
744,0.0,275.42428,275.6745,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,75,,,0,,False,3,train,0
745,0.0,275.6745,275.9247,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,135,,,0,,False,2,test,0
746,0.0,275.9247,276.1749,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,155,,,0,,False,4,train,2
747,0.0,276.1749,276.4251,0.8,"[20.0, 20.0]",null,null,4.0,30.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,28,,,0,,False,3,train,0
748,0.0,276.4251,276.6753,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,214,,,0,,False,3,train,0
749,0.0,276.6753,276.92552,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,146,,,0,,False,2,test,1
750,0.0,276.92552,277.17574,0.8,"[20.0, 20.0]",null,null,4.0,0.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,76,,,0,,False,4,train,2
751,0.0,277.17574,277.42595,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,129,,,0,,False,2,test,2
752,0.0,277.42595,277.67617,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,207,,,0,,False,3,train,1
753,0.0,277.67617,277.92637,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,99,,,0,,False,3,train,2
754,0.0,277.92637,278.17657,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,32,,,0,,False,6,train,0
755,0.0,278.17657,278.42677,0.8,"[20.0, 20.0]",null,null,4.0,20.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,89,,,0,,False,5,test,2
756,0.0,278.42677,278.67697,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,75,,,0,,False,4,train,0
757,0.0,278.67697,278.92719,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,199,,,0,,False,3,train,2
758,0.0,278.92719,279.17741,0.8,"[20.0, 20.0]",null,null,4.0,0.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,96,,,0,,False,4,train,2
759,0.0,279.17741,279.42762,0.8,"[20.0, 20.0]",null,null,4.0,20.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,61,,,0,,False,3,train,2
760,0.0,279.42762,279.67784,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,65,,,0,,False,4,train,1
761,0.0,279.67784,279.92804,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,235,,,0,,False,0,train,2
762,0.0,279.92804,280.17825,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,133,,,0,,False,3,train,0
763,0.0,280.17825,280.42845,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,172,,,0,,False,3,train,0
764,0.0,280.42845,280.67865,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,208,,,0,,False,1,train,0
765,0.0,280.67865,280.92887,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,143,,,0,,False,3,train,2
766,0.0,280.92887,281.17909,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,97,,,0,,False,3,train,2
767,0.0,281.17909,281.42931,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,222,,,0,,False,1,train,0
768,0.0,281.42931,281.67953,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,195,,,0,,False,2,test,1
769,0.0,281.67953,281.92973,0.8,"[20.0, 20.0]",null,null,4.0,10.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,203,,,0,,False,1,train,0
770,0.0,281.92973,282.17993,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,94,,,0,,False,2,test,0
771,0.0,282.17993,282.43012,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,29,,,0,,False,5,test,1
772,0.0,282.43012,282.68032,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,75,,,0,,False,5,test,0
773,0.0,282.68032,282.93054,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,32,,,0,,False,7,train,0
774,0.0,282.93054,283.18075,0.8,"[20.0, 20.0]",null,null,4.0,20.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,196,,,0,,False,2,test,0
775,0.0,283.18075,283.43097,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,14,,,0,,False,6,train,2
776,0.0,283.43097,283.68118,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,78,,,0,,False,4,train,1
777,0.0,283.68118,283.93138,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,180,,,0,,False,2,test,2
778,0.0,283.93138,284.18159,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,179,,,0,,False,7,train,1
779,0.0,284.18159,284.43179,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,52,,,0,,False,4,train,2
780,0.0,284.43179,284.68199,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,138,,,0,,False,3,train,1
781,0.0,284.68199,284.93221,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,234,,,0,,False,1,train,2
782,0.0,284.93221,285.18243,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,171,,,0,,False,3,train,1
783,0.0,285.18243,285.43264,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,108,,,0,,False,3,train,2
784,0.0,285.43264,285.68286,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,26,,,0,,False,6,train,1
785,0.0,285.68286,285.93306,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,31,,,0,,False,5,test,2
786,0.0,285.93306,286.18327,0.8,"[20.0, 20.0]",null,null,4.0,0.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,88,,,0,,False,4,train,0
787,0.0,286.18327,286.43347,0.8,"[20.0, 20.0]",null,null,4.0,0.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,190,,,0,,False,3,train,0
788,0.0,286.43347,286.68367,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,124,,,0,,False,4,train,2
789,0.0,286.68367,286.93389,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,227,,,0,,False,1,train,2
790,0.0,286.93389,287.18411,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,205,,,0,,False,3,train,1
791,0.0,287.18411,287.43433,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,180,,,0,,False,3,train,2
792,0.0,287.43433,287.68455,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,154,,,0,,False,2,test,0
793,0.0,287.68455,287.93475,0.8,"[20.0, 20.0]",null,null,4.0,10.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,186,,,0,,False,2,test,2
794,0.0,287.93475,288.18494,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,205,,,0,,False,4,train,1
795,0.0,288.18494,288.43514,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,45,,,0,,False,3,train,1
796,0.0,288.43514,288.68533,0.8,"[20.0, 20.0]",null,null,4.0,40.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,79,,,0,,False,4,train,0
797,0.0,288.68533,288.93555,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,182,,,0,,False,1,train,2
798,0.0,288.93555,289.18577,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,176,,,0,,False,1,train,1
799,0.0,289.18577,289.43599,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,176,,,0,,False,2,test,1
800,0.0,289.43599,289.68621,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,70,,,0,,False,4,train,0
801,0.0,289.68621,289.93641,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,116,,,0,,False,2,test,0
802,0.0,289.93641,290.18661,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,107,,,0,,False,4,train,1
803,0.0,290.18661,290.43681,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,221,,,0,,False,1,train,2
804,0.0,290.43681,290.68701,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,116,,,0,,False,3,train,0
805,0.0,290.68701,290.93722,0.8,"[20.0, 20.0]",null,null,4.0,10.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,137,,,0,,False,2,test,1
806,0.0,290.93722,291.18743,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,118,,,0,,False,2,test,0
807,0.0,291.18743,291.43764,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,212,,,0,,False,2,test,0
808,0.0,291.43764,291.68785,0.8,"[20.0, 20.0]",null,null,4.0,20.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,89,,,0,,False,6,train,2
809,0.0,291.68785,291.93806,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,194,,,0,,False,3,train,0
810,0.0,291.93806,292.18827,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,145,,,0,,False,3,train,2
811,0.0,292.18827,292.43848,0.8,"[20.0, 20.0]",null,null,4.0,40.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,158,,,0,,False,4,train,0
812,0.0,292.43848,292.68869,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,95,,,0,,False,1,train,0
813,0.0,292.68869,292.93891,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,167,,,0,,False,5,test,2
814,0.0,292.93891,293.18913,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,187,,,0,,False,1,train,0
815,0.0,293.18913,293.43934,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,81,,,0,,False,7,train,2
816,0.0,293.43934,293.68956,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,138,,,0,,False,4,train,1
817,0.0,293.68956,293.93976,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,112,,,0,,False,6,train,1
