stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,size,color,frame,temporal_frequency,x_position,y_position,orientation,stimulus_name,spatial_frequency,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,89.53568,89.769198,0.8,"[20.0, 20.0]",null,null,4.0,30.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.23351756,1,,,0,,False,0,train,0
2,0.0,89.769198,90.019395,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019738,2,,,0,,False,0,train,2
3,0.0,90.019395,90.269593,0.8,"[20.0, 20.0]",null,null,4.0,40.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019738,3,,,0,,False,0,train,1
4,0.0,90.269593,90.51979,0.8,"[20.0, 20.0]",null,null,4.0,20.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019738,4,,,0,,False,0,train,2
5,0.0,90.51979,90.77001,0.8,"[20.0, 20.0]",null,null,4.0,0.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,5,,,0,,False,0,train,1
6,0.0,90.77001,91.02023,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,6,,,0,,False,0,train,0
7,0.0,91.02023,91.27045,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,7,,,0,,False,0,train,0
8,0.0,91.27045,91.52067,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,8,,,0,,False,0,train,2
9,0.0,91.52067,91.770868,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,9,,,0,,False,0,train,1
10,0.0,91.770868,92.021065,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,10,,,0,,False,0,train,1
11,0.0,92.021065,92.271263,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,11,,,0,,False,0,train,1
12,0.0,92.271263,92.52146,0.8,"[20.0, 20.0]",null,null,4.0,20.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,12,,,0,,False,0,train,0
13,0.0,92.52146,92.771683,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,13,,,0,,False,0,train,1
14,0.0,92.771683,93.021905,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,14,,,0,,False,0,train,2
15,0.0,93.021905,93.272128,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,15,,,0,,False,0,train,0
16,0.0,93.272128,93.52235,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,16,,,0,,False,0,train,1
17,0.0,93.52235,93.772545,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,17,,,0,,False,0,train,2
18,0.0,93.772545,94.02274,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,18,,,0,,False,0,train,1
19,0.0,94.02274,94.272935,0.8,"[20.0, 20.0]",null,null,4.0,30.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,19,,,0,,False,0,train,2
20,0.0,94.272935,94.52313,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,20,,,0,,False,0,train,2
21,0.0,94.52313,94.77335,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,21,,,0,,False,0,train,1
22,0.0,94.77335,95.02357,0.8,"[20.0, 20.0]",null,null,4.0,10.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,22,,,0,,False,0,train,1
23,0.0,95.02357,95.27379,0.8,"[20.0, 20.0]",null,null,4.0,10.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,23,,,0,,False,0,train,1
24,0.0,95.27379,95.52401,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,24,,,0,,False,0,train,1
25,0.0,95.52401,95.77421,0.8,"[20.0, 20.0]",null,null,4.0,0.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,25,,,0,,False,0,train,1
26,0.0,95.77421,96.02441,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,26,,,0,,False,0,train,1
27,0.0,96.02441,96.27461,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,27,,,0,,False,0,train,0
28,0.0,96.27461,96.52481,0.8,"[20.0, 20.0]",null,null,4.0,30.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,28,,,0,,False,0,train,0
29,0.0,96.52481,96.775025,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,29,,,0,,False,0,train,1
30,0.0,96.775025,97.02524,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,30,,,0,,False,0,train,2
31,0.0,97.02524,97.275455,0.8,"[20.0, 20.0]",null,null,4.0,0.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,5,,,0,,False,1,train,1
32,0.0,97.275455,97.52567,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021507,11,,,0,,False,1,train,1
33,0.0,97.52567,97.775873,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,27,,,0,,False,1,train,0
34,0.0,97.775873,98.026075,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,31,,,0,,False,0,train,2
35,0.0,98.026075,98.276278,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,32,,,0,,False,0,train,0
36,0.0,98.276278,98.52648,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,33,,,0,,False,0,train,1
37,0.0,98.52648,98.776703,0.8,"[20.0, 20.0]",null,null,4.0,10.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,34,,,0,,False,0,train,0
38,0.0,98.776703,99.026925,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,35,,,0,,False,0,train,0
39,0.0,99.026925,99.277148,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,36,,,0,,False,0,train,1
40,0.0,99.277148,99.52737,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,37,,,0,,False,0,train,2
41,0.0,99.52737,99.777565,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,38,,,0,,False,0,train,2
42,0.0,99.777565,100.02776,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,6,,,0,,False,1,train,0
43,0.0,100.02776,100.27796,0.8,"[20.0, 20.0]",null,null,4.0,40.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,39,,,0,,False,0,train,2
44,0.0,100.27796,100.52815,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019493,40,,,0,,False,0,train,1
45,0.0,100.52815,100.77836,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,41,,,0,,False,0,train,1
46,0.0,100.77836,101.02857,0.8,"[20.0, 20.0]",null,null,4.0,10.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,42,,,0,,False,0,train,1
47,0.0,101.02857,101.27878,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,43,,,0,,False,0,train,0
48,0.0,101.27878,101.52899,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,44,,,0,,False,0,train,1
49,0.0,101.52899,101.7792,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,45,,,0,,False,0,train,1
50,0.0,101.7792,102.02941,0.8,"[20.0, 20.0]",null,null,4.0,0.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,46,,,0,,False,0,train,2
51,0.0,102.02941,102.27961,0.8,"[20.0, 20.0]",null,null,4.0,40.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,39,,,0,,False,1,train,2
52,0.0,102.27961,102.52982,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,47,,,0,,False,0,train,0
53,0.0,102.52982,102.78003,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020757,37,,,0,,False,1,train,2
54,0.0,102.78003,103.03024,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020757,48,,,0,,False,0,train,0
55,0.0,103.03024,103.28044,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020757,49,,,0,,False,0,train,0
56,0.0,103.28044,103.53065,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020757,50,,,0,,False,0,train,0
57,0.0,103.53065,103.78086,0.8,"[20.0, 20.0]",null,null,4.0,30.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,51,,,0,,False,0,train,1
58,0.0,103.78086,104.03107,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,52,,,0,,False,0,train,2
59,0.0,104.03107,104.28128,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,20,,,0,,False,1,train,2
60,0.0,104.28128,104.53149,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020993,53,,,0,,False,0,train,1
61,0.0,104.53149,104.7817,0.8,"[20.0, 20.0]",null,null,4.0,10.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,34,,,0,,False,1,train,0
62,0.0,104.7817,105.03192,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,54,,,0,,False,0,train,2
63,0.0,105.03192,105.28213,0.8,"[20.0, 20.0]",null,null,4.0,30.0,30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,55,,,0,,False,0,train,1
64,0.0,105.28213,105.53234,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,56,,,0,,False,0,train,0
65,0.0,105.53234,105.78255,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,57,,,0,,False,0,train,1
66,0.0,105.78255,106.03275,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-40.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,21,,,0,,False,1,train,1
67,0.0,106.03275,106.28296,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,58,,,0,,False,0,train,1
68,0.0,106.28296,106.53316,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020493,8,,,0,,False,1,train,2
69,0.0,106.53316,106.78338,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,47,,,0,,False,1,train,0
70,0.0,106.78338,107.0336,0.8,"[20.0, 20.0]",null,null,4.0,40.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,59,,,0,,False,0,train,2
71,0.0,107.0336,107.28381,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,43,,,0,,False,1,train,0
72,0.0,107.28381,107.53403,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,60,,,0,,False,0,train,2
73,0.0,107.53403,107.78423,0.8,"[20.0, 20.0]",null,null,4.0,20.0,10.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,61,,,0,,False,0,train,2
74,0.0,107.78423,108.03443,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,62,,,0,,False,0,train,1
75,0.0,108.03443,108.28463,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,63,,,0,,False,0,train,1
76,0.0,108.28463,108.53483,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019993,64,,,0,,False,0,train,0
77,0.0,108.53483,108.78505,0.8,"[20.0, 20.0]",null,null,4.0,30.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,65,,,0,,False,0,train,1
78,0.0,108.78505,109.03527,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,66,,,0,,False,0,train,1
79,0.0,109.03527,109.28548,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,67,,,0,,False,0,train,2
80,0.0,109.28548,109.5357,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,32,,,0,,False,1,train,0
81,0.0,109.5357,109.7859,0.8,"[20.0, 20.0]",null,null,4.0,0.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,68,,,0,,False,0,train,1
82,0.0,109.7859,110.03611,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,58,,,0,,False,1,train,1
83,0.0,110.03611,110.28631,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,69,,,0,,False,0,train,2
84,0.0,110.28631,110.53651,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,70,,,0,,False,0,train,0
85,0.0,110.53651,110.78673,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,9,,,0,,False,1,train,1
86,0.0,110.78673,111.03695,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,71,,,0,,False,0,train,0
87,0.0,111.03695,111.28717,0.8,"[20.0, 20.0]",null,null,4.0,30.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,72,,,0,,False,0,train,2
88,0.0,111.28717,111.53739,0.8,"[20.0, 20.0]",null,null,4.0,30.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,51,,,0,,False,1,train,1
89,0.0,111.53739,111.78759,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,64,,,0,,False,1,train,0
90,0.0,111.78759,112.03779,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,73,,,0,,False,0,train,0
91,0.0,112.03779,112.28798,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,16,,,0,,False,1,train,1
92,0.0,112.28798,112.53818,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,37,,,0,,False,2,test,2
93,0.0,112.53818,112.78839,0.8,"[20.0, 20.0]",null,null,4.0,40.0,10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,74,,,0,,False,0,train,1
94,0.0,112.78839,113.03861,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,37,,,0,,False,3,train,2
95,0.0,113.03861,113.28882,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,38,,,0,,False,1,train,2
96,0.0,113.28882,113.53903,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021257,75,,,0,,False,0,train,0
97,0.0,113.53903,113.78923,0.8,"[20.0, 20.0]",null,null,4.0,0.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,76,,,0,,False,0,train,2
98,0.0,113.78923,114.03944,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,8,,,0,,False,2,test,2
99,0.0,114.03944,114.28964,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,36,,,0,,False,1,train,1
100,0.0,114.28964,114.53984,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,77,,,0,,False,0,train,0
101,0.0,114.53984,114.79005,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,78,,,0,,False,0,train,1
102,0.0,114.79005,115.04026,0.8,"[20.0, 20.0]",null,null,4.0,40.0,0.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,79,,,0,,False,0,train,0
103,0.0,115.04026,115.29047,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,80,,,0,,False,0,train,0
104,0.0,115.29047,115.54068,0.8,"[20.0, 20.0]",null,null,4.0,40.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021007,81,,,0,,False,0,train,2
105,0.0,115.54068,115.79089,0.8,"[20.0, 20.0]",null,null,4.0,0.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,82,,,0,,False,0,train,1
106,0.0,115.79089,116.0411,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-30.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,83,,,0,,False,0,train,1
107,0.0,116.0411,116.2913,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,84,,,0,,False,0,train,1
108,0.0,116.2913,116.54151,0.8,"[20.0, 20.0]",null,null,4.0,40.0,0.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020743,85,,,0,,False,0,train,1
109,0.0,116.54151,116.79173,0.8,"[20.0, 20.0]",null,null,4.0,30.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,86,,,0,,False,0,train,2
110,0.0,116.79173,117.04195,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,87,,,0,,False,0,train,0
111,0.0,117.04195,117.29216,0.8,"[20.0, 20.0]",null,null,4.0,40.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,39,,,0,,False,2,test,2
112,0.0,117.29216,117.54238,0.8,"[20.0, 20.0]",null,null,4.0,20.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,20,,,0,,False,2,test,2
113,0.0,117.54238,117.79258,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,60,,,0,,False,1,train,2
114,0.0,117.79258,118.04279,0.8,"[20.0, 20.0]",null,null,4.0,0.0,20.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,88,,,0,,False,0,train,0
115,0.0,118.04279,118.29299,0.8,"[20.0, 20.0]",null,null,4.0,40.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,39,,,0,,False,3,train,2
116,0.0,118.29299,118.54319,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,87,,,0,,False,1,train,0
117,0.0,118.54319,118.79341,0.8,"[20.0, 20.0]",null,null,4.0,20.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,89,,,0,,False,0,train,2
118,0.0,118.79341,119.04363,0.8,"[20.0, 20.0]",null,null,4.0,0.0,-10.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,90,,,0,,False,0,train,1
119,0.0,119.04363,119.29385,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,91,,,0,,False,0,train,0
120,0.0,119.29385,119.54407,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-20.0,45.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022007,66,,,0,,False,1,train,1
121,0.0,119.54407,119.79427,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,92,,,0,,False,0,train,2
122,0.0,119.79427,120.04448,0.8,"[20.0, 20.0]",null,null,4.0,20.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,92,,,0,,False,1,train,2
123,0.0,120.04448,120.29468,0.8,"[20.0, 20.0]",null,null,4.0,10.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,93,,,0,,False,0,train,2
124,0.0,120.29468,120.54488,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25020243,15,,,0,,False,1,train,0
125,0.0,120.54488,120.7951,0.8,"[20.0, 20.0]",null,null,4.0,-10.0,-30.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,94,,,0,,False,0,train,0
126,0.0,120.7951,121.04533,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,37,,,0,,False,4,train,2
127,0.0,121.04533,121.29555,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,-10.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,32,,,0,,False,2,test,0
128,0.0,121.29555,121.54577,0.8,"[20.0, 20.0]",null,null,4.0,20.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25022257,4,,,0,,False,1,train,2
129,0.0,121.54577,121.79596,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,-40.0,0.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019243,95,,,0,,False,0,train,0
130,0.0,121.79596,122.04616,0.8,"[20.0, 20.0]",null,null,4.0,0.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019243,46,,,0,,False,1,train,2
131,0.0,122.04616,122.29635,0.8,"[20.0, 20.0]",null,null,4.0,40.0,40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019243,59,,,0,,False,1,train,2
132,0.0,122.29635,122.54654,0.8,"[20.0, 20.0]",null,null,4.0,0.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019243,96,,,0,,False,0,train,2
133,0.0,122.54654,122.79676,0.8,"[20.0, 20.0]",null,null,4.0,-30.0,0.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,97,,,0,,False,0,train,2
134,0.0,122.79676,123.04698,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,-40.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,98,,,0,,False,0,train,2
135,0.0,123.04698,123.29719,0.8,"[20.0, 20.0]",null,null,4.0,-40.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,99,,,0,,False,0,train,2
136,0.0,123.29719,123.54741,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,20.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25021757,100,,,0,,False,0,train,2
137,0.0,123.54741,123.79761,0.8,"[20.0, 20.0]",null,null,4.0,-20.0,30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,101,,,0,,False,0,train,2
138,0.0,123.79761,124.04781,0.8,"[20.0, 20.0]",null,null,4.0,10.0,-30.0,90.0,gabors,0.08,"[3644.93333333, 3644.93333333]",0.25019743,37,,,0,,False,5,test,2
