stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,orientation,phase,contrast,stimulus_name,color,x_position,size,y_position,spatial_frequency,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1481,0.0,454.98559,455.23579,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25019995,204,,,0,,False,5,test,1
1482,0.0,455.23579,455.48599,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,213,,,0,,False,9,train,1
1483,0.0,455.48599,455.73619,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019995,143,,,0,,False,7,train,0
1484,0.0,455.73619,455.98639,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,141,,,0,,False,7,train,1
1485,0.0,455.98639,456.23659,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020755,208,,,0,,False,4,train,1
1486,0.0,456.23659,456.4868,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",30.0,0.08,null,0.25020755,222,,,0,,False,7,train,1
1487,0.0,456.4868,456.73701,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",0.0,0.08,null,0.25020755,176,,,0,,False,5,test,0
1488,0.0,456.73701,456.98722,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25020755,204,,,0,,False,6,train,1
1489,0.0,456.98722,457.23743,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",10.0,0.08,null,0.25021245,221,,,0,,False,6,train,1
1490,0.0,457.23743,457.48764,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",40.0,0.08,null,0.25021245,170,,,0,,False,6,train,2
1491,0.0,457.48764,457.73785,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021245,3,,,0,,False,7,train,2
1492,0.0,457.73785,457.98807,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",30.0,0.08,null,0.25021245,164,,,0,,False,5,test,1
1493,0.0,457.98807,458.23828,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021755,102,,,0,,False,8,test,2
1494,0.0,458.23828,458.4885,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",30.0,0.08,null,0.25021755,180,,,0,,False,4,train,1
1495,0.0,458.4885,458.73872,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",10.0,0.08,null,0.25021755,84,,,0,,False,8,test,2
1496,0.0,458.73872,458.98894,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",10.0,0.08,null,0.25021755,38,,,0,,False,7,train,0
1497,0.0,458.98894,459.23914,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020245,77,,,0,,False,8,test,1
1498,0.0,459.23914,459.48934,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",30.0,0.08,null,0.25020245,164,,,0,,False,6,train,1
1499,0.0,459.48934,459.73954,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25020245,106,,,0,,False,7,train,0
1500,0.0,459.73954,459.98975,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",10.0,0.08,null,0.25020245,11,,,0,,False,7,train,0
1501,0.0,459.98975,460.23996,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",30.0,0.08,null,0.25021005,78,,,0,,False,5,test,0
1502,0.0,460.23996,460.49017,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021005,236,,,0,,False,7,train,1
1503,0.0,460.49017,460.74038,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-30.0,0.08,null,0.25021005,64,,,0,,False,7,train,0
1504,0.0,460.74038,460.99059,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",10.0,0.08,null,0.25021005,81,,,0,,False,4,train,0
1505,0.0,460.99059,461.24079,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020495,138,,,0,,False,5,test,0
1506,0.0,461.24079,461.491,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",20.0,0.08,null,0.25020495,58,,,0,,False,5,test,2
1507,0.0,461.491,461.7412,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020495,196,,,0,,False,2,test,1
1508,0.0,461.7412,461.99141,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",40.0,0.08,null,0.25020495,52,,,0,,False,9,train,0
1509,0.0,461.99141,462.24162,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",0.0,0.08,null,0.25021255,26,,,0,,False,7,train,2
1510,0.0,462.24162,462.49183,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",10.0,0.08,null,0.25021255,160,,,0,,False,5,test,1
1511,0.0,462.49183,462.74204,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",20.0,0.08,null,0.25021255,46,,,0,,False,2,test,0
1512,0.0,462.74204,462.99226,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",0.0,0.08,null,0.25021255,176,,,0,,False,6,train,0
1513,0.0,462.99226,463.24246,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",20.0,0.08,null,0.25020745,174,,,0,,False,6,train,0
1514,0.0,463.24246,463.49267,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",0.0,0.08,null,0.25020745,127,,,0,,False,6,train,0
1515,0.0,463.49267,463.74288,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",40.0,0.08,null,0.25020745,100,,,0,,False,5,test,0
1516,0.0,463.74288,463.99309,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020745,243,,,0,,False,3,train,0
1517,0.0,463.99309,464.2433,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",0.0,0.08,null,0.25021505,26,,,0,,False,8,test,2
1518,0.0,464.2433,464.49352,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,41,,,0,,False,5,test,2
1519,0.0,464.49352,464.74373,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,100,,,0,,False,6,train,0
1520,0.0,464.74373,464.99395,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,96,,,0,,False,5,test,2
1521,0.0,464.99395,465.24415,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019995,102,,,0,,False,9,train,2
1522,0.0,465.24415,465.49435,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,227,,,0,,False,9,train,1
1523,0.0,465.49435,465.74455,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019995,125,,,0,,False,7,train,2
1524,0.0,465.74455,465.99475,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",10.0,0.08,null,0.25019995,157,,,0,,False,9,train,1
1525,0.0,465.99475,466.24496,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",0.0,0.08,null,0.25021255,127,,,0,,False,7,train,0
1526,0.0,466.24496,466.49517,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",40.0,0.08,null,0.25021255,170,,,0,,False,7,train,2
1527,0.0,466.49517,466.74538,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021255,33,,,0,,False,8,test,1
1528,0.0,466.74538,466.9956,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021255,198,,,0,,False,6,train,0
1529,0.0,466.9956,467.24581,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",10.0,0.08,null,0.25020995,1,,,0,,False,6,train,2
1530,0.0,467.24581,467.49602,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020995,89,,,0,,False,3,train,2
1531,0.0,467.49602,467.74623,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",30.0,0.08,null,0.25020995,101,,,0,,False,5,test,0
1532,0.0,467.74623,467.99644,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25020995,24,,,0,,False,5,test,2
1533,0.0,467.99644,468.24664,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020755,116,,,0,,False,6,train,1
1534,0.0,468.24664,468.49685,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",0.0,0.08,null,0.25020755,72,,,0,,False,6,train,2
1535,0.0,468.49685,468.74706,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",20.0,0.08,null,0.25020755,229,,,0,,False,4,train,2
1536,0.0,468.74706,468.99727,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",30.0,0.08,null,0.25020755,191,,,0,,False,7,train,1
1537,0.0,468.99727,469.24747,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020745,67,,,0,,False,6,train,2
1538,0.0,469.24747,469.49768,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020745,77,,,0,,False,9,train,1
1539,0.0,469.49768,469.74789,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",30.0,0.08,null,0.25020745,191,,,0,,False,8,test,1
1540,0.0,469.74789,469.9981,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",30.0,0.08,null,0.25020745,231,,,0,,False,6,train,1
1541,0.0,469.9981,470.24831,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021505,111,,,0,,False,4,train,0
1542,0.0,470.24831,470.49853,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021505,48,,,0,,False,5,test,2
1543,0.0,470.49853,470.74874,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",20.0,0.08,null,0.25021505,73,,,0,,False,7,train,0
1544,0.0,470.74874,470.99896,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021505,234,,,0,,False,6,train,1
1545,0.0,470.99896,471.24916,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020245,147,,,0,,False,7,train,2
1546,0.0,471.24916,471.49936,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",30.0,0.08,null,0.25020245,191,,,0,,False,9,train,1
1547,0.0,471.49936,471.74956,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",10.0,0.08,null,0.25020245,113,,,0,,False,5,test,0
1548,0.0,471.74956,471.99977,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",40.0,0.08,null,0.25020245,20,,,0,,False,6,train,1
1549,0.0,471.99977,472.24998,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",10.0,0.08,null,0.25021255,178,,,0,,False,8,test,0
1550,0.0,472.24998,472.50019,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25021255,118,,,0,,False,9,train,1
1551,0.0,472.50019,472.7504,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",20.0,0.08,null,0.25021255,240,,,0,,False,4,train,2
1552,0.0,472.7504,473.00062,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021255,203,,,0,,False,5,test,2
1553,0.0,473.00062,473.25082,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020495,6,,,0,,False,3,train,1
1554,0.0,473.25082,473.50103,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,44,,,0,,False,4,train,0
1555,0.0,473.50103,473.75123,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020495,230,,,0,,False,7,train,1
1556,0.0,473.75123,474.00144,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25020495,128,,,0,,False,9,train,0
1557,0.0,474.00144,474.25165,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",0.0,0.08,null,0.25021255,214,,,0,,False,8,test,1
1558,0.0,474.25165,474.50186,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",10.0,0.08,null,0.25021255,160,,,0,,False,6,train,1
1559,0.0,474.50186,474.75207,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",20.0,0.08,null,0.25021255,195,,,0,,False,8,test,0
1560,0.0,474.75207,475.00229,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021255,196,,,0,,False,3,train,1
1561,0.0,475.00229,475.25249,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020745,217,,,0,,False,5,test,1
1562,0.0,475.25249,475.5027,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020745,89,,,0,,False,4,train,2
1563,0.0,475.5027,475.75291,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",30.0,0.08,null,0.25020745,192,,,0,,False,5,test,0
1564,0.0,475.75291,476.00312,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",0.0,0.08,null,0.25020745,176,,,0,,False,7,train,0
1565,0.0,476.00312,476.25333,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021255,197,,,0,,False,7,train,2
1566,0.0,476.25333,476.50354,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021255,48,,,0,,False,6,train,2
1567,0.0,476.50354,476.75375,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",0.0,0.08,null,0.25021255,93,,,0,,False,9,train,2
1568,0.0,476.75375,477.00397,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021255,209,,,0,,False,4,train,2
1569,0.0,477.00397,477.25417,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020495,75,,,0,,False,7,train,1
1570,0.0,477.25417,477.50438,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020495,65,,,0,,False,4,train,2
1571,0.0,477.50438,477.75458,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,149,,,0,,False,4,train,2
1572,0.0,477.75458,478.00479,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020495,87,,,0,,False,8,test,0
1573,0.0,478.00479,478.255,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,66,,,0,,False,10,train,0
1574,0.0,478.255,478.50522,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,69,,,0,,False,7,train,1
1575,0.0,478.50522,478.75543,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021505,34,,,0,,False,4,train,1
1576,0.0,478.75543,479.00565,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",20.0,0.08,null,0.25021505,239,,,0,,False,4,train,0
1577,0.0,479.00565,479.25585,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",0.0,0.08,null,0.25020245,129,,,0,,False,5,test,0
1578,0.0,479.25585,479.50605,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",20.0,0.08,null,0.25020245,115,,,0,,False,5,test,0
1579,0.0,479.50605,479.75625,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020245,217,,,0,,False,6,train,1
1580,0.0,479.75625,480.00646,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25020245,62,,,0,,False,9,train,1
1581,0.0,480.00646,480.25668,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",10.0,0.08,null,0.25022005,172,,,0,,False,3,train,2
1582,0.0,480.25668,480.5069,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",20.0,0.08,null,0.25022005,194,,,0,,False,7,train,1
1583,0.0,480.5069,480.75712,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25022005,196,,,0,,False,4,train,1
1584,0.0,480.75712,481.00734,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",10.0,0.08,null,0.25022005,130,,,0,,False,4,train,2
1585,0.0,481.00734,481.25754,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019995,107,,,0,,False,8,test,2
1586,0.0,481.25754,481.50774,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019995,236,,,0,,False,8,test,1
1587,0.0,481.50774,481.75794,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",10.0,0.08,null,0.25019995,135,,,0,,False,5,test,1
1588,0.0,481.75794,482.00814,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,119,,,0,,False,6,train,2
1589,0.0,482.00814,482.25835,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021005,133,,,0,,False,6,train,0
1590,0.0,482.25835,482.50856,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021005,215,,,0,,False,4,train,2
1591,0.0,482.50856,482.75877,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25021005,149,,,0,,False,5,test,2
1592,0.0,482.75877,483.00898,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021005,168,,,0,,False,4,train,0
1593,0.0,483.00898,483.25918,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020745,234,,,0,,False,7,train,1
1594,0.0,483.25918,483.50939,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",30.0,0.08,null,0.25020745,78,,,0,,False,6,train,0
1595,0.0,483.50939,483.7596,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",0.0,0.08,null,0.25020745,63,,,0,,False,7,train,0
1596,0.0,483.7596,484.00981,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",0.0,0.08,null,0.25020745,22,,,0,,False,6,train,0
1597,0.0,484.00981,484.26003,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25022005,186,,,0,,False,5,test,0
1598,0.0,484.26003,484.51025,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022005,36,,,0,,False,4,train,0
1599,0.0,484.51025,484.76047,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,171,,,0,,False,5,test,1
1600,0.0,484.76047,485.01069,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,188,,,0,,False,4,train,0
1601,0.0,485.01069,485.26088,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019745,188,,,0,,False,5,test,0
1602,0.0,485.26088,485.51108,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",40.0,0.08,null,0.25019745,86,,,0,,False,6,train,0
1603,0.0,485.51108,485.76128,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019745,79,,,0,,False,7,train,1
1604,0.0,485.76128,486.01148,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019745,10,,,0,,False,5,test,1
1605,0.0,486.01148,486.26169,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-30.0,0.08,null,0.25021505,152,,,0,,False,6,train,0
1606,0.0,486.26169,486.51191,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021505,109,,,0,,False,7,train,2
1607,0.0,486.51191,486.76212,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021505,138,,,0,,False,6,train,0
1608,0.0,486.76212,487.01234,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021505,133,,,0,,False,7,train,0
1609,0.0,487.01234,487.26254,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",30.0,0.08,null,0.25020245,165,,,0,,False,9,train,2
1610,0.0,487.26254,487.51274,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25020245,235,,,0,,False,4,train,1
1611,0.0,487.51274,487.76294,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020245,40,,,0,,False,7,train,2
1612,0.0,487.76294,488.01315,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",30.0,0.08,null,0.25020245,225,,,0,,False,4,train,2
1613,0.0,488.01315,488.26335,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-10.0,0.08,null,0.25020755,209,,,0,,False,5,test,2
1614,0.0,488.26335,488.51356,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020755,223,,,0,,False,3,train,2
1615,0.0,488.51356,488.76377,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020755,50,,,0,,False,5,test,0
1616,0.0,488.76377,489.01398,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",0.0,0.08,null,0.25020755,94,,,0,,False,6,train,2
1617,0.0,489.01398,489.26419,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020995,80,,,0,,False,7,train,2
