stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,stimulus_name,y_position,color,frame,size,x_position,spatial_frequency,orientation,temporal_frequency,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1547,0.0,477.20054,477.45075,0.8,gabors,10.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,178,,,0,,False,3,train,0
1548,0.0,477.45075,477.70096,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,166,,,0,,False,9,train,2
1549,0.0,477.70096,477.95118,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,179,,,0,,False,2,test,2
1550,0.0,477.95118,478.20139,0.8,gabors,40.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,102,,,0,,False,6,train,1
1551,0.0,478.20139,478.4516,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,23,,,0,,False,7,train,0
1552,0.0,478.4516,478.70182,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,170,,,0,,False,5,test,1
1553,0.0,478.70182,478.95202,0.8,gabors,30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,90,,,0,,False,10,train,0
1554,0.0,478.95202,479.20222,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,6,,,0,,False,6,train,2
1555,0.0,479.20222,479.45242,0.8,gabors,10.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,111,,,0,,False,2,test,1
1556,0.0,479.45242,479.70262,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,39,,,0,,False,3,train,2
1557,0.0,479.70262,479.95284,0.8,gabors,10.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25022209,124,,,0,,False,7,train,2
1558,0.0,479.95284,480.20306,0.8,gabors,10.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25022209,205,,,0,,False,8,test,2
1559,0.0,480.20306,480.45329,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25022209,21,,,0,,False,7,train,0
1560,0.0,480.45329,480.70351,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25022209,11,,,0,,False,7,train,0
1561,0.0,480.70351,480.95371,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,234,,,0,,False,6,train,1
1562,0.0,480.95371,481.2039,0.8,gabors,20.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,202,,,0,,False,8,test,1
1563,0.0,481.2039,481.4541,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,185,,,0,,False,8,test,0
1564,0.0,481.4541,481.7043,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,80,,,0,,False,8,test,1
1565,0.0,481.7043,481.95451,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,68,,,0,,False,7,train,0
1566,0.0,481.95451,482.20472,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,18,,,0,,False,3,train,0
1567,0.0,482.20472,482.45493,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,180,,,0,,False,3,train,1
1568,0.0,482.45493,482.70514,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,136,,,0,,False,6,train,2
1569,0.0,482.70514,482.95534,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,74,,,0,,False,6,train,2
1570,0.0,482.95534,483.20555,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,32,,,0,,False,5,test,0
1571,0.0,483.20555,483.45576,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,227,,,0,,False,3,train,1
1572,0.0,483.45576,483.70596,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,232,,,0,,False,4,train,0
1573,0.0,483.70596,483.95618,0.8,gabors,10.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,122,,,0,,False,3,train,2
1574,0.0,483.95618,484.2064,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,99,,,0,,False,10,train,1
1575,0.0,484.2064,484.45662,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,230,,,0,,False,3,train,0
1576,0.0,484.45662,484.70684,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,17,,,0,,False,7,train,2
1577,0.0,484.70684,484.95704,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,222,,,0,,False,5,test,1
1578,0.0,484.95704,485.20724,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,11,,,0,,False,8,test,0
1579,0.0,485.20724,485.45744,0.8,gabors,0.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,208,,,0,,False,4,train,2
1580,0.0,485.45744,485.70764,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,88,,,0,,False,6,train,2
1581,0.0,485.70764,485.95786,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,32,,,0,,False,6,train,0
1582,0.0,485.95786,486.20807,0.8,gabors,30.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,209,,,0,,False,5,test,1
1583,0.0,486.20807,486.45828,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,203,,,0,,False,3,train,1
1584,0.0,486.45828,486.7085,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,198,,,0,,False,3,train,0
1585,0.0,486.7085,486.9587,0.8,gabors,10.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,204,,,0,,False,5,test,1
1586,0.0,486.9587,487.2089,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,187,,,0,,False,8,test,2
1587,0.0,487.2089,487.45911,0.8,gabors,40.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,226,,,0,,False,4,train,2
1588,0.0,487.45911,487.70931,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,94,,,0,,False,8,test,2
1589,0.0,487.70931,487.95953,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,91,,,0,,False,8,test,1
1590,0.0,487.95953,488.20975,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,47,,,0,,False,7,train,2
1591,0.0,488.20975,488.45997,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,185,,,0,,False,9,train,0
1592,0.0,488.45997,488.71019,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021959,39,,,0,,False,4,train,2
1593,0.0,488.71019,488.96039,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,186,,,0,,False,3,train,2
1594,0.0,488.96039,489.21059,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,72,,,0,,False,7,train,2
1595,0.0,489.21059,489.46079,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,172,,,0,,False,6,train,2
1596,0.0,489.46079,489.71099,0.8,gabors,0.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,65,,,0,,False,7,train,0
1597,0.0,489.71099,489.9612,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,6,,,0,,False,7,train,2
1598,0.0,489.9612,490.21141,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,140,,,0,,False,5,test,1
1599,0.0,490.21141,490.46162,0.8,gabors,30.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,26,,,0,,False,7,train,1
1600,0.0,490.46162,490.71183,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,98,,,0,,False,7,train,2
1601,0.0,490.71183,490.96204,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,11,,,0,,False,9,train,0
1602,0.0,490.96204,491.21224,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,37,,,0,,False,8,test,1
1603,0.0,491.21224,491.46245,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,239,,,0,,False,1,train,0
1604,0.0,491.46245,491.71266,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,88,,,0,,False,7,train,2
1605,0.0,491.71266,491.96287,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,5,,,0,,False,6,train,2
1606,0.0,491.96287,492.21308,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,159,,,0,,False,7,train,1
1607,0.0,492.21308,492.46329,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,72,,,0,,False,8,test,2
1608,0.0,492.46329,492.7135,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,175,,,0,,False,7,train,0
1609,0.0,492.7135,492.96371,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,34,,,0,,False,5,test,1
1610,0.0,492.96371,493.21391,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,165,,,0,,False,7,train,1
1611,0.0,493.21391,493.46412,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,180,,,0,,False,4,train,1
1612,0.0,493.46412,493.71433,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,166,,,0,,False,10,train,2
1613,0.0,493.71433,493.96454,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,154,,,0,,False,8,test,1
1614,0.0,493.96454,494.21475,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,199,,,0,,False,4,train,2
1615,0.0,494.21475,494.46496,0.8,gabors,10.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,111,,,0,,False,3,train,1
1616,0.0,494.46496,494.71517,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,29,,,0,,False,8,test,2
1617,0.0,494.71517,494.96538,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,52,,,0,,False,5,test,0
1618,0.0,494.96538,495.21559,0.8,gabors,10.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,138,,,0,,False,6,train,2
1619,0.0,495.21559,495.46581,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,37,,,0,,False,9,train,1
1620,0.0,495.46581,495.71602,0.8,gabors,40.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,177,,,0,,False,8,test,2
1621,0.0,495.71602,495.96623,0.8,gabors,40.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,54,,,0,,False,5,test,0
1622,0.0,495.96623,496.21644,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,240,,,0,,False,3,train,0
1623,0.0,496.21644,496.46665,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,217,,,0,,False,4,train,2
1624,0.0,496.46665,496.71686,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,106,,,0,,False,8,test,0
1625,0.0,496.71686,496.96706,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,43,,,0,,False,7,train,0
1626,0.0,496.96706,497.21727,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,82,,,0,,False,6,train,2
1627,0.0,497.21727,497.46748,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,225,,,0,,False,3,train,1
1628,0.0,497.46748,497.71768,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,225,,,0,,False,4,train,1
1629,0.0,497.71768,497.96789,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,88,,,0,,False,8,test,2
1630,0.0,497.96789,498.2181,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,99,,,0,,False,11,test,1
1631,0.0,498.2181,498.46832,0.8,gabors,0.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,174,,,0,,False,7,train,2
1632,0.0,498.46832,498.71853,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,215,,,0,,False,6,train,1
1633,0.0,498.71853,498.96874,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,27,,,0,,False,7,train,1
1634,0.0,498.96874,499.21894,0.8,gabors,0.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,224,,,0,,False,7,train,1
1635,0.0,499.21894,499.46915,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,66,,,0,,False,6,train,1
1636,0.0,499.46915,499.71936,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,155,,,0,,False,7,train,0
1637,0.0,499.71936,499.96957,0.8,gabors,40.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,54,,,0,,False,6,train,0
1638,0.0,499.96957,500.21978,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,9,,,0,,False,6,train,1
1639,0.0,500.21978,500.46999,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,133,,,0,,False,3,train,2
1640,0.0,500.46999,500.7202,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,79,,,0,,False,4,train,1
1641,0.0,500.7202,500.9704,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,108,,,0,,False,8,test,2
1642,0.0,500.9704,501.22061,0.8,gabors,0.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,182,,,0,,False,7,train,1
1643,0.0,501.22061,501.47082,0.8,gabors,40.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,177,,,0,,False,9,train,2
1644,0.0,501.47082,501.72102,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,163,,,0,,False,7,train,0
1645,0.0,501.72102,501.97123,0.8,gabors,30.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,64,,,0,,False,7,train,2
1646,0.0,501.97123,502.22143,0.8,gabors,20.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,196,,,0,,False,7,train,2
1647,0.0,502.22143,502.47164,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,41,,,0,,False,4,train,0
1648,0.0,502.47164,502.72185,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,217,,,0,,False,5,test,2
1649,0.0,502.72185,502.97206,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,5,,,0,,False,7,train,2
1650,0.0,502.97206,503.22227,0.8,gabors,30.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,213,,,0,,False,6,train,2
1651,0.0,503.22227,503.47248,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,237,,,0,,False,7,train,0
1652,0.0,503.47248,503.72269,0.8,gabors,20.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,192,,,0,,False,4,train,0
1653,0.0,503.72269,503.9729,0.8,gabors,0.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,182,,,0,,False,8,test,1
1654,0.0,503.9729,504.22311,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,165,,,0,,False,8,test,1
1655,0.0,504.22311,504.47332,0.8,gabors,30.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,213,,,0,,False,7,train,2
1656,0.0,504.47332,504.72353,0.8,gabors,0.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,114,,,0,,False,4,train,0
1657,0.0,504.72353,504.97374,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,60,,,0,,False,6,train,0
1658,0.0,504.97374,505.22395,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,20,,,0,,False,7,train,2
1659,0.0,505.22395,505.47416,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,225,,,0,,False,5,test,1
1660,0.0,505.47416,505.72437,0.8,gabors,20.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,128,,,0,,False,3,train,0
1661,0.0,505.72437,505.97459,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,179,,,0,,False,3,train,2
1662,0.0,505.97459,506.2248,0.8,gabors,30.0,null,null,"[20.0, 20.0]",30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,210,,,0,,False,7,train,0
1663,0.0,506.2248,506.47502,0.8,gabors,10.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,178,,,0,,False,4,train,0
1664,0.0,506.47502,506.72524,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,52,,,0,,False,6,train,0
1665,0.0,506.72524,506.97544,0.8,gabors,20.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,196,,,0,,False,8,test,2
1666,0.0,506.97544,507.22564,0.8,gabors,30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,90,,,0,,False,11,test,0
1667,0.0,507.22564,507.47584,0.8,gabors,20.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,196,,,0,,False,9,train,2
1668,0.0,507.47584,507.72604,0.8,gabors,0.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,182,,,0,,False,9,train,1
1669,0.0,507.72604,507.97625,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,34,,,0,,False,6,train,1
1670,0.0,507.97625,508.22646,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,225,,,0,,False,6,train,1
1671,0.0,508.22646,508.47668,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,83,,,0,,False,6,train,0
1672,0.0,508.47668,508.72689,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,225,,,0,,False,7,train,1
1673,0.0,508.72689,508.97709,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,164,,,0,,False,8,test,1
1674,0.0,508.97709,509.2273,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,100,,,0,,False,7,train,2
1675,0.0,509.2273,509.47751,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,239,,,0,,False,2,test,0
1676,0.0,509.47751,509.72771,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,6,,,0,,False,8,test,2
1677,0.0,509.72771,509.97792,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,96,,,0,,False,6,train,0
1678,0.0,509.97792,510.22813,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,16,,,0,,False,6,train,0
1679,0.0,510.22813,510.47834,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,163,,,0,,False,8,test,0
1680,0.0,510.47834,510.72855,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,160,,,0,,False,7,train,0
1681,0.0,510.72855,510.97876,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,52,,,0,,False,7,train,0
1682,0.0,510.97876,511.22896,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,148,,,0,,False,5,test,1
1683,0.0,511.22896,511.47917,0.8,gabors,30.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,181,,,0,,False,7,train,1
