stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,stimulus_name,y_position,color,frame,size,x_position,spatial_frequency,orientation,temporal_frequency,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,90.394099,90.627629,0.8,gabors,0.0,null,null,"[20.0, 20.0]",30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.23352988,1,,,0,,False,0,train,0
2,0.0,90.627629,90.87784,0.8,gabors,0.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021059,2,,,0,,False,0,train,1
3,0.0,90.87784,91.12805,0.8,gabors,0.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021059,3,,,0,,False,0,train,1
4,0.0,91.12805,91.378261,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021059,4,,,0,,False,0,train,0
5,0.0,91.378261,91.628473,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,5,,,0,,False,0,train,2
6,0.0,91.628473,91.878685,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,6,,,0,,False,0,train,2
7,0.0,91.878685,92.128897,0.8,gabors,10.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,7,,,0,,False,0,train,1
8,0.0,92.128897,92.379109,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021209,8,,,0,,False,0,train,2
9,0.0,92.379109,92.629315,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,9,,,0,,False,0,train,1
10,0.0,92.629315,92.87952,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,10,,,0,,False,0,train,2
11,0.0,92.87952,93.129725,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,11,,,0,,False,0,train,0
12,0.0,93.129725,93.379931,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,12,,,0,,False,0,train,2
13,0.0,93.379931,93.630148,0.8,gabors,40.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,13,,,0,,False,0,train,2
14,0.0,93.630148,93.880365,0.8,gabors,30.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,14,,,0,,False,0,train,2
15,0.0,93.880365,94.130582,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,15,,,0,,False,0,train,0
16,0.0,94.130582,94.380799,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,16,,,0,,False,0,train,0
17,0.0,94.380799,94.631,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,17,,,0,,False,0,train,2
18,0.0,94.631,94.8812,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,18,,,0,,False,0,train,0
19,0.0,94.8812,95.1314,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,19,,,0,,False,0,train,2
20,0.0,95.1314,95.381601,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,20,,,0,,False,0,train,2
21,0.0,95.381601,95.631815,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,21,,,0,,False,0,train,0
22,0.0,95.631815,95.88203,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,22,,,0,,False,0,train,1
23,0.0,95.88203,96.132245,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,6,,,0,,False,1,train,2
24,0.0,96.132245,96.382459,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,23,,,0,,False,0,train,0
25,0.0,96.382459,96.632665,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,24,,,0,,False,0,train,0
26,0.0,96.632665,96.88287,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,25,,,0,,False,0,train,1
27,0.0,96.88287,97.133075,0.8,gabors,30.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,26,,,0,,False,0,train,1
28,0.0,97.133075,97.383281,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,27,,,0,,False,0,train,1
29,0.0,97.383281,97.63349,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,28,,,0,,False,0,train,0
30,0.0,97.63349,97.8837,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,29,,,0,,False,0,train,2
31,0.0,97.8837,98.13391,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,30,,,0,,False,0,train,1
32,0.0,98.13391,98.384119,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020959,31,,,0,,False,0,train,2
33,0.0,98.384119,98.634325,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,32,,,0,,False,0,train,0
34,0.0,98.634325,98.88453,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,33,,,0,,False,0,train,1
35,0.0,98.88453,99.134735,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,34,,,0,,False,0,train,1
36,0.0,99.134735,99.384941,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,35,,,0,,False,0,train,1
37,0.0,99.384941,99.635145,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,36,,,0,,False,0,train,1
38,0.0,99.635145,99.88535,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,37,,,0,,False,0,train,1
39,0.0,99.88535,100.13555,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,38,,,0,,False,0,train,0
40,0.0,100.13555,100.38576,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,16,,,0,,False,1,train,0
41,0.0,100.38576,100.63597,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,39,,,0,,False,0,train,2
42,0.0,100.63597,100.88618,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,40,,,0,,False,0,train,1
43,0.0,100.88618,101.1364,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,41,,,0,,False,0,train,0
44,0.0,101.1364,101.38661,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,42,,,0,,False,0,train,2
45,0.0,101.38661,101.63683,0.8,gabors,0.0,null,null,"[20.0, 20.0]",30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,1,,,0,,False,1,train,0
46,0.0,101.63683,101.88704,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,43,,,0,,False,0,train,0
47,0.0,101.88704,102.13726,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,44,,,0,,False,0,train,2
48,0.0,102.13726,102.38748,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,45,,,0,,False,0,train,2
49,0.0,102.38748,102.63768,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,46,,,0,,False,0,train,1
50,0.0,102.63768,102.88788,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,47,,,0,,False,0,train,2
51,0.0,102.88788,103.13808,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,48,,,0,,False,0,train,1
52,0.0,103.13808,103.38828,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,49,,,0,,False,0,train,1
53,0.0,103.38828,103.6385,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,50,,,0,,False,0,train,2
54,0.0,103.6385,103.88871,0.8,gabors,0.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,51,,,0,,False,0,train,2
55,0.0,103.88871,104.13893,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,52,,,0,,False,0,train,0
56,0.0,104.13893,104.38915,0.8,gabors,10.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,53,,,0,,False,0,train,2
57,0.0,104.38915,104.63935,0.8,gabors,40.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,54,,,0,,False,0,train,0
58,0.0,104.63935,104.88955,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,55,,,0,,False,0,train,1
59,0.0,104.88955,105.13975,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,56,,,0,,False,0,train,0
60,0.0,105.13975,105.38995,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020041,57,,,0,,False,0,train,0
61,0.0,105.38995,105.64017,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,58,,,0,,False,0,train,1
62,0.0,105.64017,105.89038,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,11,,,0,,False,1,train,0
63,0.0,105.89038,106.1406,0.8,gabors,40.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,59,,,0,,False,0,train,1
64,0.0,106.1406,106.39082,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,48,,,0,,False,1,train,1
65,0.0,106.39082,106.64102,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,60,,,0,,False,0,train,0
66,0.0,106.64102,106.89121,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,61,,,0,,False,0,train,2
67,0.0,106.89121,107.14141,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,62,,,0,,False,0,train,1
68,0.0,107.14141,107.39161,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25019791,63,,,0,,False,0,train,0
69,0.0,107.39161,107.64183,0.8,gabors,30.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,64,,,0,,False,0,train,2
70,0.0,107.64183,107.89204,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,45,,,0,,False,1,train,2
71,0.0,107.89204,108.14225,0.8,gabors,0.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,3,,,0,,False,1,train,1
72,0.0,108.14225,108.39247,0.8,gabors,0.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,65,,,0,,False,0,train,0
73,0.0,108.39247,108.64268,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,48,,,0,,False,2,test,1
74,0.0,108.64268,108.89288,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,66,,,0,,False,0,train,1
75,0.0,108.89288,109.14309,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,67,,,0,,False,0,train,2
76,0.0,109.14309,109.3933,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,68,,,0,,False,0,train,0
77,0.0,109.3933,109.6435,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,69,,,0,,False,0,train,1
78,0.0,109.6435,109.8937,0.8,gabors,30.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,70,,,0,,False,0,train,2
79,0.0,109.8937,110.14391,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,71,,,0,,False,0,train,0
80,0.0,110.14391,110.39411,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,72,,,0,,False,0,train,2
81,0.0,110.39411,110.64432,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021541,73,,,0,,False,0,train,0
82,0.0,110.64432,110.89454,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021541,49,,,0,,False,1,train,1
83,0.0,110.89454,111.14476,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021541,74,,,0,,False,0,train,2
84,0.0,111.14476,111.39497,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021541,75,,,0,,False,0,train,1
85,0.0,111.39497,111.64518,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,76,,,0,,False,0,train,0
86,0.0,111.64518,111.89538,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,43,,,0,,False,1,train,0
87,0.0,111.89538,112.14558,0.8,gabors,10.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,53,,,0,,False,1,train,2
88,0.0,112.14558,112.39579,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,77,,,0,,False,0,train,1
89,0.0,112.39579,112.646,0.8,gabors,0.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,3,,,0,,False,2,test,1
90,0.0,112.646,112.89621,0.8,gabors,-20.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,10,,,0,,False,1,train,2
91,0.0,112.89621,113.14643,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,49,,,0,,False,2,test,1
92,0.0,113.14643,113.39664,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",10.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,73,,,0,,False,1,train,0
93,0.0,113.39664,113.64685,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,62,,,0,,False,1,train,1
94,0.0,113.64685,113.89705,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,78,,,0,,False,0,train,1
95,0.0,113.89705,114.14725,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,50,,,0,,False,1,train,2
96,0.0,114.14725,114.39746,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020459,79,,,0,,False,0,train,1
97,0.0,114.39746,114.64767,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,80,,,0,,False,0,train,1
98,0.0,114.64767,114.89788,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,81,,,0,,False,0,train,1
99,0.0,114.89788,115.1481,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,29,,,0,,False,1,train,2
100,0.0,115.1481,115.39831,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021291,82,,,0,,False,0,train,2
101,0.0,115.39831,115.64853,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,83,,,0,,False,0,train,0
102,0.0,115.64853,115.89874,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,44,,,0,,False,1,train,2
103,0.0,115.89874,116.14896,0.8,gabors,10.0,null,null,"[20.0, 20.0]",10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,7,,,0,,False,1,train,1
104,0.0,116.14896,116.39918,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,84,,,0,,False,0,train,1
105,0.0,116.39918,116.64938,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,43,,,0,,False,2,test,0
106,0.0,116.64938,116.89958,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,85,,,0,,False,0,train,1
107,0.0,116.89958,117.14979,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,86,,,0,,False,0,train,2
108,0.0,117.14979,117.39999,0.8,gabors,30.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020291,87,,,0,,False,0,train,0
109,0.0,117.39999,117.6502,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,88,,,0,,False,0,train,2
110,0.0,117.6502,117.9004,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,89,,,0,,False,0,train,1
111,0.0,117.9004,118.15061,0.8,gabors,30.0,null,null,"[20.0, 20.0]",0.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,90,,,0,,False,0,train,0
112,0.0,118.15061,118.40082,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020709,91,,,0,,False,0,train,1
113,0.0,118.40082,118.65103,0.8,gabors,10.0,null,null,"[20.0, 20.0]",-40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,92,,,0,,False,0,train,1
114,0.0,118.65103,118.90124,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,46,,,0,,False,1,train,1
115,0.0,118.90124,119.15145,0.8,gabors,0.0,null,null,"[20.0, 20.0]",-40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,43,,,0,,False,3,train,0
116,0.0,119.15145,119.40166,0.8,gabors,30.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021041,93,,,0,,False,0,train,0
117,0.0,119.40166,119.65186,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,94,,,0,,False,0,train,2
118,0.0,119.65186,119.90206,0.8,gabors,40.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,95,,,0,,False,0,train,2
119,0.0,119.90206,120.15227,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,66,,,0,,False,1,train,1
120,0.0,120.15227,120.40247,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",40.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020209,96,,,0,,False,0,train,0
121,0.0,120.40247,120.65268,0.8,gabors,40.0,null,null,"[20.0, 20.0]",40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,13,,,0,,False,1,train,2
122,0.0,120.65268,120.90288,0.8,gabors,40.0,null,null,"[20.0, 20.0]",30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,97,,,0,,False,0,train,2
123,0.0,120.90288,121.15309,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",-20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,80,,,0,,False,1,train,1
124,0.0,121.15309,121.4033,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-40.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020791,50,,,0,,False,2,test,2
125,0.0,121.4033,121.65352,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",-30.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,98,,,0,,False,0,train,2
126,0.0,121.65352,121.90373,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,12,,,0,,False,1,train,2
127,0.0,121.90373,122.15395,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,99,,,0,,False,0,train,1
128,0.0,122.15395,122.40417,0.8,gabors,30.0,null,null,"[20.0, 20.0]",-20.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021709,39,,,0,,False,1,train,2
129,0.0,122.40417,122.65437,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-10.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,46,,,0,,False,2,test,1
130,0.0,122.65437,122.90458,0.8,gabors,-10.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,100,,,0,,False,0,train,2
131,0.0,122.90458,123.15479,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",40.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,62,,,0,,False,2,test,1
132,0.0,123.15479,123.40499,0.8,gabors,20.0,null,null,"[20.0, 20.0]",0.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,5,,,0,,False,1,train,2
133,0.0,123.40499,123.65521,0.8,gabors,-30.0,null,null,"[20.0, 20.0]",10.0,0.08,90.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,101,,,0,,False,0,train,2
134,0.0,123.65521,123.90542,0.8,gabors,40.0,null,null,"[20.0, 20.0]",30.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,102,,,0,,False,0,train,1
135,0.0,123.90542,124.15563,0.8,gabors,-40.0,null,null,"[20.0, 20.0]",0.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,103,,,0,,False,0,train,1
136,0.0,124.15563,124.40585,0.8,gabors,20.0,null,null,"[20.0, 20.0]",-30.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25021459,104,,,0,,False,0,train,0
137,0.0,124.40585,124.65605,0.8,gabors,20.0,null,null,"[20.0, 20.0]",20.0,0.08,45.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,55,,,0,,False,1,train,1
138,0.0,124.65605,124.90626,0.8,gabors,40.0,null,null,"[20.0, 20.0]",20.0,0.08,0.0,4.0,"[3644.93333333, 3644.93333333]",0.25020541,105,,,0,,False,0,train,0
