ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-15,1.28136,0.68481
715093703,azimuth,-14.625,1.24196,0.645414
715093703,azimuth,-14.25,1.28249,0.685942
715093703,azimuth,-13.875,1.31959,0.723044
715093703,azimuth,-13.5,1.35279,0.756241
715093703,azimuth,-13.125,1.32308,0.726532
715093703,azimuth,-12.75,1.35644,0.759889
715093703,azimuth,-12.375,1.38636,0.789807
715093703,azimuth,-12,1.36568,0.769126
715093703,azimuth,-11.625,1.39333,0.796781
715093703,azimuth,-11.25,1.4183,0.821752
715093703,azimuth,-10.875,1.44019,0.843643
715093703,azimuth,-10.5,1.40956,0.813006
715093703,azimuth,-10.125,1.43018,0.833631
715093703,azimuth,-9.75,1.44804,0.851486
715093703,azimuth,-9.375,1.46365,0.867105
715093703,azimuth,-9,1.43596,0.839414
715093703,azimuth,-8.625,1.45059,0.854045
715093703,azimuth,-8.25,1.46299,0.866437
715093703,azimuth,-7.875,1.43221,0.835659
715093703,azimuth,-7.5,1.44065,0.844104
715093703,azimuth,-7.125,1.44629,0.849742
715093703,azimuth,-6.75,1.44956,0.853007
715093703,azimuth,-6.375,1.4153,0.818753
715093703,azimuth,-6,1.41381,0.817258
715093703,azimuth,-5.625,1.40923,0.812682
715093703,azimuth,-5.25,1.37265,0.776099
715093703,azimuth,-4.875,1.36638,0.769834
715093703,azimuth,-4.5,1.35753,0.760985
715093703,azimuth,-4.125,1.34731,0.750765
715093703,azimuth,-3.75,1.30827,0.71172
715093703,azimuth,-3.375,1.29242,0.695869
715093703,azimuth,-3,1.27477,0.678217
715093703,azimuth,-2.625,1.22705,0.630496
715093703,azimuth,-2.25,1.20754,0.610994
715093703,azimuth,-1.875,1.18687,0.590316
715093703,azimuth,-1.5,1.16658,0.570033
715093703,azimuth,-1.125,1.12343,0.526876
715093703,azimuth,-0.75,1.10697,0.510425
715093703,azimuth,-0.375,1.09117,0.494618
715093703,azimuth,0,1.06283,0.466285
715093703,azimuth,0.375,1.0092,0.412655
715093703,azimuth,0.75,0.990191,0.393642
715093703,azimuth,1.125,0.97289,0.376341
715093703,azimuth,1.5,0.966756,0.370207
715093703,azimuth,1.875,0.943892,0.347342
715093703,azimuth,2.25,0.921963,0.325414
715093703,azimuth,2.625,0.905671,0.309122
715093703,azimuth,3,0.911769,0.31522
715093703,azimuth,3.375,0.882789,0.28624
715093703,azimuth,3.75,0.856285,0.259736
715093703,azimuth,4.125,0.929356,0.332807
715093703,azimuth,4.5,0.897572,0.301023
715093703,azimuth,4.875,0.867671,0.271121
715093703,azimuth,5.25,0.842984,0.246435
715093703,azimuth,5.625,0.909541,0.312991
715093703,azimuth,6,0.875691,0.279141
715093703,azimuth,6.375,0.845081,0.248531
715093703,azimuth,6.75,0.90282,0.306271
715093703,azimuth,7.125,0.867705,0.271155
715093703,azimuth,7.5,0.834895,0.238346
715093703,azimuth,7.875,0.80702,0.21047
715093703,azimuth,8.25,0.841207,0.244657
715093703,azimuth,8.625,0.805483,0.208933
715093703,azimuth,9,0.773981,0.177432
715093703,azimuth,9.375,0.824372,0.227822
715093703,azimuth,9.75,0.787329,0.190779
715093703,azimuth,10.125,0.754091,0.157542
715093703,azimuth,10.5,0.726382,0.129833
715093703,azimuth,10.875,0.747232,0.150683
715093703,azimuth,11.25,0.71418,0.117631
715093703,azimuth,11.625,0.686261,0.089711
715093703,azimuth,12,0.669145,0.0725954
715093703,azimuth,12.375,0.672498,0.0759481
715093703,azimuth,12.75,0.648065,0.0515156
715093703,azimuth,13.125,0.62951,0.0329609
715093703,azimuth,13.5,0.642265,0.0457153
715093703,azimuth,13.875,0.621166,0.0246161
715093703,azimuth,14.25,0.605207,0.00865755
715093703,azimuth,14.625,0.596557,7.08737e-06
715093703,azimuth,15,0.61194,0.01539
715093703,elevation,-15,3,2.40345
715093703,elevation,-14.625,3,2.40345
715093703,elevation,-14.25,3,2.40345
715093703,elevation,-13.875,3,2.40345
715093703,elevation,-13.5,3,2.40345
715093703,elevation,-13.125,3,2.40345
715093703,elevation,-12.75,3,2.40345
715093703,elevation,-12.375,3,2.40345
715093703,elevation,-12,3,2.40345
715093703,elevation,-11.625,1.00603,0.409477
715093703,elevation,-11.25,1.00055,0.404001
715093703,elevation,-10.875,1.00009,0.403544
715093703,elevation,-10.5,0.978364,0.381815
715093703,elevation,-10.125,0.972339,0.375789
715093703,elevation,-9.75,0.973191,0.376641
715093703,elevation,-9.375,0.976198,0.379649
715093703,elevation,-9,0.97911,0.38256
715093703,elevation,-8.625,0.988379,0.39183
715093703,elevation,-8.25,0.998057,0.401508
715093703,elevation,-7.875,1.01776,0.421214
715093703,elevation,-7.5,1.04094,0.44439
715093703,elevation,-7.125,1.05973,0.463178
715093703,elevation,-6.75,1.07644,0.47989
715093703,elevation,-6.375,1.09923,0.502684
715093703,elevation,-6,1.11676,0.52021
715093703,elevation,-5.625,1.13215,0.535597
715093703,elevation,-5.25,1.14243,0.545885
715093703,elevation,-4.875,1.15056,0.554009
715093703,elevation,-4.5,1.15958,0.56303
715093703,elevation,-4.125,1.16839,0.571838
715093703,elevation,-3.75,1.15341,0.556865
715093703,elevation,-3.375,1.15048,0.55393
715093703,elevation,-3,1.15086,0.554315
715093703,elevation,-2.625,1.13938,0.542831
715093703,elevation,-2.25,1.12076,0.524211
715093703,elevation,-1.875,1.1152,0.51865
715093703,elevation,-1.5,1.1126,0.516048
715093703,elevation,-1.125,1.0871,0.490552
715093703,elevation,-0.75,1.07794,0.481387
715093703,elevation,-0.375,1.07455,0.478005
715093703,elevation,0,1.0733,0.476754
715093703,elevation,0.375,0.999779,0.403229
715093703,elevation,0.75,0.989039,0.39249
715093703,elevation,1.125,0.983213,0.386664
715093703,elevation,1.5,0.911601,0.315052
715093703,elevation,1.875,0.899029,0.302479
