system,animal_area_groups,valid_correlations,median_spearman_rho,positive_correlation_fraction,median_shape_mae_improvement_log2,median_absolute_mae_improvement_log2
ccf_anatomy,58,58,0.044034544462511344,0.5517241379310345,-0.00039154406211738824,-0.01948582910442953
observed_rf,58,58,0.08726817042606516,0.6551724137931034,0.0005658562166592218,-0.006375452573033291
registered_map,58,58,0.06538894155230536,0.6206896551724138,-0.000204787365954473,0.001125142381772637
